Date,PORTUGAL SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,101.18002207239614
2001-01-03,99.9331495329803
2001-01-04,99.90695125869593
2001-01-05,102.37394793935998
2001-01-08,102.17883497199429
2001-01-09,100.45129940762466
2001-01-10,101.31241965934728
2001-01-11,102.93564202935612
2001-01-12,104.4731260268827
2001-01-15,104.07560000414851
2001-01-16,103.15254892254042
2001-01-17,104.15209247274116
2001-01-18,106.97326240722649
2001-01-19,107.25489603589266
2001-01-22,106.9274359338326
2001-01-23,107.60506307375556
2001-01-24,104.563258035213
2001-01-25,104.54483721361181
2001-01-26,104.48153647418509
2001-01-29,103.60167737865127
2001-01-30,104.54788565058219
2001-01-31,108.01966515687545
2001-02-01,110.64575037870216
2001-02-02,107.70057291763561
2001-02-05,108.66449320823223
2001-02-06,107.73298384543448
2001-02-07,106.90614579570405
2001-02-08,105.02273630864485
2001-02-09,103.89419339422825
2001-02-12,104.5066434231874
2001-02-13,103.82874131258086
2001-02-14,103.15471848799979
2001-02-15,101.58123469010879
2001-02-16,102.50224474901177
2001-02-19,102.71009814418919
2001-02-20,101.7551955182063
2001-02-21,102.12872433779168
2001-02-22,101.51528853840384
2001-02-23,100.73149842346984
2001-02-26,101.55494699113537
2001-02-27,102.55972302908427
2001-02-28,102.19013224878456
2001-03-01,102.70298142025244
2001-03-02,103.81772779615571
2001-03-05,102.88489845239481
2001-03-06,104.4022167118364
2001-03-07,104.21624101167104
2001-03-08,104.08981023598655
2001-03-09,102.9008484243435
2001-03-12,101.58927867405716
2001-03-13,100.82571866745131
2001-03-14,99.6797023499773
2001-03-15,98.43999296978288
2001-03-16,95.88429323992352
2001-03-19,93.38665618603672
2001-03-20,96.17120088933991
2001-03-21,94.06062941594625
2001-03-22,90.39892247275162
2001-03-23,93.68920695492629
2001-03-26,94.13837526751381
2001-03-27,93.09739600948578
2001-03-28,91.19940029882433
2001-03-29,90.56364728579719
2001-03-30,91.04812425302796
2001-04-02,90.19369273492626
2001-04-03,86.77152037770861
2001-04-04,87.23631913087637
2001-04-05,91.54013621719685
2001-04-06,90.91696923071689
2001-04-09,92.17093715803044
2001-04-10,91.44215136799897
2001-04-11,90.51526133048877
2001-04-12,91.67413158215912
2001-04-13,91.67413158215912
2001-04-16,90.73527848016488
2001-04-17,89.42764167512132
2001-04-18,88.601915208615
2001-04-19,89.17030235808892
2001-04-20,89.86996112097721
2001-04-23,88.82573534376893
2001-04-24,88.72054098294123
2001-04-25,89.04808787027547
2001-04-26,90.79826754459289
2001-04-27,89.32496501444862
2001-04-30,89.83095440354082
2001-05-01,90.30718866635357
2001-05-02,90.00760365211973
2001-05-03,91.70142397618913
2001-05-04,92.50024589703841
2001-05-07,92.26278988718464
