Date,CANADA SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.33913805830957
2001-01-03,98.42735071804468
2001-01-04,97.2733030605332
2001-01-05,97.44978005439654
2001-01-08,97.6139028272946
2001-01-09,98.39936544339938
2001-01-10,98.36427077801156
2001-01-11,99.94847267593981
2001-01-12,98.86216903195559
2001-01-15,99.59323128005563
2001-01-16,99.68994788046776
2001-01-17,99.28673273018047
2001-01-18,98.23978606131344
2001-01-19,99.39627503390709
2001-01-22,100.2470707305572
2001-01-23,100.18418868078913
2001-01-24,99.97692390251086
2001-01-25,100.5552297246303
2001-01-26,101.10621687106344
2001-01-29,102.13920756222252
2001-01-30,102.70010685124826
2001-01-31,102.1845046241778
2001-02-01,102.90141599818817
2001-02-02,103.44012631088232
2001-02-05,103.71640747829238
2001-02-06,103.30266717240669
2001-02-07,102.18815040930629
2001-02-08,102.27769443403771
2001-02-09,102.19424695491567
2001-02-12,101.91792527037829
2001-02-13,101.90044816898381
2001-02-14,101.28273910453021
2001-02-15,101.03733444372311
2001-02-16,100.5020523086913
2001-02-19,101.46573592331991
2001-02-20,99.82911226140304
2001-02-21,97.30624477959448
2001-02-22,97.65761689743074
2001-02-23,96.83439850002222
2001-02-26,98.04969180859887
2001-02-27,98.37592025248385
2001-02-28,97.43883611783522
2001-03-01,96.36869199336907
2001-03-02,96.30182412476918
2001-03-05,97.29560311118264
2001-03-06,98.82454642159941
2001-03-07,99.44111081119439
2001-03-08,100.6618344083214
2001-03-09,100.96168350891368
2001-03-12,99.92415534351801
2001-03-13,99.96259551452735
2001-03-14,98.71915066197809
2001-03-15,98.53257402376417
2001-03-16,97.19272967272055
2001-03-19,99.52706722526891
2001-03-20,98.74449073180145
2001-03-21,97.11536398689569
2001-03-22,95.41438367625287
2001-03-23,96.14986543983437
2001-03-26,97.45356037157978
2001-03-27,97.02586522657812
2001-03-28,96.05553016880465
2001-03-29,96.1950474784402
2001-03-30,97.83855049435353
2001-04-02,98.40731133340778
2001-04-03,97.5090435920601
2001-04-04,98.57568414645363
2001-04-05,98.29669081677032
2001-04-06,98.9065604401013
2001-04-09,99.36437629144234
2001-04-10,101.02749032156316
2001-04-11,101.71436518621641
2001-04-12,102.38264115302403
2001-04-13,102.38264115302403
2001-04-16,102.39886813577229
2001-04-17,102.70500178799993
2001-04-18,103.03622442284322
2001-04-19,104.13891528792144
2001-04-20,104.98845382834742
2001-04-23,104.22569999008196
2001-04-24,104.92274279773446
2001-04-25,105.8249733207488
2001-04-26,106.05782060754817
2001-04-27,106.99747292272815
2001-04-30,107.82443489247056
2001-05-01,108.67030662044549
2001-05-02,109.06364404710712
2001-05-03,109.10920645418982
2001-05-04,108.83188050468503
2001-05-07,108.82301423409463
