Date,AUSTRALIA SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,101.64159648392248
2001-01-03,101.69420210645538
2001-01-04,103.00740813239122
2001-01-05,104.71191853111213
2001-01-08,103.4430153326883
2001-01-09,102.4058880673292
2001-01-10,101.98632024716704
2001-01-11,101.29077977922107
2001-01-12,100.98033192934292
2001-01-15,99.32669010084638
2001-01-16,99.71121326223724
2001-01-17,99.40257855106347
2001-01-18,101.27312308216968
2001-01-19,101.6652096580955
2001-01-22,101.19585696257371
2001-01-23,101.31739584136417
2001-01-24,99.72098968970123
2001-01-25,99.87714326867975
2001-01-26,99.6021258939151
2001-01-29,99.58265787246056
2001-01-30,99.88138711022768
2001-01-31,101.0011200892187
2001-02-01,102.78133792709815
2001-02-02,101.97650702590617
2001-02-05,101.03118240247784
2001-02-06,101.36344924863461
2001-02-07,99.69008397116625
2001-02-08,97.96666489149594
2001-02-09,97.01102572790653
2001-02-12,97.16729269725954
2001-02-13,96.81396585881168
2001-02-14,95.9423642425243
2001-02-15,94.44282897649529
2001-02-16,95.76519747336279
2001-02-19,94.82992111526018
2001-02-20,93.81690405985437
2001-02-21,94.4405117050342
2001-02-22,93.8621925877292
2001-02-23,93.44407989963527
2001-02-26,93.79658691728474
2001-02-27,94.01271783004513
2001-02-28,94.42762158949421
2001-03-01,95.14079104829237
2001-03-02,95.8960406689753
2001-03-05,95.09440477913267
2001-03-06,94.05330645257078
2001-03-07,93.36937569669838
2001-03-08,92.74629800319427
2001-03-09,92.05872442027247
2001-03-12,91.8750003559488
2001-03-13,89.40578581274602
2001-03-14,88.60941563754649
2001-03-15,85.9182396768845
2001-03-16,85.57366853318271
2001-03-19,85.76819730736004
2001-03-20,86.49944238543607
2001-03-21,86.1699558620541
2001-03-22,85.3992457524282
2001-03-23,85.7798674603092
2001-03-26,86.57429776571122
2001-03-27,87.06155119279151
2001-03-28,86.32737987584746
2001-03-29,85.20334611374571
2001-03-30,83.79562247075754
2001-04-02,84.50598990522585
2001-04-03,83.98150534074938
2001-04-04,85.13668891943352
2001-04-05,85.52460138193808
2001-04-06,86.91126526640247
2001-04-09,87.12587418952143
2001-04-10,86.78238010703514
2001-04-11,88.15503090537712
2001-04-12,89.51583826562408
2001-04-13,89.51583826562408
2001-04-16,89.79791673184761
2001-04-17,88.53889530643877
2001-04-18,87.26999019289552
2001-04-19,89.98580301177279
2001-04-20,91.39308460352562
2001-04-23,88.33405510901532
2001-04-24,87.8569629916785
2001-04-25,88.0662500499217
2001-04-26,89.16031937112807
2001-04-27,89.1419821564611
2001-04-30,89.51979300865189
2001-05-01,90.36632516758922
2001-05-02,90.45961719519438
2001-05-03,91.27250081002454
2001-05-04,90.16479545449263
2001-05-07,90.64781094461657
