Date,SPAIN SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,102.84176552942785
2001-01-03,102.5914035810911
2001-01-04,106.48838309071205
2001-01-05,107.06876696029481
2001-01-08,108.09671751041321
2001-01-09,106.14936927510173
2001-01-10,106.17787116352527
2001-01-11,108.14045830026481
2001-01-12,109.74848582861912
2001-01-15,108.21605630122222
2001-01-16,108.8872613151059
2001-01-17,107.69278855877553
2001-01-18,108.454943025869
2001-01-19,107.01609711909992
2001-01-22,107.11012949602286
2001-01-23,107.51212616401496
2001-01-24,105.22099513652773
2001-01-25,105.44756461131796
2001-01-26,105.54993361277792
2001-01-29,105.64256961354432
2001-01-30,106.88756754521411
2001-01-31,108.23983343290008
2001-02-01,111.77865402401562
2001-02-02,110.7405582673454
2001-02-05,111.06964774159695
2001-02-06,110.30905498293059
2001-02-07,109.34139300525199
2001-02-08,108.15581495247505
2001-02-09,108.44267674719671
2001-02-12,108.85897650298824
2001-02-13,108.26892436320641
2001-02-14,106.99847630912261
2001-02-15,106.11674679881409
2001-02-16,107.31116602022628
2001-02-19,108.04260980245859
2001-02-20,106.67021320009202
2001-02-21,106.28939868263404
2001-02-22,105.73649449445476
2001-02-23,105.84425847819132
2001-02-26,106.43232373497192
2001-02-27,107.71792638445368
2001-02-28,107.57457505296837
2001-03-01,107.97431747840693
2001-03-02,108.91263408546986
2001-03-05,108.3656410112062
2001-03-06,109.61841359195779
2001-03-07,109.40161589912574
2001-03-08,109.81391473463844
2001-03-09,109.37308197969051
2001-03-12,108.04716651031791
2001-03-13,106.20990639220348
2001-03-14,105.12182532557215
2001-03-15,104.9892399585091
2001-03-16,103.53559119945687
2001-03-19,103.8427015623693
2001-03-20,103.96273661181958
2001-03-21,100.85054261478491
2001-03-22,97.07688172067694
2001-03-23,101.10353675215667
2001-03-26,100.81404870877711
2001-03-27,100.88102688262778
2001-03-28,99.87589485328587
2001-03-29,99.2438070227433
2001-03-30,100.68879672666168
2001-04-02,100.44177013810763
2001-04-03,99.77361136432857
2001-04-04,101.62886175799862
2001-04-05,101.50592090464988
2001-04-06,102.71052907036515
2001-04-09,102.46390902029158
2001-04-10,101.66194587912614
2001-04-11,101.13810549135334
2001-04-12,101.86106005584135
2001-04-13,101.86106005584135
2001-04-16,100.81788058355873
2001-04-17,100.83941884809136
2001-04-18,101.0460635235322
2001-04-19,102.25860195143808
2001-04-20,103.77528092736928
2001-04-23,103.05009374522241
2001-04-24,103.1625739487458
2001-04-25,103.95228198556589
2001-04-26,105.02091518054141
2001-04-27,104.55761464096777
2001-04-30,104.93336968665798
2001-05-01,105.48966864049848
2001-05-02,105.78606755987397
2001-05-03,106.59432613882741
2001-05-04,105.50539597830273
2001-05-07,104.00595548879436
