Date,USA SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,96.43882036443301
2001-01-03,100.35965631667756
2001-01-04,98.80889989547643
2001-01-05,96.89768455414325
2001-01-08,97.07068220473475
2001-01-09,97.3812038900775
2001-01-10,99.50060534283475
2001-01-11,100.70730733163631
2001-01-12,101.18607645747636
2001-01-15,101.18607645747636
2001-01-16,102.57545279626706
2001-01-17,102.18955781206705
2001-01-18,102.45559980566908
2001-01-19,100.92340890429745
2001-01-22,101.41517602165696
2001-01-23,103.53359391619813
2001-01-24,103.47459326810811
2001-01-25,103.42255859116675
2001-01-26,103.59362947576405
2001-01-29,105.00660597672027
2001-01-30,105.51314197731844
2001-01-31,105.08629667086674
2001-02-01,105.60497199371123
2001-02-02,104.50041290255687
2001-02-05,104.86399389866703
2001-02-06,105.46000042341169
2001-02-07,106.20556226926863
2001-02-08,105.4616730554592
2001-02-09,104.52779036534893
2001-02-12,106.68910426525436
2001-02-13,106.41037285949741
2001-02-14,106.53537702837015
2001-02-15,107.25706362628287
2001-02-16,105.50077638071033
2001-02-19,105.50077638071033
2001-02-20,104.25898474604796
2001-02-21,102.59941108246159
2001-02-22,101.14237385827451
2001-02-23,101.20802247778359
2001-02-26,103.22105687959275
2001-02-27,101.60296627900415
2001-02-28,100.74095635663971
2001-03-01,100.8421176498576
2001-03-02,101.69347861385714
2001-03-05,101.64762108894269
2001-03-06,102.45929685993539
2001-03-07,103.5755475288214
2001-03-08,103.20264315557161
2001-03-09,101.7084687337184
2001-03-12,98.64216045357344
2001-03-13,99.33871495108768
2001-03-14,97.63583841463144
2001-03-15,97.60758251521888
2001-03-16,95.47118135250669
2001-03-19,96.81818543909104
2001-03-20,95.54189525270125
2001-03-21,93.99785422196416
2001-03-22,93.0411635555171
2001-03-23,95.30591879179697
2001-03-26,95.93575727193753
2001-03-27,97.43668237160466
2001-03-28,95.34398276318068
2001-03-29,95.07747787895666
2001-03-30,97.98456768177928
2001-04-02,95.32874056549878
2001-04-03,92.57685898486906
2001-04-04,92.48415838396133
2001-04-05,96.22474679870474
2001-04-06,94.06960346974611
2001-04-09,95.36785971514684
2001-04-10,97.32217582391479
2001-04-11,96.72202797038821
2001-04-12,97.96837521360499
2001-04-13,97.96837521360499
2001-04-16,97.14866995797664
2001-04-17,98.24291463842624
2001-04-18,99.58165183006238
2001-04-19,100.11225975606281
2001-04-20,99.1579669405813
2001-04-23,98.72701145364971
2001-04-24,99.24080503799016
2001-04-25,101.48096609092643
2001-04-26,102.5733919146463
2001-04-27,103.86574271707735
2001-04-30,104.35834108407032
2001-05-01,105.2865380555414
2001-05-02,105.40001019843316
2001-05-03,104.18421282294132
2001-05-04,105.45524222458445
2001-05-07,104.93798764998316
