Date,FINLAND SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,101.24901252095904
2001-01-03,98.70581128632318
2001-01-04,101.07018921954811
2001-01-05,103.56160226687606
2001-01-08,102.7760274200778
2001-01-09,98.16290655473703
2001-01-10,96.94737295178493
2001-01-11,99.19151925995307
2001-01-12,101.44102230234277
2001-01-15,102.07435346709728
2001-01-16,101.00233029429246
2001-01-17,103.38480124458212
2001-01-18,105.04556993171309
2001-01-19,106.28603850811692
2001-01-22,105.21143828883379
2001-01-23,104.43839766965469
2001-01-24,102.10818781213997
2001-01-25,100.88668083041104
2001-01-26,95.21525417413987
2001-01-29,94.94491875692299
2001-01-30,95.69117723105765
2001-01-31,98.57036446983778
2001-02-01,99.80814580352198
2001-02-02,100.04407726099302
2001-02-05,100.84224331268
2001-02-06,98.68719806060022
2001-02-07,96.40697299467077
2001-02-08,94.37735569455918
2001-02-09,93.36818446603048
2001-02-12,92.30793175776657
2001-02-13,91.65518068023675
2001-02-14,90.79775674629886
2001-02-15,90.32354075891533
2001-02-16,90.53746570378985
2001-02-19,91.09244809878558
2001-02-20,89.91237193094723
2001-02-21,90.8978556345468
2001-02-22,88.97918356392344
2001-02-23,88.76118584769874
2001-02-26,88.90361598731879
2001-02-27,90.9400385570122
2001-02-28,90.81117655858856
2001-03-01,91.54174805846786
2001-03-02,91.99798481839697
2001-03-05,92.0002112553168
2001-03-06,93.86318057807033
2001-03-07,93.8433616370186
2001-03-08,95.90990908651209
2001-03-09,95.55274572702541
2001-03-12,94.03515236786474
2001-03-13,91.95362717124418
2001-03-14,90.6459030403608
2001-03-15,89.84359431125091
2001-03-16,88.66862802539877
2001-03-19,88.0716605662063
2001-03-20,89.67928632778279
2001-03-21,87.76028685196572
2001-03-22,85.48806251869173
2001-03-23,85.5731709304872
2001-03-26,86.28657285902959
2001-03-27,86.66312637927935
2001-03-28,87.08005677129957
2001-03-29,85.85843040817282
2001-03-30,85.94652129994364
2001-04-02,85.89041623130066
2001-04-03,85.85685469964983
2001-04-04,86.4224849923245
2001-04-05,87.17073242368339
2001-04-06,87.40040433363586
2001-04-09,88.15721001453537
2001-04-10,88.30913760183071
2001-04-11,89.5155996862
2001-04-12,90.40605046022203
2001-04-13,90.40605046022203
2001-04-16,89.48018403041506
2001-04-17,90.49227500473538
2001-04-18,90.82619398386223
2001-04-19,92.55815958791086
2001-04-20,94.07800989917656
2001-04-23,92.10523544537554
2001-04-24,90.9994511679871
2001-04-25,91.86504941521726
2001-04-26,92.69040652825691
2001-04-27,93.96829395609933
2001-04-30,95.25594123415047
2001-05-01,95.76093579035205
2001-05-02,96.90202151991454
2001-05-03,98.12180623544982
2001-05-04,98.79222528859664
2001-05-07,98.62195724950313
