Date,JAPAN SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.7423468273724
2001-01-03,99.83826550684098
2001-01-04,97.26773877045336
2001-01-05,96.1107031508719
2001-01-08,96.09002350908884
2001-01-09,94.19193110154444
2001-01-10,92.97882592718513
2001-01-11,89.87879146626315
2001-01-12,90.44075084684833
2001-01-15,91.23469826999055
2001-01-16,93.86166020403722
2001-01-17,93.97276755177346
2001-01-18,95.44423396056415
2001-01-19,96.91918771481562
2001-01-22,96.93203448984796
2001-01-23,96.94334553044713
2001-01-24,95.61088438763352
2001-01-25,97.04917046991234
2001-01-26,96.28408446413503
2001-01-29,97.35131295358967
2001-01-30,97.78439262778271
2001-01-31,98.97423482553954
2001-02-01,99.95338555719843
2001-02-02,99.97126803682573
2001-02-05,99.64631230201545
2001-02-06,99.18428254518261
2001-02-07,98.5773048227852
2001-02-08,97.56842341043212
2001-02-09,97.66551840069978
2001-02-12,97.66551840069978
2001-02-13,98.63265654172346
2001-02-14,99.96509433045676
2001-02-15,101.04908983518902
2001-02-16,101.09041905020923
2001-02-19,100.04180967848721
2001-02-20,101.14689592112227
2001-02-21,99.97028797816262
2001-02-22,98.60915096480801
2001-02-23,100.65260168103774
2001-02-26,101.27453376707965
2001-02-27,102.36833299326317
2001-02-28,100.74723845044714
2001-03-01,99.97308302557963
2001-03-02,96.4518006981015
2001-03-05,95.62350418656534
2001-03-06,97.38154423401384
2001-03-07,96.91275329888285
2001-03-08,97.08571184569725
2001-03-09,98.09287223725879
2001-03-12,95.25911728931163
2001-03-13,93.39810039094452
2001-03-14,92.65978671885526
2001-03-15,91.90261541313237
2001-03-16,91.30190669341516
2001-03-19,92.36134900844147
2001-03-20,92.04490110222508
2001-03-21,96.03277403689972
2001-03-22,94.91970909564212
2001-03-23,97.66840256976016
2001-03-26,101.25658503979984
2001-03-27,100.94547154346854
2001-03-28,102.56450176518146
2001-03-29,100.40962279981845
2001-03-30,97.28745340153937
2001-04-02,96.82471990753943
2001-04-03,98.89879044885517
2001-04-04,100.42860422888393
2001-04-05,102.06297192337811
2001-04-06,102.40760714265295
2001-04-09,100.70011666453914
2001-04-10,101.37542471588344
2001-04-11,102.33045778775697
2001-04-12,103.94720975085964
2001-04-13,104.70251719194171
2001-04-16,104.57748784430852
2001-04-17,104.91292900459867
2001-04-18,107.41856443742756
2001-04-19,108.61355660816137
2001-04-20,108.06139336859236
2001-04-23,108.91704597219055
2001-04-24,109.44078627478765
2001-04-25,110.34038752274711
2001-04-26,111.35663512843624
2001-04-27,110.17336674830031
2001-04-30,110.39704684465451
2001-05-01,114.64417702320911
2001-05-02,114.60994376499421
2001-05-03,115.50947653578702
2001-05-04,115.52856585598775
2001-05-07,114.88665686359347
