Date,SWEDEN SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.48452008095028
2001-01-03,94.34042615535462
2001-01-04,97.35514442480061
2001-01-05,98.75872513890745
2001-01-08,96.21591381687008
2001-01-09,95.11068059735217
2001-01-10,95.22921633893954
2001-01-11,96.99384352535154
2001-01-12,97.83460946699384
2001-01-15,98.18588266723167
2001-01-16,97.54139618209152
2001-01-17,98.32479938886364
2001-01-18,101.14952858352612
2001-01-19,101.70643192831028
2001-01-22,100.8012823766344
2001-01-23,100.7597243825042
2001-01-24,100.49315483615149
2001-01-25,99.3057672606613
2001-01-26,99.22456843201692
2001-01-29,101.89007902300506
2001-01-30,104.28391595724256
2001-01-31,107.80715557703743
2001-02-01,107.57494599634796
2001-02-02,106.63781596323953
2001-02-05,105.67480290002676
2001-02-06,106.13343639308106
2001-02-07,105.0645821616711
2001-02-08,103.30213926666907
2001-02-09,102.13381988420642
2001-02-12,101.41963736136927
2001-02-13,100.6475053241784
2001-02-14,97.76111356730226
2001-02-15,98.74171276714203
2001-02-16,98.87476123582168
2001-02-19,98.8185873352955
2001-02-20,97.61767041448601
2001-02-21,96.50596148322592
2001-02-22,93.44698340644561
2001-02-23,93.24663218152445
2001-02-26,95.85419273610924
2001-02-27,96.19842786219994
2001-02-28,96.57033103315158
2001-03-01,96.58863407045999
2001-03-02,97.92029197297161
2001-03-05,97.653305136745
2001-03-06,99.00759521963032
2001-03-07,98.98303160011956
2001-03-08,98.9124220437294
2001-03-09,97.75056010486125
2001-03-12,93.57020105344877
2001-03-13,90.05313533651606
2001-03-14,86.81637232121462
2001-03-15,87.05988616518559
2001-03-16,84.41838056461141
2001-03-19,83.46878791808226
2001-03-20,84.82637544182109
2001-03-21,83.1042241804845
2001-03-22,78.97156980492227
2001-03-23,81.99984573509998
2001-03-26,85.02159577793765
2001-03-27,86.27192279181709
2001-03-28,85.15014090925145
2001-03-29,83.58095439828972
2001-03-30,83.88948328976598
2001-04-02,84.60500172463638
2001-04-03,82.8569989770777
2001-04-04,82.79661292319305
2001-04-05,85.56346820118313
2001-04-06,85.43135258113576
2001-04-09,86.72266607445371
2001-04-10,87.02234972550322
2001-04-11,86.4793486923739
2001-04-12,87.30089423229889
2001-04-13,87.30089423229889
2001-04-16,86.38580844832006
2001-04-17,84.70427265171016
2001-04-18,85.594323231312
2001-04-19,88.27792121700838
2001-04-20,88.39886823861727
2001-04-23,87.31170154506124
2001-04-24,87.38969929148251
2001-04-25,87.68214862817673
2001-04-26,88.7502689510086
2001-04-27,88.58286998298706
2001-04-30,90.20002801123864
2001-05-01,90.57747088475317
2001-05-02,90.83209117558744
2001-05-03,91.17800162257636
2001-05-04,90.86749309580333
2001-05-07,91.34227797646265
