Date,IRELAND SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.09344509275198
2001-01-03,99.64809743293954
2001-01-04,102.24959654397526
2001-01-05,102.86736835486703
2001-01-08,103.7926415081081
2001-01-09,102.42408957043159
2001-01-10,103.38747123767902
2001-01-11,104.63941331400852
2001-01-12,105.04107340740258
2001-01-15,104.37174852384075
2001-01-16,104.99670335375347
2001-01-17,104.97750655403202
2001-01-18,106.73213010030169
2001-01-19,107.54713623249549
2001-01-22,107.34192093864861
2001-01-23,107.88395703885321
2001-01-24,105.58585281167394
2001-01-25,106.18371049785169
2001-01-26,106.22132645431701
2001-01-29,106.60507895110267
2001-01-30,108.3670952949941
2001-01-31,107.6520578845091
2001-02-01,109.2921629393751
2001-02-02,108.37066727050193
2001-02-05,108.42797864512295
2001-02-06,108.58283320242653
2001-02-07,110.5658197142178
2001-02-08,109.00237568720158
2001-02-09,110.87289934867147
2001-02-12,110.95004146146593
2001-02-13,109.5866486601364
2001-02-14,109.30778163137927
2001-02-15,108.03800385579994
2001-02-16,110.31087386547058
2001-02-19,110.44176725328127
2001-02-20,109.70104365986474
2001-02-21,110.40484953622584
2001-02-22,110.57703110854615
2001-02-23,111.51197961834772
2001-02-26,111.72365427420338
2001-02-27,113.87688769563775
2001-02-28,113.31129738992044
2001-03-01,113.9636225813045
2001-03-02,112.54297151395026
2001-03-05,111.11009901073552
2001-03-06,111.38103627341563
2001-03-07,111.78654612734454
2001-03-08,112.0220108842398
2001-03-09,111.34941422667507
2001-03-12,110.694431412538
2001-03-13,107.84864471418199
2001-03-14,106.6525165135487
2001-03-15,104.15457743995428
2001-03-16,102.71369738474125
2001-03-19,101.7688015349096
2001-03-20,102.55702820779501
2001-03-21,98.20559440824323
2001-03-22,91.66705832497091
2001-03-23,93.44059011021317
2001-03-26,96.14570466280287
2001-03-27,97.82438060089797
2001-03-28,96.39514560606874
2001-03-29,94.40792335049112
2001-03-30,93.78373809363329
2001-04-02,92.64737965420213
2001-04-03,93.1394432108704
2001-04-04,94.21734855206194
2001-04-05,95.07775916182865
2001-04-06,97.41708529950827
2001-04-09,98.72966860465628
2001-04-10,98.62345296585256
2001-04-11,99.30631299849797
2001-04-12,100.87100514908728
2001-04-13,100.87100514908728
2001-04-16,99.83796502696052
2001-04-17,101.09667014887093
2001-04-18,99.53442223628674
2001-04-19,101.41724032417973
2001-04-20,102.87955274124232
2001-04-23,100.91322321954881
2001-04-24,100.83155923456775
2001-04-25,100.04695912221081
2001-04-26,100.85801973004264
2001-04-27,100.91356352710454
2001-04-30,101.30014467772702
2001-05-01,102.8425
2001-05-02,103.26281222190566
2001-05-03,103.62371130666139
2001-05-04,105.43444610409368
2001-05-07,105.00448607026323
