Date,AUSTRIA SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.71408253541618
2001-01-03,97.72564105889958
2001-01-04,99.17710771367727
2001-01-05,102.35193307669105
2001-01-08,102.18388366658789
2001-01-09,99.60246978374846
2001-01-10,100.3102864826304
2001-01-11,101.13589663672023
2001-01-12,100.45832035275942
2001-01-15,99.5338295114337
2001-01-16,98.4945170229806
2001-01-17,98.12952083096492
2001-01-18,100.21947058737096
2001-01-19,100.04106948075164
2001-01-22,100.85933960251502
2001-01-23,101.65625209580385
2001-01-24,99.15050445265393
2001-01-25,98.63235591342963
2001-01-26,98.30186757704962
2001-01-29,97.78383111721907
2001-01-30,99.16527823535607
2001-01-31,101.49294285049382
2001-02-01,106.23081312976016
2001-02-02,106.31229040457522
2001-02-05,106.06728445885891
2001-02-06,105.11559888212508
2001-02-07,105.39836091960926
2001-02-08,105.04170516231704
2001-02-09,104.23627410345048
2001-02-12,104.7631152463971
2001-02-13,104.61120992668417
2001-02-14,103.68560526913411
2001-02-15,102.9300183610452
2001-02-16,107.19381586727353
2001-02-19,108.33754412827966
2001-02-20,108.65531465407341
2001-02-21,109.2198511244476
2001-02-22,107.79783736954101
2001-02-23,106.8999488700186
2001-02-26,107.14859232004736
2001-02-27,108.0976808172991
2001-02-28,107.19891564379031
2001-03-01,108.48598486314873
2001-03-02,108.79772194750137
2001-03-05,107.95427854536668
2001-03-06,107.91250289446911
2001-03-07,109.91040728170198
2001-03-08,110.31578563850472
2001-03-09,109.83480690870852
2001-03-12,108.98331175120589
2001-03-13,106.49129085707597
2001-03-14,104.46771152922055
2001-03-15,103.5890858241375
2001-03-16,99.99593497660747
2001-03-19,98.27542724129096
2001-03-20,97.87675096740216
2001-03-21,97.02218577819588
2001-03-22,93.89980365296427
2001-03-23,96.03212643525302
2001-03-26,96.83427379434661
2001-03-27,96.670643053846
2001-03-28,95.79375090722108
2001-03-29,95.78505654600346
2001-03-30,97.71416097021255
2001-04-02,96.26409347453719
2001-04-03,95.97348386121239
2001-04-04,97.37511201051159
2001-04-05,98.512168435791
2001-04-06,98.41081309672522
2001-04-09,98.97370942959527
2001-04-10,97.45714521668533
2001-04-11,95.99622127997749
2001-04-12,97.1310572342171
2001-04-13,97.1310572342171
2001-04-16,96.13631866609006
2001-04-17,97.63365835902417
2001-04-18,96.76550608098495
2001-04-19,97.6700507761468
2001-04-20,98.3831296623844
2001-04-23,97.96243951425504
2001-04-24,98.33917747601448
2001-04-25,97.91920860353368
2001-04-26,98.69606854433508
2001-04-27,97.63006306489393
2001-04-30,96.87759700349561
2001-05-01,97.39118868576558
2001-05-02,96.40338492677978
2001-05-03,97.47794247992013
2001-05-04,97.7916957554644
2001-05-07,96.68316064311239
