Date,GERMANY SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.80219910003723
2001-01-03,99.1842490888795
2001-01-04,101.32073167131877
2001-01-05,101.7791710673463
2001-01-08,99.56475621200053
2001-01-09,98.11210380072546
2001-01-10,97.52378517143798
2001-01-11,100.80290728548817
2001-01-12,103.16900800240707
2001-01-15,104.08545083789426
2001-01-16,103.80200119848257
2001-01-17,106.34114527459019
2001-01-18,108.91709349377193
2001-01-19,107.86163297143396
2001-01-22,108.62832998465852
2001-01-23,108.9155696182331
2001-01-24,108.29821467160752
2001-01-25,107.64629543000399
2001-01-26,107.7375591958156
2001-01-29,108.90013898436948
2001-01-30,109.89683486212259
2001-01-31,110.53461157287809
2001-02-01,111.0047519456883
2001-02-02,109.61579327401334
2001-02-05,109.94199435084413
2001-02-06,109.74319981503822
2001-02-07,107.86739765910698
2001-02-08,105.90688474680451
2001-02-09,105.53158848208082
2001-02-12,105.76450750562888
2001-02-13,104.4081432317117
2001-02-14,102.71639691059266
2001-02-15,102.4403135604309
2001-02-16,102.04143060824192
2001-02-19,101.31136411252002
2001-02-20,99.70779718546267
2001-02-21,98.73528939086182
2001-02-22,97.22210682028124
2001-02-23,96.82035918610892
2001-02-26,98.89780561543802
2001-02-27,100.16770454884058
2001-02-28,99.84376397755769
2001-03-01,98.55173694085428
2001-03-02,100.18733104762995
2001-03-05,100.93348383121162
2001-03-06,103.19648799956207
2001-03-07,102.52948097216935
2001-03-08,103.27438823354068
2001-03-09,102.4181613588599
2001-03-12,100.39311409590545
2001-03-13,97.97275549556124
2001-03-14,94.06973343246408
2001-03-15,94.07929118417164
2001-03-16,92.17686447152467
2001-03-19,90.99828700208612
2001-03-20,92.63916134897106
2001-03-21,89.91433411006196
2001-03-22,84.32561745713885
2001-03-23,86.35111848821299
2001-03-26,88.54225360594641
2001-03-27,89.8542662646834
2001-03-28,88.21391398307469
2001-03-29,87.18956607924027
2001-03-30,87.80063231906738
2001-04-02,86.02227345335687
2001-04-03,83.03697777329309
2001-04-04,83.36310389976535
2001-04-05,84.98880830551381
2001-04-06,85.16884818941521
2001-04-09,85.1320314043435
2001-04-10,84.9315920071978
2001-04-11,84.65214686477472
2001-04-12,85.91283678393033
2001-04-13,85.91283678393033
2001-04-16,85.03298625332096
2001-04-17,84.1029321089955
2001-04-18,86.04320553703481
2001-04-19,87.90976260357377
2001-04-20,89.05766449914822
2001-04-23,88.25300144317015
2001-04-24,89.55470567120425
2001-04-25,90.23625575726477
2001-04-26,91.99387024494858
2001-04-27,90.81065792867633
2001-04-30,91.51945037185791
2001-05-01,92.00463611067435
2001-05-02,92.9345912848843
2001-05-03,92.99932641308068
2001-05-04,93.45148880109664
2001-05-07,93.86989235803111
