Date,ISRAEL SMALL CAP
1994-05-31,218.88735783668483
1994-06-30,186.3201187383753
1994-07-29,209.14570343737506
1994-08-31,217.45951946356644
1994-09-30,216.17773191548753
1994-10-31,218.66982924378323
1994-11-30,195.47372687982423
1994-12-30,205.33656963147857
1995-01-31,215.14479940774342
1995-02-28,192.15022165254825
1995-03-31,211.83763741595754
1995-04-28,217.11343698405418
1995-05-31,222.28335648359527
1995-06-30,245.8461520881179
1995-07-31,249.87126267581414
1995-08-31,259.62570777650956
1995-09-29,257.8448595522734
1995-10-31,243.7467615725057
1995-11-30,239.2854699748534
1995-12-29,247.67188012843044
1996-01-31,250.101314727008
1996-02-29,262.89139140134074
1996-03-29,235.09274968380316
1996-04-30,236.4880409670803
1996-05-31,222.46870508269464
1996-06-28,223.5849541028247
1996-07-31,204.30244285335496
1996-08-30,208.71118318068656
1996-09-30,213.3579729337583
1996-10-31,212.5088279777077
1996-11-29,229.69850135121342
1996-12-31,253.96502297985447
1997-01-01,253.96502297985447
1997-01-02,259.1565806083061
1997-01-03,259.0536936599597
1997-01-06,270.97104748996406
1997-01-07,278.0741549664624
1997-01-08,282.3824888825588
1997-01-09,283.9175816044078
1997-01-10,282.9725724802789
1997-01-13,291.1145754786011
1997-01-14,289.91395802250713
1997-01-15,292.21436674346745
1997-01-16,293.04774204734116
1997-01-17,291.9658903552058
1997-01-20,290.5746627461633
1997-01-21,292.7156041212229
1997-01-22,294.47557827243764
1997-01-23,291.65049509726236
1997-01-24,292.81051488232515
1997-01-27,287.10459842431993
1997-01-28,287.7589813269312
1997-01-29,293.6910809214899
1997-01-30,296.47952628348185
1997-01-31,297.4555856957094
1997-02-03,309.6602633216146
1997-02-04,311.1788914303709
1997-02-05,314.2223412172371
1997-02-06,313.12159936092183
1997-02-07,313.0581092115628
1997-02-10,317.5930167688875
1997-02-11,312.0081193458044
1997-02-12,311.4733602917577
1997-02-13,312.482795614005
1997-02-14,313.2198112829446
1997-02-17,325.6249070911076
1997-02-18,330.5170240598092
1997-02-19,328.04008190643117
1997-02-20,323.91053638489564
1997-02-21,323.70815661147566
1997-02-24,311.29567862983345
1997-02-25,304.6219990278168
1997-02-26,300.7916629291738
1997-02-27,298.1507447304756
1997-02-28,297.3285452961437
1997-03-03,290.63324457656756
1997-03-04,298.22173291479197
1997-03-05,304.88812376090164
1997-03-06,306.587736066197
1997-03-07,307.1494355018473
1997-03-10,308.22037803325463
1997-03-11,299.98431574749
1997-03-12,293.2663802662775
1997-03-13,287.68128177366515
1997-03-14,287.81630695778847
1997-03-17,288.3736580691391
1997-03-18,284.9271401444346
1997-03-19,281.8858856747549
1997-03-20,286.74794514556277
1997-03-21,289.1658760187489
1997-03-24,284.0604069908984
1997-03-25,283.1717586585127
1997-03-26,285.7708220529452
1997-03-27,285.58371912833275
1997-03-28,285.6474875426078
1997-03-31,284.89280629055025
1997-04-01,284.94816925957855
1997-04-02,290.82145245081625
1997-04-03,293.1891985698491
1997-04-04,293.8788290645299
1997-04-07,298.1844567742041
1997-04-08,298.1026566514166
1997-04-09,291.82002560676204
1997-04-10,293.7203383620782
1997-04-11,291.7973201865139
1997-04-14,295.192292444343
1997-04-15,297.2023522446659
1997-04-16,293.63077152185053
1997-04-17,286.1415830121467
1997-04-18,286.2007966380548
1997-04-21,285.05809667754227
1997-04-22,286.7126775509683
1997-04-23,289.6694865788229
1997-04-24,292.8695371692092
1997-04-25,291.51996612576266
1997-04-28,291.65229499034723
1997-04-29,295.784018235012
1997-04-30,297.31479490249166
1997-05-01,300.39620542775873
1997-05-02,300.8632536163205
1997-05-05,309.0350951472736
1997-05-06,311.96318273039805
1997-05-07,310.3366900980707
1997-05-08,310.15841375828495
1997-05-09,311.9386499866901
1997-05-12,311.1852976133764
1997-05-13,311.5419044685556
1997-05-14,311.26066273419957
1997-05-15,311.3918667613298
1997-05-16,311.99210134340655
1997-05-19,312.04253948563814
1997-05-20,311.2812053670462
1997-05-21,313.6160246250417
1997-05-22,313.9787050114743
1997-05-23,316.9473967312986
1997-05-26,319.566143991975
1997-05-27,319.7319061850464
1997-05-28,321.2060599943731
1997-05-29,320.1927711528946
1997-05-30,319.655333662167
1997-06-02,325.90173683909705
1997-06-03,330.1155172632066
1997-06-04,328.7535663677351
1997-06-05,330.16130058202464
1997-06-06,333.34749919712675
1997-06-09,339.9272243533674
1997-06-10,340.71479604707
1997-06-11,340.31450360312215
1997-06-12,337.1851414377132
1997-06-13,336.7479454280202
1997-06-16,342.2886124086182
1997-06-17,343.3117215666742
1997-06-18,345.8878931077471
1997-06-19,345.19734404230235
1997-06-20,344.96278825561546
1997-06-23,338.59131951005793
1997-06-24,329.87288272362815
1997-06-25,326.748569880368
1997-06-26,318.76222294691604
1997-06-27,317.0012412213106
1997-06-30,318.9827660493288
1997-07-01,324.8086462864585
1997-07-02,332.7273232591134
1997-07-03,336.12930036044656
1997-07-04,334.41566660146555
1997-07-07,339.59649285833876
1997-07-08,343.62235330968144
1997-07-09,346.65804018935086
1997-07-10,343.23380535887685
1997-07-11,342.4623397974293
1997-07-14,341.1528113429803
1997-07-15,339.98440096836885
1997-07-16,336.5549260878922
1997-07-17,343.29490141231884
1997-07-18,343.0352514352624
1997-07-21,339.96110351978683
1997-07-22,340.29319193284965
1997-07-23,345.639484468986
1997-07-24,346.9865923916416
1997-07-25,347.31579257649133
1997-07-28,350.8458341042862
1997-07-29,356.6477325808324
1997-07-30,356.5313673876442
1997-07-31,361.8846321662972
1997-08-01,361.14959509585935
1997-08-04,367.596369891068
1997-08-05,369.60184505402816
1997-08-06,371.80172588422295
1997-08-07,372.7285508860095
1997-08-08,373.8290220571293
1997-08-11,358.2397063049121
1997-08-12,355.96113639417024
1997-08-13,350.29147263618063
1997-08-14,355.1132422935356
1997-08-15,356.3489313198723
1997-08-18,345.1209094699481
1997-08-19,346.59838771573635
1997-08-20,350.33060118392893
1997-08-21,350.50522508897217
1997-08-22,350.6532043893296
1997-08-25,341.2027822895236
1997-08-26,337.63789561445356
1997-08-27,339.59324470019635
1997-08-28,341.44455102587443
1997-08-29,340.5567118300913
1997-09-01,330.99595061433234
1997-09-02,335.62049910485877
1997-09-03,343.3095752483196
1997-09-04,341.3066592111221
1997-09-05,342.42365517845957
1997-09-08,341.3991383895199
1997-09-09,347.3871462824094
1997-09-10,347.14071733414505
1997-09-11,344.4173866743418
1997-09-12,345.93975455555244
1997-09-15,343.61204769594025
1997-09-16,340.82680112648626
1997-09-17,337.66750170472625
1997-09-18,335.84328439933415
1997-09-19,338.0619854656538
1997-09-22,340.28118142241664
1997-09-23,347.0201332725441
1997-09-24,346.76500543304877
1997-09-25,348.86833565083253
1997-09-26,348.76212429538265
1997-09-29,358.013835441905
1997-09-30,365.6509078737408
1997-10-01,364.7468190028801
1997-10-02,365.3552757999953
1997-10-03,364.4714096267151
1997-10-06,375.37025290640304
1997-10-07,375.53137610517445
1997-10-08,376.9871224650156
1997-10-09,374.6823235395186
1997-10-10,374.7953373270688
1997-10-13,374.26401352291094
1997-10-14,375.5500260541079
1997-10-15,373.6546564053086
1997-10-16,373.3231560658272
1997-10-17,369.549141596209
1997-10-20,371.8523474736738
1997-10-21,370.91769062297647
1997-10-22,369.6482961443518
1997-10-23,367.03166198421997
1997-10-24,363.3452711512692
1997-10-27,340.7115676897353
1997-10-28,310.6143857735736
1997-10-29,336.6829883509586
1997-10-30,326.4384623787108
1997-10-31,326.79197235231226
1997-11-03,346.29836709651613
1997-11-04,345.79532035578933
1997-11-05,345.91932733945333
1997-11-06,339.7421969406975
1997-11-07,337.1652322478174
1997-11-10,325.6702006040803
1997-11-11,323.98810223584877
1997-11-12,311.6528793405047
1997-11-13,309.2109208312643
1997-11-14,311.12282798714705
1997-11-17,324.03022686134733
1997-11-18,322.4775216022619
1997-11-19,321.7767069200849
1997-11-20,323.1696659315247
1997-11-21,322.58011656108675
1997-11-24,319.6721126871532
1997-11-25,318.88721290593503
1997-11-26,322.49653960160884
1997-11-27,323.5179898149591
1997-11-28,324.64196967394133
1997-12-01,330.28853755766863
1997-12-02,333.47852419064003
1997-12-03,333.8472127183688
1997-12-04,334.12576066147005
1997-12-05,333.36959075775985
1997-12-08,331.9616377374178
1997-12-09,332.1039711239972
1997-12-10,325.0929653566127
1997-12-11,320.12971013402614
1997-12-12,318.30570922786876
1997-12-15,314.1028904690592
1997-12-16,313.0462738292911
1997-12-17,315.79656984634806
1997-12-18,313.34548296932894
1997-12-19,313.06637474928084
1997-12-22,307.7865913755904
1997-12-23,307.4230379269774
1997-12-24,302.8558903127338
1997-12-25,302.85589031273383
1997-12-26,302.36382209191976
1997-12-29,307.8877878634259
1997-12-30,312.9932472851998
1997-12-31,317.9459467059161
1998-01-01,317.94594670591607
1998-01-02,322.7645134479076
1998-01-05,322.3619710314623
1998-01-06,324.66116398761454
1998-01-07,316.5414350986667
1998-01-08,313.9303853089974
1998-01-09,310.9829653457771
1998-01-12,290.9725419849115
1998-01-13,295.57596731588205
1998-01-14,295.18650694073784
1998-01-15,288.1830904957759
1998-01-16,287.4989578146149
1998-01-19,291.00618342853846
1998-01-20,291.72529786747276
1998-01-21,294.20840108050555
1998-01-22,290.6296130525484
1998-01-23,290.66232405496265
1998-01-26,283.36784647342085
1998-01-27,283.1710061947347
1998-01-28,284.2812187482525
1998-01-29,287.883990072665
1998-01-30,288.06438748156376
1998-02-02,301.2731200816018
1998-02-03,302.70930115176463
1998-02-04,297.3298712477684
1998-02-05,297.222226270525
1998-02-06,297.3320401976608
1998-02-09,295.49245466583073
1998-02-10,291.49634247809007
1998-02-11,292.8717266602584
1998-02-12,292.3543186203571
1998-02-13,293.4668905444743
1998-02-16,297.47409608080835
1998-02-17,298.1111280975737
1998-02-18,300.13756896808474
1998-02-19,300.73482899891536
1998-02-20,301.5246530393502
1998-02-23,311.84706252641405
1998-02-24,314.79892019820426
1998-02-25,315.32137629811723
1998-02-26,319.81056351490173
1998-02-27,321.7272510337971
1998-03-02,331.2065080982212
1998-03-03,331.52337720677957
1998-03-04,328.5945213483934
1998-03-05,324.6890400362167
1998-03-06,326.22106244454415
1998-03-09,335.92125653223934
1998-03-10,334.2460918506898
1998-03-11,333.7567195801946
1998-03-12,333.4020999942395
1998-03-13,334.2908854345175
1998-03-16,332.93821924759277
1998-03-17,335.37693569738985
1998-03-18,334.34257126451666
1998-03-19,333.3128066376188
1998-03-20,333.83036598427174
1998-03-23,334.873020435385
1998-03-24,334.3528349876221
1998-03-25,337.4599265801865
1998-03-26,339.3436715058244
1998-03-27,338.23836452255523
1998-03-30,337.1614594345955
1998-03-31,340.2044557390382
1998-04-01,343.6393193530198
1998-04-02,341.7210474082244
1998-04-03,339.58312494191244
1998-04-06,344.18479821367407
1998-04-07,342.92999447982476
1998-04-08,337.6287993061392
1998-04-09,341.2651339969518
1998-04-10,341.2651339969518
1998-04-13,339.69049787062664
1998-04-14,339.1429734773079
1998-04-15,338.3335363069033
1998-04-16,337.7504704822966
1998-04-17,337.64878218967425
1998-04-20,339.4284982041969
1998-04-21,339.15657138580957
1998-04-22,339.47702999956
1998-04-23,339.71493457399856
1998-04-24,339.1327655342157
1998-04-27,335.13533814087447
1998-04-28,337.2148008757583
1998-04-29,338.83811706210383
1998-04-30,339.3177110883022
1998-05-01,340.48595798600985
