Date,SWITZERLAND SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.7961684393855
2001-01-03,100.71521037304835
2001-01-04,100.72306575595928
2001-01-05,101.21401967583257
2001-01-08,100.71853825052202
2001-01-09,100.2676985008869
2001-01-10,100.03913823091067
2001-01-11,99.82967642253514
2001-01-12,100.25568101003323
2001-01-15,99.47218179235104
2001-01-16,100.26726291414741
2001-01-17,99.66969769464497
2001-01-18,101.82870178715521
2001-01-19,100.9595908469487
2001-01-22,100.44856603497064
2001-01-23,101.44585467169152
2001-01-24,100.08910417994015
2001-01-25,100.69168583839631
2001-01-26,100.56238481860571
2001-01-29,101.004220997358
2001-01-30,101.75458482019867
2001-01-31,102.2465666197861
2001-02-01,103.45535199365125
2001-02-02,102.06256369723653
2001-02-05,102.89593962306212
2001-02-06,102.26165567169157
2001-02-07,102.47960024224655
2001-02-08,101.3920220182603
2001-02-09,101.54336208922997
2001-02-12,102.98117649685614
2001-02-13,102.28383456612866
2001-02-14,101.38368334976174
2001-02-15,100.5028580138348
2001-02-16,101.52312994966091
2001-02-19,101.87244544983882
2001-02-20,100.86783117197305
2001-02-21,101.10369501117324
2001-02-22,100.71248593416556
2001-02-23,100.47693045677396
2001-02-26,100.50965891063828
2001-02-27,101.49796710741235
2001-02-28,101.3550437388747
2001-03-01,100.7993850329493
2001-03-02,101.36235510993185
2001-03-05,101.15307280934037
2001-03-06,100.98339230683467
2001-03-07,100.94134950419121
2001-03-08,100.7345401488519
2001-03-09,100.19484209657904
2001-03-12,99.23975811514129
2001-03-13,97.80464544718365
2001-03-14,95.83714105744555
2001-03-15,95.58462888710733
2001-03-16,93.60231743674757
2001-03-19,93.71735932926978
2001-03-20,93.94160332494572
2001-03-21,92.39389397740415
2001-03-22,88.4067685556479
2001-03-23,90.13956809086172
2001-03-26,91.1728871709682
2001-03-27,91.82826444237845
2001-03-28,90.95331464110149
2001-03-29,90.70295127119465
2001-03-30,91.73283211965337
2001-04-02,90.9910272302969
2001-04-03,91.0761754718547
2001-04-04,92.26604252426755
2001-04-05,94.30456107220628
2001-04-06,94.74132093944998
2001-04-09,95.16740742905691
2001-04-10,94.39042545324936
2001-04-11,94.4652715380032
2001-04-12,95.06255074799078
2001-04-13,95.06255074799078
2001-04-16,94.09562564593331
2001-04-17,94.00311170407626
2001-04-18,92.57174355128826
2001-04-19,94.04281601280478
2001-04-20,95.37615561402717
2001-04-23,94.96848231182273
2001-04-24,94.19793034784865
2001-04-25,94.34456545798842
2001-04-26,94.80530149351557
2001-04-27,94.92455323767089
2001-04-30,94.7810676981488
2001-05-01,95.06326836800221
2001-05-02,94.77541909996286
2001-05-03,95.90119985142906
2001-05-04,95.64772328708011
2001-05-07,94.536771417356
