Date,HONG KONG SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.6028555523218
2001-01-03,97.95767488970701
2001-01-04,102.00148690638513
2001-01-05,102.58797955204508
2001-01-08,105.32253603348727
2001-01-09,104.26624785640814
2001-01-10,103.36724599748813
2001-01-11,100.61768555304808
2001-01-12,103.58503954749733
2001-01-15,103.49360932811132
2001-01-16,102.58690529950462
2001-01-17,101.25386260905586
2001-01-18,104.15530552787905
2001-01-19,106.0563227323521
2001-01-22,106.89046725622421
2001-01-23,108.31392675890288
2001-01-24,108.31462111455417
2001-01-25,108.31531547910798
2001-01-26,108.31392675890287
2001-01-29,107.63950672161432
2001-01-30,105.61826632000286
2001-01-31,106.94566224700068
2001-02-01,107.4783746110413
2001-02-02,108.36222023458349
2001-02-05,107.3563023106758
2001-02-06,108.31884487940744
2001-02-07,107.53905694788632
2001-02-08,106.13047831244414
2001-02-09,106.945673323263
2001-02-12,108.45972905605973
2001-02-13,109.13522523103039
2001-02-14,109.63819210490914
2001-02-15,108.7509678004067
2001-02-16,108.86460325690477
2001-02-19,109.19058431566053
2001-02-20,110.06546669134526
2001-02-21,108.43244459545474
2001-02-22,108.16502118674057
2001-02-23,110.32986403992369
2001-02-26,112.52664547494142
2001-02-27,112.05664906221796
2001-02-28,110.53721115578543
2001-03-01,107.73626526081127
2001-03-02,108.27867715688288
2001-03-05,106.40973207329557
2001-03-06,107.5808086886911
2001-03-07,107.05818882115959
2001-03-08,108.96130457063977
2001-03-09,107.66542254884635
2001-03-12,103.25876859874276
2001-03-13,101.65297129051706
2001-03-14,100.68969167005544
2001-03-15,100.7642669288213
2001-03-16,101.3384805675003
2001-03-19,100.53095675483077
2001-03-20,98.76332734586666
2001-03-21,99.75212358405136
2001-03-22,95.78868993660892
2001-03-23,96.42394321284351
2001-03-26,97.92537473279287
2001-03-27,96.96226542880248
2001-03-28,97.44808691162716
2001-03-29,97.36601344476203
2001-03-30,97.72129350153125
2001-04-02,99.11007450659338
2001-04-03,97.50910007706558
2001-04-04,95.11774718029504
2001-04-05,95.11591765274476
2001-04-06,95.64617352542658
2001-04-09,94.28047542506009
2001-04-10,96.07635003144873
2001-04-11,97.92647966812434
2001-04-12,98.90674650550542
2001-04-13,98.90674650550542
2001-04-16,98.90357615328037
2001-04-17,100.2519018780132
2001-04-18,102.16339137236457
2001-04-19,106.2420373116265
2001-04-20,106.99424035562919
2001-04-23,108.65960981317515
2001-04-24,107.37194000218382
2001-04-25,107.03236649572436
2001-04-26,106.2247774531253
2001-04-27,106.72494646131648
2001-04-30,106.7276833492883
2001-05-01,106.72905184591409
2001-05-02,108.70570024328839
2001-05-03,107.95346756885871
2001-05-04,105.67287968735717
2001-05-07,105.8064283203886
