Date,EAFE EQUAL COUNTRY WEIGHTED
1998-12-31,1000.0
1999-01-01,999.9998177071575
1999-01-04,1026.9231630568893
1999-01-05,1039.1566457683564
1999-01-06,1059.723797094587
1999-01-07,1062.064951005428
1999-01-08,1067.710947742068
1999-01-11,1062.1751343787128
1999-01-12,1049.8066456249412
1999-01-13,1006.6355221263459
1999-01-14,1011.0640207174067
1999-01-15,1021.6158915159419
1999-01-18,1041.2247225649746
1999-01-19,1042.0769476558407
1999-01-20,1051.5920885499709
1999-01-21,1042.6428702418607
1999-01-22,1018.3722425616721
1999-01-25,1015.6712504373482
1999-01-26,1018.6295918733034
1999-01-27,1025.7291233269002
1999-01-28,1033.1054421328533
1999-01-29,1041.7664087555186
1999-02-01,1052.7931133562188
1999-02-02,1046.7324782773894
1999-02-03,1042.5108902618394
1999-02-04,1044.7338083345921
1999-02-05,1040.3083108790165
1999-02-08,1035.543883809966
1999-02-09,1018.2689297024572
1999-02-10,1006.5993566792536
1999-02-11,1019.2520049804315
1999-02-12,1028.4558524886133
1999-02-15,1029.1829229376938
1999-02-16,1030.5209466472638
1999-02-17,1021.6563568773978
1999-02-18,1019.7202903102714
1999-02-19,1032.5885310018868
1999-02-22,1044.201902263923
1999-02-23,1053.1505936066055
1999-02-24,1055.8251759553418
1999-02-25,1044.343999516125
1999-02-26,1045.5904864919025
1999-03-01,1038.4727804415654
1999-03-02,1038.5054899265638
1999-03-03,1037.0708643544474
1999-03-04,1041.7399663566887
1999-03-05,1063.1882167464948
1999-03-08,1059.9828783184958
1999-03-09,1060.9301340802788
1999-03-10,1060.093842669291
1999-03-11,1071.5825076984845
1999-03-12,1073.345176227819
1999-03-15,1073.113738403161
1999-03-16,1076.4726670896946
1999-03-17,1068.9566974453955
1999-03-18,1064.2630924856203
1999-03-19,1079.927182569062
1999-03-22,1078.7616266261173
1999-03-23,1069.129815226888
1999-03-24,1056.5385303269643
1999-03-25,1074.9499105849734
1999-03-26,1076.5227970015812
1999-03-29,1083.0856344214853
1999-03-30,1083.5435538892784
1999-03-31,1092.5673615321675
1999-04-01,1097.90134233019
1999-04-02,1097.545697862621
1999-04-05,1099.709726986196
1999-04-06,1111.9604641054389
1999-04-07,1114.965731736443
1999-04-08,1117.289536066541
1999-04-09,1128.3130599453625
1999-04-12,1118.502022936146
1999-04-13,1131.9063587929243
1999-04-14,1133.4145246498447
1999-04-15,1130.2499705341868
1999-04-16,1140.605237972251
1999-04-19,1161.3136420305148
1999-04-20,1135.8706328374592
1999-04-21,1144.6738661294519
1999-04-22,1159.8589003407367
1999-04-23,1157.303217240326
1999-04-26,1163.0260669128609
1999-04-27,1177.7011830847139
1999-04-28,1172.7714458313503
1999-04-29,1173.8299900806842
1999-04-30,1181.2330178092036
1999-05-03,1185.343734997299
1999-05-04,1185.5227401620239
1999-05-05,1172.2779293187034
1999-05-06,1169.4082969857925
1999-05-07,1158.9583024713656
1999-05-10,1161.029356866431
1999-05-11,1162.2636125692575
1999-05-12,1160.7257462826792
1999-05-13,1164.8286066039782
1999-05-14,1152.8945589688724
1999-05-17,1135.995600310386
1999-05-18,1144.4878233633046
1999-05-19,1145.249442831066
1999-05-20,1150.3363206283832
1999-05-21,1153.6457526988215
1999-05-24,1149.7351768127653
1999-05-25,1133.6814183756574
1999-05-26,1137.4913139780306
1999-05-27,1133.161423676172
1999-05-28,1130.8673210699285
1999-05-31,1132.8557020565102
1999-06-01,1134.5481727365357
1999-06-02,1142.8971127975558
1999-06-03,1150.0054119611073
1999-06-04,1158.964519352624
1999-06-07,1170.453285201082
1999-06-08,1171.026933123125
1999-06-09,1175.582434538802
1999-06-10,1166.4584258449077
1999-06-11,1177.4123010852798
1999-06-14,1171.986558030559
1999-06-15,1172.073932068879
1999-06-16,1182.3610378549909
1999-06-17,1188.7199619827045
1999-06-18,1188.245612141328
1999-06-21,1204.1085741583745
1999-06-22,1203.3458635524205
1999-06-23,1193.9450808011661
1999-06-24,1186.9372591970653
1999-06-25,1178.6957528172575
1999-06-28,1183.3672388253838
1999-06-29,1190.183530449003
1999-06-30,1187.8604342178687
1999-07-01,1210.0747736684564
1999-07-02,1221.571106677019
1999-07-05,1237.442922388143
1999-07-06,1232.3968471313544
1999-07-07,1224.2826598731983
1999-07-08,1224.9751773395974
1999-07-09,1227.4762726778556
1999-07-12,1230.6839216709848
1999-07-13,1215.97068244758
1999-07-14,1217.7099385720994
1999-07-15,1229.1084793474938
1999-07-16,1223.797517437116
1999-07-19,1227.884861080641
1999-07-20,1207.3376936879235
1999-07-21,1190.6165413011763
1999-07-22,1180.1890640514428
1999-07-23,1169.8863796487149
1999-07-26,1152.4103183539855
1999-07-27,1157.7941551323966
1999-07-28,1165.0471893463084
1999-07-29,1151.3523497902356
1999-07-30,1164.7586913445375
1999-08-02,1158.8769873170856
1999-08-03,1159.5427964066714
1999-08-04,1152.4849779030096
1999-08-05,1132.5918213387233
1999-08-06,1134.7149818719563
1999-08-09,1144.1345330154586
1999-08-10,1128.4620050955343
