Date,PORTUGAL SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.26161140183557
2001-01-03,99.19881310957766
2001-01-04,99.29879439892723
2001-01-05,100.99698526019871
2001-01-08,100.99552478123582
2001-01-09,100.26440830198639
2001-01-10,101.10780249500738
2001-01-11,101.7382401255928
2001-01-12,103.38297166834131
2001-01-15,103.73308250320592
2001-01-16,102.92780375802641
2001-01-17,105.09801377690566
2001-01-18,106.33334823824731
2001-01-19,107.6850167290106
2001-01-22,107.32754928794432
2001-01-23,107.55923712195413
2001-01-24,106.37613350637666
2001-01-25,106.66947825680535
2001-01-26,106.39675743672504
2001-01-29,105.90280887032145
2001-01-30,106.17066786700818
2001-01-31,109.05345731763268
2001-02-01,110.48100265146984
2001-02-02,108.33522567495815
2001-02-05,108.53155260483916
2001-02-06,108.58887957838441
2001-02-07,107.6225980916757
2001-02-08,107.32621746312313
2001-02-09,105.52965862617245
2001-02-12,105.53518573503226
2001-02-13,105.812335176463
2001-02-14,105.44018231078779
2001-02-15,105.54398205932782
2001-02-16,105.08788695889672
2001-02-19,104.74053727548149
2001-02-20,105.11400705536445
2001-02-21,105.11242364014001
2001-02-22,104.98747372139286
2001-02-23,104.11952801373407
2001-02-26,104.81488702536957
2001-02-27,104.81488702536956
2001-02-28,104.32927975399237
2001-03-01,103.71377229902549
2001-03-02,104.18949624951443
2001-03-05,103.97576632080825
2001-03-06,105.35040967315949
2001-03-07,105.51430807053526
2001-03-08,104.86609973179094
2001-03-09,103.67383328131659
2001-03-12,102.64431154018355
2001-03-13,103.20002831391294
2001-03-14,102.64811730972491
2001-03-15,101.94736903610463
2001-03-16,100.39699850365493
2001-03-19,97.63481309605852
2001-03-20,100.00036765417738
2001-03-21,98.39423055951102
2001-03-22,96.04597789118185
2001-03-23,98.48853650166
2001-03-26,98.70100354001379
2001-03-27,97.31613900073008
2001-03-28,96.2916745057931
2001-03-29,96.40099802071505
2001-03-30,96.69743377257386
2001-04-02,96.0126406533086
2001-04-03,91.87486399753212
2001-04-04,90.71978092160307
2001-04-05,95.85373286584345
2001-04-06,94.69950248211966
2001-04-09,95.93645715168168
2001-04-10,96.44494052895112
2001-04-11,96.06087503547096
2001-04-12,96.33248467839283
2001-04-13,96.33248467839283
2001-04-16,96.33248467839285
2001-04-17,95.18097878549784
2001-04-18,95.31241259651468
2001-04-19,94.17575608177262
2001-04-20,93.62970981349325
2001-04-23,92.94404193646972
2001-04-24,93.18708944658988
2001-04-25,93.18708944658988
2001-04-26,94.52866875608898
2001-04-27,93.95859436873573
2001-04-30,95.13032715781884
2001-05-01,95.13032715781883
2001-05-02,94.78283740540921
2001-05-03,96.35037983329994
2001-05-04,97.02682069206693
2001-05-07,97.17401871840171
