Date,NORWAY SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,103.02604773349509
2001-01-03,98.40977148883465
2001-01-04,100.3281483865993
2001-01-05,101.6202867255253
2001-01-08,102.76846693068842
2001-01-09,103.0360795817693
2001-01-10,102.32811991327205
2001-01-11,104.15581374935948
2001-01-12,106.06069575831641
2001-01-15,105.89688851165758
2001-01-16,105.49556711160551
2001-01-17,107.30370688746778
2001-01-18,106.47115407014697
2001-01-19,108.91283163065505
2001-01-22,107.75544319408799
2001-01-23,107.15746988332077
2001-01-24,107.31445195864643
2001-01-25,105.76587286549969
2001-01-26,104.85330324183212
2001-01-29,106.15538192358564
2001-01-30,106.25125943383323
2001-01-31,105.92656838294965
2001-02-01,107.5845062137874
2001-02-02,107.652901293987
2001-02-05,106.8331310694114
2001-02-06,107.32439236864559
2001-02-07,106.63966455493231
2001-02-08,105.12117723493822
2001-02-09,104.34374752259626
2001-02-12,103.54336588884057
2001-02-13,105.18429890574537
2001-02-14,105.17617327988918
2001-02-15,104.63079942043578
2001-02-16,104.08317086443057
2001-02-19,102.95220135659419
2001-02-20,102.95228161026198
2001-02-21,101.42034327907712
2001-02-22,101.25690682408963
2001-02-23,100.13343987111888
2001-02-26,100.85037037170815
2001-02-27,100.20397756527166
2001-02-28,100.93384402851815
2001-03-01,98.40440692470831
2001-03-02,99.4038748748283
2001-03-05,100.84363200923343
2001-03-06,101.60120170706419
2001-03-07,101.25798230408348
2001-03-08,101.49937881962327
2001-03-09,100.07239825875199
2001-03-12,99.5136333520894
2001-03-13,97.26932017124871
2001-03-14,95.61253064414204
2001-03-15,97.05756424753699
2001-03-16,96.57663953872249
2001-03-19,95.92552297887929
2001-03-20,96.61415174374108
2001-03-21,95.00144373892047
2001-03-22,93.80575879230085
2001-03-23,94.4708509110649
2001-03-26,95.12330850998097
2001-03-27,96.34254287726635
2001-03-28,95.6513980853425
2001-03-29,97.1347892759067
2001-03-30,97.8286093691055
2001-04-02,98.10330467656762
2001-04-03,95.82299648808298
2001-04-04,94.63849382764035
2001-04-05,96.83603562749555
2001-04-06,96.67034828697624
2001-04-09,97.0811330159095
2001-04-10,100.65975359376614
2001-04-11,100.30738773305612
2001-04-12,100.26231649480094
2001-04-13,100.26231649480094
2001-04-16,100.26814347275558
2001-04-17,100.7099494813763
2001-04-18,101.17540761006921
2001-04-19,100.20681714785599
2001-04-20,98.67741891176937
2001-04-23,98.00015979993815
2001-04-24,97.12857891909955
2001-04-25,96.0302929682832
2001-04-26,95.71883699411667
2001-04-27,97.47622936965752
2001-04-30,98.59473913407254
2001-05-01,98.65393981249643
2001-05-02,97.38014120299223
2001-05-03,96.96319619045185
2001-05-04,95.79577359876484
2001-05-07,95.7977342161611
