Date,SINGAPORE SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,97.55640053775748
2001-01-03,96.41279821846682
2001-01-04,98.93639814861652
2001-01-05,100.87670168231098
2001-01-08,100.63430589050077
2001-01-09,100.78307847457734
2001-01-10,99.68538435859836
2001-01-11,97.3998136734409
2001-01-12,98.24542378171485
2001-01-15,97.8048692345576
2001-01-16,97.30840060652584
2001-01-17,98.01943127065142
2001-01-18,95.7988971663125
2001-01-19,97.39089935345484
2001-01-22,97.16175301384921
2001-01-23,96.72022680076965
2001-01-24,98.43904537316234
2001-01-25,98.8186588829661
2001-01-26,97.84699426810792
2001-01-29,99.12926424437907
2001-01-30,99.52347731696936
2001-01-31,100.45872629435391
2001-02-01,99.70792035065836
2001-02-02,102.71845144251888
2001-02-05,101.67649034057915
2001-02-06,102.81300111220834
2001-02-07,102.31755657763973
2001-02-08,104.72092875505776
2001-02-09,103.70866687178912
2001-02-12,104.6341606360187
2001-02-13,106.40698838530557
2001-02-14,105.52044797576208
2001-02-15,107.14429894968093
2001-02-16,105.40793760005812
2001-02-19,104.17002656004075
2001-02-20,107.21814223671714
2001-02-21,106.18285380217233
2001-02-22,106.47341314201779
2001-02-23,106.30240866303193
2001-02-26,105.85277346977847
2001-02-27,103.62996345327632
2001-02-28,104.24732548115671
2001-03-01,101.69113699369896
2001-03-02,101.15348649541488
2001-03-05,101.09706846969132
2001-03-06,101.03122249447891
2001-03-07,101.357454790165
2001-03-08,100.98214989364558
2001-03-09,101.1586035273155
2001-03-12,99.68452146081295
2001-03-13,98.67575535245236
2001-03-14,98.5580077542658
2001-03-15,99.4843428306594
2001-03-16,99.43834031045088
2001-03-19,98.260922283963
2001-03-20,97.26981093782267
2001-03-21,96.96129205065517
2001-03-22,96.74243529890822
2001-03-23,96.97738837279958
2001-03-26,95.85838195871378
2001-03-27,94.25318269440129
2001-03-28,93.03087460150523
2001-03-29,91.16716707177501
2001-03-30,92.71312569355017
2001-04-02,90.82379939274195
2001-04-03,89.85763295727155
2001-04-04,88.11622914499745
2001-04-05,91.35770891662858
2001-04-06,91.05302246024564
2001-04-09,89.3327306742601
2001-04-10,93.03580089940745
2001-04-11,94.38103015676533
2001-04-12,93.79536928448873
2001-04-13,93.79536928448873
2001-04-16,93.53976039590505
2001-04-17,93.00353961265179
2001-04-18,95.847303298834
2001-04-19,94.16277647291055
2001-04-20,92.53973728305441
2001-04-23,93.45897438808413
2001-04-24,94.40586372791718
2001-04-25,93.31704019943616
2001-04-26,93.83628465547288
2001-04-27,95.28851045223527
2001-04-30,98.16213715711618
2001-05-01,98.04819190119062
2001-05-02,97.7706905901121
2001-05-03,97.06429906695367
2001-05-04,96.89331968782065
2001-05-07,97.1568295093942
