Date,JAPAN SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.83698592947233
2001-01-03,99.10462631750651
2001-01-04,96.67564741122182
2001-01-05,94.81798313791423
2001-01-08,94.9772264794526
2001-01-09,94.01668564180841
2001-01-10,92.79103983177012
2001-01-11,88.83327376327979
2001-01-12,89.49702127279426
2001-01-15,90.93444075670747
2001-01-16,93.65715770279554
2001-01-17,94.82623905415144
2001-01-18,94.8732864519594
2001-01-19,97.30785946535626
2001-01-22,97.29474590345193
2001-01-23,96.90206010248633
2001-01-24,97.2685472258002
2001-01-25,99.02147877593565
2001-01-26,98.04904029410831
2001-01-29,99.51361551143519
2001-01-30,99.30219255661846
2001-01-31,99.92145853643507
2001-02-01,99.80455839444375
2001-02-02,100.56037391800915
2001-02-05,99.52440457951829
2001-02-06,99.9722622443982
2001-02-07,99.23793977361343
2001-02-08,99.70840787948644
2001-02-09,99.20293405874389
2001-02-12,98.62673115036785
2001-02-13,100.51698192043101
2001-02-14,102.17988983358663
2001-02-15,104.9910779014688
2001-02-16,103.64044763886314
2001-02-19,102.01950037109404
2001-02-20,104.4856282505866
2001-02-21,102.89092838006793
2001-02-22,101.98193587057722
2001-02-23,104.03797763761122
2001-02-26,104.52547246437939
2001-02-27,104.61928855464552
2001-02-28,102.85618183906296
2001-03-01,100.95700655971328
2001-03-02,96.79719196730365
2001-03-05,96.63738095323667
2001-03-06,98.26597463897666
2001-03-07,98.11985164958067
2001-03-08,97.80976560396273
2001-03-09,98.8297398722438
2001-03-12,96.24840967183623
2001-03-13,95.59749964790214
2001-03-14,95.41915187122657
2001-03-15,95.17706743215412
2001-03-16,95.59894618760143
2001-03-19,96.56286471778982
2001-03-20,95.70977450417986
2001-03-21,100.4572366624438
2001-03-22,100.84916978944558
2001-03-23,102.67157065571527
2001-03-26,106.16421337273559
2001-03-27,105.5198529851199
2001-03-28,108.29136581448562
2001-03-29,106.88160358912646
2001-03-30,103.32389776700816
2001-04-02,103.07147603060649
2001-04-03,104.71538221823353
2001-04-04,104.43885144028317
2001-04-05,106.87243050442062
2001-04-06,106.66819988448408
2001-04-09,104.81408484534653
2001-04-10,106.92166207325414
2001-04-11,108.5999551167531
2001-04-12,109.2292102239572
2001-04-13,110.02289805322565
2001-04-16,111.02858132153008
2001-04-17,111.662513769377
2001-04-18,115.5541898849371
2001-04-19,114.7104309821388
2001-04-20,112.58218849703482
2001-04-23,113.9668638740497
2001-04-24,114.95047512903102
2001-04-25,115.46906629407692
2001-04-26,115.93166654505696
2001-04-27,115.88848285434062
2001-04-30,116.90966942654546
2001-05-01,120.76710866562676
2001-05-02,120.69042196597475
2001-05-03,121.36542112430601
2001-05-04,121.18205022500877
2001-05-07,121.00217387972259
