Date,DENMARK SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,101.84469826852646
2001-01-03,101.52426905437892
2001-01-04,103.76971013344512
2001-01-05,106.09536280303097
2001-01-08,109.51738418031549
2001-01-09,108.10361229724894
2001-01-10,109.27396278862537
2001-01-11,110.75783929103977
2001-01-12,112.44405962967436
2001-01-15,113.88521450911811
2001-01-16,114.25609231762223
2001-01-17,116.01240846500966
2001-01-18,115.58438826070314
2001-01-19,117.07469800284504
2001-01-22,117.8945180821881
2001-01-23,119.87051916102182
2001-01-24,120.36209124596297
2001-01-25,121.62835142845168
2001-01-26,121.23983201073673
2001-01-29,119.80727710880483
2001-01-30,119.31860044847558
2001-01-31,119.98255500298903
2001-02-01,120.53063046323902
2001-02-02,123.6313192706911
2001-02-05,120.8094317866466
2001-02-06,121.43826623055055
2001-02-07,119.8817368237407
2001-02-08,121.21527559696764
2001-02-09,120.61534663429717
2001-02-12,118.30885549004884
2001-02-13,117.89077306977411
2001-02-14,117.20792244145088
2001-02-15,118.61208285056208
2001-02-16,119.08309254950383
2001-02-19,117.77777635502144
2001-02-20,119.64474066211469
2001-02-21,119.47949017110287
2001-02-22,117.13433589973312
2001-02-23,115.67881615773514
2001-02-26,114.68306593197387
2001-02-27,114.93748830787783
2001-02-28,113.95710185944762
2001-03-01,112.38077129018171
2001-03-02,112.0068014830462
2001-03-05,111.59820114748813
2001-03-06,115.19000038446727
2001-03-07,117.19658872131396
2001-03-08,117.0852483779441
2001-03-09,116.62171906288168
2001-03-12,115.12177259552196
2001-03-13,111.76689436765062
2001-03-14,110.83023454466444
2001-03-15,110.3781415382148
2001-03-16,111.37021031755782
2001-03-19,108.31899371008657
2001-03-20,108.96702287626422
2001-03-21,107.92265386230102
2001-03-22,105.57745141182484
2001-03-23,107.1308515273486
2001-03-26,107.7118235463344
2001-03-27,108.07601882864311
2001-03-28,107.55913705854057
2001-03-29,106.92364487487849
2001-03-30,107.31015755503918
2001-04-02,105.22271452364701
2001-04-03,105.27866053759567
2001-04-04,102.23301144024882
2001-04-05,101.96392495965432
2001-04-06,101.17192776842846
2001-04-09,101.92687220757583
2001-04-10,102.37768634154828
2001-04-11,104.01477589643125
2001-04-12,103.32468648120015
2001-04-13,103.32468648120015
2001-04-16,104.53055930673652
2001-04-17,104.20174077257775
2001-04-18,106.8742463101787
2001-04-19,110.12395246908197
2001-04-20,109.54465413803206
2001-04-23,109.16191785153649
2001-04-24,108.95176735015697
2001-04-25,107.92568385365502
2001-04-26,109.4176715484924
2001-04-27,110.26642836580547
2001-04-30,115.17369558623822
2001-05-01,115.01202882279455
2001-05-02,117.15221761317763
2001-05-03,118.501735071039
2001-05-04,119.87057977523776
2001-05-07,120.02866090865541
