Date,SWEDEN SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,97.59057647158178
2001-01-03,93.6471866102291
2001-01-04,96.76252100701254
2001-01-05,97.4303883745739
2001-01-08,95.10165887978994
2001-01-09,94.93372579079745
2001-01-10,95.03688520841177
2001-01-11,95.86555976861881
2001-01-12,96.81372658559911
2001-01-15,97.86274849209664
2001-01-16,97.32887640084665
2001-01-17,99.21779654582396
2001-01-18,100.54445199644627
2001-01-19,102.11430180290246
2001-01-22,101.17847218613696
2001-01-23,100.71681366677038
2001-01-24,102.23546450443823
2001-01-25,101.32393587205547
2001-01-26,101.04342542697442
2001-01-29,104.15319363138798
2001-01-30,105.90260086150043
2001-01-31,108.83891393462184
2001-02-01,107.41477059151426
2001-02-02,107.26620615748372
2001-02-05,105.54551989647884
2001-02-06,106.97662435733979
2001-02-07,105.76869286133918
2001-02-08,105.56788227986532
2001-02-09,103.74157394599933
2001-02-12,102.41779771616815
2001-02-13,102.5703233363418
2001-02-14,99.92707835891314
2001-02-15,102.59368861380177
2001-02-16,101.36889935708562
2001-02-19,100.77209658365523
2001-02-20,100.83990743097341
2001-02-21,99.3253912941533
2001-02-22,96.64320375759138
2001-02-23,96.38291382101093
2001-02-26,98.93113708601786
2001-02-27,98.31371468832133
2001-02-28,98.59183915884553
2001-03-01,97.53924824895273
2001-03-02,98.27094186940072
2001-03-05,98.68870347430898
2001-03-06,99.9067936069969
2001-03-07,100.21591633535236
2001-03-08,99.65009919063779
2001-03-09,98.48485631211994
2001-03-12,94.54195357192248
2001-03-13,92.17376517927292
2001-03-14,89.40172332321197
2001-03-15,90.16179375234073
2001-03-16,88.39145329067688
2001-03-19,87.26578122148275
2001-03-20,88.20383495797287
2001-03-21,86.9330371831174
2001-03-22,83.90477939382251
2001-03-23,86.2003752865285
2001-03-26,89.1423588096675
2001-03-27,90.18136693547567
2001-03-28,89.90464439119513
2001-03-29,88.9682302004924
2001-03-30,89.09461695316377
2001-04-02,90.06338893267743
2001-04-03,87.73011558546226
2001-04-04,86.10279136346895
2001-04-05,89.59542953455362
2001-04-06,88.9856608096736
2001-04-09,90.26560426164176
2001-04-10,91.78333206739168
2001-04-11,91.77769346050442
2001-04-12,91.73702451171727
2001-04-13,91.73702451171727
2001-04-16,91.71470797433595
2001-04-17,90.15373129923826
2001-04-18,92.07703278798884
2001-04-19,93.23328233825109
2001-04-20,92.09707312414783
2001-04-23,91.35981164177291
2001-04-24,91.78924783778973
2001-04-25,91.7576606359736
2001-04-26,92.39652916905568
2001-04-27,93.17800401493182
2001-04-30,95.52117342321515
2001-05-01,95.41504464533016
2001-05-02,95.65106701833912
2001-05-03,95.80042171490774
2001-05-04,95.31416780402765
2001-05-07,96.20450715526357
