Date,AUSTRIA SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.79990119623777
2001-01-03,97.00752601834202
2001-01-04,98.57339358139518
2001-01-05,100.9752665045462
2001-01-08,101.00051500802867
2001-01-09,99.41715793798878
2001-01-10,100.10769329175396
2001-01-11,99.95943032452602
2001-01-12,99.41005961864366
2001-01-15,99.20625918234461
2001-01-16,98.27992061539518
2001-01-17,99.02074444556256
2001-01-18,99.61995760820882
2001-01-19,100.4422608084736
2001-01-22,101.23674665720984
2001-01-23,101.61295957428315
2001-01-24,100.86953579170411
2001-01-25,100.63683893856806
2001-01-26,100.1038108083009
2001-01-29,99.95574048059352
2001-01-30,100.70451213765713
2001-01-31,102.46427162233036
2001-02-01,106.07263909266187
2001-02-02,106.93876235746016
2001-02-05,105.93752129170177
2001-02-06,105.95070053194819
2001-02-07,106.10470850243959
2001-02-08,107.34560236381992
2001-02-09,105.87712424756516
2001-02-12,105.79418172429807
2001-02-13,106.60975244468649
2001-02-14,105.98283125413886
2001-02-15,106.94538262313775
2001-02-16,109.89780401527679
2001-02-19,110.47923022303304
2001-02-20,112.24189048025175
2001-02-21,112.4107182944394
2001-02-22,111.4849081453994
2001-02-23,110.49544973755033
2001-02-26,110.58808981440824
2001-02-27,110.47461779276247
2001-02-28,109.44291208370218
2001-03-01,109.55369139374764
2001-03-02,109.18732362417065
2001-03-05,109.0988960304817
2001-03-06,108.89257667935546
2001-03-07,111.27939811973029
2001-03-08,111.13850772262063
2001-03-09,110.65987923618712
2001-03-12,110.1151337038524
2001-03-13,108.99901708494494
2001-03-14,107.57871116508579
2001-03-15,107.27992193038607
2001-03-16,104.7021508423442
2001-03-19,102.74597423773497
2001-03-20,101.77382616651401
2001-03-21,101.49223300040022
2001-03-22,99.76555271836754
2001-03-23,100.95147453111329
2001-03-26,101.52756485769426
2001-03-27,101.05130905873553
2001-03-28,101.14255852366679
2001-03-29,101.95895729956388
2001-03-30,103.7770814783756
2001-04-02,102.47468015031377
2001-04-03,101.61802788214644
2001-04-04,101.2634292324643
2001-04-05,103.15430441215968
2001-04-06,102.505122178799
2001-04-09,103.01714755873117
2001-04-10,102.78901397144867
2001-04-11,101.87763787792558
2001-04-12,102.06669996568885
2001-04-13,102.06669996568885
2001-04-16,102.06669996568885
2001-04-17,103.91493045048162
2001-04-18,104.09429433873699
2001-04-19,103.15262632452377
2001-04-20,102.49903044280042
2001-04-23,102.50435925099842
2001-04-24,103.28996674314057
2001-04-25,102.47054449916689
2001-04-26,102.75094694261365
2001-04-27,102.69450978485872
2001-04-30,102.59267040407404
2001-05-01,102.59267040407406
2001-05-02,101.51793835287664
2001-05-03,102.41974852808798
2001-05-04,102.57721195465923
2001-05-07,101.82968966769806
