Date,NEW ZEALAND SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.93554420384422
2001-01-03,99.91269279165688
2001-01-04,100.8043722764314
2001-01-05,101.98491604087525
2001-01-08,102.16388657764753
2001-01-09,103.63308273377577
2001-01-10,102.36859858686361
2001-01-11,102.5385367748392
2001-01-12,102.88323984161114
2001-01-15,103.4201940514373
2001-01-16,104.50171768171323
2001-01-17,105.11705404523953
2001-01-18,103.68946168020717
2001-01-19,106.21361004869262
2001-01-22,105.82630185611214
2001-01-23,104.516000723699
2001-01-24,104.28095808244646
2001-01-25,104.31540278822379
2001-01-26,103.7043798397873
2001-01-29,103.25612285343963
2001-01-30,103.83346897162473
2001-01-31,103.95726540821288
2001-02-01,104.90211759803033
2001-02-02,104.3323053670804
2001-02-05,102.19695965324861
2001-02-06,103.14669288632118
2001-02-07,103.88514068856868
2001-02-08,105.04570849493933
2001-02-09,104.35641529557704
2001-02-12,104.05077942707346
2001-02-13,103.90751162761275
2001-02-14,101.00351852117754
2001-02-15,101.38168228221886
2001-02-16,102.89134076073807
2001-02-19,103.02016865631829
2001-02-20,105.6165581305245
2001-02-21,106.23846081278667
2001-02-22,106.9768541006508
2001-02-23,107.05466908075906
2001-02-26,105.82090764940955
2001-02-27,105.07381565705559
2001-02-28,103.26072695629833
2001-03-01,103.45974304337982
2001-03-02,104.03267437506265
2001-03-05,104.36985347621835
2001-03-06,104.40762230237611
2001-03-07,105.42098198916139
2001-03-08,103.40073684011993
2001-03-09,102.89466442428116
2001-03-12,104.25994842203384
2001-03-13,104.52491705991567
2001-03-14,105.287566559882
2001-03-15,106.25524664087632
2001-03-16,107.98198324888907
2001-03-19,107.72478975463164
2001-03-20,109.30207834400342
2001-03-21,109.35730600906939
2001-03-22,107.20504629605551
2001-03-23,109.41786504056832
2001-03-26,106.89812105660326
2001-03-27,105.24371721727738
2001-03-28,105.23893370894976
2001-03-29,105.8778152180633
2001-03-30,104.29453012407495
2001-04-02,104.39481744598216
2001-04-03,103.8906039706733
2001-04-04,102.73658596068682
2001-04-05,103.72139537992439
2001-04-06,103.11334421482246
2001-04-09,104.10279231442013
2001-04-10,105.56098677172977
2001-04-11,106.41581911431393
2001-04-12,106.51807650441098
2001-04-13,106.51807650441098
2001-04-16,107.83159364989938
2001-04-17,107.58625802576681
2001-04-18,107.76095934788806
2001-04-19,108.13798723274408
2001-04-20,108.85838117721978
2001-04-23,106.34558015247534
2001-04-24,105.30696506375088
2001-04-25,105.56305466711383
2001-04-26,105.64122264872398
2001-04-27,106.36872713708962
2001-04-30,109.58801111791477
2001-05-01,109.620639141199
2001-05-02,110.6370752007641
2001-05-03,110.64875505692267
2001-05-04,108.98796878196788
2001-05-07,109.47526266222597
