Date,GERMANY SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.89629492328876
2001-01-03,98.45541579307942
2001-01-04,100.70396880120433
2001-01-05,100.4102083292997
2001-01-08,98.41171908157783
2001-01-09,97.92956480258462
2001-01-10,97.32681978018022
2001-01-11,99.63031448178177
2001-01-12,102.09246183194716
2001-01-15,103.74290091741283
2001-01-16,103.57584103007264
2001-01-17,107.30694780852212
2001-01-18,108.265551325175
2001-01-19,108.29418684122635
2001-01-22,109.03480793937739
2001-01-23,108.86918555877365
2001-01-24,110.175845310114
2001-01-25,109.83396670592755
2001-01-26,109.71246537338409
2001-01-29,111.31895637811016
2001-01-30,111.60264295327612
2001-01-31,111.59247279444764
2001-02-01,110.83946967743627
2001-02-02,110.26173194975885
2001-02-05,109.80749084711701
2001-02-06,110.61506591480878
2001-02-07,108.59029197110509
2001-02-08,108.2297580761265
2001-02-09,107.19282900184093
2001-02-12,106.80542957046325
2001-02-13,106.4028062665862
2001-02-14,104.99214941699499
2001-02-15,106.43657413259244
2001-02-16,104.615448677639
2001-02-19,103.31415217187795
2001-02-20,102.9990266683959
2001-02-21,101.6198492047913
2001-02-22,100.54744986585266
2001-02-23,100.07684049529709
2001-02-26,102.07245072506345
2001-02-27,102.37027095812219
2001-02-28,101.93379492206397
2001-03-01,99.52167175101758
2001-03-02,100.54609914919011
2001-03-05,102.00366124320024
2001-03-06,104.13373039379711
2001-03-07,103.80653856434938
2001-03-08,104.04459640847695
2001-03-09,103.187520300226
2001-03-12,101.43572446076283
2001-03-13,100.27988170837574
2001-03-14,96.87108613915642
2001-03-15,97.43129725691858
2001-03-16,96.51508304142187
2001-03-19,95.13779705112309
2001-03-20,96.32769590484158
2001-03-21,94.05690538075952
2001-03-22,89.59328461453606
2001-03-23,90.77454662709523
2001-03-26,92.8336532446734
2001-03-27,93.92604563001504
2001-03-28,93.13948846492315
2001-03-29,92.80943777040217
2001-03-30,93.24844304610451
2001-04-02,91.57209754712183
2001-04-03,87.92067957872585
2001-04-04,86.69190307520456
2001-04-05,88.99369024942186
2001-04-06,88.71223511691626
2001-04-09,88.6099863458624
2001-04-10,89.5781892444618
2001-04-11,89.83854415191742
2001-04-12,90.27843395219988
2001-04-13,90.27843395219988
2001-04-16,90.2784339521999
2001-04-17,89.51370344692259
2001-04-18,92.55991236716714
2001-04-19,92.84445764144802
2001-04-20,92.78343041116939
2001-04-23,92.34475386449739
2001-04-24,94.06324933647716
2001-04-25,94.43048399677647
2001-04-26,95.77339219280326
2001-04-27,95.52135588632319
2001-04-30,96.91843210379426
2001-05-01,96.91843210379423
2001-05-02,97.86511247581583
2001-05-03,97.71408158795903
2001-05-04,98.02461344160615
2001-05-07,98.86666865642528
