Date,FRANCE SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.19844735360846
2001-01-03,99.24486354903635
2001-01-04,100.23431748597278
2001-01-05,99.89973920990914
2001-01-08,99.09373844615608
2001-01-09,98.32114947483203
2001-01-10,97.60765848525804
2001-01-11,98.13058642504836
2001-01-12,99.72298355142193
2001-01-15,100.22784067017045
2001-01-16,100.14867511139258
2001-01-17,100.49587050237368
2001-01-18,100.78544104628679
2001-01-19,102.09866561537443
2001-01-22,103.03401551752766
2001-01-23,103.10910867869275
2001-01-24,103.22628304739538
2001-01-25,104.23296605872497
2001-01-26,104.22605808556906
2001-01-29,103.7910635794786
2001-01-30,104.34076180746054
2001-01-31,105.33905264695055
2001-02-01,106.38522114706758
2001-02-02,106.75464794638056
2001-02-05,106.26977005797376
2001-02-06,106.80410797930928
2001-02-07,106.48644736593377
2001-02-08,106.84929319914927
2001-02-09,106.35650116672517
2001-02-12,106.6874831448183
2001-02-13,106.52186694530052
2001-02-14,106.33544653712562
2001-02-15,107.16720722843672
2001-02-16,106.54970783134554
2001-02-19,106.21516133390787
2001-02-20,106.14120291299491
2001-02-21,105.33516429378511
2001-02-22,104.83569879337801
2001-02-23,104.21480976980118
2001-02-26,104.67678799592257
2001-02-27,105.21363123978824
2001-02-28,105.00007718009152
2001-03-01,104.36484795553967
2001-03-02,104.00296127315316
2001-03-05,107.24834343993311
2001-03-06,108.65689464146978
2001-03-07,108.72605692328624
2001-03-08,108.80614840608118
2001-03-09,107.9828588962941
2001-03-12,106.67681391040746
2001-03-13,105.24368120409842
2001-03-14,104.06711616269176
2001-03-15,104.66041477904713
2001-03-16,103.89859404416137
2001-03-19,103.23025171854941
2001-03-20,104.12155327241747
2001-03-21,102.28747804799974
2001-03-22,99.56655565960655
2001-03-23,101.04273342422275
2001-03-26,102.13007520703083
2001-03-27,102.61082715421273
2001-03-28,102.69524008588968
2001-03-29,102.45708487692517
2001-03-30,103.35226548313194
2001-04-02,103.34119231543302
2001-04-03,101.5657452196432
2001-04-04,102.19004621137549
2001-04-05,105.57909508242163
2001-04-06,104.87362541244103
2001-04-09,104.36532769875636
2001-04-10,103.56181367830133
2001-04-11,103.35184507081122
2001-04-12,103.8466735568922
2001-04-13,103.8466735568922
2001-04-16,103.84667355689223
2001-04-17,103.29020888833891
2001-04-18,104.72398724680971
2001-04-19,104.80716573812231
2001-04-20,104.2787323997511
2001-04-23,104.30989054405451
2001-04-24,104.8432801309987
2001-04-25,105.54573113865295
2001-04-26,105.44692193196437
2001-04-27,105.99834052197488
2001-04-30,107.10620559464728
2001-05-01,107.10620559464728
2001-05-02,107.57415263556689
2001-05-03,108.54373599048247
2001-05-04,107.81925345994844
2001-05-07,108.66977686327536
