Date,UNITED KINGDOM SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.23163604812274
2001-01-03,99.30551805009328
2001-01-04,100.55951587237546
2001-01-05,100.30120845637195
2001-01-08,100.71939442602161
2001-01-09,101.57263136461415
2001-01-10,102.40435088885548
2001-01-11,101.93194857649516
2001-01-12,101.61277911871015
2001-01-15,102.54681983141718
2001-01-16,102.12874742619441
2001-01-17,104.40259973559583
2001-01-18,103.37741481301708
2001-01-19,105.46357076292124
2001-01-22,105.04849452126821
2001-01-23,105.09280579774632
2001-01-24,106.400066466226
2001-01-25,107.2501097641623
2001-01-26,106.74580675499746
2001-01-29,107.18408735135856
2001-01-30,106.54857193516101
2001-01-31,106.07706415542255
2001-02-01,106.06120692538664
2001-02-02,105.99437651534899
2001-02-05,105.55512803007095
2001-02-06,106.17916201363494
2001-02-07,106.32617893233207
2001-02-08,106.75617084145401
2001-02-09,105.60707900305601
2001-02-12,105.16193303874259
2001-02-13,106.10973118269766
2001-02-14,106.03717538313667
2001-02-15,107.1357046052762
2001-02-16,105.23824378847796
2001-02-19,104.41861547934445
2001-02-20,105.55192257277825
2001-02-21,104.59732642552598
2001-02-22,105.08956916549874
2001-02-23,105.2939948068699
2001-02-26,104.43959497113808
2001-02-27,103.97668519436137
2001-02-28,103.53233903607551
2001-03-01,103.09474462183972
2001-03-02,103.76339959505643
2001-03-05,104.60620726780375
2001-03-06,105.43571353957833
2001-03-07,105.84863699093516
2001-03-08,105.7435025731718
2001-03-09,104.5100386366122
2001-03-12,103.10720893242298
2001-03-13,101.9683269485652
2001-03-14,101.38891925485827
2001-03-15,101.90708472011566
2001-03-16,102.04383172250918
2001-03-19,100.64203562233837
2001-03-20,100.14015911071452
2001-03-21,98.92139890583864
2001-03-22,96.63129122489121
2001-03-23,96.31407698852053
2001-03-26,97.2736524156332
2001-03-27,97.28397454607511
2001-03-28,98.59135078161196
2001-03-29,99.17622189640717
2001-03-30,98.37415554736346
2001-04-02,99.00884240604486
2001-04-03,97.36036093158317
2001-04-04,95.45806465663789
2001-04-05,97.33834640370088
2001-04-06,98.40535889530986
2001-04-09,98.5216536662175
2001-04-10,99.42656066134177
2001-04-11,101.45643114626823
2001-04-12,101.11530704816214
2001-04-13,101.11530704816214
2001-04-16,101.73244788084905
2001-04-17,101.32867783131972
2001-04-18,102.56803970440065
2001-04-19,102.56868327791295
2001-04-20,102.2534845570799
2001-04-23,102.91771768329909
2001-04-24,103.97266252152482
2001-04-25,104.07508960672858
2001-04-26,104.19846163857522
2001-04-27,105.80775294634833
2001-04-30,106.99131541040362
2001-05-01,106.80689052891542
2001-05-02,107.2771795317518
2001-05-03,107.492652103038
2001-05-04,108.3159896239926
2001-05-07,108.96758535820767
