Date,NETHERLANDS SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.67691497426196
2001-01-03,98.18186928458327
2001-01-04,98.09352068892174
2001-01-05,96.85783299666113
2001-01-08,95.73000961597916
2001-01-09,95.76619021300556
2001-01-10,95.84810458615473
2001-01-11,97.27158253930925
2001-01-12,96.74490957888405
2001-01-15,97.353190081806
2001-01-16,97.49680234264731
2001-01-17,98.53346889279406
2001-01-18,98.88425183471237
2001-01-19,99.97157369159585
2001-01-22,100.09729334612676
2001-01-23,100.65945906601691
2001-01-24,101.33611868156765
2001-01-25,102.23078760889774
2001-01-26,101.40762626413579
2001-01-29,101.68972450402929
2001-01-30,102.53491789588126
2001-01-31,104.34161097728006
2001-02-01,103.62904454724573
2001-02-02,102.4116663182384
2001-02-05,102.23621598939786
2001-02-06,102.02296262066831
2001-02-07,102.24082938020943
2001-02-08,102.95231160494686
2001-02-09,102.83762370354854
2001-02-12,103.85189297086274
2001-02-13,104.57302388518211
2001-02-14,104.83612174357236
2001-02-15,105.38521449347449
2001-02-16,105.60758981334712
2001-02-19,105.35352751204422
2001-02-20,105.10245625969031
2001-02-21,103.94263749741201
2001-02-22,103.79127002486305
2001-02-23,102.80579357872149
2001-02-26,103.58765384944884
2001-02-27,103.75458936385638
2001-02-28,103.80714083080784
2001-03-01,103.57288281035594
2001-03-02,103.46440668395694
2001-03-05,105.71324090030318
2001-03-06,104.93709764132159
2001-03-07,102.92400895121393
2001-03-08,102.74979416835748
2001-03-09,102.48840864062922
2001-03-12,100.70385292340526
2001-03-13,99.45950765854589
2001-03-14,98.17343562574844
2001-03-15,97.327384371208
2001-03-16,96.98024118441936
2001-03-19,96.81966775372624
2001-03-20,97.19175788554836
2001-03-21,95.91764754958781
2001-03-22,92.2326540259712
2001-03-23,93.46756960244221
2001-03-26,95.83925353985003
2001-03-27,95.86040048305763
2001-03-28,96.1034678141608
2001-03-29,95.2184112207755
2001-03-30,95.73746070731188
2001-04-02,95.30786039901453
2001-04-03,94.12986251191779
2001-04-04,93.55213635721323
2001-04-05,96.12441454489765
2001-04-06,95.04121948755422
2001-04-09,94.76043543033789
2001-04-10,94.56680801932862
2001-04-11,97.7175831739904
2001-04-12,99.24189170080162
2001-04-13,99.24189170080162
2001-04-16,99.24189170080166
2001-04-17,99.14015482247044
2001-04-18,100.92526602650938
2001-04-19,99.94611311122462
2001-04-20,99.67324917219888
2001-04-23,99.94433115296701
2001-04-24,101.2279169593906
2001-04-25,101.63297449451625
2001-04-26,101.71191942657371
2001-04-27,101.50735938318067
2001-04-30,101.50735938318071
2001-05-01,102.23815721319596
2001-05-02,102.85642204766361
2001-05-03,103.15796654531344
2001-05-04,103.23632468501276
2001-05-07,104.31940109309777
