Date,FINLAND SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.32997562436265
2001-01-03,97.980493683828
2001-01-04,100.45495145963659
2001-01-05,102.16866525325129
2001-01-08,101.58580127740173
2001-01-09,97.98027303733241
2001-01-10,96.75157172020543
2001-01-11,98.03767097516585
2001-01-12,100.38250728701398
2001-01-15,101.73842215890893
2001-01-16,100.78226995089432
2001-01-17,104.32375392140575
2001-01-18,104.4171872211634
2001-01-19,106.71227382455946
2001-01-22,105.60513052597594
2001-01-23,104.3939203110517
2001-01-24,103.878498268871
2001-01-25,102.93697799014443
2001-01-26,96.96061758380736
2001-01-29,97.0537720887769
2001-01-30,97.17648647201564
2001-01-31,99.51372297704951
2001-02-01,99.6595348977789
2001-02-02,100.6336121888716
2001-02-05,100.71887248309532
2001-02-06,99.47122862117615
2001-02-07,97.05306304529987
2001-02-08,96.44734994430924
2001-02-09,94.83795303032859
2001-02-12,93.21641575860939
2001-02-13,93.40620502756067
2001-02-14,92.80944357241445
2001-02-15,93.84711846116384
2001-02-16,92.82129366748903
2001-02-19,92.89322206869586
2001-02-20,92.88026669678142
2001-02-21,93.55344415971746
2001-02-22,92.02258921457317
2001-02-23,91.74660281086861
2001-02-26,91.75744502797146
2001-02-27,92.939699776031
2001-02-28,92.71212822099919
2001-03-01,92.44269136785259
2001-03-02,92.32742709433668
2001-03-05,92.97567097637693
2001-03-06,94.7156567989266
2001-03-07,95.01222913071811
2001-03-08,96.62519384684181
2001-03-09,96.27053208758683
2001-03-12,95.01173353483621
2001-03-13,94.11901103267655
2001-03-14,93.34529567779175
2001-03-15,93.04468426354632
2001-03-16,92.84173470322382
2001-03-19,92.0780384438561
2001-03-20,93.2499700618439
2001-03-21,91.80361594536826
2001-03-22,90.82834549388754
2001-03-23,89.95674787603615
2001-03-26,90.46864585258801
2001-03-27,90.59029805843835
2001-03-28,91.94232040006139
2001-03-29,91.39250270829143
2001-03-30,91.2792890525476
2001-04-02,91.4317334075136
2001-04-03,90.90640355787328
2001-04-04,89.8734493077579
2001-04-05,91.27843200532583
2001-04-06,91.03663350378214
2001-04-09,91.75875457000723
2001-04-10,93.1405199544782
2001-04-11,94.99996695347185
2001-04-12,94.99996695347187
2001-04-13,94.99996695347187
2001-04-16,94.99996695347187
2001-04-17,96.3141054168414
2001-04-18,97.7051529323965
2001-04-19,97.75378607245638
2001-04-20,98.01380413232194
2001-04-23,96.37559241893655
2001-04-24,95.5807291257646
2001-04-25,96.1349848336139
2001-04-26,96.49854531942117
2001-04-27,98.84279063434411
2001-04-30,100.87534874252118
2001-05-01,100.87534874252118
2001-05-02,102.04302944755958
2001-05-03,103.09625402512681
2001-05-04,103.62670321456785
2001-05-07,103.87169010959838
