Date,AUSTRALIA SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.71899610420667
2001-01-03,100.94692498165112
2001-01-04,102.38037807018365
2001-01-05,103.30350939203974
2001-01-08,102.2450649524603
2001-01-09,102.21536042102063
2001-01-10,101.78034202928808
2001-01-11,100.11251178428573
2001-01-12,99.9266241179063
2001-01-15,98.9998014769145
2001-01-16,99.49396595945522
2001-01-17,100.30536422255581
2001-01-18,100.66730715266807
2001-01-19,102.0729142204074
2001-01-22,101.57452323655565
2001-01-23,101.27424762913469
2001-01-24,101.4499118710256
2001-01-25,101.90692382524585
2001-01-26,101.42790378599942
2001-01-29,101.79452157826728
2001-01-30,101.43173638554596
2001-01-31,101.96774191705249
2001-02-01,102.62830004026172
2001-02-02,102.57742928298282
2001-02-05,100.90758042400671
2001-02-06,102.16874156109357
2001-02-07,100.35817642754604
2001-02-08,100.1153840572341
2001-02-09,98.5381385963919
2001-02-12,98.12360196710995
2001-02-13,98.6635461020845
2001-02-14,98.06803339041255
2001-02-15,98.12710268324767
2001-02-16,98.18089614836651
2001-02-19,96.70457985017327
2001-02-20,96.91368254012681
2001-02-21,97.19959922634439
2001-02-22,97.07261457478471
2001-02-23,96.58700254736604
2001-02-26,96.80748158884491
2001-02-27,96.07994354186889
2001-02-28,96.4042763476475
2001-03-01,96.07715572301741
2001-03-02,96.23944177666215
2001-03-05,96.10267161129032
2001-03-06,94.90750941852544
2001-03-07,94.53233945092771
2001-03-08,93.4379889261712
2001-03-09,92.75026390725202
2001-03-12,92.8291477444926
2001-03-13,91.51117144758416
2001-03-14,91.24816263168863
2001-03-15,88.97947087379957
2001-03-16,89.60111381517714
2001-03-19,89.669790692667
2001-03-20,89.94351698257464
2001-03-21,90.14001455274595
2001-03-22,90.73398050661145
2001-03-23,90.1740326560422
2001-03-26,90.77031599457031
2001-03-27,91.00677763998475
2001-03-28,91.14761650521747
2001-03-29,90.69519444318611
2001-03-30,88.99493230392612
2001-04-02,89.95798925395009
2001-04-03,88.92075819235654
2001-04-04,88.53630969429568
2001-04-05,89.55473121507089
2001-04-06,90.52714416748428
2001-04-09,90.68528490336162
2001-04-10,91.53023373980784
2001-04-11,93.55603997684203
2001-04-12,94.06451928555728
2001-04-13,94.06451928555728
2001-04-16,95.33729969885233
2001-04-17,94.235054821959
2001-04-18,93.87961076207385
2001-04-19,95.03703375623249
2001-04-20,95.21655382568943
2001-04-23,92.42956549356259
2001-04-24,92.28003546986335
2001-04-25,92.15961529216851
2001-04-26,92.82342630470569
2001-04-27,93.76611948640803
2001-04-30,94.80080950445301
2001-05-01,95.19262202927476
2001-05-02,95.25883192609301
2001-05-03,95.89971169547483
2001-05-04,94.57708308189532
2001-05-07,95.47307303719234
