Date,BELGIUM SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.83715825090447
2001-01-03,100.57607600029576
2001-01-04,102.12144781349335
2001-01-05,104.29799630810233
2001-01-08,105.12555989058063
2001-01-09,102.51331729287153
2001-01-10,101.55089970406613
2001-01-11,101.9551238425201
2001-01-12,101.71397958954202
2001-01-15,100.96447909688543
2001-01-16,101.56350109904369
2001-01-17,102.16268012235226
2001-01-18,102.6146768176762
2001-01-19,105.09822781744634
2001-01-22,104.33319111221105
2001-01-23,104.27629292228698
2001-01-24,105.01633239705752
2001-01-25,104.65160108846788
2001-01-26,104.35722049738517
2001-01-29,104.22688443168046
2001-01-30,103.10513896237164
2001-01-31,102.33390734667319
2001-02-01,104.50257823635437
2001-02-02,105.12689605605217
2001-02-05,104.85333367295924
2001-02-06,105.22060526251337
2001-02-07,104.91024694729742
2001-02-08,104.53300563354362
2001-02-09,103.13486868006318
2001-02-12,101.7888794287152
2001-02-13,101.77240110508333
2001-02-14,100.68617969082331
2001-02-15,101.6235970486426
2001-02-16,101.08668654915228
2001-02-19,101.17956097205098
2001-02-20,102.51214985487236
2001-02-21,103.37280948090603
2001-02-22,102.99513800299452
2001-02-23,102.41468393382735
2001-02-26,104.54299025546963
2001-02-27,104.54230516282595
2001-02-28,105.16465503319085
2001-03-01,104.66163912825213
2001-03-02,105.2213755777499
2001-03-05,106.34336618527725
2001-03-06,106.34020047925407
2001-03-07,106.11349328171289
2001-03-08,106.51522688134028
2001-03-09,105.49442478218138
2001-03-12,104.06840546916727
2001-03-13,101.45961431759787
2001-03-14,101.03113357730594
2001-03-15,100.24972135300575
2001-03-16,99.57258210667167
2001-03-19,98.01589333352433
2001-03-20,99.23759489841896
2001-03-21,97.3717080588298
2001-03-22,97.23476816594358
2001-03-23,97.09080696249875
2001-03-26,97.70816391767103
2001-03-27,98.81209497781892
2001-03-28,99.17709236301792
2001-03-29,97.92254807231876
2001-03-30,98.14133446991609
2001-04-02,98.58789510025572
2001-04-03,96.9633974020139
2001-04-04,98.03049720317581
2001-04-05,97.83460855367731
2001-04-06,99.39265681800569
2001-04-09,100.2314321004921
2001-04-10,100.47162176766881
2001-04-11,100.40756941685098
2001-04-12,101.2208096061796
2001-04-13,101.2208096061796
2001-04-16,101.22080960617963
2001-04-17,101.24062757975828
2001-04-18,102.30595120610579
2001-04-19,102.49016526006181
2001-04-20,101.43390841322181
2001-04-23,101.81931874137791
2001-04-24,102.12328087229923
2001-04-25,101.05977078452423
2001-04-26,101.17148349228684
2001-04-27,101.40212839633223
2001-04-30,101.70937039528468
2001-05-01,101.70937039528467
2001-05-02,101.54810774527205
2001-05-03,102.99219283085331
2001-05-04,101.58595878668322
2001-05-07,101.90938877187212
