Date,ISRAEL SMALL CAP
1998-12-31,363.14354861715947
1999-01-01,363.03699083419605
1999-01-04,371.4457078532958
1999-01-05,376.24504822469675
1999-01-06,381.1295773590571
1999-01-07,377.6426189485491
1999-01-08,380.5440801052578
1999-01-11,384.98964799407815
1999-01-12,380.8464894041074
1999-01-13,365.232041134712
1999-01-14,368.26774954430056
1999-01-15,370.895274716008
1999-01-18,376.542116069474
1999-01-19,379.0970948894061
1999-01-20,380.29159326338436
1999-01-21,373.4839733604782
1999-01-22,373.2825414877276
1999-01-25,368.7278113333444
1999-01-26,367.8577045999129
1999-01-27,370.4681899087974
1999-01-28,371.51407376050986
1999-01-29,376.2616278024606
1999-02-01,382.6294254805707
1999-02-02,379.82404337513833
1999-02-03,377.1128414792566
1999-02-04,380.10422931614784
1999-02-05,378.4961134524956
1999-02-08,378.8495974745686
1999-02-09,378.2477339575017
1999-02-10,376.74234889310657
1999-02-11,379.51419904186764
1999-02-12,380.0279709839849
1999-02-15,383.71824488717465
1999-02-16,388.3022564826455
1999-02-17,383.88209048917696
1999-02-18,387.70203587059297
1999-02-19,391.70486164346283
1999-02-22,404.1565650857706
1999-02-23,408.1841093654717
1999-02-24,408.9848815836364
1999-02-25,405.13110417149176
1999-02-26,408.5081576146997
1999-03-01,410.2873939698375
1999-03-02,411.1379071498033
1999-03-03,414.4274364538033
1999-03-04,422.12508571980027
1999-03-05,422.9285374051544
1999-03-08,427.5051616961518
1999-03-09,426.86245332260097
1999-03-10,423.03637210141005
1999-03-11,433.0736603465855
1999-03-12,429.42608465985563
1999-03-15,439.49455167112035
1999-03-16,440.2894249667133
1999-03-17,438.4691509988825
1999-03-18,441.8377196348549
1999-03-19,443.87388508492205
1999-03-22,445.3109961153469
1999-03-23,445.60857052705484
1999-03-24,440.1284318616096
1999-03-25,442.2538838908497
1999-03-26,448.7807001138376
1999-03-29,459.6616920736044
1999-03-30,459.80773569522154
1999-03-31,459.96975485514406
1999-04-01,458.9359464775213
1999-04-02,459.5495189265838
1999-04-05,466.3346557842051
1999-04-06,464.60071400949494
1999-04-07,463.10272972820485
1999-04-08,465.9495906182078
1999-04-09,468.83400617141604
1999-04-12,464.50361401192225
1999-04-13,476.70662685887294
1999-04-14,477.5056999500282
1999-04-15,488.3045922877722
1999-04-16,492.5230332824059
1999-04-19,516.6546248431367
