Date,USA SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,95.5634455635104
2001-01-03,99.62218580346027
2001-01-04,98.20742712986241
2001-01-05,95.5943793870198
2001-01-08,95.9465283864981
2001-01-09,97.2000247418661
2001-01-10,99.29964743674769
2001-01-11,99.53582659722375
2001-01-12,100.13022174661573
2001-01-15,100.85306850905215
2001-01-16,102.35196498860168
2001-01-17,103.11765515032151
2001-01-18,101.84271029915556
2001-01-19,101.32813864805865
2001-01-22,101.79466296887009
2001-01-23,103.48950188791335
2001-01-24,105.26859390991308
2001-01-25,105.52439182015638
2001-01-26,105.4925744707642
2001-01-29,107.3389428071684
2001-01-30,107.1509068095245
2001-01-31,106.09201530129924
2001-02-01,105.44772981259854
2001-02-02,105.1162079108218
2001-02-05,104.73570284230162
2001-02-06,106.2978382065812
2001-02-07,106.91731946869275
2001-02-08,107.77478148265797
2001-02-09,106.17322945419002
2001-02-12,107.73912610458648
2001-02-13,108.44328744546989
2001-02-14,108.89574166911845
2001-02-15,111.44122862498413
2001-02-16,108.16205722634984
2001-02-19,107.58638343021768
2001-02-20,107.70044322916556
2001-02-21,105.59686153778674
2001-02-22,104.60180402824523
2001-02-23,104.61207960284831
2001-02-26,106.53447947167113
2001-02-27,103.83709235404456
2001-02-28,102.84976824209568
2001-03-01,101.83459412237153
2001-03-02,102.05764018879717
2001-03-05,102.72537035452511
2001-03-06,103.38984399930173
2001-03-07,104.86563441974977
2001-03-08,103.97231626420046
2001-03-09,102.47249650764769
2001-03-12,99.66658667868856
2001-03-13,101.6780076662073
2001-03-14,100.54338806139819
2001-03-15,101.08530014275357
2001-03-16,99.96444388869782
2001-03-19,101.22244253840825
2001-03-20,99.34600549119344
2001-03-21,98.32856316021288
2001-03-22,98.85327494380944
2001-03-23,100.18806612661356
2001-03-26,100.58549970937356
2001-03-27,101.85206173198355
2001-03-28,100.66767680748107
2001-03-29,101.20577109598463
2001-03-30,104.06426625343717
2001-04-02,101.47898189230514
2001-04-03,98.02163534221756
2001-04-04,96.17717334823003
2001-04-05,100.75909383444561
2001-04-06,97.98329973658528
2001-04-09,99.26398569131442
2001-04-10,102.64666041934775
2001-04-11,102.64791268863276
2001-04-12,102.94656563802454
2001-04-13,102.94656563802454
2001-04-16,103.14150038453732
2001-04-17,104.56338329927046
2001-04-18,107.12372823907656
2001-04-19,105.73192538610671
2001-04-20,103.30628337365006
2001-04-23,103.3043797194305
2001-04-24,104.23698585883207
2001-04-25,106.19785433257121
2001-04-26,106.78756819590339
2001-04-27,109.25365811431074
2001-04-30,110.51472396004671
2001-05-01,110.9096956560393
2001-05-02,110.99186761796753
2001-05-03,109.46600437448207
2001-05-04,110.61578030562663
2001-05-07,110.52392832082867
