Date,GERMANY IMI VALUE WEIGHTED
1998-01-06,1506.0786594884578
1998-01-07,1507.279086734094
1998-01-08,1503.9193079613883
1998-01-09,1474.6879625780957
1998-01-12,1434.2311015400685
1998-01-13,1451.0919873706637
1998-01-14,1457.5409341918623
1998-01-15,1442.1182169727117
1998-01-16,1451.8529130345958
1998-01-19,1466.8080217049521
1998-01-20,1464.1099869892078
1998-01-21,1466.6447176986692
1998-01-22,1472.6768931478784
1998-01-23,1494.8120602166966
1998-01-26,1488.955332015047
1998-01-27,1501.5658905247058
1998-01-28,1514.679316182465
1998-01-29,1506.7320788066033
1998-01-30,1509.2227722230075
1998-02-02,1531.2415444688631
1998-02-03,1538.2798171415975
1998-02-04,1541.886255285485
1998-02-05,1572.857517560191
1998-02-06,1560.8588152261013
1998-02-09,1558.4503923975878
1998-02-10,1552.1398353277511
1998-02-11,1557.5314389862092
1998-02-12,1560.0415087366046
1998-02-13,1539.6191335885237
1998-02-16,1550.5861567855413
1998-02-17,1566.374117484752
1998-02-18,1575.389836384589
1998-02-19,1561.6738823582148
1998-02-20,1568.381059327803
1998-02-23,1604.5800639543218
1998-02-24,1590.5651009394417
1998-02-25,1592.114243953596
1998-02-26,1606.4957962378728
1998-02-27,1612.805453178918
1998-03-02,1621.9064437503391
1998-03-03,1631.3187411656136
1998-03-04,1614.5671595679642
1998-03-05,1583.508571462541
1998-03-06,1605.3584151031373
1998-03-09,1630.6845812209222
1998-03-10,1642.8843888228457
1998-03-11,1639.6436033256653
1998-03-12,1653.3704592281263
1998-03-13,1682.4895832786465
1998-03-16,1679.3403371914328
1998-03-17,1704.1030125574055
1998-03-18,1685.594974614478
1998-03-19,1690.9582524969069
1998-03-20,1698.8048899067398
1998-03-23,1700.9061402638997
1998-03-24,1715.3975800436347
1998-03-25,1739.7202536884897
1998-03-26,1726.2646113337557
1998-03-27,1733.372915200465
1998-03-30,1704.2185110550272
1998-03-31,1718.4706156124191
1998-04-01,1728.9137504278006
1998-04-02,1738.383096128701
1998-04-03,1758.244208541494
1998-04-06,1772.4411068836173
1998-04-07,1790.7577448012628
1998-04-08,1783.490786033303
1998-04-09,1800.1339933021131
1998-04-10,1800.1339933021131
1998-04-13,1794.7523530039803
1998-04-14,1825.9120990571864
1998-04-15,1831.8799202045873
1998-04-16,1814.5678367592595
1998-04-17,1794.1347486202628
1998-04-20,1849.943035309794
1998-04-21,1851.8488908923807
1998-04-22,1843.3079816694096
1998-04-23,1808.5423593482412
1998-04-24,1781.3148576996718
1998-04-27,1770.713314301894
1998-04-28,1750.6934787556286
1998-04-29,1785.532224672474
1998-04-30,1784.8038204137185
1998-05-01,1800.0797439740327
1998-05-04,1847.6600054460764
1998-05-05,1833.295218093444
1998-05-06,1841.0985631262395
1998-05-07,1825.223558466052
1998-05-08,1838.816315042544
1998-05-11,1855.1526574170487
1998-05-12,1849.6269460220146
1998-05-13,1863.400074375384
1998-05-14,1863.7398838884283
1998-05-15,1872.8610081018378
1998-05-18,1851.2583471239145
1998-05-19,1871.9071138523434
1998-05-20,1919.956207937384
1998-05-21,1933.5904905347677
1998-05-22,1948.8560418644622
1998-05-25,1939.202111330772
1998-05-26,1949.0936193970729
1998-05-27,1901.7141327361926
1998-05-28,1893.5990028585638
1998-05-29,1903.0558909817082
1998-06-01,1905.7282718879906
1998-06-02,1909.2839953837945
1998-06-03,1935.4450639129557
1998-06-04,1939.4022298627299
1998-06-05,1947.3940192556845
1998-06-08,1969.8682902636428
1998-06-09,1953.4751721065147
1998-06-10,1934.6812638433123
1998-06-11,1926.8134541582062
1998-06-12,1904.6849462009457
1998-06-15,1852.4206353927975
1998-06-16,1878.9185690241318
1998-06-17,1916.156916095119
1998-06-18,1920.9340488556047
1998-06-19,1919.2593078409361
1998-06-22,1894.542491579201
1998-06-23,1905.489223527854
1998-06-24,1916.3935822660299
1998-06-25,1945.323377788476
1998-06-26,1926.7310148832782
1998-06-29,1931.9879915655895
1998-06-30,1932.8094876245614
1998-07-01,1928.3796366369827
1998-07-02,1930.9908980588752
1998-07-03,1950.9167835071073
1998-07-06,1957.1864388653469
1998-07-07,1962.0979582302832
1998-07-08,1976.0802980746141
1998-07-09,1965.161738104393
1998-07-10,1971.0894656943121
1998-07-13,1998.3819613119172
1998-07-14,2021.1740195497657
1998-07-15,2016.0044075859853
1998-07-16,2020.510593752572
1998-07-17,2043.3769112363896
1998-07-20,2064.793201984418
1998-07-21,2047.9390336649597
1998-07-22,2021.3652381065365
1998-07-23,1997.3786655889664
1998-07-24,2005.235888916053
1998-07-27,1967.920537669422
1998-07-28,1970.853848891807
1998-07-29,1961.658242936861
1998-07-30,1970.0417199351969
1998-07-31,1951.4469956553535
1998-08-03,1908.1100494309592
1998-08-04,1912.6199024089015
1998-08-05,1891.4873937951836
1998-08-06,1859.6042720256855
1998-08-07,1871.9004519556997
1998-08-10,1840.4505999807204
1998-08-11,1785.142336992209
1998-08-12,1817.2717381323769
1998-08-13,1798.336131777173
1998-08-14,1811.3482996040282
1998-08-17,1816.5933759598813
1998-08-18,1851.9714691645586
1998-08-19,1857.2050250112795
1998-08-20,1827.4425392699495
1998-08-21,1744.3946613610008
1998-08-24,1761.3255473799065
1998-08-25,1786.0807346810643
1998-08-26,1744.866439609706
1998-08-27,1700.1846337566797
1998-08-28,1708.5815575036313
1998-08-31,1682.4854388694512
1998-09-01,1682.484978542416
1998-09-02,1735.1327158989604
1998-09-03,1725.673619842392
1998-09-04,1720.0519741997223
1998-09-07,1757.5561134603508
1998-09-08,1795.107181893124
1998-09-09,1788.0753461341706
1998-09-10,1748.009928588222
1998-09-11,1753.0513753916946
1998-09-14,1771.89473945621
1998-09-15,1763.3822573570899
1998-09-16,1770.0468672339107
1998-09-17,1736.3770260221297
1998-09-18,1707.5181830948306
1998-09-21,1667.474443843507
1998-09-22,1700.556137945969
1998-09-23,1717.7591562044931
1998-09-24,1718.9444741184498
1998-09-25,1707.0599379300365
1998-09-28,1714.1618692619372
1998-09-29,1693.4264507913097
1998-09-30,1674.3388478687393
1998-10-01,1612.995283661023
1998-10-02,1558.4918819781071
1998-10-05,1585.76374169803
1998-10-06,1611.8208149140846
1998-10-07,1620.2245288088889
1998-10-08,1574.146098688912
1998-10-09,1571.7910879389333
1998-10-12,1621.7125295182407
1998-10-13,1647.8081513318714
1998-10-14,1660.8285941259578
1998-10-15,1699.1599005129724
1998-10-16,1717.4258729565538
1998-10-19,1706.086693240731
1998-10-20,1731.2910032459724
1998-10-21,1704.3260863872108
1998-10-22,1683.7516372087061
1998-10-23,1692.3800551495726
1998-10-26,1713.8968558261076
1998-10-27,1731.7201539302785
1998-10-28,1692.5361019869054
1998-10-29,1700.078605116639
1998-10-30,1727.6112854915284
1998-11-02,1759.0057295096044
1998-11-03,1736.2989768408565
1998-11-04,1764.9793043897337
1998-11-05,1770.9866819873578
1998-11-06,1774.338252670842
1998-11-09,1731.5675738984942
1998-11-10,1705.7420148768954
1998-11-11,1720.039047989658
1998-11-12,1682.1304690360798
1998-11-13,1686.1222035998671
1998-11-16,1752.6726775326538
1998-11-17,1723.3760737608138
1998-11-18,1722.8203251111108
1998-11-19,1723.8700687377034
1998-11-20,1751.0559205362085
1998-11-23,1771.2841283508847
1998-11-24,1750.5449978798222
1998-11-25,1746.5462094679426
1998-11-26,1772.3629329491794
1998-11-27,1787.0328855255952
1998-11-30,1780.8711502134577
1998-12-01,1738.772881637354
1998-12-02,1719.4896710521496
1998-12-03,1735.441339683908
1998-12-04,1730.8982901319985
1998-12-07,1717.5061634739197
1998-12-08,1721.7476172148308
1998-12-09,1720.2841564330456
1998-12-10,1720.9381821304517
1998-12-11,1700.8385490984056
1998-12-14,1700.460771930124
1998-12-15,1710.0231451315578
1998-12-16,1727.1050535528973
1998-12-17,1742.4744237845596
1998-12-18,1714.7491923817777
1998-12-21,1749.5894293304732
1998-12-22,1757.2920353962554
1998-12-23,1791.8496650323748
1998-12-24,1785.4171776956423
1998-12-25,1785.4171776956423
1998-12-28,1810.1516788800443
1998-12-29,1810.9761272231633
1998-12-30,1812.9295339410714
1998-12-31,1819.871942102452
1999-01-01,1819.6925611702757
1999-01-04,1906.2826529471495
1999-01-05,1913.4602968966874
1999-01-06,1954.19942478262
1999-01-07,1909.834308813886
1999-01-08,1900.2487755589896
1999-01-11,1866.4089202769223
1999-01-12,1853.3939283026912
1999-01-13,1803.6606240936876
1999-01-14,1802.1239041242359
1999-01-15,1792.0135371405693
1999-01-18,1819.3229951888932
1999-01-19,1838.6749954815953
1999-01-20,1853.0409038229266
1999-01-21,1858.635851766784
1999-01-22,1813.3848802288367
1999-01-25,1795.4493420736521
1999-01-26,1795.9766437987712
1999-01-27,1801.6562554036511
1999-01-28,1808.1105102798742
1999-01-29,1823.4946894490877
1999-02-01,1827.3196277253708
1999-02-02,1815.2715984310157
1999-02-03,1793.9691902475174
1999-02-04,1795.3213046014362
1999-02-05,1803.910242652156
1999-02-08,1803.9237069951043
1999-02-09,1762.9950884870136
1999-02-10,1747.2779965103707
1999-02-11,1764.845363541395
1999-02-12,1781.7797751171452
1999-02-15,1768.478352054649
1999-02-16,1764.0803216650281
1999-02-17,1751.0123971253115
1999-02-18,1766.8902910857855
1999-02-19,1740.1583776086934
1999-02-22,1739.7175848469158
1999-02-23,1763.921581142517
1999-02-24,1762.6335047942978
1999-02-25,1755.3674676961305
1999-02-26,1741.7614749683069
1999-03-01,1708.0324307156436
1999-03-02,1718.4746221891658
1999-03-03,1680.5930289517412
1999-03-04,1669.3115010542465
1999-03-05,1701.1157204733645
1999-03-08,1695.489015347042
1999-03-09,1693.596404768395
1999-03-10,1689.607073032305
1999-03-11,1680.8186994638795
1999-03-12,1752.8415370217954
1999-03-15,1761.6868081481657
1999-03-16,1770.4534551963593
1999-03-17,1777.3886408770127
1999-03-18,1765.1608910489736
1999-03-19,1773.7649266072665
1999-03-22,1756.0387621469167
1999-03-23,1721.2250353680004
1999-03-24,1700.9034344472511
1999-03-25,1718.7106309828891
1999-03-26,1676.86523629528
1999-03-29,1691.8780774815125
1999-03-30,1690.3027608879852
1999-03-31,1701.0142261943417
1999-04-01,1711.515103186498
1999-04-02,1707.7155731872979
1999-04-05,1697.3463135352865
1999-04-06,1733.325616829199
1999-04-07,1747.245016809772
1999-04-08,1764.382733214747
1999-04-09,1774.3800737589231
1999-04-12,1789.8990427513882
1999-04-13,1800.039124112636
1999-04-14,1797.6686006985894
1999-04-15,1781.773605706259
1999-04-16,1771.3154553924805
1999-04-19,1777.8140693081948
1999-04-20,1747.5846085234612
1999-04-21,1750.231212374613
1999-04-22,1756.120384575832
1999-04-23,1758.491858477928
1999-04-26,1765.4503730388794
1999-04-27,1804.8423108412367
1999-04-28,1793.4100491527506
1999-04-29,1786.9768520442144
1999-04-30,1789.1266108876857
1999-05-03,1791.7502086440527
1999-05-04,1804.195042289315
1999-05-05,1795.1286717388084
1999-05-06,1815.867036056106
1999-05-07,1816.2784290691761
1999-05-10,1819.1227183618957
1999-05-11,1815.3929626395868
1999-05-12,1793.161781496213
1999-05-13,1785.4335533088326
1999-05-14,1784.8179017170376
1999-05-17,1752.673829164893
1999-05-18,1759.8515922911117
1999-05-19,1772.1299315272465
1999-05-20,1779.6464798325294
1999-05-21,1767.0586109335588
1999-05-24,1769.9879293382337
1999-05-25,1746.708259848126
1999-05-26,1728.0276916776986
1999-05-27,1696.1185398221708
1999-05-28,1710.1572399701986
1999-05-31,1715.1084610794821
1999-06-01,1711.8690925488386
1999-06-02,1701.563145750517
1999-06-03,1701.5798832662583
1999-06-04,1712.6234752483815
1999-06-07,1735.6520068953814
1999-06-08,1756.9041830314143
1999-06-09,1773.961189714112
1999-06-10,1776.552229540637
1999-06-11,1794.7857644970065
1999-06-14,1783.0564481335566
1999-06-15,1789.7638833566725
1999-06-16,1777.8138768463857
1999-06-17,1786.5027388318665
1999-06-18,1788.3427333067843
1999-06-21,1806.6936489700563
1999-06-22,1808.929318290163
1999-06-23,1793.7953394105707
1999-06-24,1786.9281342953996
1999-06-25,1810.5753994944216
1999-06-28,1799.966613551681
1999-06-29,1795.1947017671473
1999-06-30,1800.8814818340252
1999-07-01,1814.6252143745794
1999-07-02,1819.883508990154
1999-07-05,1846.6702368532367
1999-07-06,1854.0193195075105
1999-07-07,1848.469062727772
1999-07-08,1853.1803179702342
1999-07-09,1870.053457412706
1999-07-12,1861.6588878300965
1999-07-13,1845.5336259846667
1999-07-14,1861.4366142320557
1999-07-15,1871.0565921517546
1999-07-16,1866.3729746491633
1999-07-19,1860.18657072088
1999-07-20,1874.8601967964487
1999-07-21,1864.473814876695
1999-07-22,1842.9045452727325
1999-07-23,1833.7406444844999
1999-07-26,1837.8208399487592
1999-07-27,1836.273154261761
1999-07-28,1839.6603932032574
1999-07-29,1814.916068297424
1999-07-30,1826.2533163467147
1999-08-02,1819.426983029403
1999-08-03,1815.8592769589222
1999-08-04,1845.3327380599637
1999-08-05,1818.0205267915683
1999-08-06,1820.5607035347673
1999-08-09,1823.1968523895355
1999-08-10,1803.8465700372312
1999-08-11,1793.6405489364993
1999-08-12,1822.4729961686255
1999-08-13,1834.903804650202
1999-08-16,1848.1426512521432
1999-08-17,1832.627243670831
1999-08-18,1830.5459955863296
1999-08-19,1835.1129782720327
1999-08-20,1857.7695671087158
1999-08-23,1861.0549536244139
1999-08-24,1855.2696734084766
1999-08-25,1860.8328236249718
1999-08-26,1851.8854644547923
1999-08-27,1865.104560914646
1999-08-30,1857.931021095411
1999-08-31,1845.194713177422
1999-09-01,1863.9868318930846
1999-09-02,1852.8613157748757
1999-09-03,1869.9744320322118
1999-09-06,1879.8097269670675
1999-09-07,1885.1945437410723
1999-09-08,1885.3289807027259
1999-09-09,1887.2004714829186
1999-09-10,1879.0941982823576
1999-09-13,1853.331568541488
1999-09-14,1848.824092391391
1999-09-15,1839.9829630308432
1999-09-16,1815.1948356601727
1999-09-17,1816.5298725935454
1999-09-20,1821.839783895304
1999-09-21,1814.0106974182675
1999-09-22,1801.0021568455663
1999-09-23,1793.208985381751
1999-09-24,1766.6623826093705
1999-09-27,1774.3100455050812
1999-09-28,1757.5180955711364
1999-09-29,1774.3246854691324
1999-09-30,1784.7050577079522
1999-10-01,1788.5199767443232
1999-10-04,1816.4747410079128
1999-10-05,1834.4460977952913
1999-10-06,1848.2101680812505
1999-10-07,1868.4664405696788
1999-10-08,1843.9647145146625
1999-10-11,1844.0629289723595
1999-10-12,1847.8832622657574
1999-10-13,1837.718710600273
1999-10-14,1825.8266943017695
1999-10-15,1828.781435042966
1999-10-18,1811.9870017625472
1999-10-19,1836.807467885204
1999-10-20,1836.52230570875
1999-10-21,1837.8767944095384
1999-10-22,1847.296173647087
1999-10-25,1837.5220424362358
1999-10-26,1835.6506368199964
1999-10-27,1820.128113953012
1999-10-28,1847.9437176822778
1999-10-29,1861.7656391574355
1999-11-01,1861.228117670611
1999-11-02,1861.7869481419862
1999-11-03,1864.8523005989473
1999-11-04,1873.5961739060242
1999-11-05,1869.1068809445428
1999-11-08,1855.9825191179473
1999-11-09,1872.3351218387088
1999-11-10,1880.620826342331
1999-11-11,1880.4387181586692
1999-11-12,1856.5788688494417
1999-11-15,1862.3857179659954
1999-11-16,1876.0722250725696
1999-11-17,1889.8230763951751
1999-11-18,1892.9959682260255
1999-11-19,1893.2157110971032
1999-11-22,1870.457613578942
1999-11-23,1860.5193970688936
1999-11-24,1839.9124427632487
1999-11-25,1866.8080452624101
1999-11-26,1850.865698721015
1999-11-29,1826.2212747098065
1999-11-30,1825.6864743200524
1999-12-01,1836.3406979513886
1999-12-02,1827.2105075945437
1999-12-03,1854.9996965098305
1999-12-06,1889.3916966687186
1999-12-07,1889.0254176967155
1999-12-08,1884.8938793376287
1999-12-09,1868.3132166904966
1999-12-10,1861.9707159007005
1999-12-13,1855.0377836588686
1999-12-14,1859.0485625673227
1999-12-15,1873.9385897451352
1999-12-16,1947.2426661774184
1999-12-17,1926.1590884064763
1999-12-20,1916.3917414738994
1999-12-21,1931.5377425792094
1999-12-22,1949.4641816184148
1999-12-23,2022.7646512393706
1999-12-24,2022.7625058713074
1999-12-27,2028.4450879123028
1999-12-28,2026.9392088182929
1999-12-29,2025.7075307146017
1999-12-30,2040.6301482837189
1999-12-31,2040.4870778003249
2000-01-03,2022.8695512641243
2000-01-04,2010.0107597890903
2000-01-05,2005.3292128792846
2000-01-06,2012.5497988129355
2000-01-07,2054.2366259941987
2000-01-10,2072.6090206282106
2000-01-11,2070.949037993353
2000-01-12,2062.8901832796205
2000-01-13,2064.7610256294797
2000-01-14,2058.7676864241644
2000-01-17,2058.82282220904
2000-01-18,2036.513757360726
2000-01-19,2028.5505825024948
2000-01-20,2027.9813131296555
2000-01-21,2006.158558706118
2000-01-24,1981.0928137958197
2000-01-25,1948.5204065520957
2000-01-26,1957.3223839431812
2000-01-27,1955.2321780614332
2000-01-28,1925.3178208366312
2000-01-31,1863.3529187379786
2000-02-01,1880.0641510696676
2000-02-02,1898.6770757936606
2000-02-03,1953.2404324550596
2000-02-04,1953.4856565125062
2000-02-07,1925.3349797291075
2000-02-08,1979.4673484228633
2000-02-09,1996.829761290193
2000-02-10,2011.846748960453
2000-02-11,1999.8055261711866
2000-02-14,1991.217201231715
2000-02-15,1959.04040506107
2000-02-16,1980.580958166821
2000-02-17,2003.156724906979
2000-02-18,2002.4913987512477
2000-02-21,2005.9541518088045
2000-02-22,2058.958214373736
2000-02-23,2062.847693329478
2000-02-24,2022.3988856103335
2000-02-25,2001.0022106165763
2000-02-28,1954.6562770669013
2000-02-29,1966.2921208970636
2000-03-01,1986.5083485972978
2000-03-02,2014.2661115153917
2000-03-03,1998.9201775807949
2000-03-06,1991.8929889407434
2000-03-07,1988.608069604568
2000-03-08,1982.4514058064383
2000-03-09,1992.9815639547462
2000-03-10,1977.8964643315076
2000-03-13,1949.1179784880526
2000-03-14,1947.4315342729958
2000-03-15,1940.1715866791844
2000-03-16,2002.4577510368563
2000-03-17,2007.7119886692587
2000-03-20,2027.577700603128
2000-03-21,2032.7148944162016
2000-03-22,2007.5763908062083
2000-03-23,2005.2484036822102
2000-03-24,2050.7810682335758
2000-03-27,2045.4814064380075
2000-03-28,2048.3442372703344
2000-03-29,2014.5258744704774
2000-03-30,1982.6853510212516
2000-03-31,1984.3291230646396
2000-04-03,1960.1644366431224
2000-04-04,1966.977219629952
2000-04-05,1960.9791116684696
2000-04-06,1958.0342729477145
2000-04-07,1968.4521360297608
2000-04-10,1981.5752570286138
2000-04-11,1973.9695276683308
2000-04-12,1963.024094072486
2000-04-13,1958.2329805466084
2000-04-14,1918.8113091191572
