Date,SINGAPORE IMI VALUE WEIGHTED
1997-05-16,1048.5987560407364
1997-05-19,1039.6915421188758
1997-05-20,1051.7049398170388
1997-05-21,1051.250801178419
1997-05-22,1046.9808977908278
1997-05-23,1047.5215790641194
1997-05-26,1055.3293794381964
1997-05-27,1055.6575287936762
1997-05-28,1056.5893432898872
1997-05-29,1050.4727839315115
1997-05-30,1050.8019126202432
1997-06-02,1060.2624051260332
1997-06-03,1057.618716264658
1997-06-04,1059.5385194921175
1997-06-05,1056.1012391448555
1997-06-06,1056.4088221908505
1997-06-09,1056.8923996509097
1997-06-10,1052.47901068713
1997-06-11,1052.7607536615587
1997-06-12,1039.4783165458246
1997-06-13,1035.074617559326
1997-06-16,1031.1521433603814
1997-06-17,1036.0880882416238
1997-06-18,1030.1403842226657
1997-06-19,1033.5810275484982
1997-06-20,1027.1609094092219
1997-06-23,1042.7949591132308
1997-06-24,1041.2252160591581
1997-06-25,1048.175168319452
1997-06-26,1043.0196174950022
1997-06-27,1029.1228006698086
1997-06-30,1036.0396174470866
1997-07-01,1040.2324745962128
1997-07-02,1041.474288702875
1997-07-03,1044.1594610695065
1997-07-04,1053.7993684911778
1997-07-07,1068.2379514894685
1997-07-08,1074.9860686213283
1997-07-09,1054.5945426918727
1997-07-10,1042.2511065864267
1997-07-11,1044.3347521019516
1997-07-14,1031.2315177776568
1997-07-15,1021.2089062577564
1997-07-16,1021.4372837175221
1997-07-17,1023.9127308454589
1997-07-18,1026.6949600354815
1997-07-21,1042.9342167662207
1997-07-22,1046.7825234184359
1997-07-23,1058.3323276457938
1997-07-24,1052.3157394911493
1997-07-25,1059.076488091189
1997-07-28,1058.741558807843
1997-07-29,1056.7636390246953
1997-07-30,1043.9659817753352
1997-07-31,1039.6475314562686
1997-08-01,1028.8404688024075
1997-08-04,1029.013357955557
1997-08-05,1014.3314151799349
1997-08-06,1014.9502894681999
1997-08-07,993.8799794911359
1997-08-08,983.4404222885529
1997-08-11,956.1213346032728
1997-08-12,949.8538776565395
1997-08-13,945.3000015624813
1997-08-14,920.4475901359775
1997-08-15,912.240079914377
1997-08-18,911.6216575196843
1997-08-19,919.5013363561663
1997-08-20,945.850542687306
1997-08-21,944.6153733587741
1997-08-22,948.187891415338
1997-08-25,949.6366636498914
1997-08-26,943.3478790851831
1997-08-27,925.7642160227385
1997-08-28,867.8560174962278
1997-08-29,847.3913767378592
1997-09-01,815.5445578239191
1997-09-02,811.0191999465236
1997-09-03,825.163176340337
1997-09-04,835.1154419996218
1997-09-05,873.1011312882353
1997-09-08,894.9542188002126
1997-09-09,922.4937170767258
1997-09-10,917.6499153294433
1997-09-11,897.2590830677143
1997-09-12,893.168351971672
1997-09-15,893.0534358413504
1997-09-16,880.6337497105723
1997-09-17,875.7609808739585
1997-09-18,866.2215801075323
1997-09-19,864.3503928156615
1997-09-22,851.0123127688317
1997-09-23,857.0476387470625
1997-09-24,851.6639926261977
1997-09-25,862.2315015951544
1997-09-26,861.6880214499355
1997-09-29,855.8500819798585
1997-09-30,866.7192057355995
1997-10-01,851.1133057472708
1997-10-02,850.2259036706289
1997-10-03,832.6140485021522
1997-10-06,817.3151410315926
1997-10-07,801.9482848401288
1997-10-08,812.6421297518807
1997-10-09,822.3395314827887
1997-10-10,833.1348020041182
1997-10-13,831.3123354109343
1997-10-14,832.9930742659086
1997-10-15,820.1223446297754
1997-10-16,808.3677689576164
1997-10-17,809.8125029728669
1997-10-20,785.7409962867437
1997-10-21,770.6319364318803
1997-10-22,744.1665113240164
1997-10-23,703.7694757458755
1997-10-24,697.4225970060353
1997-10-27,694.9216498955591
1997-10-28,639.0837857012561
1997-10-29,674.683664074383
1997-10-30,673.4348184793688
1997-10-31,701.4415123757865
1997-11-03,766.9148854133749
1997-11-04,752.9632723947801
1997-11-05,743.1250957823279
1997-11-06,747.1767696074643
1997-11-07,739.4775291102442
1997-11-10,724.1226052927682
1997-11-11,727.1582120126106
1997-11-12,722.628485141007
1997-11-13,717.368455982396
1997-11-14,717.3054547176405
1997-11-17,722.7697310192326
1997-11-18,715.3808316137678
1997-11-19,691.2487849440558
1997-11-20,681.5616479079059
1997-11-21,697.6570787182729
1997-11-24,710.3519074248849
1997-11-25,697.9720963590653
1997-11-26,704.188402703935
1997-11-27,714.9812267731955
1997-11-28,715.2383984533263
1997-12-01,716.9205061738987
1997-12-02,734.9246416236347
1997-12-03,721.9279763891537
1997-12-04,723.6261009573852
1997-12-05,733.4384747891542
1997-12-08,756.1597436804292
1997-12-09,746.1507497370102
1997-12-10,736.6857324267588
1997-12-11,701.0522190315214
1997-12-12,685.3492159858304
1997-12-15,650.3078496638375
1997-12-16,627.0234067297008
1997-12-17,648.8450554411149
1997-12-18,679.2169013878715
1997-12-19,664.1151143345974
1997-12-22,651.6428825883777
1997-12-23,656.985355841885
1997-12-24,643.6329953495979
1997-12-25,643.5940740163975
1997-12-26,640.0538880455207
1997-12-29,635.3118323166372
1997-12-30,637.001893249378
1997-12-31,642.7122692239391
1998-01-01,643.0770405540145
1998-01-02,634.2092267242296
1998-01-05,616.3448949951644
1998-01-06,582.3816757105723
1998-01-07,563.2041940033702
1998-01-08,503.8634849173046
1998-01-09,471.5406563739057
1998-01-12,430.74135594685765
1998-01-13,479.31057576012114
1998-01-14,506.64693734804496
1998-01-15,496.38707680775644
1998-01-16,511.93266910400445
1998-01-19,546.5994195411961
1998-01-20,533.2029442880217
1998-01-21,536.2694713944423
1998-01-22,516.5704045604278
1998-01-23,504.07825136675854
1998-01-26,504.7194356553589
1998-01-27,522.1588338122609
1998-01-28,523.3699036587806
1998-01-29,520.9679401333746
1998-01-30,523.3601496331379
1998-02-02,610.1573100824526
1998-02-03,608.2105918889487
1998-02-04,602.6029634669092
1998-02-05,625.1198550877069
1998-02-06,649.122351537121
1998-02-09,636.4757127674043
1998-02-10,653.2964205607634
1998-02-11,666.9443063662249
1998-02-12,641.62545672345
1998-02-13,620.0045530408036
1998-02-16,587.129023408715
1998-02-17,607.3271592350087
1998-02-18,629.6540518161738
1998-02-19,642.25812207097
1998-02-20,635.1802880037046
1998-02-23,633.8880681653286
1998-02-24,640.810149253513
1998-02-25,647.5341291120918
1998-02-26,660.3822715736967
1998-02-27,671.0087560434763
1998-03-02,669.0834568284964
1998-03-03,650.6406046218369
1998-03-04,634.7421636679852
1998-03-05,620.0027293525034
1998-03-06,609.490150646631
1998-03-09,603.4012598557387
1998-03-10,614.4693061845504
1998-03-11,624.0173298056242
1998-03-12,637.1768470381313
1998-03-13,651.9426095886316
1998-03-16,646.86566714165
1998-03-17,657.1598000738747
1998-03-18,670.1463039689626
1998-03-19,710.1214214920708
1998-03-20,700.5328594854924
1998-03-23,701.3044311251978
1998-03-24,695.0542413707441
1998-03-25,708.7515327466397
1998-03-26,703.0067859729988
1998-03-27,709.9469039678307
1998-03-30,695.9378549348825
1998-03-31,676.9695536033896
1998-04-01,658.9242886950492
1998-04-02,651.6361251232482
1998-04-03,633.9329819771796
1998-04-06,634.5008817766435
1998-04-07,639.012104565253
1998-04-08,644.3747936849585
1998-04-09,662.7916443126386
1998-04-10,662.9193678957598
1998-04-13,665.3992935767433
1998-04-14,652.0787833084447
1998-04-15,643.1630790601167
1998-04-16,625.818945026392
1998-04-17,627.2569086119612
1998-04-20,622.3509578197929
1998-04-21,619.4403952258735
1998-04-22,614.3371521910756
1998-04-23,616.3718067625313
1998-04-24,612.259332784319
1998-04-27,604.3983749927257
1998-04-28,615.8039434607407
1998-04-29,621.5043163569721
1998-04-30,620.6307905764875
1998-05-01,620.5534865452033
1998-05-04,611.3619823094454
1998-05-05,602.9907294372532
1998-05-06,580.3761234660594
1998-05-07,570.3665111763305
1998-05-08,575.8048587088851
1998-05-11,573.499589881143
1998-05-12,562.7163571935781
1998-05-13,537.9920543641292
1998-05-14,527.8938004648045
1998-05-15,541.3681168307402
1998-05-18,524.4266829622786
1998-05-19,524.7097189710394
1998-05-20,530.9053669163226
1998-05-21,551.8765807297499
1998-05-22,551.2936843859178
1998-05-25,540.5767350783401
1998-05-26,536.9701336782264
1998-05-27,521.041061012998
1998-05-28,512.7916751251234
1998-05-29,507.325989822879
1998-06-01,489.2203387007359
1998-06-02,490.0139023516983
1998-06-03,502.42178047725486
1998-06-04,483.601228817834
1998-06-05,473.1687504615116
1998-06-08,449.9517391215223
1998-06-09,449.2049786501342
1998-06-10,433.6399489605973
1998-06-11,435.84700114763973
1998-06-12,430.2689542391337
1998-06-15,407.5560216358937
1998-06-16,403.22025766609084
1998-06-17,437.01978467922396
1998-06-18,461.3641143079415
1998-06-19,472.1926983462562
1998-06-22,447.2576084022892
1998-06-23,442.8142247022972
1998-06-24,439.83608877332637
1998-06-25,437.4452962649518
1998-06-26,446.08916069698375
1998-06-29,432.3621425293492
1998-06-30,435.0804789802056
1998-07-01,451.8813323611204
1998-07-02,454.5319275479551
1998-07-03,450.3657925079618
1998-07-06,447.6581529272495
1998-07-07,451.44435932413353
1998-07-08,441.9513206813991
1998-07-09,436.5816318001795
1998-07-10,426.9854504346596
1998-07-13,417.3964702160525
1998-07-14,422.07746214759203
1998-07-15,433.1237386205599
1998-07-16,444.24589032995965
1998-07-17,445.11818646564853
1998-07-20,451.72111219019416
1998-07-21,441.4980655405895
1998-07-22,430.0600702554626
1998-07-23,430.6581471104022
1998-07-24,431.7257489292205
1998-07-27,429.2256316050136
1998-07-28,429.9850307852117
1998-07-29,421.008174945732
1998-07-30,417.77599655252993
1998-07-31,418.4904544028271
1998-08-03,415.65870859698407
1998-08-04,418.9782138753895
1998-08-05,412.2845944841301
1998-08-06,410.36280354268234
1998-08-07,402.2145186477857
1998-08-10,400.42030205927585
1998-08-11,382.62667391228695
1998-08-12,381.9553636927687
1998-08-13,368.2431520946406
1998-08-14,368.27414464137473
1998-08-17,350.4688116345712
1998-08-18,351.4136321353597
1998-08-19,360.6206360647849
1998-08-20,362.16309941414966
1998-08-21,357.8966385553376
1998-08-24,348.0610646820632
1998-08-25,347.5806363714939
1998-08-26,352.2042683156119
1998-08-27,353.63599209635413
1998-08-28,342.989793268474
1998-08-31,328.05740768976847
1998-09-01,328.4036063083522
1998-09-02,323.0406008995067
1998-09-03,313.26127250080185
1998-09-04,310.6932485613839
1998-09-07,343.07747953173833
1998-09-08,341.5628208466269
1998-09-09,343.9441345025167
1998-09-10,337.67828543394677
1998-09-11,336.74702439319856
1998-09-14,347.3983704429527
1998-09-15,359.2254151301356
1998-09-16,380.62114162239493
1998-09-17,376.29575256850137
1998-09-18,362.6403266387806
1998-09-21,348.7751540286752
1998-09-22,356.574682145405
1998-09-23,357.32212868917236
1998-09-24,376.0037964943582
1998-09-25,379.5312992534586
1998-09-28,381.2477979086073
1998-09-29,393.8810636987934
1998-09-30,390.05935410356255
1998-10-01,378.78843815639283
1998-10-02,371.8332870250976
1998-10-05,367.3882860590593
1998-10-06,370.3683158485976
1998-10-07,395.1481189423868
1998-10-08,410.3115443905779
1998-10-09,420.86162685854293
1998-10-12,443.73055522532513
1998-10-13,440.7473968324634
1998-10-14,437.06989016541405
1998-10-15,457.83045237669074
1998-10-16,502.6583887947497
1998-10-19,504.49224661883903
1998-10-20,499.1184631895054
1998-10-21,521.8349377615725
1998-10-22,507.9910366377773
1998-10-23,500.21269252075047
1998-10-26,501.9355570580215
1998-10-27,524.1526948882313
1998-10-28,539.606390588504
1998-10-29,545.399211667361
1998-10-30,551.1030015487377
1998-11-02,575.9879592055332
1998-11-03,579.4827269865048
1998-11-04,596.9517461830909
1998-11-05,599.568263584933
1998-11-06,586.5775235503365
1998-11-09,548.4138828805278
1998-11-10,524.3208621977429
1998-11-11,563.7849972346107
1998-11-12,538.9636761955884
1998-11-13,545.6826295065068
1998-11-16,568.9143976324509
1998-11-17,563.8502601961435
1998-11-18,587.6275252151795
1998-11-19,616.4217090729024
1998-11-20,625.8232240311982
1998-11-23,628.4144994439208
1998-11-24,649.7110304014772
1998-11-25,638.7000513156821
1998-11-26,633.7200869660994
1998-11-27,634.6761393320539
1998-11-30,646.6045795310396
1998-12-01,629.0831420956597
1998-12-02,634.5995207259416
1998-12-03,618.9057078115687
1998-12-04,619.420170118137
1998-12-07,626.0389380649715
1998-12-08,634.9716973654553
1998-12-09,652.4177012078688
1998-12-10,660.079352504599
1998-12-11,647.4126537165381
1998-12-14,638.6104345170183
1998-12-15,630.1690417002397
1998-12-16,625.2435674469863
1998-12-17,629.0070317935995
1998-12-18,647.4437348506427
1998-12-21,643.5064384860402
1998-12-22,652.7194986719634
1998-12-23,640.1431184888469
1998-12-24,641.3896552080759
1998-12-25,641.660522390067
1998-12-28,635.8075734529859
1998-12-29,635.8011431940873
1998-12-30,642.8464409176488
1998-12-31,641.8625212702397
1999-01-01,641.9357721933351
1999-01-04,648.1543187589882
1999-01-05,633.9154824721019
1999-01-06,659.0391165218065
1999-01-07,680.5204779211764
1999-01-08,687.5655531120578
1999-01-11,688.6058404730628
1999-01-12,686.1078263153246
1999-01-13,666.2054539418926
1999-01-14,651.2310579904176
1999-01-15,665.5207656790902
1999-01-18,683.6835537544447
1999-01-19,683.8045534414913
1999-01-20,684.2881502403717
1999-01-21,665.3972050093954
1999-01-22,652.4987393162411
1999-01-25,612.8010360934315
1999-01-26,620.3057246122946
1999-01-27,633.2279991232818
1999-01-28,618.2527886021118
1999-01-29,618.6357760634305
1999-02-01,611.5345979817268
1999-02-02,606.3902234308665
1999-02-03,591.3808351329956
1999-02-04,597.9518998802323
1999-02-05,593.2538999025346
1999-02-08,581.4588170017701
1999-02-09,567.2393080388816
1999-02-10,557.8459761674712
1999-02-11,591.987909359345
1999-02-12,589.9759242448248
1999-02-15,592.0320005998427
1999-02-16,590.1311905544368
1999-02-17,590.1905350425027
1999-02-18,575.1585649710113
1999-02-19,592.4318151075589
1999-02-22,602.2579005284374
1999-02-23,603.0605152039502
1999-02-24,607.2539856856604
1999-02-25,607.0108424361165
1999-02-26,609.3839864428377
1999-03-01,613.6998918812741
1999-03-02,609.1841810186384
1999-03-03,604.9448684542224
1999-03-04,609.0531122784814
1999-03-05,614.8235286733201
1999-03-08,613.1927462319981
1999-03-09,609.4891573776285
1999-03-10,624.4327568380963
1999-03-11,622.8364181989384
1999-03-12,631.9684144758955
1999-03-15,641.6292317308587
1999-03-16,636.5914906830192
1999-03-17,626.5324575351952
1999-03-18,622.4966788784877
1999-03-19,621.0101381775291
1999-03-22,624.5799284246028
1999-03-23,621.218196310791
1999-03-24,619.8046042238524
1999-03-25,629.7413098096307
1999-03-26,627.713207916983
1999-03-29,627.7509405876989
1999-03-30,634.6785906397782
1999-03-31,640.5595883389425
1999-04-01,654.1181985051738
1999-04-02,653.1287119180357
1999-04-05,671.625362244994
1999-04-06,682.2993870636669
1999-04-07,687.7668101502601
1999-04-08,696.4807510530437
1999-04-09,711.5110388984934
1999-04-12,716.4309863456414
1999-04-13,723.8834409536605
1999-04-14,744.1786038257727
1999-04-15,745.7066612731427
1999-04-16,772.3174900164021
1999-04-19,812.1213144543707
1999-04-20,796.3099183018818
1999-04-21,807.0234393925767
1999-04-22,820.3553322435506
1999-04-23,820.2847770227942
1999-04-26,828.5624586637547
1999-04-27,834.4360456486424
1999-04-28,816.9625346810823
1999-04-29,805.1140270045626
1999-04-30,842.2181325201828
1999-05-03,848.2349355566092
1999-05-04,874.1251215042035
1999-05-05,893.0175898119388
1999-05-06,896.0832672578882
1999-05-07,859.7978116898275
1999-05-10,850.3814673372242
1999-05-11,862.4418019501742
1999-05-12,863.1808979588918
1999-05-13,852.2061354060202
1999-05-14,852.0137798606194
1999-05-17,850.0348223924582
1999-05-18,844.9492194469929
1999-05-19,836.8808169863875
1999-05-20,839.3334136327971
1999-05-21,854.3314102050301
1999-05-24,845.7170971074088
1999-05-25,830.1173289876707
1999-05-26,834.0858891999945
1999-05-27,845.2710430023138
1999-05-28,842.4840161286486
1999-05-31,841.0918881457824
1999-06-01,845.8626826653742
1999-06-02,852.8474531493034
1999-06-03,854.6966979095457
1999-06-04,844.792449422293
1999-06-07,861.6811861035676
1999-06-08,884.3646697033948
1999-06-09,886.5478342135316
1999-06-10,893.8882977074927
1999-06-11,906.6279627365773
1999-06-14,906.5050392249585
1999-06-15,900.2663926972849
1999-06-16,903.7910854035985
1999-06-17,915.468871504788
1999-06-18,916.003234762315
1999-06-21,937.3824336093475
1999-06-22,943.5015409602094
1999-06-23,960.2086481335077
1999-06-24,967.0428954820421
1999-06-25,969.0638685187124
1999-06-28,965.2909020323058
1999-06-29,964.5565553606493
1999-06-30,955.8181410753256
1999-07-01,980.6943915215176
1999-07-02,981.0738012175523
1999-07-05,969.1663011980788
1999-07-06,944.9776567680581
1999-07-07,929.6732031975844
1999-07-08,937.4947938976838
1999-07-09,941.0206712761363
1999-07-12,943.8080866359771
1999-07-13,932.5909166709398
1999-07-14,927.7085882885293
1999-07-15,918.0465545617477
1999-07-16,900.075457121224
1999-07-19,896.8689228195406
1999-07-20,908.3831358810481
1999-07-21,895.6552693205117
1999-07-22,884.69970964964
1999-07-23,854.2852935037115
1999-07-26,844.9228057055345
1999-07-27,862.9852713542967
1999-07-28,900.8925659753899
1999-07-29,920.5391317306836
1999-07-30,922.3112179912061
1999-08-02,915.8202583535334
1999-08-03,916.9129091169495
1999-08-04,916.7122476901234
1999-08-05,899.7047525751032
1999-08-06,895.0086447504973
1999-08-09,894.5567231813897
1999-08-10,871.7188286004827
1999-08-11,853.8654079434724
1999-08-12,864.0061581799254
1999-08-13,848.2263078074191
1999-08-16,859.0663673657307
1999-08-17,843.942729672552
1999-08-18,877.4886390770753
1999-08-19,884.9703197248847
1999-08-20,899.9048853136563
1999-08-23,917.8313001555459
1999-08-24,910.0948987735883
1999-08-25,918.8820325147401
1999-08-26,923.1621995251236
1999-08-27,921.5350488532603
1999-08-30,919.7346150134356
1999-08-31,905.5693640303473
1999-09-01,909.4848432144572
1999-09-02,908.5168066471276
1999-09-03,897.1075842113584
1999-09-06,898.2781812423465
1999-09-07,900.5737827138023
1999-09-08,894.0782403274443
1999-09-09,911.6868722503056
1999-09-10,908.7304474568766
1999-09-13,910.981598233746
1999-09-14,906.3258187808009
1999-09-15,899.8652563494403
1999-09-16,886.4499791915665
1999-09-17,905.3598890889914
1999-09-20,893.3707162350775
1999-09-21,889.0781121484083
1999-09-22,867.7034847627808
1999-09-23,864.1194905449568
1999-09-24,849.8947820835035
1999-09-27,842.82543566245
1999-09-28,845.6648102266171
1999-09-29,851.818366528824
1999-09-30,863.2291805581257
1999-10-01,874.0155275962989
1999-10-04,875.4931258022884
1999-10-05,890.3784851844825
1999-10-06,904.8595454018025
1999-10-07,914.5697382606152
1999-10-08,910.3228935185371
1999-10-11,914.8771204979474
1999-10-12,907.3577720794793
1999-10-13,893.1489155032397
1999-10-14,902.2306162556829
1999-10-15,885.7715096750834
1999-10-18,864.3067914339523
1999-10-19,862.8869763295226
1999-10-20,876.7318604404625
1999-10-21,878.645758223578
1999-10-22,879.600396252067
1999-10-25,883.261928266926
1999-10-26,882.0215923319544
1999-10-27,870.6277130881965
1999-10-28,877.5698747729489
1999-10-29,898.2831621258138
1999-11-01,909.4886504931428
1999-11-02,900.6582507741712
1999-11-03,914.1226580176534
1999-11-04,920.4878291575809
1999-11-05,915.9945200908306
1999-11-08,916.4648395078113
1999-11-09,922.2293438986881
1999-11-10,930.667772123887
1999-11-11,935.7648113012078
1999-11-12,947.7016554894388
1999-11-15,960.4387483664647
1999-11-16,961.871746881918
1999-11-17,958.3478893127836
1999-11-18,948.1668257267459
1999-11-19,955.6542860009489
1999-11-22,946.8353646517156
1999-11-23,945.1753634673966
1999-11-24,934.1324484800584
1999-11-25,939.2687723085319
1999-11-26,952.1444168289792
1999-11-29,941.3498394993164
1999-11-30,945.8653427146605
1999-12-01,939.4975481066446
1999-12-02,936.8776963728524
1999-12-03,930.1894948024677
1999-12-06,937.1504936651373
1999-12-07,958.7348212557768
1999-12-08,975.7259076578579
1999-12-09,973.3480315370329
1999-12-10,979.790552605045
1999-12-13,970.7496172437661
1999-12-14,958.485763045602
1999-12-15,943.6914995723434
1999-12-16,941.7910913933462
1999-12-17,965.1682803485744
1999-12-20,952.1646370700732
1999-12-21,946.8933644888697
1999-12-22,958.4970617122916
1999-12-23,966.9013954838866
1999-12-24,975.9889874829386
1999-12-27,991.1991700639247
1999-12-28,988.0812274358151
1999-12-29,1000.3423193913715
1999-12-30,1009.3717241906705
1999-12-31,1009.3717241906705
2000-01-03,1057.4373986528287
2000-01-04,1033.1387532317938
2000-01-05,989.1273974613931
2000-01-06,970.0202899885752
2000-01-07,983.3561363687579
2000-01-10,991.7955133513549
2000-01-11,981.0139821078192
2000-01-12,981.8405492538566
2000-01-13,975.0216287158524
2000-01-14,974.8411145449202
2000-01-17,963.6783417224402
2000-01-18,958.4953529217646
2000-01-19,940.5433875717398
2000-01-20,965.6944286976694
2000-01-21,949.1060994762008
2000-01-24,938.2950073675956
2000-01-25,938.0364357583203
2000-01-26,940.5338501442899
2000-01-27,941.7853030137529
2000-01-28,931.6737065588651
2000-01-31,912.6128351495751
2000-02-01,910.9393485511376
2000-02-02,920.3462934519839
2000-02-03,917.975327338923
2000-02-04,932.0909233665162
2000-02-07,930.4491991785342
2000-02-08,927.1270953262728
2000-02-09,933.7142652660634
2000-02-10,945.6887291518739
2000-02-11,948.0889400969437
2000-02-14,944.4038879038733
2000-02-15,941.0541243611441
2000-02-16,937.1182871775866
2000-02-17,946.142176912053
2000-02-18,933.2457790564871
2000-02-21,903.974934718992
2000-02-22,906.0043742217365
2000-02-23,902.4229178666777
2000-02-24,892.8634472498193
2000-02-25,898.5565833912464
2000-02-28,886.5262202050735
2000-02-29,884.7861295435291
2000-03-01,880.3844568477496
2000-03-02,877.6931116935835
2000-03-03,874.8373073364215
2000-03-06,886.2990279025187
2000-03-07,882.8016650345984
2000-03-08,883.1246766478375
2000-03-09,886.932426679279
2000-03-10,898.7718502846011
2000-03-13,879.335630966871
2000-03-14,879.9344466816776
2000-03-15,869.571407633287
2000-03-16,870.4025535843846
2000-03-17,884.1060994737295
2000-03-20,881.7379216499588
2000-03-21,893.1096270434762
2000-03-22,900.4691140066819
2000-03-23,904.9711723276115
2000-03-24,919.713072527894
2000-03-27,940.2392999520738
2000-03-28,935.5031081026427
2000-03-29,929.139870168527
2000-03-30,896.7938547699624
2000-03-31,895.8021947539798
2000-04-03,868.7678951024433
2000-04-04,857.0104849977577
2000-04-05,849.7594068564435
2000-04-06,867.1677893725323
2000-04-07,878.8106131473628
2000-04-10,873.9562504333126
2000-04-11,869.6210043170878
2000-04-12,867.0755522629962
2000-04-13,867.315588939968
2000-04-14,879.966513185499
2000-04-17,808.5130408729084
2000-04-18,824.4960314719057
2000-04-19,839.9920770750466
2000-04-20,843.268819709631
2000-04-21,843.1037488302287
2000-04-24,832.6670759635225
2000-04-25,837.5981604580353
2000-04-26,855.0503163432494
2000-04-27,868.6885573822857
2000-04-28,870.6016582629558
2000-05-01,870.1070704516345
2000-05-02,864.4334826811212
2000-05-03,845.758388622472
2000-05-04,839.7939664315177
2000-05-05,836.4442515857597
2000-05-08,823.534578841777
2000-05-09,825.1605426692645
2000-05-10,815.1424347433356
2000-05-11,802.5439519150715
2000-05-12,805.279954040846
2000-05-15,799.2160218629807
2000-05-16,811.5203951439985
2000-05-17,801.5869908846001
2000-05-18,801.5783529635659
2000-05-19,802.9779675979099
2000-05-22,779.6614081758829
2000-05-23,772.0264450048846
2000-05-24,755.2792833420124
2000-05-25,752.8306358256486
2000-05-26,753.0023000135448
2000-05-29,760.9047497827726
2000-05-30,753.3252606704816
2000-05-31,763.900570156169
2000-06-01,777.9294452239608
2000-06-02,812.8000029665562
2000-06-05,842.8330835764389
2000-06-06,849.7674037299746
2000-06-07,862.7648313476528
2000-06-08,872.5094017886778
2000-06-09,869.7088836159836
2000-06-12,870.8412073114414
