Date,NORWAY IMI VALUE WEIGHTED
1997-03-04,1681.864184753661
1997-03-05,1686.4864629577344
1997-03-06,1706.6578937248248
1997-03-07,1711.5530673193812
1997-03-10,1746.0328894452934
1997-03-11,1758.457547213697
1997-03-12,1753.4380031445812
1997-03-13,1742.3147022242872
1997-03-14,1747.8842112255438
1997-03-17,1738.7795426969446
1997-03-18,1729.1955113422407
1997-03-19,1724.44693029372
1997-03-20,1685.2534934096477
1997-03-21,1718.7498894436321
1997-03-24,1710.1119776168032
1997-03-25,1733.708587437385
1997-03-26,1732.9185456625426
1997-03-27,1748.0982714910883
1997-03-28,1748.8893019773054
1997-03-31,1757.3184506159444
1997-04-01,1672.3251605970254
1997-04-02,1651.5037572423983
1997-04-03,1647.0471436948353
1997-04-04,1649.2645084689634
1997-04-07,1654.3085903462209
1997-04-08,1661.1314897746545
1997-04-09,1666.9551543393009
1997-04-10,1668.1527438553273
1997-04-11,1651.4509573723524
1997-04-14,1641.1383003096407
1997-04-15,1641.4898766245506
1997-04-16,1629.6039080254393
1997-04-17,1622.203050759799
1997-04-18,1631.2078253360478
1997-04-21,1664.8970639146587
1997-04-22,1668.9779473942153
1997-04-23,1674.797946428213
1997-04-24,1665.5286565269707
1997-04-25,1650.5487495332993
1997-04-28,1644.087431227855
1997-04-29,1661.3646867732534
1997-04-30,1649.217637338946
1997-05-01,1658.5221976973573
1997-05-02,1649.5589065981117
1997-05-05,1649.2936561227868
1997-05-06,1660.1335931208987
1997-05-07,1662.116902685337
1997-05-08,1671.2910540560504
1997-05-09,1680.4784087160845
1997-05-12,1674.3602672445234
1997-05-13,1694.0329435185552
1997-05-14,1690.110301271984
1997-05-15,1683.6441958954595
1997-05-16,1696.8413858247907
1997-05-19,1682.5844220037895
1997-05-20,1699.5604424509697
1997-05-21,1729.322537077329
1997-05-22,1737.6859613379006
1997-05-23,1745.0108795590716
1997-05-26,1759.1578302467447
1997-05-27,1747.5940141598787
1997-05-28,1755.1179675743435
1997-05-29,1752.8556528885545
1997-05-30,1726.5815173483227
1997-06-02,1736.3234403091767
1997-06-03,1751.362839366766
1997-06-04,1746.7250492586093
1997-06-05,1730.9603688338384
1997-06-06,1748.583261699597
1997-06-09,1781.2007147514275
1997-06-10,1760.8724052621353
1997-06-11,1755.4377799724268
1997-06-12,1747.9375794840455
1997-06-13,1740.1191891501462
1997-06-16,1720.8911854344703
1997-06-17,1726.5210874411264
1997-06-18,1723.9208730877053
1997-06-19,1729.4793048765293
1997-06-20,1727.6091054621745
1997-06-23,1734.504042163029
1997-06-24,1743.4652270165395
1997-06-25,1749.8845106488282
1997-06-26,1750.8502370297606
1997-06-27,1747.1416047568243
1997-06-30,1745.8488671644557
1997-07-01,1767.0975545241417
1997-07-02,1778.1365065370658
1997-07-03,1793.6250226876896
1997-07-04,1796.3455034475396
1997-07-07,1801.836363928335
1997-07-08,1790.8447281581718
1997-07-09,1786.379381740291
1997-07-10,1791.2663803133669
1997-07-11,1788.6733531106554
1997-07-14,1772.9488766525276
1997-07-15,1764.1979335512353
1997-07-16,1805.3502091676805
1997-07-17,1819.300984298558
1997-07-18,1803.2299808797031
1997-07-21,1781.8547336460044
1997-07-22,1785.7155260338695
1997-07-23,1808.579447891121
1997-07-24,1804.5700881585333
1997-07-25,1793.1307677569835
1997-07-28,1785.51226751239
1997-07-29,1784.80462907589
1997-07-30,1794.955106227862
1997-07-31,1811.6817778491072
1997-08-01,1795.338402622837
1997-08-04,1803.3180249386412
1997-08-05,1804.2340528825764
1997-08-06,1827.5463451131202
1997-08-07,1847.1294245224408
1997-08-08,1860.2093294013443
1997-08-11,1847.275352723735
1997-08-12,1847.3105718151792
1997-08-13,1838.9222066158266
1997-08-14,1816.7575717122486
1997-08-15,1822.0721609124735
1997-08-18,1789.4486772910814
1997-08-19,1794.667803668893
1997-08-20,1770.9621154236966
1997-08-21,1778.9570361796525
1997-08-22,1775.0140775656118
1997-08-25,1771.9329655877777
1997-08-26,1783.7820046230704
1997-08-27,1786.4421414255635
1997-08-28,1808.1099910904707
1997-08-29,1816.7767666401123
1997-09-01,1823.4571478976238
1997-09-02,1823.8113783442866
1997-09-03,1838.9571294982088
1997-09-04,1842.687563915723
1997-09-05,1872.9460075369718
1997-09-08,1865.9524685119811
1997-09-09,1867.0999267583206
1997-09-10,1863.1621034740454
1997-09-11,1871.0183449122194
1997-09-12,1877.8219544147926
1997-09-15,1878.325243039038
1997-09-16,1867.8252833439706
1997-09-17,1909.7557158732163
1997-09-18,1909.759218168039
1997-09-19,1904.041543670815
1997-09-22,1896.3695647814238
1997-09-23,1893.4261602217825
1997-09-24,1913.3119651133263
1997-09-25,1929.4802914283914
1997-09-26,1933.0659562588155
1997-09-29,1952.908128899228
1997-09-30,1960.9361630736823
1997-10-01,1951.0208666762805
1997-10-02,1960.8829341948413
1997-10-03,2007.0873425417715
1997-10-06,2009.0288805544164
1997-10-07,2021.7545161359774
1997-10-08,2010.4896330509955
1997-10-09,2015.5256723843008
1997-10-10,2017.8337531210977
1997-10-13,2037.5617834886023
1997-10-14,2023.844384200947
1997-10-15,2018.5431592154725
1997-10-16,2064.5692449514595
1997-10-17,2019.7432819426026
1997-10-20,2011.0336764773378
1997-10-21,2013.4755392835077
1997-10-22,2008.4643929737072
1997-10-23,1996.5211099773928
1997-10-24,2011.8380962521705
1997-10-27,1983.5204027523084
1997-10-28,1892.108493349211
1997-10-29,1983.0115425865672
1997-10-30,1957.996806927324
1997-10-31,1960.3799772932935
1997-11-03,1957.0023957488802
1997-11-04,1951.51614444006
1997-11-05,1959.3251790285185
1997-11-06,1968.2066473612042
1997-11-07,1967.577534382916
1997-11-10,1955.6269085584338
1997-11-11,1943.0867568091592
1997-11-12,1893.4049514578583
1997-11-13,1897.9305830570288
1997-11-14,1875.2642944511133
1997-11-17,1887.654180752036
1997-11-18,1912.4888455053813
1997-11-19,1898.231632169789
1997-11-20,1901.2621682366032
1997-11-21,1892.0219074157546
1997-11-24,1872.541346781326
1997-11-25,1829.4301936313923
1997-11-26,1808.4109304025596
1997-11-27,1816.2031596581182
1997-11-28,1829.523900370189
1997-12-01,1822.3647197474477
1997-12-02,1832.1743780005409
1997-12-03,1832.7444549244901
1997-12-04,1848.328241264008
1997-12-05,1843.4635579272458
1997-12-08,1870.7319815106691
1997-12-09,1876.5978214037052
1997-12-10,1873.0615566146953
1997-12-11,1856.2638393801587
1997-12-12,1854.2709988873592
1997-12-15,1836.13897233454
1997-12-16,1825.7798229198745
1997-12-17,1833.202858909212
1997-12-18,1806.7634809112842
1997-12-19,1782.5697635774623
1997-12-22,1755.034564640013
1997-12-23,1772.6453348324326
1997-12-24,1773.0354738370452
1997-12-25,1773.0354738370452
1997-12-26,1768.1710455294453
1997-12-29,1793.9369053954208
1997-12-30,1822.750152488848
1997-12-31,1819.0539185921916
1998-01-01,1819.053918592192
1998-01-02,1841.10017574792
1998-01-05,1832.0279695574857
1998-01-06,1802.711826271168
1998-01-07,1770.411454225506
1998-01-08,1751.8604092227667
1998-01-09,1711.0734277958475
1998-01-12,1632.298394279842
1998-01-13,1666.8087071007085
1998-01-14,1690.2530154372846
1998-01-15,1691.8631265422598
1998-01-16,1700.7816404608002
1998-01-19,1713.092475372994
1998-01-20,1716.8352003351636
1998-01-21,1715.982740066244
1998-01-22,1711.3427400930016
1998-01-23,1720.5082674162456
1998-01-26,1697.658302105814
1998-01-27,1710.5767325136862
1998-01-28,1691.427726378259
1998-01-29,1684.0317942008544
1998-01-30,1689.5756027476466
1998-02-02,1719.6602603254628
1998-02-03,1723.4893081987914
1998-02-04,1731.1968718088922
1998-02-05,1754.4779411630896
1998-02-06,1750.8370020065431
1998-02-09,1722.5976532916795
1998-02-10,1711.2865571527204
1998-02-11,1717.6063590683882
1998-02-12,1709.1765984418446
1998-02-13,1704.9233598641747
1998-02-16,1717.745055201641
1998-02-17,1729.9698103458022
1998-02-18,1724.1607305575062
1998-02-19,1730.8988214292692
1998-02-20,1735.6469141445548
1998-02-23,1752.2963944891007
1998-02-24,1741.0142349032658
1998-02-25,1736.2216544077971
1998-02-26,1766.9714873524365
1998-02-27,1758.9266406881504
1998-03-02,1796.6574441508208
1998-03-03,1819.0974590060976
1998-03-04,1814.922713422097
1998-03-05,1784.3575387752892
1998-03-06,1811.5940696991988
1998-03-09,1813.7640504237168
1998-03-10,1832.9554149632777
1998-03-11,1839.2703919673947
1998-03-12,1841.4156587659543
1998-03-13,1870.1434939109406
1998-03-16,1866.501309074552
1998-03-17,1860.8235009406192
1998-03-18,1848.1220324338733
1998-03-19,1865.4962025630953
1998-03-20,1854.1995691105592
1998-03-23,1889.1670427967397
1998-03-24,1879.2490891697016
1998-03-25,1893.642476850254
1998-03-26,1893.2228551016453
1998-03-27,1900.7959834885885
1998-03-30,1883.0659099664024
1998-03-31,1858.934898042166
1998-04-01,1863.0118034920586
1998-04-02,1868.7262113871102
1998-04-03,1887.2838614414964
1998-04-06,1899.2000211596576
1998-04-07,1905.6300078506729
1998-04-08,1924.2848822906506
1998-04-09,1935.1059381414073
1998-04-10,1933.0437816662366
1998-04-13,1928.3634740262573
1998-04-14,1949.426848712684
1998-04-15,1964.786713960628
1998-04-16,1950.3917636574179
1998-04-17,1948.380864011088
1998-04-20,1966.4783524600123
1998-04-21,1982.93666971497
1998-04-22,1985.4085485420778
1998-04-23,1991.526997710986
1998-04-24,2003.6504682340028
1998-04-27,1972.1249407344574
1998-04-28,1955.249474237611
1998-04-29,1954.7003657727525
1998-04-30,1968.458171371249
1998-05-01,1985.0668250924996
1998-05-04,2008.4912422686252
1998-05-05,2013.4364280454818
1998-05-06,2044.659676953838
1998-05-07,1995.6700771944838
1998-05-08,1991.7691869285318
1998-05-11,1995.4342373727568
1998-05-12,1986.8744328852238
1998-05-13,1972.1488420205535
1998-05-14,1956.820668570059
1998-05-15,1932.040919877009
1998-05-18,1910.0411129766487
1998-05-19,1899.429560588409
1998-05-20,1914.1757639278953
1998-05-21,1920.5559210336562
1998-05-22,1924.2901703259724
1998-05-25,1901.6178658189094
1998-05-26,1885.7022007210937
1998-05-27,1820.029921069518
1998-05-28,1821.9888581015425
1998-05-29,1825.02289507061
1998-06-01,1827.3275844818895
1998-06-02,1823.7267765348342
1998-06-03,1810.7454190105725
1998-06-04,1813.0557706088453
1998-06-05,1837.8811904093996
1998-06-08,1861.539311360067
1998-06-09,1854.9409289313924
1998-06-10,1805.2555648633218
1998-06-11,1794.987497834695
1998-06-12,1765.5629959309606
1998-06-15,1718.7007952210045
1998-06-16,1727.0138400156209
1998-06-17,1743.5012748135593
1998-06-18,1724.8740885006873
1998-06-19,1737.4800809284725
1998-06-22,1719.8769043403497
1998-06-23,1739.985240280322
1998-06-24,1753.9958213037823
1998-06-25,1756.7789078041797
1998-06-26,1741.6954994909659
1998-06-29,1737.423339747075
1998-06-30,1735.7681522452745
1998-07-01,1754.6816758988684
1998-07-02,1740.9039645477603
1998-07-03,1751.8900197044284
1998-07-06,1751.7181606755444
1998-07-07,1752.4758083258967
1998-07-08,1741.5700850870141
1998-07-09,1737.6382315052454
1998-07-10,1756.1136006117579
1998-07-13,1768.485594882422
1998-07-14,1760.736967321477
1998-07-15,1767.7160600685654
1998-07-16,1779.1151880619834
1998-07-17,1810.9250409122885
1998-07-20,1835.92015283214
1998-07-21,1816.1756545902394
1998-07-22,1804.4834900610106
1998-07-23,1794.5070958264707
1998-07-24,1795.4944302224847
1998-07-27,1786.5654952298726
1998-07-28,1779.2034466707087
1998-07-29,1766.9200428192237
1998-07-30,1774.7219696561503
1998-07-31,1766.4569037509993
1998-08-03,1738.0514189399507
1998-08-04,1724.2127075071896
1998-08-05,1701.29270917224
1998-08-06,1678.4206378104361
1998-08-07,1678.6968886040652
1998-08-10,1654.8318277326744
1998-08-11,1605.4519418755397
1998-08-12,1597.5732713233824
1998-08-13,1567.8239269574285
1998-08-14,1564.385534934433
1998-08-17,1530.2611823206903
1998-08-18,1536.4154797010403
1998-08-19,1529.5943561269644
1998-08-20,1486.6731144396574
1998-08-21,1439.14162559527
1998-08-24,1460.2503501742203
1998-08-25,1472.5539698494408
1998-08-26,1397.438991643237
1998-08-27,1273.7655033117421
1998-08-28,1311.942604047124
1998-08-31,1323.7901279465966
1998-09-01,1302.2642918080162
1998-09-02,1333.0808208993903
1998-09-03,1286.7998271130773
1998-09-04,1324.0244730238567
1998-09-07,1379.4976557399596
1998-09-08,1397.902426822776
1998-09-09,1384.3341628710805
1998-09-10,1357.516084010277
1998-09-11,1362.3742943250481
1998-09-14,1389.2946961254393
1998-09-15,1372.9875581163296
1998-09-16,1374.6762152004685
1998-09-17,1313.3251528020787
1998-09-18,1286.0951419186042
1998-09-21,1242.8486751284274
1998-09-22,1264.6264555353453
1998-09-23,1272.4771398084874
1998-09-24,1293.1512630523855
1998-09-25,1271.9382589433958
1998-09-28,1268.087433058762
1998-09-29,1277.7176466213182
1998-09-30,1274.7323532185987
1998-10-01,1261.4015166876852
1998-10-02,1237.3273531398058
1998-10-05,1195.340106553927
1998-10-06,1195.0530638233238
1998-10-07,1186.327331266797
1998-10-08,1125.1617548027
1998-10-09,1119.8135614120647
1998-10-12,1162.6752431103978
1998-10-13,1163.064743120751
1998-10-14,1147.437253229097
1998-10-15,1162.5362693575714
1998-10-16,1232.5792319043496
1998-10-19,1248.9335725927886
1998-10-20,1278.9734344148242
1998-10-21,1291.309832861907
1998-10-22,1314.9666565803657
1998-10-23,1309.306790326399
1998-10-26,1318.6797068948422
1998-10-27,1367.0416618613904
1998-10-28,1331.9795210528052
1998-10-29,1357.3185904547636
1998-10-30,1415.6913325553642
1998-11-02,1453.2020738614374
1998-11-03,1407.9003978789758
1998-11-04,1403.4567887923445
1998-11-05,1373.6780120660064
1998-11-06,1358.5577105575078
1998-11-09,1318.7791072009902
1998-11-10,1312.324307020647
1998-11-11,1338.3781477316522
1998-11-12,1317.7250490275846
1998-11-13,1330.444553328146
1998-11-16,1325.7866725240742
1998-11-17,1305.5084922270592
1998-11-18,1302.3606700093471
1998-11-19,1305.9960827239756
1998-11-20,1320.7630524313495
1998-11-23,1339.2724531902065
1998-11-24,1334.5077076451519
1998-11-25,1320.5537271353198
1998-11-26,1330.3021975189079
1998-11-27,1331.3893749985552
1998-11-30,1338.4862796679076
1998-12-01,1311.226456406731
1998-12-02,1298.2981708538068
1998-12-03,1273.099338617103
1998-12-04,1261.4911881232654
1998-12-07,1244.5630704620633
1998-12-08,1254.2922974512035
1998-12-09,1225.6975003847283
1998-12-10,1231.274576540315
1998-12-11,1208.7081291917316
1998-12-14,1172.9577200715191
1998-12-15,1153.7900441886286
1998-12-16,1201.061422785642
1998-12-17,1211.4209540010877
1998-12-18,1193.2927342473126
1998-12-21,1191.3080966779123
1998-12-22,1220.7598686418564
1998-12-23,1246.5650944388037
1998-12-24,1251.8132732743322
1998-12-25,1251.8132732743322
1998-12-28,1275.2040872990224
1998-12-29,1275.0954794217112
1998-12-30,1278.6940929809207
1998-12-31,1273.4074590487908
1999-01-01,1273.4074590487908
1999-01-04,1350.5708229547743
1999-01-05,1383.4313429085305
1999-01-06,1415.9773258808987
1999-01-07,1405.692330119225
1999-01-08,1440.1826766579466
1999-01-11,1439.4318453155706
1999-01-12,1411.9413883872996
1999-01-13,1338.9115564863268
1999-01-14,1355.468413678194
1999-01-15,1345.5517793764384
1999-01-18,1371.308017668875
1999-01-19,1377.8375589136735
1999-01-20,1357.8345102101746
1999-01-21,1352.8858250566798
1999-01-22,1339.427813176132
1999-01-25,1338.5727355228394
1999-01-26,1339.1411271218778
1999-01-27,1351.4151858935306
1999-01-28,1379.6978020312704
1999-01-29,1398.8954143150843
1999-02-01,1411.2217777335009
1999-02-02,1401.1692625178227
1999-02-03,1407.7930639336107
1999-02-04,1397.9017160486533
1999-02-05,1402.1335216404127
1999-02-08,1405.3457130687113
1999-02-09,1380.012478217348
1999-02-10,1376.7034696081328
1999-02-11,1375.273800155816
1999-02-12,1386.1138106627382
1999-02-15,1370.0217026959144
1999-02-16,1358.3406600590617
1999-02-17,1322.2713705179754
1999-02-18,1314.3525659086934
1999-02-19,1302.8910604259115
1999-02-22,1288.6051169398922
1999-02-23,1294.6622988216398
1999-02-24,1293.0718426063693
1999-02-25,1294.0561527276298
1999-02-26,1286.9463866733809
1999-03-01,1290.5256348601138
1999-03-02,1294.5021427081651
1999-03-03,1313.9366328594133
1999-03-04,1316.6115017912477
1999-03-05,1344.591467646359
1999-03-08,1340.6130819003315
1999-03-09,1334.469496669331
1999-03-10,1349.8052156579693
1999-03-11,1359.160077492611
1999-03-12,1398.507238024842
1999-03-15,1382.7012859058016
1999-03-16,1374.304058461788
1999-03-17,1387.600409054779
1999-03-18,1405.84306786737
1999-03-19,1408.2877842996952
1999-03-22,1393.8863891718422
1999-03-23,1391.5291095501573
1999-03-24,1381.2320401468673
1999-03-25,1388.9152242953392
1999-03-26,1375.5080111294167
1999-03-29,1398.1991886629169
1999-03-30,1401.1784309561856
1999-03-31,1402.2430066427753
1999-04-01,1404.4690776375753
1999-04-02,1401.4723441860015
1999-04-05,1392.7934764167533
1999-04-06,1400.2302037837233
1999-04-07,1395.406833483059
1999-04-08,1381.3000960096076
1999-04-09,1385.510618099665
1999-04-12,1400.9913345049774
1999-04-13,1393.9970010810046
1999-04-14,1405.0690434979006
1999-04-15,1428.0171972033456
1999-04-16,1443.6102217106525
1999-04-19,1481.2472363141121
1999-04-20,1483.8927218298427
1999-04-21,1475.6278115544278
1999-04-22,1503.2096083615038
1999-04-23,1505.0740455198977
1999-04-26,1493.9060035213054
1999-04-27,1505.8950295571044
1999-04-28,1496.4003849553226
1999-04-29,1510.9869820620327
1999-04-30,1514.5179127620686
1999-05-03,1528.3340788151786
1999-05-04,1561.9585286735755
1999-05-05,1557.8787782849977
1999-05-06,1559.201196913721
1999-05-07,1541.6906788712786
1999-05-10,1578.4667322129449
1999-05-11,1567.674217816915
1999-05-12,1529.4067995646335
1999-05-13,1523.217274847258
1999-05-14,1525.6579286478395
1999-05-17,1523.8477615895806
1999-05-18,1515.2955596809982
1999-05-19,1505.1725723711884
1999-05-20,1513.4572199312204
1999-05-21,1520.325389169694
1999-05-24,1517.6957424363447
1999-05-25,1505.6418364767844
1999-05-26,1486.9877365258415
1999-05-27,1470.8184731034435
1999-05-28,1466.635131371075
1999-05-31,1475.5792472511434
1999-06-01,1493.635323298529
1999-06-02,1482.8498129262778
1999-06-03,1474.2868589112152
1999-06-04,1468.013757381373
1999-06-07,1472.10148739638
1999-06-08,1495.9789547189187
1999-06-09,1495.4485736274405
1999-06-10,1515.4240160034642
1999-06-11,1516.1207915383727
1999-06-14,1507.726645894444
1999-06-15,1504.3485739031112
1999-06-16,1492.1320720180781
1999-06-17,1490.1619572729742
1999-06-18,1499.4948521085742
1999-06-21,1497.5925082979388
1999-06-22,1488.9421873477995
1999-06-23,1476.2585341046483
1999-06-24,1473.029765571821
1999-06-25,1461.4921253464051
1999-06-28,1461.5928247538031
1999-06-29,1473.3937150935972
1999-06-30,1470.9914817911792
1999-07-01,1486.2950925975072
1999-07-02,1485.6238943962535
1999-07-05,1508.6281339529173
1999-07-06,1504.9389960470721
1999-07-07,1496.6194046577982
1999-07-08,1493.4970192230815
1999-07-09,1500.2591962703245
1999-07-12,1502.2265071451873
1999-07-13,1493.6853610491482
1999-07-14,1523.3637375836388
1999-07-15,1545.7092957589782
1999-07-16,1551.7007581083633
1999-07-19,1547.3960457267053
1999-07-20,1547.7640149031977
1999-07-21,1528.3034858325373
1999-07-22,1523.3947842069633
1999-07-23,1518.0460167961162
1999-07-26,1520.2743757393614
1999-07-27,1522.7633240789903
1999-07-28,1521.6191614978882
1999-07-29,1519.49502675591
1999-07-30,1533.8805110109095
1999-08-02,1524.115667977112
1999-08-03,1522.203551001554
1999-08-04,1541.6331943082032
1999-08-05,1550.8084767590656
1999-08-06,1556.661335973022
1999-08-09,1557.8429500045281
1999-08-10,1567.3908608293975
1999-08-11,1580.0911603105667
1999-08-12,1586.744107643036
1999-08-13,1577.5149215321742
1999-08-16,1591.2513159787015
1999-08-17,1592.992901085178
1999-08-18,1604.6786569282701
1999-08-19,1605.7852703089322
1999-08-20,1628.4407188111259
1999-08-23,1637.0561753555223
1999-08-24,1618.5857970508491
1999-08-25,1592.3177789384524
1999-08-26,1578.5929710197724
1999-08-27,1592.537602701525
1999-08-30,1594.5190201068956
1999-08-31,1595.0319258408463
1999-09-01,1627.624867191321
1999-09-02,1611.2996795883635
1999-09-03,1616.0799045196088
1999-09-06,1629.2490330821536
1999-09-07,1636.8805093372664
1999-09-08,1638.4495466282176
1999-09-09,1651.6398313145728
1999-09-10,1662.0246190286616
1999-09-13,1651.0204516669694
1999-09-14,1650.832026582496
1999-09-15,1642.046734700402
1999-09-16,1624.8052904220717
1999-09-17,1619.0121533745385
1999-09-20,1661.1149300998175
1999-09-21,1642.8973562896026
1999-09-22,1627.2452058525078
1999-09-23,1624.5776260383811
1999-09-24,1593.9120786346148
1999-09-27,1595.4130226539605
1999-09-28,1589.4007938870147
1999-09-29,1580.572146854158
1999-09-30,1599.3884866158353
1999-10-01,1626.1080473972916
1999-10-04,1630.2860534374865
1999-10-05,1617.5870782003276
1999-10-06,1615.7887295406517
1999-10-07,1603.6941040111474
1999-10-08,1572.1189942351511
1999-10-11,1579.9696412417072
1999-10-12,1596.192164625279
1999-10-13,1595.2761046958553
1999-10-14,1595.1566385095532
1999-10-15,1556.5020573199788
1999-10-18,1539.7913676670048
1999-10-19,1552.2538622201466
1999-10-20,1565.968198942055
1999-10-21,1527.4420380377317
1999-10-22,1533.1926531712693
1999-10-25,1521.176313965603
1999-10-26,1536.0110057598276
1999-10-27,1537.3621610074174
1999-10-28,1534.3572271059602
1999-10-29,1515.8438847289283
1999-11-01,1508.2405634668635
1999-11-02,1494.305610444847
1999-11-03,1505.7658753767832
1999-11-04,1511.0085801598816
1999-11-05,1516.408786002959
1999-11-08,1507.0415011184
1999-11-09,1530.49608501939
1999-11-10,1539.2314120016108
1999-11-11,1534.3558716782225
1999-11-12,1524.9155074136468
1999-11-15,1538.9870902579646
1999-11-16,1533.1516463403375
1999-11-17,1552.6635728291224
1999-11-18,1586.085336682351
1999-11-19,1578.9953036643942
1999-11-22,1589.5667737549231
1999-11-23,1582.0629557020025
1999-11-24,1554.4093754595858
1999-11-25,1553.1301393632816
1999-11-26,1548.1688719730687
1999-11-29,1546.727360196248
1999-11-30,1550.9300431681932
1999-12-01,1563.9758700427226
1999-12-02,1581.1166871273138
1999-12-03,1599.3179942328254
1999-12-06,1616.0239161226593
1999-12-07,1617.878740298295
1999-12-08,1606.193179702416
1999-12-09,1599.751762580182
1999-12-10,1598.1293955541105
1999-12-13,1585.3533825794364
1999-12-14,1563.9063324727736
1999-12-15,1561.9134073291664
1999-12-16,1609.8561053714186
1999-12-17,1618.8619120122562
1999-12-20,1611.2146744009808
1999-12-21,1594.229991758763
1999-12-22,1633.5956761195353
1999-12-23,1654.0376342414527
1999-12-24,1654.0376342414527
1999-12-27,1682.7933665785358
1999-12-28,1671.9149160629418
1999-12-29,1664.2981623560459
1999-12-30,1691.3141521599066
1999-12-31,1691.3141521599066
2000-01-03,1734.2052099729233
2000-01-04,1691.9124178396974
2000-01-05,1653.6409538454234
2000-01-06,1671.2219988202976
2000-01-07,1684.3229311001517
2000-01-10,1698.5607866557102
2000-01-11,1692.3306287770126
2000-01-12,1670.6119284770907
2000-01-13,1702.2279378147932
2000-01-14,1699.4532205061155
2000-01-17,1690.3197766479302
2000-01-18,1692.3721266608497
2000-01-19,1698.3069014837763
2000-01-20,1699.2757734458044
2000-01-21,1697.6423679124314
2000-01-24,1711.7244867737325
2000-01-25,1681.9850574534644
2000-01-26,1680.047480766898
2000-01-27,1655.0877159892257
2000-01-28,1630.1942378470942
2000-01-31,1589.1442212383351
2000-02-01,1580.357764854424
2000-02-02,1602.3573796031424
2000-02-03,1630.824190970456
2000-02-04,1615.158896322323
2000-02-07,1600.9361873020136
2000-02-08,1620.8354581762767
2000-02-09,1609.5897959834604
2000-02-10,1624.1735500236712
2000-02-11,1626.4702196961264
2000-02-14,1615.9141209714217
2000-02-15,1623.0331197313765
2000-02-16,1618.5629144024663
2000-02-17,1606.5310822423985
2000-02-18,1600.7290876407837
2000-02-21,1591.8361106064724
2000-02-22,1617.4585979301846
2000-02-23,1637.140954704659
2000-02-24,1632.6505926848529
2000-02-25,1597.659404478747
2000-02-28,1569.87093858616
2000-02-29,1570.8211196361424
2000-03-01,1595.0187503048273
2000-03-02,1584.1904017966422
2000-03-03,1592.73940444113
2000-03-06,1585.5996599204998
2000-03-07,1605.4259666581193
2000-03-08,1611.2111576979664
2000-03-09,1615.5326285785245
2000-03-10,1616.7662599939433
2000-03-13,1583.697119299886
2000-03-14,1583.896401384886
2000-03-15,1574.897878902346
2000-03-16,1585.1882382453964
2000-03-17,1579.838494766874
2000-03-20,1575.252681814347
2000-03-21,1572.9127530894757
2000-03-22,1573.4328426757247
2000-03-23,1584.5423492649982
2000-03-24,1583.098001631648
2000-03-27,1565.7745767142828
2000-03-28,1572.8176788169599
2000-03-29,1537.183560008027
2000-03-30,1544.8587969801165
2000-03-31,1580.4472565861117
2000-04-03,1586.793398619364
2000-04-04,1578.2120224129974
2000-04-05,1540.059520905076
2000-04-06,1558.3013815918944
2000-04-07,1577.8624771378047
2000-04-10,1567.933489061406
2000-04-11,1554.3032371552715
2000-04-12,1551.631083978761
2000-04-13,1540.0884080401083
