Date,HONG KONG IMI VALUE WEIGHTED
1997-11-11,1184.7594815920902
1997-11-12,1145.1871430779458
1997-11-13,1154.3075211136902
1997-11-14,1186.5376335432238
1997-11-17,1227.7792014489494
1997-11-18,1212.3580953953128
1997-11-19,1199.4523344309737
1997-11-20,1190.7805727604793
1997-11-21,1235.5239910357982
1997-11-24,1237.6964694160984
1997-11-25,1216.361440384453
1997-11-26,1238.4842347112485
1997-11-27,1237.7530396349277
1997-11-28,1232.2326251473144
1997-12-01,1252.546289775867
1997-12-02,1292.7741821464792
1997-12-03,1296.5194762290635
1997-12-04,1319.8123636039152
1997-12-05,1331.5244782139982
1997-12-08,1348.301616185234
1997-12-09,1324.5244553916407
1997-12-10,1279.4808326606367
1997-12-11,1223.9848251460987
1997-12-12,1234.282919054939
1997-12-15,1217.5391117322138
1997-12-16,1203.7714271176606
1997-12-17,1225.3648395157093
1997-12-18,1232.2686111417224
1997-12-19,1201.2463189402845
1997-12-22,1176.1641948082786
1997-12-23,1193.127175873338
1997-12-24,1189.396617994102
1997-12-25,1189.396617994102
1997-12-26,1189.4733631623812
1997-12-29,1202.2339061755506
1997-12-30,1226.705291326308
1997-12-31,1231.0355299343141
1998-01-01,1231.0911315892788
1998-01-02,1226.1297299605897
1998-01-05,1192.0650390661467
1998-01-06,1167.5687812569583
1998-01-07,1100.4367651847206
1998-01-08,1061.1792214941283
1998-01-09,1016.1284834613526
1998-01-12,912.7813505639472
1998-01-13,952.1711909090876
1998-01-14,999.840779762883
1998-01-15,938.2459032233022
1998-01-16,951.8940570129507
1998-01-19,1011.8181280264749
1998-01-20,1013.4585303177139
1998-01-21,992.46461350191
1998-01-22,951.8094850560204
1998-01-23,942.5738203052775
1998-01-26,946.1950273065314
1998-01-27,972.8155398319122
1998-01-28,973.004155266508
1998-01-29,973.1047800741159
1998-01-30,972.7526842694758
1998-02-02,1116.984531340754
1998-02-03,1116.0100270913374
1998-02-04,1094.8265645385757
1998-02-05,1107.0275961412526
1998-02-06,1120.0493437712303
1998-02-09,1175.4779757318765
1998-02-10,1189.376728657863
1998-02-11,1197.6134603611304
1998-02-12,1175.3418452938495
1998-02-13,1126.0547168403234
1998-02-16,1102.823212005227
1998-02-17,1109.4565758786669
1998-02-18,1158.084500727228
1998-02-19,1153.5263619777343
1998-02-20,1156.1301447445496
1998-02-23,1160.1956529599818
1998-02-24,1159.5657257749333
1998-02-25,1171.283445021882
1998-02-26,1210.3862843113632
1998-02-27,1242.4349201643654
1998-03-02,1228.6190630509875
1998-03-03,1234.1781996289378
1998-03-04,1221.8137903584977
1998-03-05,1164.4475437737196
1998-03-06,1175.0402569192715
1998-03-09,1180.3465489270752
1998-03-10,1177.8743339169662
1998-03-11,1186.0632991080035
1998-03-12,1169.2997597408878
1998-03-13,1176.6417920316233
1998-03-16,1182.6962491532877
1998-03-17,1189.9265761467739
1998-03-18,1183.2478436613742
1998-03-19,1209.8278421612408
1998-03-20,1221.1194176959395
1998-03-23,1225.0664886999887
1998-03-24,1232.0865354110456
1998-03-25,1247.2260746968102
1998-03-26,1235.613140511737
1998-03-27,1235.2879040062285
1998-03-30,1212.8851502300656
1998-03-31,1219.5584071205844
1998-04-01,1200.8269194402344
1998-04-02,1184.0660816985742
1998-04-03,1172.6862834368433
1998-04-06,1172.7241193497116
1998-04-07,1168.8545205633832
1998-04-08,1188.9484045030547
1998-04-09,1192.3195021582053
1998-04-10,1192.3195021582053
1998-04-13,1192.4733796186374
1998-04-14,1194.737834402585
1998-04-15,1190.119865101383
1998-04-16,1181.6979963821711
1998-04-17,1169.013985541326
1998-04-20,1184.8327314718777
1998-04-21,1174.7923387609796
1998-04-22,1173.1193242414902
1998-04-23,1170.9472813227553
1998-04-24,1166.0163198894218
1998-04-27,1139.284885418794
1998-04-28,1146.6539769802505
1998-04-29,1124.7087004037428
1998-04-30,1108.8798599707707
1998-05-01,1123.7248635195763
1998-05-04,1111.8718130401373
1998-05-05,1082.8102522232734
1998-05-06,1076.4933041172417
1998-05-07,1059.691402508253
1998-05-08,1066.5100077003883
1998-05-11,1067.5323761862396
1998-05-12,1048.6214632099159
1998-05-13,1008.7844213286274
1998-05-14,1022.1262291171622
1998-05-15,1018.0065351680249
1998-05-18,1010.591246070813
1998-05-19,1008.81812758318
1998-05-20,1013.6656179251918
1998-05-21,1024.4108714543545
1998-05-22,1016.797535326428
1998-05-25,1015.5237654966113
1998-05-26,1009.4058530935134
1998-05-27,960.0415806549684
1998-05-28,940.6792441129571
1998-05-29,942.8652699193565
1998-06-01,909.0298976713349
1998-06-02,904.8016086835388
1998-06-03,921.8907416805314
1998-06-04,895.5447974119584
1998-06-05,892.2047755766471
1998-06-08,882.1222563231726
1998-06-09,854.9649093123028
1998-06-10,805.0849637193942
1998-06-11,796.7454765783698
1998-06-12,800.6618691768763
1998-06-15,767.6026379549876
1998-06-16,775.6442820488518
1998-06-17,823.9907769000106
1998-06-18,870.2878301448966
1998-06-19,881.9096369032586
1998-06-22,846.3467132213491
1998-06-23,850.9797401966758
1998-06-24,851.56189829547
1998-06-25,877.6857996191505
1998-06-26,871.1612748649667
1998-06-29,858.477045620465
1998-06-30,860.0180985948376
1998-07-01,860.189773690881
1998-07-02,895.8671634465629
1998-07-03,871.7118063611964
1998-07-06,854.684570885136
1998-07-07,843.9982443653164
1998-07-08,863.1924562351988
1998-07-09,847.8580669104585
1998-07-10,828.209145052688
1998-07-13,818.0579078518595
1998-07-14,823.6347537929626
1998-07-15,844.4690988084537
1998-07-16,857.584608279837
1998-07-17,858.9022938737954
1998-07-20,846.7452068328928
1998-07-21,846.5038006354708
1998-07-22,831.5268188581888
1998-07-23,813.9628985802927
1998-07-24,817.2326137050311
1998-07-27,793.5360070168758
1998-07-28,785.9791875835763
1998-07-29,772.2168163165052
1998-07-30,781.5329507636285
1998-07-31,774.4205336121929
1998-08-03,742.4032212675573
1998-08-04,750.0763745024167
1998-08-05,750.8412366518118
1998-08-06,727.8709923514847
1998-08-07,709.6309485276589
1998-08-10,708.9741081267144
1998-08-11,684.6956470968001
1998-08-12,685.9308094083071
1998-08-13,666.2519382061139
1998-08-14,714.4040973281453
1998-08-17,714.4317534645668
1998-08-18,714.8225636718875
1998-08-19,742.1949975585947
1998-08-20,752.6358939614372
1998-08-21,739.8186282089924
1998-08-24,748.8844841919769
1998-08-25,763.9620816384393
1998-08-26,763.0018290612068
1998-08-27,764.3877205127367
1998-08-28,744.1938384852574
1998-08-31,699.4663207966514
1998-09-01,681.297588479565
1998-09-02,699.4099811735719
1998-09-03,705.2875968060833
1998-09-04,725.6212713686696
1998-09-07,799.8316247399251
1998-09-08,815.9225034628355
1998-09-09,787.6651137141836
1998-09-10,783.6661414693255
1998-09-11,756.8496878811395
1998-09-14,765.7416299403691
1998-09-15,775.61785704102
1998-09-16,785.8776862380136
1998-09-17,765.0721911446782
1998-09-18,746.0310431607211
1998-09-21,719.3891433083152
1998-09-22,733.5460317248184
1998-09-23,745.1619854068758
1998-09-24,775.5564247443252
1998-09-25,766.2748007633735
1998-09-28,787.5243710991095
1998-09-29,781.6620949036492
1998-09-30,789.4299632185441
1998-10-01,789.4291785558662
1998-10-02,789.3833330423802
1998-10-05,767.3125064514934
1998-10-06,767.3570701436694
1998-10-07,781.2238198129793
1998-10-08,811.0991819494637
1998-10-09,870.1880368441898
1998-10-12,913.315530684103
1998-10-13,918.7720202722987
1998-10-14,903.3734170319018
1998-10-15,916.1321486209479
1998-10-16,1022.8886414444673
1998-10-19,1010.5914552602736
1998-10-20,1021.6428607741922
1998-10-21,1028.4726516020098
1998-10-22,1020.4012623415405
1998-10-23,1032.7568148217044
1998-10-26,1031.0532346877399
1998-10-27,1053.2645092824257
1998-10-28,1053.3800509786106
1998-10-29,1073.246880672717
1998-10-30,1115.9526671992971
1998-11-02,1119.890151240327
1998-11-03,1133.8925822336614
1998-11-04,1148.1196094839163
1998-11-05,1117.4878498466553
1998-11-06,1105.1970543647114
1998-11-09,1070.9652900727056
1998-11-10,1051.9020466503866
1998-11-11,1107.1651345728953
1998-11-12,1083.9250178803036
1998-11-13,1090.96870336272
1998-11-16,1125.9319390099856
1998-11-17,1115.423298747721
1998-11-18,1137.3230867775192
1998-11-19,1154.1505190349078
1998-11-20,1139.5207931412028
1998-11-23,1165.2229193689743
1998-11-24,1214.228753022837
1998-11-25,1198.4914635939695
1998-11-26,1194.3113352458586
1998-11-27,1186.4405846720074
1998-11-30,1143.5062584188097
1998-12-01,1094.7608946331738
1998-12-02,1108.994893773151
1998-12-03,1122.0876682230628
1998-12-04,1113.338735502525
1998-12-07,1158.3105545793032
1998-12-08,1145.9993923637442
1998-12-09,1138.4414876714307
1998-12-10,1142.3229752360958
1998-12-11,1107.0146505680132
1998-12-14,1086.4893111313725
1998-12-15,1099.7084985268518
1998-12-16,1101.8236303890092
1998-12-17,1113.0454589201647
1998-12-18,1123.5603683997465
1998-12-21,1135.4610186232624
1998-12-22,1129.1077424720756
1998-12-23,1118.2583789634502
1998-12-24,1130.2149389573055
1998-12-25,1130.2149389573055
1998-12-28,1119.4575703916244
1998-12-29,1121.9266934509267
1998-12-30,1114.6614498010401
1998-12-31,1107.8139891810501
1999-01-01,1107.764017176237
1999-01-04,1085.0180236147457
1999-01-05,1095.1926635162113
1999-01-06,1128.2215137654891
1999-01-07,1173.2074512809158
1999-01-08,1171.7358213296282
1999-01-11,1161.9141330553991
1999-01-12,1166.0204943696492
1999-01-13,1122.7246123146792
1999-01-14,1100.6408702124302
1999-01-15,1106.3131976819852
1999-01-18,1123.5041994158066
1999-01-19,1108.154145878677
1999-01-20,1100.8865605565586
1999-01-21,1063.5270968930954
1999-01-22,1020.2391731847982
1999-01-25,996.1205147710582
1999-01-26,1001.9085979758048
1999-01-27,1027.8866174591017
1999-01-28,993.1137969255388
1999-01-29,1002.5857715768122
1999-02-01,1011.2597154828724
1999-02-02,1004.9221092260566
1999-02-03,991.6576098068548
1999-02-04,990.5132998715906
1999-02-05,964.3288786233322
1999-02-08,955.3349650340011
1999-02-09,963.3272057619253
1999-02-10,944.1657504784995
1999-02-11,951.3339501951659
1999-02-12,981.1655033287984
1999-02-15,982.6088070461292
1999-02-16,982.6722134349172
1999-02-17,982.7736806794863
1999-02-18,982.7229444380501
1999-02-19,954.8953845986745
1999-02-22,954.8501979409575
1999-02-23,965.2521448007036
1999-02-24,987.2751042406813
1999-02-25,984.164285463111
1999-02-26,1003.3660331305687
1999-03-01,1025.7847828641961
1999-03-02,1013.3536796837332
1999-03-03,1011.4332488335192
1999-03-04,1015.1036699385452
1999-03-05,1033.8464211562014
1999-03-08,1041.2292122668318
1999-03-09,1065.1916978254803
1999-03-10,1083.0834248072897
1999-03-11,1082.517691448999
1999-03-12,1098.2830774000054
1999-03-15,1097.0827916951212
1999-03-16,1106.9949633022127
1999-03-17,1107.7241319353732
1999-03-18,1081.8741341308855
1999-03-19,1122.808165322045
1999-03-22,1136.4042521206388
1999-03-23,1140.9779861729598
1999-03-24,1111.9734455040496
1999-03-25,1117.2908957650343
1999-03-26,1108.0469450321605
1999-03-29,1093.0493057845874
1999-03-30,1121.016170852514
1999-03-31,1124.9959418753203
1999-04-01,1134.7638125068881
1999-04-02,1134.6832834791953
1999-04-05,1134.6759632252472
1999-04-06,1134.7125654395304
1999-04-07,1186.2008828771216
1999-04-08,1192.8600021985278
1999-04-09,1223.1136689782377
1999-04-12,1216.2272539819237
1999-04-13,1236.5996376249202
1999-04-14,1229.709472590163
1999-04-15,1247.5486792245185
1999-04-16,1304.0195745426647
1999-04-19,1332.3721808893495
1999-04-20,1284.2280961076751
1999-04-21,1305.9906346757052
1999-04-22,1354.6905890480248
1999-04-23,1342.6974846248988
1999-04-26,1356.5431526530992
1999-04-27,1380.9489063298738
1999-04-28,1364.840630658137
1999-04-29,1360.549834020363
1999-04-30,1380.9752786184897
1999-05-03,1395.6772889436136
1999-05-04,1423.002212841549
1999-05-05,1444.4500454273248
1999-05-06,1454.3527577899115
1999-05-07,1392.4343731919096
1999-05-10,1392.3497292128827
1999-05-11,1374.8993898805618
1999-05-12,1395.564422549257
1999-05-13,1394.933959666915
1999-05-14,1380.6769591135862
1999-05-17,1348.4534299231648
1999-05-18,1351.8307116924568
1999-05-19,1330.2118785542496
1999-05-20,1326.4151314379892
1999-05-21,1309.5205959241694
1999-05-24,1324.1340873372894
1999-05-25,1315.6226068741666
1999-05-26,1323.2777460705147
1999-05-27,1314.2332969976635
1999-05-28,1294.5095626190428
1999-05-31,1297.231156749479
1999-06-01,1319.9006064496284
1999-06-02,1325.999790385378
1999-06-03,1325.8269465744825
1999-06-04,1323.3580240794513
1999-06-07,1358.3729401481928
1999-06-08,1361.7374584766558
1999-06-09,1366.725437003394
1999-06-10,1360.4798117236685
1999-06-11,1374.946564805663
1999-06-14,1373.7530774558586
1999-06-15,1363.5951678472782
1999-06-16,1385.247601503775
1999-06-17,1399.06446593834
1999-06-18,1399.0464314117928
1999-06-21,1451.889436298507
1999-06-22,1471.22929126999
1999-06-23,1472.6538978208519
1999-06-24,1455.070231569762
1999-06-25,1449.5826250002342
1999-06-28,1460.6304252526609
1999-06-29,1456.4403032166622
1999-06-30,1435.9614387021518
1999-07-01,1437.2163777877033
1999-07-02,1490.6718485752485
1999-07-05,1524.5461424531259
1999-07-06,1516.4425220130618
1999-07-07,1498.9529685631396
1999-07-08,1490.4649889210725
1999-07-09,1494.801094686771
1999-07-12,1483.7195415891122
1999-07-13,1471.9929105019369
1999-07-14,1435.306123218733
1999-07-15,1455.0323197315975
1999-07-16,1429.3815814028992
1999-07-19,1421.7368975015781
1999-07-20,1434.4499976178827
1999-07-21,1426.0293674295722
1999-07-22,1421.1070075817058
1999-07-23,1395.2509944196395
1999-07-26,1368.1037287143315
1999-07-27,1384.8242116869403
1999-07-28,1395.9156630979921
1999-07-29,1398.8834879216856
1999-07-30,1400.855237360765
1999-08-02,1422.4074524545779
1999-08-03,1428.5199130488982
1999-08-04,1427.9833944698846
1999-08-05,1392.8067615075263
1999-08-06,1385.4542334318623
1999-08-09,1367.5607493068428
1999-08-10,1323.9226083508165
1999-08-11,1299.046328301148
1999-08-12,1330.701726635275
1999-08-13,1308.4596134295748
1999-08-16,1340.6222017117714
1999-08-17,1325.118678204348
1999-08-18,1352.2105047666105
1999-08-19,1395.5449159381164
1999-08-20,1409.7025294201787
1999-08-23,1409.141044496475
1999-08-24,1414.991051945931
1999-08-25,1401.2667767013868
1999-08-26,1408.2256893455958
1999-08-27,1389.6355948383152
1999-08-30,1416.8609478960377
1999-08-31,1391.5552743224227
1999-09-01,1399.1068016113275
1999-09-02,1388.0971491290582
1999-09-03,1372.4144223805217
1999-09-06,1391.3165640532743
1999-09-07,1385.2126455732105
1999-09-08,1378.3225454630415
1999-09-09,1424.375320317399
1999-09-10,1425.4319332127834
1999-09-13,1428.120727299855
1999-09-14,1429.0092713101035
1999-09-15,1394.26847588931
1999-09-16,1395.354135118933
1999-09-17,1398.0594168693867
1999-09-20,1397.52370015485
1999-09-21,1391.386932177883
1999-09-22,1370.4736376239655
1999-09-23,1375.645154005164
1999-09-24,1355.8677947606284
1999-09-27,1331.790118472624
1999-09-28,1338.449781493381
1999-09-29,1335.6109709819377
1999-09-30,1328.6750414216026
1999-10-01,1329.365099745469
1999-10-04,1332.847250758871
1999-10-05,1345.5012510633085
1999-10-06,1354.4123206693514
1999-10-07,1354.4060873645149
1999-10-08,1355.7029670528718
1999-10-11,1342.0111213099717
1999-10-12,1317.676234284776
1999-10-13,1286.1803725187176
1999-10-14,1289.290138004234
1999-10-15,1270.0400947679877
1999-10-18,1270.0482679049237
1999-10-19,1247.3224048093373
1999-10-20,1284.1134539105785
1999-10-21,1289.3427435708816
1999-10-22,1324.4320109330727
1999-10-25,1339.0541472926723
1999-10-26,1321.8020033696457
1999-10-27,1309.5170203161738
1999-10-28,1318.0708812028179
1999-10-29,1345.9894884969551
1999-11-01,1350.6369721059184
1999-11-02,1344.3672564525693
1999-11-03,1340.3793127860295
1999-11-04,1367.7365783176267
1999-11-05,1367.814534283824
1999-11-08,1367.7790499954397
1999-11-09,1359.31778030471
1999-11-10,1383.6820663354301
1999-11-11,1383.61359309065
1999-11-12,1390.525521755847
1999-11-15,1409.538202610707
1999-11-16,1434.413353505781
1999-11-17,1437.2152893641276
1999-11-18,1438.8771345546054
1999-11-19,1475.0436073466149
1999-11-22,1487.5029928518666
1999-11-23,1477.8944295182885
1999-11-24,1472.111309186253
1999-11-25,1441.183045587752
1999-11-26,1460.6656544678233
1999-11-29,1470.367678236797
1999-11-30,1470.2541714174017
1999-12-01,1493.5683582937022
1999-12-02,1528.3172427194152
1999-12-03,1568.3641871968478
1999-12-06,1609.9334765280753
1999-12-07,1590.528233746428
1999-12-08,1589.2712543440582
1999-12-09,1627.8839035926255
1999-12-10,1628.4692498463482
1999-12-13,1635.9267144653588
1999-12-14,1620.4861931010698
1999-12-15,1566.2136464338146
1999-12-16,1555.701527117025
1999-12-17,1578.7008319984075
1999-12-20,1590.4344775235177
1999-12-21,1579.4129908150617
1999-12-22,1568.9175876315237
1999-12-23,1575.5083361951572
1999-12-24,1611.0516667930424
1999-12-27,1610.6266555757306
1999-12-28,1608.5182516821842
1999-12-29,1582.1762808860465
1999-12-30,1601.1265415888186
1999-12-31,1601.1265415888186
2000-01-03,1622.1977193294524
2000-01-04,1603.1191570177732
2000-01-05,1506.2514690789578
2000-01-06,1444.790802609635
2000-01-07,1473.7728592118808
2000-01-10,1499.110018670252
2000-01-11,1500.302723149594
2000-01-12,1497.7551944327731
2000-01-13,1490.1416551977943
2000-01-14,1486.2150057065835
2000-01-17,1484.8999437308535
2000-01-18,1487.4864562455239
2000-01-19,1452.6037866594208
2000-01-20,1453.7008360909094
2000-01-21,1446.1344153392636
2000-01-24,1444.987649552843
2000-01-25,1431.328570257691
2000-01-26,1459.1311943555254
2000-01-27,1477.5424976636532
2000-01-28,1490.5024615476952
2000-01-31,1451.1251373648486
2000-02-01,1453.0893699903536
2000-02-02,1465.3454443110131
2000-02-03,1473.3563578105382
2000-02-04,1473.3942308613139
2000-02-07,1473.3184867067373
2000-02-08,1446.1653805265198
2000-02-09,1462.5144130226454
2000-02-10,1461.8399583315577
2000-02-11,1490.4352814785082
2000-02-14,1463.0713922612106
2000-02-15,1447.7699364152338
2000-02-16,1492.491836772439
2000-02-17,1502.3507402380746
2000-02-18,1477.7012208884921
2000-02-21,1456.3400903237289
2000-02-22,1425.6140131624636
2000-02-23,1446.2705057939938
2000-02-24,1469.6409416158301
2000-02-25,1452.2292384407128
2000-02-28,1407.411445555251
2000-02-29,1420.9176453287396
2000-03-01,1401.7895730860612
2000-03-02,1396.1547764250802
2000-03-03,1413.252759107169
2000-03-06,1446.7048444054908
2000-03-07,1464.7870464743592
2000-03-08,1473.7551507811963
2000-03-09,1460.4272685181058
2000-03-10,1467.75344589494
2000-03-13,1437.5052671454978
2000-03-14,1419.146764333509
2000-03-15,1407.050033623024
2000-03-16,1386.214868804484
2000-03-17,1424.3354449977849
2000-03-20,1411.3267467154337
2000-03-21,1399.3719894337507
2000-03-22,1415.001055117406
2000-03-23,1431.1841215246016
2000-03-24,1447.666751306533
2000-03-27,1475.4585957986865
2000-03-28,1473.5342463198556
2000-03-29,1462.9001267932906
2000-03-30,1454.4402848948773
2000-03-31,1445.7338439177424
2000-04-03,1414.9252969975792
2000-04-04,1414.9979826053
2000-04-05,1395.8575294300479
2000-04-06,1400.851497531566
2000-04-07,1406.4464349801924
2000-04-10,1404.9747985249887
2000-04-11,1390.6833966616418
2000-04-12,1417.0162801531703
2000-04-13,1395.5137680485116
2000-04-14,1403.9853397396043
2000-04-17,1301.1634437887817
2000-04-18,1336.1505197616543
2000-04-19,1343.188215256208
2000-04-20,1337.986029994997
2000-04-21,1337.986029994997
2000-04-24,1337.9688514410664
2000-04-25,1341.4873334149993
