Date,SPAIN IMI VALUE WEIGHTED
1997-02-27,1517.7965430362444
1997-02-28,1505.1282022976995
1997-03-03,1494.4580797436463
1997-03-04,1501.8544589779685
1997-03-05,1494.5586192670453
1997-03-06,1511.759123736366
1997-03-07,1535.7319196239685
1997-03-10,1572.1607260205174
1997-03-11,1564.7972271802837
1997-03-12,1552.8357495104015
1997-03-13,1559.2982893936774
1997-03-14,1557.8867341653715
1997-03-17,1542.0027127786689
1997-03-18,1543.1159962926183
1997-03-19,1544.590331336171
1997-03-20,1522.402094907017
1997-03-21,1523.9694830716182
1997-03-24,1519.6711505067708
1997-03-25,1539.192163533607
1997-03-26,1560.5389247541862
1997-03-27,1576.0235122552656
1997-03-28,1576.356310913446
1997-03-31,1555.7292007822166
1997-04-01,1534.626307647598
1997-04-02,1531.4822544028443
1997-04-03,1525.709965124025
1997-04-04,1536.9141569827182
1997-04-07,1535.6444529462756
1997-04-08,1540.3278161019114
1997-04-09,1546.6563539055237
1997-04-10,1540.008460769046
1997-04-11,1528.08718705378
1997-04-14,1533.5538564184887
1997-04-15,1554.219742581606
1997-04-16,1559.3271400433323
1997-04-17,1571.1670058591608
1997-04-18,1581.208106916183
1997-04-21,1599.4178620993723
1997-04-22,1606.9208925440018
1997-04-23,1626.6560736830602
1997-04-24,1616.0111955808286
1997-04-25,1603.4367390300235
1997-04-28,1604.7398395391615
1997-04-29,1625.091876516454
1997-04-30,1637.566329685771
1997-05-01,1646.9241736985712
1997-05-02,1645.0307099512156
1997-05-05,1675.3926707565204
1997-05-06,1677.2383373631674
1997-05-07,1685.8997233582638
1997-05-08,1703.5640875200927
1997-05-09,1736.02731835569
1997-05-12,1770.353607436333
1997-05-13,1787.2204110633206
1997-05-14,1780.5958179054246
1997-05-15,1787.6852849521192
1997-05-16,1781.9306208381088
1997-05-19,1766.3050722183086
1997-05-20,1798.3319266900112
1997-05-21,1837.7616684939549
1997-05-22,1829.9498795539055
1997-05-23,1839.7325007782617
1997-05-26,1875.1178653056481
1997-05-27,1887.5773620610003
1997-05-28,1846.8821382792219
1997-05-29,1820.8655484657986
1997-05-30,1783.7596524048215
1997-06-02,1761.4744851152973
1997-06-03,1791.2574286654
1997-06-04,1791.4119187464896
1997-06-05,1819.704671001333
1997-06-06,1842.3208575831882
1997-06-09,1838.094887803285
1997-06-10,1829.1385485658125
1997-06-11,1847.6888160201183
1997-06-12,1868.0624694450603
1997-06-13,1861.0181863444016
1997-06-16,1856.9724963718027
1997-06-17,1833.58768789579
1997-06-18,1859.9882398490797
1997-06-19,1877.4760019163261
1997-06-20,1893.2724109326118
1997-06-23,1910.029810604028
1997-06-24,1906.0863016543856
1997-06-25,1934.156963541048
1997-06-26,1931.6167609827314
1997-06-27,1927.2484866857526
1997-06-30,1912.7517301967173
1997-07-01,1937.2186688865033
1997-07-02,1958.4422499423545
1997-07-03,1979.4358635909286
1997-07-04,1974.7141970492999
1997-07-07,1997.9408691687404
1997-07-08,1968.0416846275539
1997-07-09,1975.78245511401
1997-07-10,1972.1376637226354
1997-07-11,1961.8491058523773
1997-07-14,1955.9330016701156
1997-07-15,1921.7317223543785
1997-07-16,1944.4563372599387
1997-07-17,1925.0541475192692
1997-07-18,1881.7413676147812
1997-07-21,1854.4036721768618
1997-07-22,1885.3560044761405
1997-07-23,1871.941020818379
1997-07-24,1824.7670191739276
1997-07-25,1832.1551570544796
1997-07-28,1819.9634708245546
1997-07-29,1805.6478920530499
1997-07-30,1831.7474313257192
1997-07-31,1821.9114046702186
1997-08-01,1786.8490076279065
1997-08-04,1754.3607859678268
1997-08-05,1748.1717276516615
1997-08-06,1789.2454120505254
1997-08-07,1801.0471591932987
1997-08-08,1803.159382159064
1997-08-11,1800.1506142885032
1997-08-12,1801.7790517404842
1997-08-13,1807.5658431196148
1997-08-14,1789.8108702932063
1997-08-15,1813.8152831473697
1997-08-18,1772.7743716625655
1997-08-19,1788.3048424065737
1997-08-20,1789.4763577569188
1997-08-21,1787.779489378162
1997-08-22,1789.542497563479
1997-08-25,1799.9254714583774
1997-08-26,1801.3333293194355
1997-08-27,1786.591273622977
1997-08-28,1796.1902900854159
1997-08-29,1787.7999152724713
1997-09-01,1795.6223153220446
1997-09-02,1796.8141565905114
1997-09-03,1806.4014687555016
1997-09-04,1806.8718641128405
1997-09-05,1830.1605314440992
1997-09-08,1836.5572301831403
1997-09-09,1837.4673158492517
1997-09-10,1833.7878461034416
1997-09-11,1834.2668564715932
1997-09-12,1847.8719320049288
1997-09-15,1876.945130055478
1997-09-16,1896.5656262237178
1997-09-17,1899.5833235374932
1997-09-18,1916.2245713229795
1997-09-19,1922.5215628470607
1997-09-22,1937.6475257615405
1997-09-23,1934.6191785033577
1997-09-24,1985.1066940948615
1997-09-25,1972.3838558624554
1997-09-26,1994.5848814962608
1997-09-29,2005.7393757963832
1997-09-30,2008.554813200873
1997-10-01,2013.2955433516208
1997-10-02,2004.6042425812723
1997-10-03,2007.1793400628314
1997-10-06,1974.4771613451742
1997-10-07,1990.1241571215705
1997-10-08,1964.928887460588
1997-10-09,1924.0876056797556
1997-10-10,1926.4048630120578
1997-10-13,1937.053103730115
1997-10-14,1923.329799161861
1997-10-15,1909.1902800229984
1997-10-16,1917.9235075976678
1997-10-17,1867.1154896545172
1997-10-20,1866.6193336157091
1997-10-21,1893.0384854914575
1997-10-22,1891.4779034033363
1997-10-23,1857.658463345388
1997-10-24,1844.7750640207898
1997-10-27,1788.7673896713077
1997-10-28,1741.0013594479105
1997-10-29,1821.259271968043
1997-10-30,1852.8257603004063
1997-10-31,1841.295615906874
1997-11-03,1844.7409882387087
1997-11-04,1866.1606572816231
1997-11-05,1880.5733788778393
1997-11-06,1876.6281046197228
1997-11-07,1851.546566485412
1997-11-10,1838.1418890728442
1997-11-11,1827.221427158814
1997-11-12,1796.6668173336473
1997-11-13,1818.7656289363367
1997-11-14,1827.4352721598725
1997-11-17,1872.5626496859823
1997-11-18,1884.305410884475
1997-11-19,1881.7193161385137
1997-11-20,1932.5568323335463
1997-11-21,1928.9476869705445
1997-11-24,1905.1238860173432
1997-11-25,1912.3348112124693
1997-11-26,1924.5133055761953
1997-11-27,1935.1018089687352
1997-11-28,1940.1104794996086
1997-12-01,1977.5169725077058
1997-12-02,1980.6572061462125
1997-12-03,1979.269483283596
1997-12-04,1998.3352194454221
1997-12-05,1990.6431864398244
1997-12-08,1983.6584735049473
1997-12-09,1991.8702863965093
1997-12-10,1978.339738065265
1997-12-11,1950.6263873272546
1997-12-12,1964.5237815648472
1997-12-15,1979.6501320076952
1997-12-16,1992.684503122959
1997-12-17,2003.993389960096
1997-12-18,1998.7715515965124
1997-12-19,1957.491786480035
1997-12-22,1948.3865280653959
1997-12-23,1960.9148333400517
1997-12-24,1958.8019693499557
1997-12-25,1958.8019693499557
1997-12-26,1954.6798671962822
1997-12-29,1994.3459396539529
1997-12-30,2001.3396683507024
1997-12-31,1968.8824281381521
1998-01-01,1968.8824281381521
1998-01-02,2013.4531427105283
1998-01-05,2031.3009324284496
1998-01-06,2023.0826317890933
1998-01-07,2010.3414272441112
1998-01-08,2006.192830360608
1998-01-09,1997.3174789591098
1998-01-12,1985.4829252396894
1998-01-13,2006.476675683721
1998-01-14,2016.5352266021653
1998-01-15,2018.0826749182645
1998-01-16,2058.0944531166374
1998-01-19,2052.301445798575
1998-01-20,2069.774648504117
1998-01-21,2088.88503349212
1998-01-22,2126.023196830404
1998-01-23,2132.418529970377
1998-01-26,2144.8097042381028
1998-01-27,2159.265557044297
1998-01-28,2150.532813706083
1998-01-29,2126.215751492545
1998-01-30,2128.9312597774697
1998-02-02,2172.188941603109
1998-02-03,2176.782520244274
1998-02-04,2201.6575202182903
1998-02-05,2206.690866941746
1998-02-06,2219.7139735664095
1998-02-09,2162.7497564630557
1998-02-10,2176.4530137324427
1998-02-11,2176.6038020137034
1998-02-12,2166.420940387917
1998-02-13,2161.4685010174608
1998-02-16,2179.585942997665
1998-02-17,2205.838500590238
1998-02-18,2223.4561190784707
1998-02-19,2223.197652831537
1998-02-20,2248.4537530052244
1998-02-23,2274.722905256438
1998-02-24,2301.722838472369
1998-02-25,2330.8763469988
1998-02-26,2325.039828354816
1998-02-27,2353.7496617783827
1998-03-02,2420.2122938006323
1998-03-03,2432.773745798579
1998-03-04,2378.349666105458
1998-03-05,2365.917514883011
1998-03-06,2436.696667118
1998-03-09,2453.7768182440586
1998-03-10,2451.900398576455
1998-03-11,2447.704185741731
1998-03-12,2487.6746306078776
1998-03-13,2520.548319116396
1998-03-16,2520.4750458827903
1998-03-17,2551.4262976827636
1998-03-18,2528.265111093117
1998-03-19,2528.3466575100665
1998-03-20,2585.9158326531756
1998-03-23,2632.3958277409483
1998-03-24,2664.7624970350385
1998-03-25,2715.956821889822
1998-03-26,2689.3467383361467
1998-03-27,2700.757617088298
1998-03-30,2678.620109830141
1998-03-31,2670.221918730985
1998-04-01,2708.7948709318043
1998-04-02,2732.338058045284
1998-04-03,2775.904914060211
1998-04-06,2845.574572178791
1998-04-07,2818.6284746748847
1998-04-08,2804.04849416687
1998-04-09,2816.6891746069427
1998-04-10,2817.193063484153
1998-04-13,2808.9940149874005
1998-04-14,2826.3452571678745
1998-04-15,2794.5205852886224
1998-04-16,2767.765665264028
1998-04-17,2780.125358817582
1998-04-20,2804.1063208854707
1998-04-21,2809.9346586754746
1998-04-22,2774.198566905927
1998-04-23,2687.8977826514306
1998-04-24,2671.8824292049526
1998-04-27,2597.68285382385
1998-04-28,2675.9788269134156
1998-04-29,2628.974236872901
1998-04-30,2707.1083179410894
1998-05-01,2730.484242970574
1998-05-04,2784.9830841160015
1998-05-05,2744.594097882788
1998-05-06,2744.6071003069014
1998-05-07,2689.8164480361143
1998-05-08,2688.913828439574
1998-05-11,2731.645179204889
1998-05-12,2699.626971225586
1998-05-13,2675.07381723492
1998-05-14,2694.103466441041
1998-05-15,2691.688372897969
1998-05-18,2674.0828980119304
1998-05-19,2717.0880121704527
1998-05-20,2773.4161379628285
1998-05-21,2791.4924710308205
1998-05-22,2802.909794184642
1998-05-25,2844.94511255196
1998-05-26,2833.9618241484714
1998-05-27,2731.413526262023
1998-05-28,2748.488003685879
1998-05-29,2738.0501045155142
1998-06-01,2740.828512211129
1998-06-02,2750.948182063899
1998-06-03,2775.2765899934243
1998-06-04,2785.273291794606
1998-06-05,2806.2986404450144
1998-06-08,2799.9382879742207
1998-06-09,2742.012794546201
1998-06-10,2736.1639004315048
1998-06-11,2694.747402030161
1998-06-12,2644.308095984441
1998-06-15,2591.6960451002387
1998-06-16,2631.7572132313326
1998-06-17,2698.621976048558
1998-06-18,2670.743209320053
1998-06-19,2681.9655505210962
1998-06-22,2653.636147079889
1998-06-23,2677.5457513906535
1998-06-24,2676.7139804465746
1998-06-25,2736.5489167130227
1998-06-26,2713.3809260237963
1998-06-29,2735.820716489066
1998-06-30,2730.053318229256
1998-07-01,2754.619419268335
1998-07-02,2761.177704144259
1998-07-03,2799.0038121977773
1998-07-06,2838.438253824532
1998-07-07,2828.592270816876
1998-07-08,2835.320572576286
1998-07-09,2802.646409638482
1998-07-10,2812.2665240317174
1998-07-13,2852.475546937835
1998-07-14,2864.6160432895435
1998-07-15,2837.510537624551
1998-07-16,2864.798621611499
1998-07-17,2907.3462030013497
1998-07-20,2911.8082003842783
1998-07-21,2871.733159699165
1998-07-22,2826.4140380187605
1998-07-23,2829.8743162139845
1998-07-24,2842.3484536726564
1998-07-27,2794.8757837505955
1998-07-28,2803.2168059869846
1998-07-29,2817.4104268912583
1998-07-30,2847.13986547101
1998-07-31,2817.5473540974326
1998-08-03,2791.2806615598356
1998-08-04,2810.480911928709
1998-08-05,2783.1773263411355
1998-08-06,2755.9962528017477
1998-08-07,2778.1819745143744
1998-08-10,2725.447577835393
1998-08-11,2648.520547233086
1998-08-12,2700.2412363812286
1998-08-13,2680.070853848777
1998-08-14,2676.244321823997
1998-08-17,2673.7779151512077
1998-08-18,2715.315445427477
1998-08-19,2731.4795199499717
1998-08-20,2692.4945643556953
1998-08-21,2569.8458544858113
1998-08-24,2545.36869515266
1998-08-25,2590.870427547544
1998-08-26,2504.7039656001875
1998-08-27,2376.27694576817
1998-08-28,2356.0655046730444
1998-08-31,2359.24362044674
1998-09-01,2357.9372153725258
1998-09-02,2434.7238922295687
1998-09-03,2439.366194561432
1998-09-04,2428.998899531273
1998-09-07,2479.5906361402117
1998-09-08,2524.372222832792
1998-09-09,2492.875776274561
1998-09-10,2392.466996150556
1998-09-11,2351.28054780263
1998-09-14,2379.570936373776
1998-09-15,2385.823914530767
1998-09-16,2422.7737281237128
1998-09-17,2353.141832511598
1998-09-18,2324.0090335038753
1998-09-21,2230.3099503934186
1998-09-22,2285.220054864152
1998-09-23,2399.212575602407
1998-09-24,2391.7202516476837
1998-09-25,2419.461072550962
1998-09-28,2426.9642983981526
1998-09-29,2433.6554296358254
1998-09-30,2358.1362109737393
1998-10-01,2255.231453539174
1998-10-02,2282.931542401865
1998-10-05,2284.59315824737
1998-10-06,2377.3422397926447
1998-10-07,2373.7707578341865
1998-10-08,2317.555875873205
1998-10-09,2318.9415314483067
1998-10-12,2295.133775813874
1998-10-13,2384.4970814746825
1998-10-14,2436.1426149238014
1998-10-15,2488.1992731541086
1998-10-16,2581.2672412646043
1998-10-19,2577.6553108750786
1998-10-20,2605.149780568607
1998-10-21,2564.9443179977993
1998-10-22,2535.854298379855
1998-10-23,2573.6405486686353
1998-10-26,2572.393168770217
1998-10-27,2606.922877365339
1998-10-28,2573.2012199944074
1998-10-29,2588.372099545258
1998-10-30,2640.541361882622
1998-11-02,2705.8416436246744
1998-11-03,2677.196441437052
1998-11-04,2712.4764254858333
1998-11-05,2732.0229366969447
1998-11-06,2750.2086527194942
1998-11-09,2684.024544310815
1998-11-10,2654.534074092665
1998-11-11,2671.9129047288857
1998-11-12,2662.0202373779407
1998-11-13,2634.4040099364756
1998-11-16,2721.9422436885693
1998-11-17,2705.365842613957
1998-11-18,2707.204833379446
1998-11-19,2750.953911231175
1998-11-20,2786.6034750001972
1998-11-23,2760.5001854319507
1998-11-24,2764.4429278425596
1998-11-25,2774.110548662384
1998-11-26,2826.143772540348
1998-11-27,2841.197877658206
1998-11-30,2817.000740938746
1998-12-01,2765.7729823512236
1998-12-02,2745.6768546580165
1998-12-03,2778.4862269476043
1998-12-04,2780.333320427969
1998-12-07,2788.199119148689
1998-12-08,2798.299868630692
1998-12-09,2835.8734480987227
1998-12-10,2826.218861239143
1998-12-11,2780.618995601443
1998-12-14,2783.7104670769904
1998-12-15,2770.69680369029
1998-12-16,2777.8422494203937
1998-12-17,2775.0272789007345
1998-12-18,2780.199910159412
1998-12-21,2817.9143567021893
1998-12-22,2828.5978287213534
1998-12-23,2877.024096766032
1998-12-24,2864.9526669893908
1998-12-25,2864.9526669893908
1998-12-28,2888.207425317192
1998-12-29,2903.5569680446215
1998-12-30,2887.620414719651
1998-12-31,2898.9195778827943
1999-01-01,2898.7581655470826
1999-01-04,3087.7529896252527
1999-01-05,3141.8660951230786
1999-01-06,3124.9349196249086
1999-01-07,3067.6641021620153
1999-01-08,3030.2561233113506
1999-01-11,2990.163866533739
1999-01-12,2947.039143524797
1999-01-13,2809.699511997217
1999-01-14,2807.024417044265
1999-01-15,2839.2524794398532
1999-01-18,2953.117952509391
1999-01-19,2935.388798474063
1999-01-20,2950.8785264866738
1999-01-21,2920.6705563621244
1999-01-22,2847.1893809737626
1999-01-25,2853.354822889349
1999-01-26,2835.0348489502594
1999-01-27,2822.3157726275267
1999-01-28,2853.741213114736
1999-01-29,2848.8600854468737
1999-02-01,2869.667128353681
1999-02-02,2867.097136581704
1999-02-03,2862.820628978701
1999-02-04,2826.1962638713885
1999-02-05,2812.6621002642582
1999-02-08,2765.7400705407117
1999-02-09,2743.545148755012
1999-02-10,2789.6969627203416
1999-02-11,2793.5226592023328
1999-02-12,2797.884154608239
1999-02-15,2820.8209747720553
1999-02-16,2784.0055950896362
1999-02-17,2795.8850690072354
1999-02-18,2780.2508391351976
1999-02-19,2771.6243313294262
1999-02-22,2776.207272610528
1999-02-23,2814.934882321104
1999-02-24,2821.131015238432
1999-02-25,2804.284290445832
1999-02-26,2780.618033877921
1999-03-01,2733.056939891009
1999-03-02,2726.641201613283
1999-03-03,2698.577079641732
1999-03-04,2702.7832281393185
1999-03-05,2742.6073766842424
1999-03-08,2716.190337036764
1999-03-09,2730.449764886343
1999-03-10,2749.671883964228
1999-03-11,2775.003070242021
1999-03-12,2780.967922093583
1999-03-15,2784.224299568077
1999-03-16,2792.3364927261873
1999-03-17,2797.5314441692376
1999-03-18,2772.6504578250356
1999-03-19,2763.6433063681384
1999-03-22,2730.2173020366613
1999-03-23,2675.7430772662806
1999-03-24,2675.2863411894255
1999-03-25,2697.0006261157937
1999-03-26,2614.0385302464715
1999-03-29,2622.296399908788
1999-03-30,2617.975246615463
1999-03-31,2647.111939523052
1999-04-01,2650.9124424181964
1999-04-02,2645.027790118589
1999-04-05,2629.7275155496063
1999-04-06,2693.5529130085088
1999-04-07,2706.6312087837287
1999-04-08,2732.9524248965026
1999-04-09,2714.8292870489154
1999-04-12,2715.9033457477167
1999-04-13,2715.3161406483837
1999-04-14,2709.4332794765196
1999-04-15,2667.4904784655264
1999-04-16,2605.145779508061
1999-04-19,2594.982416320962
1999-04-20,2568.4316258041604
1999-04-21,2585.9067688345754
1999-04-22,2595.0248667061733
1999-04-23,2631.3071695499534
1999-04-26,2622.054960193192
1999-04-27,2669.5476840551937
1999-04-28,2654.471093995852
1999-04-29,2642.9603136729643
1999-04-30,2632.7611423400776
1999-05-03,2654.588855029807
1999-05-04,2652.8821344246603
1999-05-05,2670.0290203002573
1999-05-06,2710.7408980978303
1999-05-07,2731.7769220222162
1999-05-10,2737.978020735696
1999-05-11,2723.1818330873352
1999-05-12,2709.5175681918668
1999-05-13,2716.0260405970535
1999-05-14,2712.204856097752
1999-05-17,2656.5758048531256
1999-05-18,2659.8180866035
1999-05-19,2701.3850202772055
1999-05-20,2691.1334229855
1999-05-21,2684.9676340527812
1999-05-24,2681.514194868355
1999-05-25,2683.69628468557
1999-05-26,2636.9148916137515
1999-05-27,2613.1602221998774
1999-05-28,2618.246740534657
1999-05-31,2621.510242776448
1999-06-01,2625.7583227251375
1999-06-02,2606.145092955008
1999-06-03,2635.2331578992826
1999-06-04,2626.752870549313
1999-06-07,2632.1342880399693
1999-06-08,2651.451564735526
1999-06-09,2657.9407242759653
1999-06-10,2643.397473385343
1999-06-11,2660.1491727004736
1999-06-14,2628.0925628161813
1999-06-15,2637.0836152646134
1999-06-16,2613.0202304267477
1999-06-17,2614.5902161754198
1999-06-18,2661.7744225368297
1999-06-21,2655.114684412868
1999-06-22,2649.7220711871482
1999-06-23,2653.0343691994167
1999-06-24,2652.462969229491
1999-06-25,2677.144326014146
1999-06-28,2651.7009993662
1999-06-29,2644.336098997243
1999-06-30,2626.456056569932
1999-07-01,2643.1083035390798
1999-07-02,2643.670136562302
1999-07-05,2682.749793317136
1999-07-06,2677.304263373614
1999-07-07,2656.3795790626073
1999-07-08,2624.3560930675817
1999-07-09,2626.407639667462
1999-07-12,2612.8159657845295
1999-07-13,2582.115494412117
1999-07-14,2568.3395667071995
1999-07-15,2605.392842862595
1999-07-16,2595.97919082769
1999-07-19,2599.9032251181147
1999-07-20,2628.6590245670454
1999-07-21,2640.8614659374684
1999-07-22,2613.6660284447166
1999-07-23,2580.378827411488
1999-07-26,2602.5895711018456
1999-07-27,2579.306963559932
1999-07-28,2575.0622444359424
1999-07-29,2529.8859112014393
1999-07-30,2554.1137959278303
1999-08-02,2546.9694362222754
1999-08-03,2559.3631425142034
1999-08-04,2581.1926890023497
1999-08-05,2537.7047382462365
1999-08-06,2517.290419252375
1999-08-09,2541.009898457043
1999-08-10,2529.188944746089
1999-08-11,2540.596245341335
1999-08-12,2550.1367848279397
1999-08-13,2569.7455979483193
1999-08-16,2548.30081838459
1999-08-17,2563.178654254335
1999-08-18,2560.0016384006162
1999-08-19,2580.4743825209957
1999-08-20,2623.384589158753
1999-08-23,2602.927558438411
1999-08-24,2614.606608653903
1999-08-25,2617.7439168238884
1999-08-26,2610.7820621333417
1999-08-27,2646.53569854917
1999-08-30,2633.4823230845745
1999-08-31,2624.0186617918966
1999-09-01,2653.5494246331614
1999-09-02,2637.075898279648
1999-09-03,2662.9333508338545
1999-09-06,2666.243162830759
1999-09-07,2650.3847768806604
1999-09-08,2657.776321912383
1999-09-09,2678.6390018435213
1999-09-10,2651.039199304134
1999-09-13,2607.9038514838458
1999-09-14,2586.192962827565
1999-09-15,2560.588606177493
1999-09-16,2543.1707738576265
1999-09-17,2563.559870958431
1999-09-20,2565.4190114944304
1999-09-21,2560.76877880784
1999-09-22,2575.144169652876
1999-09-23,2571.2001820685073
1999-09-24,2556.134139909333
1999-09-27,2570.4039293752494
1999-09-28,2569.683588647206
1999-09-29,2576.88435485207
1999-09-30,2579.9356507553566
1999-10-01,2579.5221705083395
1999-10-04,2610.1189862879914
1999-10-05,2614.096539426103
1999-10-06,2612.1563491020092
1999-10-07,2637.0404780884155
1999-10-08,2618.28802604164
1999-10-11,2629.893613516962
1999-10-12,2652.0164094553406
1999-10-13,2610.00961096128
1999-10-14,2609.9234693662247
1999-10-15,2594.119947477887
1999-10-18,2560.4614165535836
1999-10-19,2580.051438820173
1999-10-20,2570.296355975325
1999-10-21,2550.1686717289685
1999-10-22,2548.523447972021
1999-10-25,2525.796758973976
1999-10-26,2532.707447680322
1999-10-27,2512.014134100648
1999-10-28,2550.929349909892
1999-10-29,2581.9776212358033
1999-11-01,2577.555792686142
1999-11-02,2600.8446665649153
1999-11-03,2607.8241611220956
1999-11-04,2635.094386473611
1999-11-05,2652.155959936701
1999-11-08,2664.054507861451
1999-11-09,2657.446165530912
1999-11-10,2681.7271206676196
1999-11-11,2702.159872309717
1999-11-12,2673.263713349931
1999-11-15,2691.4364036020943
1999-11-16,2704.454281503039
1999-11-17,2730.256305505072
1999-11-18,2730.044977226742
1999-11-19,2733.7140249501467
1999-11-22,2703.1893438928405
1999-11-23,2701.1968681015696
1999-11-24,2683.144476798785
1999-11-25,2734.8242256595518
1999-11-26,2712.8861395843687
1999-11-29,2682.5920147109937
1999-11-30,2695.1101131148093
1999-12-01,2717.53039909244
1999-12-02,2717.080550480317
1999-12-03,2740.445196106283
1999-12-06,2798.601144446774
1999-12-07,2844.3325349015454
1999-12-08,2849.616562207255
1999-12-09,2844.079394704506
1999-12-10,2816.5334402792478
1999-12-13,2814.0477127259282
1999-12-14,2802.680562099336
1999-12-15,2772.2576003132176
1999-12-16,2831.047381369666
1999-12-17,2834.662411102331
1999-12-20,2848.4111420905397
1999-12-21,2835.0737610074457
1999-12-22,2846.5051484319606
1999-12-23,2896.3475325541317
1999-12-24,2896.3475325188074
1999-12-27,2895.4809842208383
1999-12-28,2844.6879248824957
1999-12-29,2854.208550807573
1999-12-30,2877.427035355065
1999-12-31,2877.4270345192276
2000-01-03,2916.696009721412
2000-01-04,2872.3196534198255
2000-01-05,2823.719569792122
2000-01-06,2826.997565880263
2000-01-07,2866.8368700203305
2000-01-10,2883.9782468048343
2000-01-11,2865.3851609096064
2000-01-12,2830.9349587383076
2000-01-13,2846.9933702837398
2000-01-14,2863.2623833591792
2000-01-17,2886.0469468540714
2000-01-18,2855.6577167766663
2000-01-19,2849.9598497453767
2000-01-20,2836.777613247993
2000-01-21,2809.894879391994
2000-01-24,2797.2154928083137
2000-01-25,2793.3057939489145
2000-01-26,2817.995543238956
2000-01-27,2815.517109891475
2000-01-28,2739.5791053409794
2000-01-31,2698.8031569127625
2000-02-01,2704.9383402141225
2000-02-02,2746.487700268278
2000-02-03,2848.5228368722314
2000-02-04,2840.150076183509
2000-02-07,2825.478248979352
2000-02-08,2918.85949539803
2000-02-09,2944.481724765621
2000-02-10,2942.447446938696
2000-02-11,3010.2780682908556
2000-02-14,2986.3737235561703
2000-02-15,2953.7984804558237
2000-02-16,2975.116949187858
2000-02-17,3008.913406930507
2000-02-18,3016.996319926434
2000-02-21,3008.9292050056565
2000-02-22,3041.957425941497
2000-02-23,3089.1518850330926
2000-02-24,3067.012911196001
2000-02-25,3086.552300856617
2000-02-28,3009.4923304868726
2000-02-29,3021.882655491597
2000-03-01,3033.1024495830584
2000-03-02,3054.5033580547856
2000-03-03,3049.7460982931743
2000-03-06,3066.440189234076
2000-03-07,3028.831486582497
2000-03-08,3039.4256700643405
2000-03-09,3054.1426411804223
2000-03-10,3022.9998478960683
2000-03-13,3003.8479414667395
2000-03-14,3040.36075997922
2000-03-15,3011.500504997211
2000-03-16,3037.323352166914
2000-03-17,3046.0393150069294
2000-03-20,3047.998235565825
2000-03-21,3047.2028670319164
2000-03-22,2992.7500948597826
2000-03-23,2999.774986261866
2000-03-24,3036.5564319598107
2000-03-27,3027.157023283148
2000-03-28,3025.842701510439
2000-03-29,2969.0085498036483
2000-03-30,2932.2170521067032
2000-03-31,2957.2990438585166
2000-04-03,2915.1926320356265
2000-04-04,2895.1912647793347
2000-04-05,2874.095704143199
2000-04-06,2899.308190127099
2000-04-07,2929.8747635644877
2000-04-10,2925.3625596705488
2000-04-11,2892.5206301255066
2000-04-12,2884.1452697839777
2000-04-13,2898.876044898066
2000-04-14,2848.072155514619
2000-04-17,2813.866125630604
2000-04-18,2806.5737241357147
2000-04-19,2797.0178843783556
2000-04-20,2824.5699793963454
2000-04-21,2824.569978159992
2000-04-24,2825.020943177155
2000-04-25,2776.2569901305596
2000-04-26,2776.2700012176842
2000-04-27,2707.3588681529923
2000-04-28,2741.5787444131643
