Date,USA IMI VALUE WEIGHTED
1997-07-08,2057.6934338685332
1997-07-09,2037.5507528370097
1997-07-10,2051.29989742717
1997-07-11,2057.662375195752
1997-07-14,2058.541723606513
1997-07-15,2070.895821292016
1997-07-16,2090.0017720166193
1997-07-17,2080.042365022125
1997-07-18,2054.5006276296494
1997-07-21,2048.2747696647675
1997-07-22,2086.9831680958214
1997-07-23,2094.042347724727
1997-07-24,2101.7951242606932
1997-07-25,2100.5392294219437
1997-07-28,2102.4624640324987
1997-07-29,2115.894216189992
1997-07-30,2140.1625836219896
1997-07-31,2146.523727823138
1997-08-01,2135.341861219229
1997-08-04,2140.4111488952317
1997-08-05,2146.084138582869
1997-08-06,2164.5043618202108
1997-08-07,2151.7442993451455
1997-08-08,2114.6087855542305
1997-08-11,2124.9270064389775
1997-08-12,2108.3553984583755
1997-08-13,2103.149321501975
1997-08-14,2107.015617321733
1997-08-15,2068.055875566402
1997-08-18,2084.033707198565
1997-08-19,2108.8664491275413
1997-08-20,2135.6139004990646
1997-08-21,2112.7009253337314
1997-08-22,2109.1489930919543
1997-08-25,2110.703357909706
1997-08-26,2101.1400091354135
1997-08-27,2104.840426521783
1997-08-28,2090.619332506308
1997-08-29,2084.9175186622497
1997-09-01,2084.9178122928856
1997-09-02,2132.564855388152
1997-09-03,2137.8728895145014
1997-09-04,2143.8731908014856
1997-09-05,2143.856810766006
1997-09-08,2152.9942617831853
1997-09-09,2160.8375141712722
1997-09-10,2140.68926426087
1997-09-11,2126.6983631075477
1997-09-12,2150.560120068907
1997-09-15,2148.458637074682
1997-09-16,2192.9883957590396
1997-09-17,2192.7385888312983
1997-09-18,2202.8255277384146
1997-09-19,2206.4350556944555
1997-09-22,2214.761186558003
1997-09-23,2205.7110480748083
1997-09-24,2195.3826749613295
1997-09-25,2182.638849963758
1997-09-26,2196.684818749479
1997-09-29,2211.7708014640393
1997-09-30,2206.709988885238
1997-10-01,2222.260698406767
1997-10-02,2232.8945449650914
1997-10-03,2242.097705441984
1997-10-06,2258.312207270068
1997-10-07,2273.451464426437
1997-10-08,2258.2780648354324
1997-10-09,2255.886410452077
1997-10-10,2251.324255444658
1997-10-13,2255.504596028611
1997-10-14,2257.342455598281
1997-10-15,2250.8533534188678
1997-10-16,2229.6554038423847
1997-10-17,2204.0465910498
1997-10-20,2226.322237154352
1997-10-21,2260.2890165562235
1997-10-22,2253.6872264778826
1997-10-23,2213.680208111711
1997-10-24,2199.9365747281504
1997-10-27,2064.659030100064
1997-10-28,2135.986373213396
1997-10-29,2143.675434184818
1997-10-30,2111.564601858396
1997-10-31,2133.8253193284904
1997-11-03,2182.2517358012783
1997-11-04,2186.7441529136295
1997-11-05,2193.5426946461207
1997-11-06,2185.980640732487
1997-11-07,2158.5488684734464
1997-11-10,2151.945789647531
1997-11-11,2153.1550754687805
1997-11-12,2114.762163718728
1997-11-13,2127.5705806017722
1997-11-14,2148.046419289093
1997-11-17,2187.268480595751
1997-11-18,2174.9733430948363
1997-11-19,2183.1181648469747
1997-11-20,2212.0670169206824
1997-11-21,2219.9269800750667
1997-11-24,2188.078387154179
1997-11-25,2195.030336216122
1997-11-26,2199.9810602547996
1997-11-27,2199.9810602547996
1997-11-28,2208.9882405492826
1997-12-01,2247.8927865280693
1997-12-02,2244.3658936122356
1997-12-03,2253.416217459001
1997-12-04,2250.2272516632647
1997-12-05,2271.7452597892034
1997-12-08,2272.526917352848
1997-12-09,2259.5809329763747
1997-12-10,2244.648652091461
1997-12-11,2211.693829511299
1997-12-12,2209.087633485257
1997-12-15,2226.1261157270283
1997-12-16,2236.53223527653
1997-12-17,2237.1496063658183
1997-12-18,2215.295135295024
1997-12-19,2198.662247365251
1997-12-22,2211.806894788159
1997-12-23,2190.5763421437787
1997-12-24,2181.358400043436
1997-12-25,2181.358400043436
1997-12-26,2187.2049772168875
1997-12-29,2218.1031762764555
1997-12-30,2255.333410635289
1997-12-31,2261.759378849756
1998-01-01,2261.759378849756
1998-01-02,2265.234972282584
1998-01-05,2267.10850793074
1998-01-06,2243.7074679177995
1998-01-07,2237.487409459245
1998-01-08,2216.2494038674317
1998-01-09,2154.740603504932
1998-01-12,2168.582445007275
1998-01-13,2200.2762868657173
1998-01-14,2216.0287950939974
1998-01-15,2203.7161598247408
1998-01-16,2225.8520517817738
1998-01-19,2225.8520517817738
1998-01-20,2254.208561142558
1998-01-21,2240.2996126861763
1998-01-22,2222.582453679881
1998-01-23,2209.758909371729
1998-01-26,2206.440893082303
1998-01-27,2225.2072391518723
1998-01-28,2245.3591864282407
1998-01-29,2262.02489256303
1998-01-30,2251.795011373376
1998-02-02,2294.9660187834356
1998-02-03,2308.8444501375097
1998-02-04,2313.98989104393
1998-02-05,2311.605781749652
1998-02-06,2329.515869577894
1998-02-09,2331.5446560133755
1998-02-10,2347.715117032188
1998-02-11,2351.5116051283853
1998-02-12,2361.2865192848176
1998-02-13,2357.6252568456503
1998-02-16,2357.6252568456503
1998-02-17,2366.5674999714292
1998-02-18,2383.4789099026866
1998-02-19,2376.2118284855974
1998-02-20,2385.0364954664374
1998-02-23,2389.979771405034
1998-02-24,2375.5597090386286
1998-02-25,2401.868404344098
1998-02-26,2415.057429066841
1998-02-27,2418.640318005523
1998-03-02,2420.476179966115
1998-03-03,2432.9913315337226
1998-03-04,2425.3146286498113
1998-03-05,2403.939570872981
1998-03-06,2445.3272209581482
1998-03-09,2438.9446652054403
1998-03-10,2464.8103107706106
1998-03-11,2476.6616338407393
1998-03-12,2477.580053602595
1998-03-13,2476.2226033977436
1998-03-16,2500.5558436527785
1998-03-17,2505.5910127717093
1998-03-18,2516.788342802894
1998-03-19,2526.9910978824555
1998-03-20,2544.608839349857
1998-03-23,2533.5745185916053
1998-03-24,2553.2231583867115
1998-03-25,2545.01036813645
1998-03-26,2543.4225933036846
1998-03-27,2534.500264529376
1998-03-30,2527.800395238978
1998-03-31,2545.051212257952
1998-04-01,2557.4039263071113
1998-04-02,2577.1984136800293
1998-04-03,2581.354784011332
1998-04-06,2580.2208720912404
1998-04-07,2557.5486819567627
1998-04-08,2545.2241647756846
1998-04-09,2568.374316087383
1998-04-10,2568.374316087383
1998-04-13,2571.377377797062
1998-04-14,2593.02576925051
1998-04-15,2604.90911093077
1998-04-16,2584.262754036336
1998-04-17,2607.2357829245752
1998-04-20,2603.946188330138
1998-04-21,2608.8792806291985
1998-04-22,2613.012460007793
1998-04-23,2586.2766559064207
1998-04-24,2560.4208374657396
1998-04-27,2508.712018452348
1998-04-28,2511.0189604076
1998-04-29,2531.6285424255775
1998-04-30,2567.476438465577
1998-05-01,2588.1966100868644
1998-05-04,2591.0777743045187
1998-05-05,2576.303663685135
1998-05-06,2558.9354160034864
1998-05-07,2541.5719091605365
1998-05-08,2563.970274854522
1998-05-11,2562.1284716690557
1998-05-12,2575.685218972561
1998-05-13,2582.8310725018305
1998-05-14,2578.780345750522
1998-05-15,2562.0872267562286
1998-05-18,2548.6786507052316
1998-05-19,2555.8981857321205
1998-05-20,2571.830627506624
1998-05-21,2567.28238163159
1998-05-22,2558.368692248352
1998-05-25,2558.368692248352
1998-05-26,2524.8506238210434
1998-05-27,2509.878210951815
1998-05-28,2525.759069833451
1998-05-29,2519.7392144046507
1998-06-01,2517.36310999754
1998-06-02,2521.851835806555
1998-06-03,2505.0256534861173
1998-06-04,2522.3810243470425
1998-06-05,2556.190696310974
1998-06-08,2560.460211392429
1998-06-09,2561.5923588893984
1998-06-10,2543.0631285218124
1998-06-11,2505.78735061023
1998-06-12,2504.5886426177917
1998-06-15,2457.4891570228706
1998-06-16,2474.8629181109713
1998-06-17,2515.2760797069077
1998-06-18,2506.9802361172415
1998-06-19,2493.6791793369184
1998-06-22,2501.4492080684886
1998-06-23,2526.7917262353412
1998-06-24,2548.424259163608
1998-06-25,2543.6248922510495
1998-06-26,2549.8017211625947
1998-06-29,2562.022050099413
1998-06-30,2560.0956702598273
1998-07-01,2590.4798397247037
1998-07-02,2588.3552804068577
1998-07-03,2588.3552804068577
1998-07-06,2607.200537271323
1998-07-07,2602.3528607654216
1998-07-08,2621.8878313137466
1998-07-09,2605.913065329998
1998-07-10,2609.559518898743
1998-07-13,2605.576215435363
1998-07-14,2629.5730830799757
1998-07-15,2624.2028687776537
1998-07-16,2638.105258973115
1998-07-17,2639.3774418325147
1998-07-20,2630.884745894207
1998-07-21,2597.225188492328
1998-07-22,2593.7993730266035
1998-07-23,2545.026138087727
1998-07-24,2536.613914969771
1998-07-27,2540.8226069437046
1998-07-28,2509.116515614261
1998-07-29,2502.400752155167
1998-07-30,2533.9241642077145
1998-07-31,2491.5033213275647
1998-08-03,2471.1104700514993
1998-08-04,2387.405065516098
1998-08-05,2395.9336892097326
1998-08-06,2416.7203114193685
1998-08-07,2429.332856380288
1998-08-10,2412.70750363077
1998-08-11,2373.868790434333
1998-08-12,2411.0768427792827
1998-08-13,2391.229993676029
1998-08-14,2371.527711539924
1998-08-17,2401.331386683756
1998-08-18,2439.128332769981
1998-08-19,2426.4292000761684
1998-08-20,2407.7763136470217
1998-08-21,2379.5582055559607
1998-08-24,2388.374520735497
1998-08-25,2388.916729100989
1998-08-26,2358.359104871301
1998-08-27,2269.1104880424878
1998-08-28,2240.9035764165114
1998-08-31,2116.1273485666643
1998-09-01,2177.170739606438
1998-09-02,2175.809026704878
1998-09-03,2151.1779344523966
1998-09-04,2140.144168878102
1998-09-07,2140.144168878102
1998-09-08,2232.516563487694
1998-09-09,2199.1087616966875
1998-09-10,2147.433617497027
1998-09-11,2200.6083790940875
1998-09-14,2248.015780533798
1998-09-15,2267.475085348114
1998-09-16,2286.4482396524736
1998-09-17,2238.63070981452
1998-09-18,2248.7600551956925
1998-09-21,2250.756426367312
1998-09-22,2263.2662381295972
1998-09-23,2331.727106366942
1998-09-24,2286.8512830720965
1998-09-25,2287.4861838332536
1998-09-28,2295.905523598909
1998-09-29,2294.679106083146
1998-09-30,2238.166477609371
1998-10-01,2177.8234443089614
1998-10-02,2211.606681076315
1998-10-05,2175.6364402966483
1998-10-06,2167.6831725576553
1998-10-07,2136.387592190812
1998-10-08,2103.0983663086026
1998-10-09,2149.541701758017
1998-10-12,2176.9708182180248
1998-10-13,2168.0220807419114
1998-10-14,2193.272540928414
1998-10-15,2275.2232668773045
1998-10-16,2302.503645601503
1998-10-19,2321.996681685118
1998-10-20,2340.8954380584073
1998-10-21,2341.0498488629855
1998-10-22,2355.062563882616
1998-10-23,2340.5557159677132
1998-10-26,2346.0225572856557
1998-10-27,2335.1683758360396
1998-10-28,2339.9586513870827
1998-10-29,2374.310834824758
1998-10-30,2408.738021585401
1998-11-02,2440.329235956057
1998-11-03,2441.9364228256445
1998-11-04,2466.323803490029
1998-11-05,2496.0309770604454
1998-11-06,2509.3775388690296
1998-11-09,2484.690388934926
1998-11-10,2477.5730064570803
1998-11-11,2463.101348932375
1998-11-12,2459.158489738592
1998-11-13,2476.311856269307
1998-11-16,2492.739858002037
1998-11-17,2498.3069029768017
1998-11-18,2504.394306852122
1998-11-19,2515.9857643401374
1998-11-20,2536.456340461182
1998-11-23,2579.5829066293354
1998-11-24,2571.0916549024923
1998-11-25,2578.6251134938148
1998-11-26,2578.6251134938148
1998-11-27,2589.4018266257026
1998-11-30,2537.8495390047865
1998-12-01,2548.5900361769873
1998-12-02,2539.751424164258
1998-12-03,2505.6270138809473
1998-12-04,2546.447824070049
1998-12-07,2564.016047887849
1998-12-08,2549.7607056592274
1998-12-09,2549.1616616049528
1998-12-10,2511.9398195122267
1998-12-11,2504.2762834284263
1998-12-14,2458.3528584985247
1998-12-15,2486.45245659077
1998-12-16,2489.3524235001537
1998-12-17,2524.0192683411387
1998-12-18,2531.690242875933
1998-12-21,2555.195599811501
1998-12-22,2549.5600592157457
1998-12-23,2589.018823507992
1998-12-24,2592.3276859467696
1998-12-25,2592.3276859467696
1998-12-28,2590.3918830832154
1998-12-29,2617.9385405603157
1998-12-30,2612.1097214823217
1998-12-31,2628.796645511615
1999-01-01,2628.796645511615
1999-01-04,2626.712900499172
1999-01-05,2653.1423403805975
1999-01-06,2709.0928921286386
1999-01-07,2706.625372958407
1999-01-08,2727.078081348178
1999-01-11,2710.9064203770554
1999-01-12,2666.66540227229
1999-01-13,2646.368929306634
1999-01-14,2600.9890144354126
1999-01-15,2653.744071352909
1999-01-18,2653.744071352909
1999-01-19,2666.075786957023
1999-01-20,2666.868245464911
1999-01-21,2631.3994415159063
1999-01-22,2614.6563218450046
1999-01-25,2626.3436569137093
1999-01-26,2643.2001414462675
1999-01-27,2614.544526397935
1999-01-28,2642.4180024570564
1999-01-29,2663.0444922498364
1999-02-01,2653.8485638532184
1999-02-02,2632.2811534760335
1999-02-03,2656.5953037897452
1999-02-04,2619.0091113700046
1999-02-05,2604.379881260187
1999-02-08,2608.606481621946
1999-02-09,2565.4703355461916
1999-02-10,2566.390990852593
1999-02-11,2608.755342189342
1999-02-12,2566.1209671358915
1999-02-15,2566.1209671358915
1999-02-16,2580.299407736877
1999-02-17,2553.881834366032
1999-02-18,2578.317327812829
1999-02-19,2580.6675796660547
1999-02-22,2635.2437919070235
1999-02-23,2628.768717374565
1999-02-24,2600.93077454614
1999-02-25,2584.3886085101153
1999-02-26,2574.3899049279116
1999-03-01,2575.1669203815286
1999-03-02,2567.2168670146057
1999-03-03,2565.6083512472806
1999-03-04,2598.6765155718167
1999-03-05,2647.849897954141
1999-03-08,2652.210314924318
1999-03-09,2643.307891481358
1999-03-10,2661.451517207334
1999-03-11,2679.3913793405723
1999-03-12,2675.7788577241577
1999-03-15,2691.5308018202204
1999-03-16,2683.932937699377
1999-03-17,2676.5602737187633
1999-03-18,2707.213197181178
1999-03-19,2675.268125163031
1999-03-22,2668.045919939778
1999-03-23,2605.187746740529
1999-03-24,2614.7203970724795
1999-03-25,2652.6662725460274
1999-03-26,2643.898776185689
1999-03-29,2683.928310081561
1999-03-30,2661.5886813522297
1999-03-31,2642.9198493038857
1999-04-01,2648.7852722233115
1999-04-02,2648.7852722233115
1999-04-05,2686.362366452203
1999-04-06,2675.6372725607866
1999-04-07,2688.840001933244
1999-04-08,2718.8668004367196
1999-04-09,2730.4078872184486
1999-04-12,2756.788213905381
1999-04-13,2756.180560236394
1999-04-14,2748.3777519515897
1999-04-15,2758.152569460415
1999-04-16,2775.116366249288
1999-04-19,2760.8292574205875
1999-04-20,2773.193580157375
1999-04-21,2818.2487509654375
1999-04-22,2838.6750826509347
1999-04-23,2838.740321301791
1999-04-26,2834.1544078336888
1999-04-27,2852.2375738027176
1999-04-28,2856.2344664448124
1999-04-29,2859.6552426711187
1999-04-30,2838.4902201291766
1999-05-03,2890.658697698997
1999-05-04,2858.539602885591
1999-05-05,2878.913990173806
1999-05-06,2857.972962497408
1999-05-07,2885.1259642248583
1999-05-10,2884.9008535190687
1999-05-11,2907.814680582334
1999-05-12,2918.1530938331102
1999-05-13,2933.48188794679
1999-05-14,2876.1179071216657
1999-05-17,2865.425050892266
1999-05-18,2852.934318571456
1999-05-19,2874.1985531950154
1999-05-20,2875.4141973537976
1999-05-21,2873.6194872465535
1999-05-24,2828.730073459548
1999-05-25,2791.799793782787
1999-05-26,2821.7849416154377
1999-05-27,2776.371218724228
1999-05-28,2810.6217618322726
1999-05-31,2810.6217618322726
1999-06-01,2802.4745142028787
1999-06-02,2800.1250674667676
1999-06-03,2809.1124969028447
1999-06-04,2843.74531572448
1999-06-07,2864.6310528621384
1999-06-08,2837.429224246899
1999-06-09,2830.6086685292858
1999-06-10,2808.4288119164253
1999-06-11,2794.551428941238
1999-06-14,2797.6879278218125
1999-06-15,2809.140778350346
1999-06-16,2850.0456210257785
1999-06-17,2861.7492308557457
1999-06-18,2865.7128897072375
1999-06-21,2870.5508945410907
1999-06-22,2851.202862625865
1999-06-23,2838.734457468458
1999-06-24,2806.698414358532
1999-06-25,2807.836821275869
1999-06-28,2835.546123207364
1999-06-29,2869.6175087380216
1999-06-30,2904.793337604914
1999-07-01,2919.326253808173
1999-07-02,2933.640666710967
1999-07-05,2933.640666710967
1999-07-06,2933.9618387785795
1999-07-07,2934.7222661436494
1999-07-08,2928.1733305700564
1999-07-09,2941.3584251984917
1999-07-12,2939.111414986153
1999-07-13,2924.5954599194533
1999-07-14,2930.9362200392634
1999-07-15,2951.2360975521096
1999-07-16,2962.0423738572713
1999-07-19,2946.5734708935906
1999-07-20,2901.0158143386393
1999-07-21,2903.699279343015
1999-07-22,2882.935619899245
1999-07-23,2870.8542593727875
1999-07-26,2856.025704791431
1999-07-27,2880.8539960808116
1999-07-28,2877.9961367133737
1999-07-29,2835.668737826327
1999-07-30,2814.6640133183023
1999-08-02,2814.7925984878607
1999-08-03,2799.4444380839236
1999-08-04,2768.8495026415203
1999-08-05,2777.877019259333
1999-08-06,2751.1241609946355
1999-08-09,2750.0317110728834
1999-08-10,2718.0676217107025
1999-08-11,2753.3244535318095
1999-08-12,2748.2159252339197
1999-08-13,2794.6682811933692
1999-08-16,2795.9243903969923
1999-08-17,2821.0064005171935
1999-08-18,2802.0505091681443
1999-08-19,2788.5078090845714
1999-08-20,2808.195604845115
1999-08-23,2843.571771764883
1999-08-24,2839.3726654343936
1999-08-25,2855.473768748877
1999-08-26,2826.2423834198858
1999-08-27,2801.9887982734367
1999-08-30,2753.1556974863893
1999-08-31,2746.423743491527
1999-09-01,2767.3494099594895
1999-09-02,2739.907162819926
1999-09-03,2806.0047265716057
1999-09-06,2806.0047265716057
1999-09-07,2793.4950816326923
1999-09-08,2782.0589569972963
1999-09-09,2784.0805178255987
1999-09-10,2790.1844660337188
1999-09-13,2780.2931991098426
1999-09-14,2758.7750529654854
1999-09-15,2734.704830802111
1999-09-16,2722.257713744293
1999-09-17,2746.702810643421
1999-09-20,2737.8820397497307
1999-09-21,2688.3754469791784
1999-09-22,2687.5343105194243
1999-09-23,2640.769247405445
1999-09-24,2629.847571903585
1999-09-27,2638.7871025498825
1999-09-28,2626.638926009532
1999-09-29,2618.203524969369
1999-09-30,2643.0412982224348
1999-10-01,2632.947105480215
1999-10-04,2671.6538933586553
1999-10-05,2661.196810175567
1999-10-06,2700.2372407194557
1999-10-07,2683.6736757438425
1999-10-08,2706.6348896315385
1999-10-11,2707.2898525996293
1999-10-12,2667.221684336579
1999-10-13,2623.407709930767
1999-10-14,2624.5805793636573
1999-10-15,2560.152380736456
1999-10-18,2568.053867820985
1999-10-19,2580.4253852713773
1999-10-20,2610.924649752044
1999-10-21,2600.712128616521
1999-10-22,2646.6291491227335
1999-10-25,2630.7782013254064
1999-10-26,2608.6347152207677
1999-10-27,2640.0449648854
1999-10-28,2723.234304874419
1999-10-29,2757.3209493292907
1999-11-01,2741.2792425737766
1999-11-02,2737.783666871693
1999-11-03,2745.5792190627208
1999-11-04,2756.8007657269645
1999-11-05,2773.5555917925817
1999-11-08,2781.8776754505975
1999-11-09,2763.3148280601913
1999-11-10,2769.8602709429915
1999-11-11,2771.099485936181
1999-11-12,2805.562694754094
1999-11-15,2811.672622697775
1999-11-16,2853.0240005393616
1999-11-17,2837.0671117492925
1999-11-18,2852.4052785445874
1999-11-19,2842.4667292699983
1999-11-22,2829.4020501257746
1999-11-23,2793.461770508323
1999-11-24,2803.903846537531
1999-11-25,2803.903846537531
1999-11-26,2803.5132614623108
1999-11-29,2785.132830343343
1999-11-30,2776.8263278671034
1999-12-01,2781.3553743230173
1999-12-02,2791.936018503874
1999-12-03,2831.406430667098
1999-12-06,2805.899483852069
1999-12-07,2780.2613853768707
1999-12-08,2771.168424278651
1999-12-09,2766.7362776035975
1999-12-10,2775.6243016036055
1999-12-13,2766.5882365835228
1999-12-14,2745.4459653374824
1999-12-15,2751.1378666889354
1999-12-16,2753.0607354285466
1999-12-17,2755.475463366964
1999-12-20,2747.477478914325
1999-12-21,2766.1376518648553
1999-12-22,2769.9709998718417
1999-12-23,2810.133640127816
1999-12-24,2810.133640127816
1999-12-27,2797.1676958540165
1999-12-28,2809.564205372279
1999-12-29,2827.7755044445967
1999-12-30,2837.0505026343785
1999-12-31,2855.0398452321465
2000-01-03,2806.0454746476844
2000-01-04,2723.1864503372058
2000-01-05,2738.538021887407
2000-01-06,2758.302728689799
2000-01-07,2822.9009068622163
2000-01-10,2835.1479762468302
2000-01-11,2807.555203249332
2000-01-12,2805.95664927109
2000-01-13,2838.6288024787546
2000-01-14,2856.948259800547
2000-01-17,2856.948259800547
2000-01-18,2839.072378838743
2000-01-19,2839.8806079846013
2000-01-20,2813.550950954783
2000-01-21,2808.2205524032047
2000-01-24,2757.1641203289305
2000-01-25,2747.5677300064413
2000-01-26,2756.667331409072
2000-01-27,2753.3956051481096
2000-01-28,2692.0111596105708
2000-01-31,2725.12281942969
2000-02-01,2743.664563322391
2000-02-02,2739.7311928168974
2000-02-03,2759.9061992051006
2000-02-04,2748.234348953526
2000-02-07,2740.421814256148
2000-02-08,2752.2727915706946
2000-02-09,2704.9935927418855
2000-02-10,2690.857273824542
2000-02-11,2656.0272039492406
2000-02-14,2660.988463824068
2000-02-15,2686.005099898577
2000-02-16,2672.7383746165
2000-02-17,2671.1544192499105
2000-02-18,2606.5011854904665
2000-02-21,2606.5011854904665
2000-02-22,2614.486045944981
2000-02-23,2605.5108177896122
2000-02-24,2582.220581522161
2000-02-25,2561.34948892282
2000-02-28,2590.150024306167
2000-02-29,2625.0521158945558
2000-03-01,2653.2102527035163
2000-03-02,2649.829727351944
2000-03-03,2690.7175524143345
2000-03-06,2665.2627836879824
2000-03-07,2612.9925648179396
2000-03-08,2624.895843616162
2000-03-09,2667.522338336463
2000-03-10,2658.4898838063095
2000-03-13,2641.985346128886
2000-03-14,2606.6913810397787
2000-03-15,2674.0623329958016
2000-03-16,2803.9765629455483
2000-03-17,2796.1419016288337
2000-03-20,2770.7951041929464
2000-03-21,2819.171708298872
2000-03-22,2828.8083726895775
2000-03-23,2869.5323184649424
2000-03-24,2873.049257461811
2000-03-27,2853.169413028948
2000-03-28,2833.196702195445
2000-03-29,2835.317237741947
2000-03-30,2829.017703199721
2000-03-31,2856.8404446720447
2000-04-03,2874.7108557570696
2000-04-04,2842.2948641403505
2000-04-05,2843.7517497995373
2000-04-06,2876.905561213133
2000-04-07,2878.9180048933354
2000-04-10,2871.674034521477
2000-04-11,2877.6177989484268
2000-04-12,2856.1925666513575
2000-04-13,2825.409151094103
2000-04-14,2669.2662542327316
2000-04-17,2708.4715240326195
2000-04-18,2772.2872390530542
2000-04-19,2759.9537091318807
2000-04-20,2781.4645083761534
2000-04-21,2781.4645083761534
2000-04-24,2789.047858610621
2000-04-25,2867.853102034429
2000-04-26,2844.529542884014
2000-04-27,2835.1259148185636
2000-04-28,2825.5107996349193
2000-05-01,2859.3476055770025
