Date,AUSTRALIA IMI VALUE WEIGHTED
1994-11-30,1000.0
1994-12-30,1027.1171018057046
1995-01-31,972.2698521966499
1995-02-28,1007.3588257300705
1995-03-31,1007.1770942963572
1995-04-28,1065.647355050552
1995-05-31,1048.7974831742508
1995-06-30,1035.2600519381233
1995-07-31,1122.1517551166132
1995-08-31,1153.8867829277303
1995-09-29,1170.4467676939355
1995-10-31,1149.9669282014686
1995-11-30,1171.510348624256
1995-12-29,1204.641532526894
1996-01-31,1253.678041951655
1996-02-29,1288.9602820608618
1996-03-29,1282.270053200755
1996-04-30,1335.0083497025544
1996-05-31,1331.25597398924
1996-06-28,1311.655772139712
1996-07-31,1256.8540648501303
1996-08-30,1340.0127012655728
1996-09-30,1371.1121518424159
1996-10-31,1418.5450312418166
1996-11-29,1495.554142763829
1996-12-31,1490.9395398856593
1997-01-01,1490.9395398856593
1997-01-02,1474.9146220129323
1997-01-03,1471.093863990679
1997-01-06,1470.636308510556
1997-01-07,1467.503591830405
1997-01-08,1459.358201109198
1997-01-09,1460.5647261135832
1997-01-10,1461.2088920890947
1997-01-13,1460.0105136711315
1997-01-14,1463.0032731642173
1997-01-15,1465.0352700548226
1997-01-16,1468.1131732824535
1997-01-17,1473.8072542058117
1997-01-20,1474.6168170443655
1997-01-21,1465.8801512339805
1997-01-22,1466.1481381237909
1997-01-23,1460.1994159309463
1997-01-24,1457.7084923588495
1997-01-27,1455.0668615397408
1997-01-28,1439.0660332394775
1997-01-29,1448.8853974848416
1997-01-30,1438.914108520993
1997-01-31,1437.552874853351
1997-02-03,1451.3532097747322
1997-02-04,1434.1501509863222
1997-02-05,1446.2266164788552
1997-02-06,1452.0459290121278
1997-02-07,1454.0445527825088
1997-02-10,1446.1136163788142
1997-02-11,1456.019637873579
1997-02-12,1463.5902795135437
1997-02-13,1498.9760740288016
1997-02-14,1487.7762195753971
1997-02-17,1498.021612689255
1997-02-18,1503.75631342399
1997-02-19,1501.096273922834
1997-02-20,1500.0003439458335
1997-02-21,1512.109258606239
1997-02-24,1519.8402340743132
1997-02-25,1529.6611676869145
1997-02-26,1519.1706756006038
1997-02-27,1512.3437982386354
1997-02-28,1498.7350057670667
1997-03-03,1499.6436292551389
1997-03-04,1511.1329211002517
1997-03-05,1503.639529312696
1997-03-06,1518.063545553577
1997-03-07,1519.4078229495262
1997-03-10,1531.0620695286113
1997-03-11,1543.392014760712
1997-03-12,1537.8024487873893
1997-03-13,1533.6733170246187
1997-03-14,1524.3484104748059
1997-03-17,1521.1094745772095
1997-03-18,1491.640432069674
1997-03-19,1477.7636309492802
1997-03-20,1485.3183288250013
1997-03-21,1478.4789124768936
1997-03-24,1492.8560315095822
1997-03-25,1485.0964780576621
1997-03-26,1486.5300979926694
1997-03-27,1493.7161147799038
1997-03-28,1498.1091165879645
1997-03-31,1497.1541161949076
1997-04-01,1462.1473762581845
1997-04-02,1459.4042352893352
1997-04-03,1452.6130914669893
1997-04-04,1447.4974704101012
1997-04-07,1446.6166975273368
1997-04-08,1459.945589326021
1997-04-09,1474.408277462154
1997-04-10,1476.2173165137278
1997-04-11,1476.270330086798
1997-04-14,1455.2021718550043
1997-04-15,1458.6734532127412
1997-04-16,1464.3541646264605
1997-04-17,1473.016345339762
1997-04-18,1493.0252929696742
1997-04-21,1499.0504686792776
1997-04-22,1504.3279563900862
1997-04-23,1516.6536956033108
1997-04-24,1514.1341595124388
1997-04-25,1515.695826923784
1997-04-28,1516.15066320427
1997-04-29,1527.145901555668
1997-04-30,1532.0219532046274
1997-05-01,1538.368819887704
1997-05-02,1541.9707763272927
1997-05-05,1534.3625684927176
1997-05-06,1541.0752218499842
1997-05-07,1541.8538598196924
1997-05-08,1541.7531931304843
1997-05-09,1553.7957902008332
1997-05-12,1553.7753579527362
1997-05-13,1556.0395061901754
1997-05-14,1555.152378070682
1997-05-15,1546.562778823707
1997-05-16,1548.2735017713064
1997-05-19,1542.0088028218026
1997-05-20,1537.4534911911799
1997-05-21,1566.3316814248085
1997-05-22,1564.10883984987
1997-05-23,1544.1850905552756
1997-05-26,1559.4628428000465
1997-05-27,1551.0055376446894
1997-05-28,1551.1549459028336
1997-05-29,1556.468927915139
1997-05-30,1562.9458642825748
1997-06-02,1565.9759960118504
1997-06-03,1564.25652435196
1997-06-04,1560.3406713502377
1997-06-05,1561.0078434007971
1997-06-06,1558.657740239658
1997-06-09,1562.1462770817454
1997-06-10,1581.425143961798
1997-06-11,1566.1530033357978
1997-06-12,1573.4106556564143
1997-06-13,1580.6847294578706
1997-06-16,1584.1016541790698
1997-06-17,1593.474776673563
1997-06-18,1589.876298739143
1997-06-19,1597.3058099958216
1997-06-20,1616.6265616482922
1997-06-23,1618.4538116640156
1997-06-24,1605.8135638661624
1997-06-25,1616.469047883664
1997-06-26,1612.0543255691477
1997-06-27,1604.2416269200373
1997-06-30,1625.206502176912
1997-07-01,1632.1231329609031
1997-07-02,1643.840947814283
1997-07-03,1647.5348951018875
1997-07-04,1631.164328713982
1997-07-07,1608.3817099036335
1997-07-08,1602.3668382192973
1997-07-09,1606.2764681967378
1997-07-10,1607.2904324496033
1997-07-11,1607.7857829569773
1997-07-14,1577.7180969901046
1997-07-15,1553.4093940777734
1997-07-16,1555.211955845664
1997-07-17,1569.6351957129361
1997-07-18,1584.0311237200003
1997-07-21,1571.699487441685
1997-07-22,1569.811103636298
1997-07-23,1581.3472844457474
1997-07-24,1578.8968116150259
1997-07-25,1586.854988388487
1997-07-28,1601.7606543768247
1997-07-29,1625.8484437262769
1997-07-30,1627.8706542575792
1997-07-31,1628.6674602725789
1997-08-01,1613.1753979837242
1997-08-04,1600.0380327387775
1997-08-05,1599.149911441049
1997-08-06,1599.747656200613
1997-08-07,1597.8455370922127
1997-08-08,1586.0353278130767
1997-08-11,1571.81973526692
1997-08-12,1562.632746866537
1997-08-13,1558.5961788811603
1997-08-14,1560.9357974518105
1997-08-15,1584.6099464456465
1997-08-18,1547.5177141788893
1997-08-19,1549.9576174075005
1997-08-20,1559.5877168055545
1997-08-21,1581.0399116660126
1997-08-22,1565.811626290136
1997-08-25,1572.5312880903361
1997-08-26,1566.7136399594556
1997-08-27,1557.268978857463
1997-08-28,1550.8220426399298
1997-08-29,1526.601185284082
1997-09-01,1519.2085440409696
1997-09-02,1506.2329575564304
1997-09-03,1528.0479075724877
1997-09-04,1533.7067659325023
1997-09-05,1539.6162105001545
1997-09-08,1558.832415746282
1997-09-09,1568.3905324046973
1997-09-10,1558.9657158456937
1997-09-11,1542.8081079793944
1997-09-12,1532.4363292592034
1997-09-15,1543.7927801718604
1997-09-16,1532.6685040721632
1997-09-17,1551.5024387299818
1997-09-18,1563.1806283415087
1997-09-19,1593.7264864276433
1997-09-22,1613.5882482721818
1997-09-23,1621.582284311589
1997-09-24,1619.044690456508
1997-09-25,1635.5116707808538
1997-09-26,1627.3546372607263
1997-09-29,1614.8255332490728
1997-09-30,1617.969200353947
1997-10-01,1632.190683526261
1997-10-02,1635.8580005933745
1997-10-03,1626.4707239554757
1997-10-06,1621.9396885949425
1997-10-07,1618.4025627684118
1997-10-08,1633.1738610425205
1997-10-09,1625.7027892308324
1997-10-10,1609.9912505385425
1997-10-13,1599.3987389387983
1997-10-14,1593.3449041200304
1997-10-15,1582.1121977899222
1997-10-16,1592.5831689378858
1997-10-17,1581.0029063651268
1997-10-20,1572.3491242504936
1997-10-21,1569.9865301569782
1997-10-22,1544.2260642551573
1997-10-23,1502.8985279504002
1997-10-24,1468.7742200868563
1997-10-27,1405.5962727200979
1997-10-28,1330.000423106109
1997-10-29,1418.5849028588639
1997-10-30,1403.8454290426944
1997-10-31,1430.5603446944974
1997-11-03,1471.3992656561827
1997-11-04,1484.5527678095784
1997-11-05,1474.9195194605097
1997-11-06,1481.9843906648819
1997-11-07,1434.6068902746772
1997-11-10,1448.9264883630938
1997-11-11,1452.345423859349
1997-11-12,1438.0207508068595
1997-11-13,1444.4964789954013
1997-11-14,1424.918692711936
1997-11-17,1441.988833993646
1997-11-18,1430.5444630353925
1997-11-19,1396.700717252355
1997-11-20,1395.572954835576
1997-11-21,1445.7475537368668
1997-11-24,1433.7036168137226
1997-11-25,1401.114503491815
1997-11-26,1405.3319395777269
1997-11-27,1398.5530946455642
1997-11-28,1411.8568705871037
1997-12-01,1421.4999626614097
1997-12-02,1432.0522062232046
1997-12-03,1446.6184804530258
1997-12-04,1434.7806302928757
1997-12-05,1436.282335487583
1997-12-08,1455.8217385618752
1997-12-09,1448.0935722866252
1997-12-10,1436.938229064485
1997-12-11,1410.6196749716546
1997-12-12,1392.4486531763994
1997-12-15,1384.2038745779873
1997-12-16,1381.501727721231
1997-12-17,1426.494449655147
1997-12-18,1426.1131618569507
1997-12-19,1399.1816978952993
1997-12-22,1387.5718322970738
1997-12-23,1426.4542009052077
1997-12-24,1421.5418429166484
1997-12-25,1421.5418429166482
1997-12-26,1422.3001141122909
1997-12-29,1430.7591382085582
1997-12-30,1436.4596377164366
1997-12-31,1445.4592877994153
1998-01-01,1445.459287799415
1998-01-02,1437.4978222749153
1998-01-05,1439.8628635969478
1998-01-06,1437.6438712231693
1998-01-07,1432.3076790631221
1998-01-08,1428.7631348225132
1998-01-09,1423.6878680857187
1998-01-12,1379.2889386094491
1998-01-13,1403.293438650196
1998-01-14,1428.4057519635262
1998-01-15,1418.2441763844731
1998-01-16,1464.9845305582683
1998-01-19,1498.8338062056796
1998-01-20,1486.4036459723466
1998-01-21,1468.8650121691794
1998-01-22,1446.777693368933
1998-01-23,1469.6310218530962
1998-01-26,1488.1567148369024
1998-01-27,1484.1240241504997
1998-01-28,1502.087330444985
1998-01-29,1510.7580106101263
1998-01-30,1537.2781459640637
1998-02-02,1546.63604893088
1998-02-03,1530.8439995123283
1998-02-04,1524.2015309445303
1998-02-05,1523.4029839438904
1998-02-06,1508.9633210693166
1998-02-09,1528.9053210593236
1998-02-10,1537.3690423715182
1998-02-11,1538.8140277918417
1998-02-12,1538.1640295408486
1998-02-13,1511.4665261555135
1998-02-16,1475.2469517084126
1998-02-17,1508.9709551424323
1998-02-18,1511.791785365693
1998-02-19,1527.4214593816089
1998-02-20,1513.2245236669714
1998-02-23,1508.7453020593214
1998-02-24,1510.442090651459
1998-02-25,1518.894709113564
1998-02-26,1547.2546278561158
1998-02-27,1570.6664217138746
1998-03-02,1567.9828542691753
1998-03-03,1558.254557792263
1998-03-04,1560.3364874448648
1998-03-05,1513.4570317707985
1998-03-06,1523.525503186733
1998-03-09,1525.2489309440725
1998-03-10,1539.3786884267718
1998-03-11,1546.722197869616
1998-03-12,1556.5760675823174
1998-03-13,1577.3147197488254
1998-03-16,1563.0746998062173
1998-03-17,1588.4823141342117
1998-03-18,1575.374420868315
1998-03-19,1572.9864704644788
1998-03-20,1578.8285450398944
1998-03-23,1588.576564324993
1998-03-24,1604.6511165497743
1998-03-25,1595.8340576972705
1998-03-26,1601.4832908160172
1998-03-27,1592.5693595896782
1998-03-30,1556.0573504598601
1998-03-31,1558.0801436768345
1998-04-01,1557.3079150902004
1998-04-02,1546.8842141371956
1998-04-03,1561.5278436830797
1998-04-06,1580.2067376533807
1998-04-07,1575.5719438102055
1998-04-08,1582.5248388343748
1998-04-09,1576.8704880927928
1998-04-10,1576.8704880927928
1998-04-13,1572.5506237315315
1998-04-14,1573.1299590831761
1998-04-15,1594.8255197309104
1998-04-16,1596.7070777575723
1998-04-17,1597.8414486435022
1998-04-20,1583.7721428501125
1998-04-21,1587.5997408328174
1998-04-22,1589.1578199684893
1998-04-23,1602.890558276026
1998-04-24,1583.9057326661684
1998-04-27,1554.7912849631728
1998-04-28,1526.9769324939468
1998-04-29,1517.568507391873
1998-04-30,1535.0899660306827
1998-05-01,1560.3880426793662
1998-05-04,1544.125375850105
1998-05-05,1531.4724102876194
1998-05-06,1517.0469336122644
1998-05-07,1508.3860846039788
1998-05-08,1510.8179426828592
1998-05-11,1512.8396384002565
1998-05-12,1505.532719592508
1998-05-13,1486.8195580966496
1998-05-14,1476.3295889678564
1998-05-15,1481.0989598473282
1998-05-18,1452.5367492637204
1998-05-19,1465.8779914600757
1998-05-20,1459.2721729792122
1998-05-21,1475.5040234646299
1998-05-22,1474.1412400237564
1998-05-25,1458.0894676583068
1998-05-26,1454.3284001474683
1998-05-27,1429.5724687699353
1998-05-28,1446.5174536148238
1998-05-29,1457.0964560165808
1998-06-01,1418.8975271901613
1998-06-02,1409.3293991056125
1998-06-03,1397.4773018752678
1998-06-04,1402.0226911646664
1998-06-05,1363.822714532515
1998-06-08,1358.147214263965
1998-06-09,1344.4928945377358
1998-06-10,1306.122101047998
1998-06-11,1292.9118834085584
1998-06-12,1310.5566576921826
1998-06-15,1294.5750883053754
1998-06-16,1287.5233920648332
1998-06-17,1332.0832489500294
1998-06-18,1364.1526592730665
1998-06-19,1391.6030230947463
1998-06-22,1361.0855945084973
1998-06-23,1355.2338783052994
1998-06-24,1361.5397672612978
1998-06-25,1356.5123203036885
1998-06-26,1365.0393740851157
1998-06-29,1376.9645181387
1998-06-30,1427.2760548045205
1998-07-01,1442.2561812801307
1998-07-02,1454.8911746926065
1998-07-03,1468.6421280660115
1998-07-06,1468.7909483473939
1998-07-07,1486.8738476587125
1998-07-08,1479.1965218366076
1998-07-09,1476.3278343691127
1998-07-10,1461.3142854479445
1998-07-13,1447.7354009336127
1998-07-14,1488.3048253339475
1998-07-15,1498.9338094396558
1998-07-16,1536.5874286905014
1998-07-17,1530.1887028050896
1998-07-20,1521.8032688264404
1998-07-21,1515.3813913519414
1998-07-22,1489.9825043044
1998-07-23,1472.1208740115617
1998-07-24,1481.9028910190132
1998-07-27,1439.026384182324
1998-07-28,1446.3912907939698
1998-07-29,1429.5151832187992
1998-07-30,1443.341723011531
1998-07-31,1427.9857359274285
1998-08-03,1400.0077770156406
1998-08-04,1410.9927712837207
1998-08-05,1396.0929848294888
1998-08-06,1365.5635857516234
1998-08-07,1356.5382298524733
1998-08-10,1351.1369278236853
1998-08-11,1319.4034398236006
1998-08-12,1320.8530926789256
1998-08-13,1316.0446356246057
1998-08-14,1325.6232203452053
1998-08-17,1306.203685818357
1998-08-18,1317.0619479516108
1998-08-19,1366.4928370437626
1998-08-20,1365.0173370584446
1998-08-21,1331.5057693137755
1998-08-24,1312.03932210034
1998-08-25,1321.0365160413132
1998-08-26,1301.1553806305628
1998-08-27,1239.7472488660135
1998-08-28,1240.0159967472641
1998-08-31,1237.6289376781215
1998-09-01,1244.2505838391485
1998-09-02,1278.1000086836889
1998-09-03,1268.4703846562434
1998-09-04,1278.8361639302288
1998-09-07,1320.8428085894532
1998-09-08,1310.9997813156317
1998-09-09,1297.810688123165
1998-09-10,1312.5395133758902
1998-09-11,1293.1577579824843
1998-09-14,1300.711029382393
1998-09-15,1325.5972362183466
1998-09-16,1319.6698249181154
1998-09-17,1315.1510100262908
1998-09-18,1305.229765486559
1998-09-21,1286.048784503919
1998-09-22,1286.883920167767
1998-09-23,1298.3563786816776
1998-09-24,1331.297214487301
1998-09-25,1316.5050729202167
1998-09-28,1322.9846113844515
1998-09-29,1362.342913282652
1998-09-30,1341.1638638971283
1998-10-01,1344.4322365511366
1998-10-02,1326.2392160331483
1998-10-05,1318.172848289615
1998-10-06,1287.7922237310252
1998-10-07,1383.971558948164
1998-10-08,1358.7089223917942
1998-10-09,1347.1412825561904
1998-10-12,1374.1802568266028
1998-10-13,1373.0336146770915
1998-10-14,1363.745567951059
1998-10-15,1362.2547379593605
1998-10-16,1386.8662124967307
1998-10-19,1393.248239899327
1998-10-20,1386.2783347523864
1998-10-21,1395.441248878979
1998-10-22,1395.328985588219
1998-10-23,1383.3862527871627
1998-10-26,1388.9437655416111
1998-10-27,1396.1600339455981
1998-10-28,1422.1224425988967
1998-10-29,1440.5888501671934
1998-10-30,1453.4208287973536
1998-11-02,1473.6870637878678
1998-11-03,1477.814338228735
1998-11-04,1486.5298911340055
1998-11-05,1491.9545307327226
1998-11-06,1509.3394735721006
1998-11-09,1502.8988875083055
1998-11-10,1477.5319570531879
1998-11-11,1513.207368485169
1998-11-12,1509.4176922184522
1998-11-13,1514.214148817103
1998-11-16,1512.9708886759406
1998-11-17,1497.3380270704338
1998-11-18,1517.9912018321547
1998-11-19,1532.7176148480003
1998-11-20,1543.0487050166457
1998-11-23,1561.2287808442966
1998-11-24,1572.217235934944
1998-11-25,1561.7816392464824
1998-11-26,1567.8349915830554
1998-11-27,1561.0334435067944
1998-11-30,1548.7674501913978
1998-12-01,1530.2511021396442
1998-12-02,1552.9352215089395
1998-12-03,1510.672433126477
1998-12-04,1498.867252566739
1998-12-07,1521.495194558656
1998-12-08,1519.5402043380607
1998-12-09,1508.9888453806943
1998-12-10,1523.7284884893313
1998-12-11,1509.2241198416602
1998-12-14,1481.0737417490316
1998-12-15,1496.532247420761
1998-12-16,1495.0688698560214
1998-12-17,1524.5113470512044
1998-12-18,1523.8756532426762
1998-12-21,1512.0460277352536
1998-12-22,1513.3254158709967
1998-12-23,1505.044126836534
1998-12-24,1504.4330666611497
1998-12-25,1504.4330666611497
1998-12-28,1496.1710162130921
1998-12-29,1509.1238949040876
1998-12-30,1523.430793549626
1998-12-31,1540.3426941510586
1999-01-01,1540.3426941510586
1999-01-04,1563.968241157957
1999-01-05,1561.014360666631
1999-01-06,1600.5523050790525
1999-01-07,1631.9211949834887
1999-01-08,1612.3219366783367
1999-01-11,1633.122686635399
1999-01-12,1635.3769799171303
1999-01-13,1596.3307519670166
1999-01-14,1589.6117298642419
1999-01-15,1593.0156119540777
1999-01-18,1607.9892501864272
1999-01-19,1635.1705272667887
1999-01-20,1646.8557613951682
1999-01-21,1638.3613523674194
1999-01-22,1619.5197873505258
1999-01-25,1604.7186143593074
1999-01-26,1601.162451224993
1999-01-27,1610.4204021428764
1999-01-28,1616.7664700049977
1999-01-29,1631.392651862142
1999-02-01,1667.1024976457911
1999-02-02,1670.4721280857914
1999-02-03,1682.0526997163631
