Date,NETHERLANDS IMI VALUE WEIGHTED
1994-11-30,1000.0
1994-12-30,1022.9921151771944
1995-01-31,1034.2748046057104
1995-02-28,1067.3964048470818
1995-03-31,1112.5586777066014
1995-04-28,1155.2006853545156
1995-05-31,1184.0736738165667
1995-06-30,1200.0247437417852
1995-07-31,1264.7224661044809
1995-08-31,1192.2253232130051
1995-09-29,1253.99168839351
1995-10-31,1232.8086608519975
1995-11-30,1272.0492808026784
1995-12-29,1312.8176807027642
1996-01-31,1315.6538284194528
1996-02-29,1355.8969353922698
1996-03-29,1391.8329280041419
1996-04-30,1403.1642725896165
1996-05-31,1476.7511882473118
1996-06-28,1465.141355016776
1996-07-31,1436.974207931
1996-08-30,1468.3986124497035
1996-09-30,1508.1425060655454
1996-10-31,1529.5566319378518
1996-11-29,1629.3115048576944
1996-12-31,1671.6854633772607
1997-01-01,1671.6854633772607
1997-01-02,1641.142375957698
1997-01-03,1650.9596548313234
1997-01-06,1656.1251294502704
1997-01-07,1655.1193484800328
1997-01-08,1659.688483008771
1997-01-09,1652.171291681231
1997-01-10,1643.333432494609
1997-01-13,1652.4282952864176
1997-01-14,1658.4631582618442
1997-01-15,1671.686939790488
1997-01-16,1687.7110445923713
1997-01-17,1669.0102351272135
1997-01-20,1661.73809817321
1997-01-21,1664.5958824111967
1997-01-22,1671.150355821954
1997-01-23,1682.041476119557
1997-01-24,1677.686678001636
1997-01-27,1674.781492590979
1997-01-28,1665.4603590932593
1997-01-29,1648.7344676708904
1997-01-30,1660.5676281883334
1997-01-31,1669.5578082485624
1997-02-03,1662.0835855163332
1997-02-04,1674.5515920624016
1997-02-05,1692.0161941781275
1997-02-06,1685.8463654126883
1997-02-07,1679.8226976121878
1997-02-10,1696.176111316231
1997-02-11,1685.487961473955
1997-02-12,1693.517584088174
1997-02-13,1714.3690197082988
1997-02-14,1722.2928771157221
1997-02-17,1734.8903915917213
1997-02-18,1742.0048770548
1997-02-19,1739.2384410599138
1997-02-20,1729.5056511557807
1997-02-21,1724.599926588881
1997-02-24,1750.1282152588449
1997-02-25,1778.9895869465088
1997-02-26,1765.1089350670863
1997-02-27,1754.0017636664795
1997-02-28,1733.3298485713744
1997-03-03,1724.574479196009
1997-03-04,1746.732045382147
1997-03-05,1751.389610780629
1997-03-06,1764.2455139652805
1997-03-07,1760.121007737097
1997-03-10,1790.4796327498673
1997-03-11,1795.8661820169882
1997-03-12,1768.1412673732343
1997-03-13,1759.8653735874
1997-03-14,1773.8913370245962
1997-03-17,1762.4856455281806
1997-03-18,1751.7612391724133
1997-03-19,1739.5160910870877
1997-03-20,1681.784520953565
1997-03-21,1722.4110857245437
1997-03-24,1694.1549122479096
1997-03-25,1719.3119082343349
1997-03-26,1734.3724063126645
1997-03-27,1768.6184294528127
1997-03-28,1770.1667623397195
1997-03-31,1778.660165437711
1997-04-01,1706.0365979124297
1997-04-02,1704.9564668574178
1997-04-03,1690.864877379524
1997-04-04,1694.7448271451099
1997-04-07,1701.4720274371757
1997-04-08,1701.1372463886435
1997-04-09,1714.3479930574827
1997-04-10,1705.5980649118567
1997-04-11,1684.3279426506795
1997-04-14,1667.2912325079603
1997-04-15,1695.9264267916456
1997-04-16,1689.2468920116416
1997-04-17,1713.1249868197367
1997-04-18,1728.5280785000964
1997-04-21,1748.6994475208871
1997-04-22,1747.534432892626
1997-04-23,1770.2096497439634
1997-04-24,1774.6363002315866
1997-04-25,1748.6301764191785
1997-04-28,1738.7349554869527
1997-04-29,1771.7448470363606
1997-04-30,1764.6052987448716
1997-05-01,1798.923420702457
1997-05-02,1786.919952707494
1997-05-05,1801.512518823443
1997-05-06,1817.5569498609948
1997-05-07,1814.9400399791866
1997-05-08,1828.4532399272284
1997-05-09,1853.6880717534282
1997-05-12,1863.680027047001
1997-05-13,1867.4571278707392
1997-05-14,1880.8985103425484
1997-05-15,1883.2659337728323
1997-05-16,1888.3377146262085
1997-05-19,1874.7536134653972
1997-05-20,1873.7282719034513
1997-05-21,1912.938567471332
1997-05-22,1913.576778364312
1997-05-23,1924.3658107420451
1997-05-26,1947.3156240390194
1997-05-27,1922.2420903330055
1997-05-28,1927.187159712761
1997-05-29,1925.8189656613663
1997-05-30,1883.1438258103865
1997-06-02,1896.2328129247066
1997-06-03,1906.3323123984005
1997-06-04,1917.086690521231
1997-06-05,1922.716931845535
1997-06-06,1930.851134337578
1997-06-09,1962.756717040847
1997-06-10,1954.553715304667
1997-06-11,1948.674531993712
1997-06-12,1967.4538106105736
1997-06-13,1970.0837181163888
1997-06-16,1994.544929904169
1997-06-17,1984.684285242704
1997-06-18,1995.8735590525444
1997-06-19,2015.8877622503928
1997-06-20,2019.6472484264955
1997-06-23,2030.60632209811
1997-06-24,2028.3145452865974
1997-06-25,2049.525054976994
1997-06-26,2048.4695444299896
1997-06-27,2042.0789259681662
1997-06-30,2012.198902853375
1997-07-01,2046.5014066370313
1997-07-02,2051.3959638533033
1997-07-03,2099.980934900139
1997-07-04,2115.124355874978
1997-07-07,2149.0753765573613
1997-07-08,2119.479002210199
1997-07-09,2144.7203698990734
1997-07-10,2131.828966664864
1997-07-11,2139.76831756907
1997-07-14,2141.8453949975337
1997-07-15,2125.3803253372544
1997-07-16,2168.834229315975
1997-07-17,2147.3409432468416
1997-07-18,2119.7048501142303
1997-07-21,2091.512103920872
1997-07-22,2133.509049603525
1997-07-23,2168.228942261003
1997-07-24,2156.010227395323
1997-07-25,2158.9458499115362
1997-07-28,2162.7987650284704
1997-07-29,2142.0802548830725
1997-07-30,2143.177804880897
1997-07-31,2163.1413380163126
1997-08-01,2130.2902795005616
1997-08-04,2126.857396392054
1997-08-05,2120.1371082724227
1997-08-06,2151.464846250544
1997-08-07,2179.0108990623694
1997-08-08,2165.8430840912365
1997-08-11,2118.4788920936967
1997-08-12,2125.452387198305
1997-08-13,2073.1378986404475
1997-08-14,2051.3975317835507
1997-08-15,1998.411632855401
1997-08-18,2041.084894213051
1997-08-19,2095.565556470044
1997-08-20,2097.9584631760717
1997-08-21,2097.713308926377
1997-08-22,2054.986566525621
1997-08-25,2066.6558751101998
1997-08-26,2047.1434638180187
1997-08-27,2036.6100856883147
1997-08-28,1993.2279964823588
1997-08-29,1973.5093126818253
1997-09-01,1992.603175876961
1997-09-02,2055.514493971909
1997-09-03,2080.4279573000026
1997-09-04,2053.396656168056
1997-09-05,2073.447772402811
1997-09-08,2045.4827428545375
1997-09-09,2027.253448824017
1997-09-10,2006.8176715133484
1997-09-11,1969.1013530991765
1997-09-12,2012.3229698595694
