Date,FRANCE IMI VALUE WEIGHTED
1997-03-04,1279.168983679076
1997-03-05,1282.6822345173848
1997-03-06,1292.1760833227854
1997-03-07,1293.7737690851236
1997-03-10,1305.9648616805314
1997-03-11,1299.375274330821
1997-03-12,1284.5493837089953
1997-03-13,1281.038465120977
1997-03-14,1281.2060408845964
1997-03-17,1270.0478092786677
1997-03-18,1272.307347737396
1997-03-19,1275.0697616117163
1997-03-20,1255.0348186570404
1997-03-21,1269.7288106098697
1997-03-24,1262.5716787780334
1997-03-25,1276.0192456165992
1997-03-26,1281.6199665351933
1997-03-27,1298.9647251261933
1997-03-28,1300.5753447481725
1997-03-31,1304.5035282536746
1997-04-01,1278.8998520309997
1997-04-02,1261.0266968781302
1997-04-03,1256.6479107804898
1997-04-04,1254.2716249228608
1997-04-07,1245.1411135979372
1997-04-08,1245.9018301208218
1997-04-09,1249.9759065980081
1997-04-10,1246.137263049808
1997-04-11,1233.6046099297969
1997-04-14,1228.4113135795685
1997-04-15,1239.8053179320873
1997-04-16,1244.6751233791288
1997-04-17,1242.4804599235515
1997-04-18,1227.8034793585277
1997-04-21,1224.3315316122107
1997-04-22,1212.1295567633135
1997-04-23,1218.02195944086
1997-04-24,1222.4630872794041
1997-04-25,1215.4074870179431
1997-04-28,1219.3289982450904
1997-04-29,1235.5528752416224
1997-04-30,1242.988085859867
1997-05-01,1249.6639179300425
1997-05-02,1252.9022528009323
1997-05-05,1254.9533453360282
1997-05-06,1256.1678639006777
1997-05-07,1257.9496623636755
1997-05-08,1266.4424627430585
1997-05-09,1274.8903975709304
1997-05-12,1286.3881476280287
1997-05-13,1298.0528579632846
1997-05-14,1313.576023454487
1997-05-15,1318.3112986498065
1997-05-16,1325.0347909855502
1997-05-19,1315.4195271040974
1997-05-20,1315.2466778079106
1997-05-21,1327.6815873361443
1997-05-22,1316.365784884254
1997-05-23,1327.7770992596681
1997-05-26,1281.5672499944276
1997-05-27,1283.645070575453
1997-05-28,1250.3732965089177
1997-05-29,1245.3397947178091
1997-05-30,1244.9358777751297
1997-06-02,1229.0632666153338
1997-06-03,1241.2804041751372
1997-06-04,1242.5317632964397
1997-06-05,1263.7042183904857
1997-06-06,1270.3484149239566
1997-06-09,1273.529360797531
1997-06-10,1259.0424930698991
1997-06-11,1270.322553434291
1997-06-12,1285.630508532757
1997-06-13,1291.7450843194308
1997-06-16,1296.3070765367656
1997-06-17,1283.0707038583398
1997-06-18,1287.998445375414
1997-06-19,1286.4244825230917
1997-06-20,1281.4882811100172
1997-06-23,1292.6774462691467
1997-06-24,1300.8449343311001
1997-06-25,1332.8607758950625
1997-06-26,1336.7645037861864
1997-06-27,1330.8836318032593
1997-06-30,1321.431269699267
1997-07-01,1346.8116330307391
1997-07-02,1331.5070145403738
1997-07-03,1340.5501683915024
1997-07-04,1340.7813429701798
1997-07-07,1355.0203662633842
1997-07-08,1342.0560908996924
1997-07-09,1344.518426278505
1997-07-10,1346.2267897146585
1997-07-11,1338.5951670747859
1997-07-14,1322.8756406337818
1997-07-15,1319.8213030354807
1997-07-16,1335.1017701433057
1997-07-17,1333.4830640134876
1997-07-18,1310.483090259405
1997-07-21,1302.3036161672967
1997-07-22,1309.04644952416
1997-07-23,1326.7621267920294
1997-07-24,1318.3454803637546
1997-07-25,1333.6291643527543
1997-07-28,1333.332876902078
1997-07-29,1346.905243168828
1997-07-30,1356.587365172746
1997-07-31,1363.2521020091222
1997-08-01,1341.8419889102022
1997-08-04,1322.2217654161725
1997-08-05,1306.0782590955532
1997-08-06,1323.1986785520996
1997-08-07,1331.5157079184835
1997-08-08,1331.3301867393516
1997-08-11,1325.4921301080226
1997-08-12,1324.601149782651
1997-08-13,1323.647382515938
1997-08-14,1313.080753069002
1997-08-15,1333.2795226098463
1997-08-18,1312.3112027946945
1997-08-19,1323.6666722256457
1997-08-20,1324.0405225282977
1997-08-21,1328.1762911811218
1997-08-22,1329.834304648026
1997-08-25,1326.7541677628412
1997-08-26,1329.667622650539
1997-08-27,1324.0075885733136
1997-08-28,1322.319379755501
1997-08-29,1300.4069198128502
1997-09-01,1298.9017847682233
1997-09-02,1317.7472532816846
1997-09-03,1331.5238658034527
1997-09-04,1341.2046087562642
1997-09-05,1349.3817350310671
1997-09-08,1354.0764705468096
1997-09-09,1348.2679320126383
1997-09-10,1340.3689654103787
1997-09-11,1338.3494823910714
1997-09-12,1353.5768499728636
1997-09-15,1373.6908482133892
1997-09-16,1381.3168491092842
1997-09-17,1384.65677559068
1997-09-18,1396.1002686262307
1997-09-19,1395.2611823659481
1997-09-22,1390.6497648572022
1997-09-23,1382.0799366008807
1997-09-24,1412.1187220798306
1997-09-25,1410.3348823164354
1997-09-26,1408.9146196563217
1997-09-29,1409.1674796903555
1997-09-30,1412.6461974680242
1997-10-01,1421.0870605922416
1997-10-02,1426.443902178546
1997-10-03,1444.1034654189355
1997-10-06,1439.067726338396
1997-10-07,1444.7272743450692
1997-10-08,1439.8255292110396
1997-10-09,1429.1460524197205
1997-10-10,1416.1124070623234
1997-10-13,1436.790640406127
1997-10-14,1434.543674477266
1997-10-15,1431.1862010388047
1997-10-16,1435.5297456637957
1997-10-17,1403.1441690156328
1997-10-20,1401.8435080489378
1997-10-21,1405.5466283244602
1997-10-22,1398.5843549206684
1997-10-23,1363.9498822611572
1997-10-24,1358.9067829426253
1997-10-27,1337.926185777731
1997-10-28,1304.4447973968397
1997-10-29,1355.717670669662
1997-10-30,1341.0440761994269
1997-10-31,1346.3434627908728
1997-11-03,1352.496965209985
1997-11-04,1359.9777140289038
1997-11-05,1368.8867995452665
1997-11-06,1357.1761657556744
1997-11-07,1339.8803837420585
1997-11-10,1335.009473764409
1997-11-11,1335.2423581034868
1997-11-12,1321.5082504912298
1997-11-13,1321.1655170310075
1997-11-14,1312.044500061401
1997-11-17,1335.6011286188377
1997-11-18,1343.5695616779635
1997-11-19,1339.4091430822994
1997-11-20,1349.3961783228565
1997-11-21,1354.6352247498212
1997-11-24,1342.4585164740288
1997-11-25,1336.477836068493
1997-11-26,1333.8109879163617
1997-11-27,1339.3895217654044
1997-11-28,1348.390841969775
1997-12-01,1357.879267193786
1997-12-02,1360.350374305073
1997-12-03,1366.4067080169198
1997-12-04,1372.225647574101
1997-12-05,1362.746000283981
1997-12-08,1368.2689375493205
1997-12-09,1374.8782444879057
1997-12-10,1380.431187561353
1997-12-11,1349.256130402723
1997-12-12,1351.3946895133763
1997-12-15,1353.367701915297
1997-12-16,1363.5459898638744
1997-12-17,1368.09964966958
1997-12-18,1367.3948751920361
1997-12-19,1347.082933284724
1997-12-22,1352.3228288138093
1997-12-23,1352.2298294086934
1997-12-24,1357.6368297179251
1997-12-25,1357.6368297179254
1997-12-26,1359.3449001237095
1997-12-29,1373.5345384187992
1997-12-30,1380.9477522545467
1997-12-31,1387.7966706414284
1998-01-01,1387.7966706414284
1998-01-02,1399.4956178705615
1998-01-05,1401.853389068647
1998-01-06,1388.386994191537
1998-01-07,1374.1924427867505
1998-01-08,1364.1016915584016
1998-01-09,1350.4247040340597
1998-01-12,1324.0353464831294
1998-01-13,1340.3817064333725
1998-01-14,1347.4938407845661
1998-01-15,1345.680549966099
1998-01-16,1366.5718212257161
1998-01-19,1365.9415190210368
1998-01-20,1370.6686123005588
1998-01-21,1378.9425228169714
1998-01-22,1394.445340863537
1998-01-23,1403.521470785022
1998-01-26,1409.8671888353886
1998-01-27,1423.2709869694538
1998-01-28,1422.8945146648337
1998-01-29,1421.509057621959
1998-01-30,1432.3497671762862
1998-02-02,1444.033162313102
1998-02-03,1451.7257950947933
1998-02-04,1453.982162552205
1998-02-05,1479.8975260211337
1998-02-06,1485.943730510893
1998-02-09,1471.0743812033015
1998-02-10,1478.8367888420769
1998-02-11,1472.0023835925092
1998-02-12,1461.65176441143
1998-02-13,1451.8940875931198
1998-02-16,1467.2165872332394
1998-02-17,1482.7885452928867
1998-02-18,1491.1438737140513
1998-02-19,1480.8014806257688
1998-02-20,1489.439715106821
1998-02-23,1519.6304746609133
1998-02-24,1517.3236516702939
1998-02-25,1536.8589453343752
1998-02-26,1551.365744162626
1998-02-27,1561.0395419700185
1998-03-02,1575.813472036847
1998-03-03,1569.5194032897848
1998-03-04,1554.1354645208685
1998-03-05,1551.5490051966199
1998-03-06,1588.0171510180637
1998-03-09,1600.628086023098
1998-03-10,1595.3419212915967
1998-03-11,1599.7083152141038
1998-03-12,1607.9733083431333
1998-03-13,1633.445108005514
1998-03-16,1653.619157391133
1998-03-17,1676.3784778341667
1998-03-18,1663.7473487829175
1998-03-19,1674.7175553750847
1998-03-20,1668.8928962313594
1998-03-23,1670.6058406573263
1998-03-24,1689.3180111293846
1998-03-25,1723.5271891923207
1998-03-26,1716.050036205498
1998-03-27,1726.3555544123544
1998-03-30,1705.895861826508
1998-03-31,1725.3066890141806
1998-04-01,1729.7505339846082
1998-04-02,1749.6200060440094
1998-04-03,1755.0983937606911
1998-04-06,1782.5486485053746
1998-04-07,1764.9809106470896
1998-04-08,1765.0640360495258
1998-04-09,1777.7997245112604
1998-04-10,1777.7782230676798
1998-04-13,1772.4410077616517
1998-04-14,1790.5044686332012
1998-04-15,1805.135690274152
1998-04-16,1785.1045370299407
1998-04-17,1784.585420062504
1998-04-20,1802.0012746803734
1998-04-21,1806.388523690558
1998-04-22,1800.0746100887984
1998-04-23,1787.9542393609513
1998-04-24,1783.56838551448
1998-04-27,1743.9810216402266
1998-04-28,1761.4270378882784
1998-04-29,1750.6150250915282
1998-04-30,1805.7339387696502
1998-05-01,1823.38374192987
1998-05-04,1862.295425772598
1998-05-05,1868.6661885192707
1998-05-06,1883.7684780416578
1998-05-07,1874.816856464476
1998-05-08,1868.8432441116186
1998-05-11,1895.6836978047643
1998-05-12,1886.0200847421347
1998-05-13,1890.8107119764652
1998-05-14,1885.714682711765
1998-05-15,1875.111244748809
1998-05-18,1849.2540460789821
1998-05-19,1873.1410836666341
1998-05-20,1911.57010853025
1998-05-21,1925.512413811581
1998-05-22,1923.8328082824246
1998-05-25,1940.731108238799
1998-05-26,1943.615918771165
1998-05-27,1897.2635935133112
1998-05-28,1902.0380288095716
1998-05-29,1908.03873777482
1998-06-01,1911.3637039401176
1998-06-02,1931.404788928368
1998-06-03,1967.0484430142135
1998-06-04,1966.9629591252522
1998-06-05,1972.5513372948228
1998-06-08,1984.7376572835442
1998-06-09,1980.5295119311445
1998-06-10,1963.9731940043287
1998-06-11,1931.0885787013358
1998-06-12,1893.9854913202666
1998-06-15,1860.1796494710425
1998-06-16,1881.809383765571
1998-06-17,1924.979463200688
1998-06-18,1914.948885194767
1998-06-19,1914.2290613865912
1998-06-22,1885.1351560645587
1998-06-23,1892.9473743367305
1998-06-24,1912.9165940342953
1998-06-25,1947.6456388257802
1998-06-26,1932.6170582695336
1998-06-29,1938.976818556797
1998-06-30,1943.646568075523
1998-07-01,1952.791733162073
1998-07-02,1948.2826979777362
1998-07-03,1967.895374557807
1998-07-06,1977.9894522614784
1998-07-07,1980.2482525541807
1998-07-08,1976.8181478165573
1998-07-09,1958.7595096716445
1998-07-10,1951.156182416687
1998-07-13,1967.5063376259995
1998-07-14,1970.713620354392
1998-07-15,1997.5538899883497
1998-07-16,2017.2577035745503
1998-07-17,2028.8020828014733
1998-07-20,2034.9836026905487
1998-07-21,2010.1002422264407
1998-07-22,1973.6949608938833
1998-07-23,1969.7839384109388
1998-07-24,1973.7779611295643
1998-07-27,1943.7874965470055
1998-07-28,1944.3295840102478
1998-07-29,1948.8781398049696
1998-07-30,1969.1678317354251
1998-07-31,1963.957931407999
1998-08-03,1921.1739772368965
1998-08-04,1904.249284222838
1998-08-05,1887.8187789963545
1998-08-06,1883.6138673118398
1998-08-07,1901.956563072353
1998-08-10,1858.3874888693329
1998-08-11,1814.907551255397
1998-08-12,1855.054670332191
1998-08-13,1847.2391575034937
1998-08-14,1848.7721170610764
1998-08-17,1846.3212751551475
1998-08-18,1889.2047474232368
1998-08-19,1888.942739448577
1998-08-20,1871.717636316395
1998-08-21,1817.655295380321
1998-08-24,1816.5036571188841
1998-08-25,1850.4143805858978
1998-08-26,1794.832741311051
1998-08-27,1727.398600494726
1998-08-28,1743.0231231341552
1998-08-31,1737.7432370530234
1998-09-01,1736.7179022252415
1998-09-02,1767.0462662315852
1998-09-03,1751.0139621641604
1998-09-04,1752.4738580074677
1998-09-07,1756.860914877713
1998-09-08,1794.060916181587
1998-09-09,1778.4285266031522
1998-09-10,1749.4367145496212
1998-09-11,1748.3655689945035
1998-09-14,1786.6882118998237
1998-09-15,1800.9932183642443
1998-09-16,1812.4749112311047
1998-09-17,1757.1811132222147
1998-09-18,1721.9125195284576
1998-09-21,1676.205975821255
1998-09-22,1677.464636536037
1998-09-23,1703.9133153420275
1998-09-24,1704.3019584339258
1998-09-25,1675.4087976842186
1998-09-28,1675.3672285653204
1998-09-29,1678.9888914172893
1998-09-30,1633.2198713983676
1998-10-01,1590.1108290145394
1998-10-02,1590.9283111617422
1998-10-05,1572.3892982037971
1998-10-06,1626.4259903456211
1998-10-07,1641.4118311333198
1998-10-08,1591.0905557442914
1998-10-09,1615.968070202201
1998-10-12,1668.3233481665493
1998-10-13,1686.392856906981
1998-10-14,1708.2330981857701
1998-10-15,1733.2827965499257
1998-10-16,1750.0028942362098
1998-10-19,1751.3584142925727
1998-10-20,1778.0020111356696
1998-10-21,1754.2851344643732
1998-10-22,1758.5892500400555
1998-10-23,1750.9925939664254
1998-10-26,1761.8843292903757
1998-10-27,1787.7985664969037
1998-10-28,1769.8008103107416
1998-10-29,1770.3380942817764
1998-10-30,1780.8074865118235
1998-11-02,1815.1420436874112
1998-11-03,1813.1314095421194
1998-11-04,1845.312131862705
1998-11-05,1829.0483464170106
1998-11-06,1821.1387524388676
1998-11-09,1789.4957010792466
1998-11-10,1773.7876453557778
1998-11-11,1780.2341141083928
1998-11-12,1769.661806576528
1998-11-13,1774.6741515663161
1998-11-16,1822.1219882474527
1998-11-17,1807.4217228920336
1998-11-18,1810.3620107780164
1998-11-19,1826.7910828744348
1998-11-20,1854.7015188312996
1998-11-23,1853.560990613386
1998-11-24,1854.58355031669
1998-11-25,1859.1865233661877
1998-11-26,1888.364958233492
1998-11-27,1894.3973126720998
1998-11-30,1876.773047939206
1998-12-01,1828.1466081330273
1998-12-02,1819.0809077440479
1998-12-03,1833.7349638294074
1998-12-04,1843.8275541659714
1998-12-07,1846.7425636437376
1998-12-08,1847.3988185749029
1998-12-09,1853.1378640148546
1998-12-10,1855.806652876652
1998-12-11,1837.174504109217
1998-12-14,1819.6213224451722
1998-12-15,1813.1785269607792
1998-12-16,1817.8065728461736
1998-12-17,1831.1562015796055
1998-12-18,1814.480891966006
1998-12-21,1837.4637942082006
1998-12-22,1845.8634248603362
1998-12-23,1878.7590322136512
1998-12-24,1873.2519218865016
1998-12-25,1873.2519218865016
1998-12-28,1874.3562686027115
1998-12-29,1888.1660499119198
1998-12-30,1908.474411718673
1998-12-31,1914.7264402415422
1999-01-01,1916.1461514548453
1999-01-04,1999.48418545587
1999-01-05,2014.8178606086433
1999-01-06,2052.0177925284806
1999-01-07,2017.1254694317074
1999-01-08,2000.6721980136654
1999-01-11,1984.2893888848632
1999-01-12,1953.2238219410765
1999-01-13,1914.9833762553378
1999-01-14,1921.065081554835
1999-01-15,1923.2998830974518
1999-01-18,1959.8141410174155
1999-01-19,1949.5476405308273
1999-01-20,1958.3726320233004
1999-01-21,1947.0424181981737
1999-01-22,1904.0952154630527
1999-01-25,1916.0941978557205
1999-01-26,1924.177279955774
1999-01-27,1929.666263825706
1999-01-28,1954.4266116339256
1999-01-29,1956.5044304283977
1999-02-01,1971.7671864444333
1999-02-02,1958.816333525912
1999-02-03,1939.8001642001352
1999-02-04,1923.335075176675
1999-02-05,1922.2755588956857
1999-02-08,1925.5850561819589
1999-02-09,1896.5608412249733
1999-02-10,1882.254907243226
1999-02-11,1900.0821025542944
1999-02-12,1891.2657339413686
1999-02-15,1885.698618529001
1999-02-16,1875.965050353369
1999-02-17,1862.7688632979064
1999-02-18,1864.7034172667074
1999-02-19,1867.6986012949571
1999-02-22,1875.662859393514
1999-02-23,1878.6240403564193
1999-02-24,1874.4640818342789
1999-02-25,1875.1931571712448
1999-02-26,1847.1135732144014
1999-03-01,1824.5784635691766
1999-03-02,1827.7571462610192
1999-03-03,1811.3127819960819
1999-03-04,1827.3596670350737
1999-03-05,1864.4184565160592
1999-03-08,1870.4469183999893
1999-03-09,1868.0835915965679
1999-03-10,1883.2189166617939
1999-03-11,1884.08558880812
1999-03-12,1895.2726889673422
1999-03-15,1898.7410754885957
1999-03-16,1904.5791868125223
1999-03-17,1915.3078259675935
1999-03-18,1905.8179304839525
1999-03-19,1915.9968970566104
1999-03-22,1903.627266029814
1999-03-23,1864.165087976209
1999-03-24,1857.0814736902294
1999-03-25,1884.3617721435605
1999-03-26,1859.1389483725804
1999-03-29,1871.600818413428
1999-03-30,1877.9886240826584
1999-03-31,1901.197100154868
1999-04-01,1908.8877938882645
1999-04-02,1904.650326598661
1999-04-05,1893.0855778279297
1999-04-06,1926.3580603815967
1999-04-07,1933.2285289652953
1999-04-08,1938.4320291426257
1999-04-09,1938.9142473266315
1999-04-12,1952.2351478023672
1999-04-13,1951.1554143719927
1999-04-14,1951.5033349154492
1999-04-15,1934.764262135314
1999-04-16,1939.628733205684
1999-04-19,1952.5340611227678
1999-04-20,1921.0747373726979
1999-04-21,1917.8552671269388
1999-04-22,1914.8076437530547
1999-04-23,1916.1093717613726
1999-04-26,1923.7490557356027
1999-04-27,1967.0235423364281
1999-04-28,1958.0822009740566
1999-04-29,1953.3191844191517
1999-04-30,1970.4138416859803
1999-05-03,1983.7385831511253
1999-05-04,2000.0872841891367
1999-05-05,1984.2828730534536
1999-05-06,1998.078934037634
1999-05-07,1986.8264260800936
1999-05-10,2003.2222584916337
1999-05-11,1993.6513197278962
1999-05-12,1989.8724828879108
1999-05-13,2005.284970577113
1999-05-14,1994.0552749567285
1999-05-17,1954.7252128275109
1999-05-18,1973.2348996184505
1999-05-19,1989.440148915477
1999-05-20,2000.4577487673255
1999-05-21,1981.5742867777872
1999-05-24,1984.8594772212373
1999-05-25,1982.4794638376998
1999-05-26,1956.0730657202696
1999-05-27,1936.3209950348362
1999-05-28,1931.757268533892
1999-05-31,1936.9901765386328
1999-06-01,1938.4253759037624
1999-06-02,1914.587090027042
1999-06-03,1925.732786085039
1999-06-04,1914.7219298960613
1999-06-07,1931.9366104764715
1999-06-08,1965.6147850734271
1999-06-09,1977.7820037147646
1999-06-10,1982.8656631407982
1999-06-11,1988.9299736499402
1999-06-14,1970.5231997217115
1999-06-15,1985.5176245338585
1999-06-16,1982.1783737790265
1999-06-17,1991.7518772873548
1999-06-18,2018.0371944992867
1999-06-21,2008.0414378082328
1999-06-22,1997.9916726261056
1999-06-23,1988.1107735182661
1999-06-24,1978.308475207101
1999-06-25,1992.8285611809333
1999-06-28,1982.0831660761978
1999-06-29,1992.0396934606802
1999-06-30,2001.2117538856485
1999-07-01,2016.4167585342495
1999-07-02,2013.134270676922
1999-07-05,2041.460872372705
1999-07-06,2042.1537143778025
1999-07-07,2029.804451856293
1999-07-08,2010.3250071705688
1999-07-09,2022.8702398427074
1999-07-12,2019.607411768677
1999-07-13,2001.9362019191185
1999-07-14,2007.3444445503742
1999-07-15,2037.5479143256796
1999-07-16,2030.6987837078282
1999-07-19,2011.0753933703515
1999-07-20,2033.2181971904197
1999-07-21,2030.4852398873797
1999-07-22,2019.038628455958
1999-07-23,1997.670513770742
1999-07-26,2016.9899543670308
1999-07-27,2022.6446381577164
1999-07-28,2030.8818048312778
1999-07-29,2018.6670672947514
1999-07-30,2048.8264323935687
1999-08-02,2034.5125370033336
1999-08-03,2031.0025221178603
1999-08-04,2046.8583561873859
1999-08-05,2024.9906422000945
1999-08-06,2017.3649592783254
1999-08-09,2027.855294538262
1999-08-10,2016.109214904345
1999-08-11,2011.4509183547605
1999-08-12,2046.085792286567
1999-08-13,2056.8146662900435
1999-08-16,2061.5076291504456
1999-08-17,2059.6167337024326
1999-08-18,2067.8562328220155
1999-08-19,2062.9644535116363
1999-08-20,2084.196545963795
1999-08-23,2074.3943436791474
1999-08-24,2082.5421196485804
1999-08-25,2106.8587303346735
1999-08-26,2104.0161505695755
1999-08-27,2110.786257698795
1999-08-30,2113.7820612986466
1999-08-31,2113.79193959764
1999-09-01,2140.7424441579933
1999-09-02,2140.8423059175034
1999-09-03,2155.3037357611797
1999-09-06,2155.3255171171027
1999-09-07,2167.086161628003
1999-09-08,2168.3596715749636
1999-09-09,2180.6167657639894
1999-09-10,2173.3993049548094
1999-09-13,2149.9889943517464
1999-09-14,2156.1119430548542
1999-09-15,2134.2276095432435
1999-09-16,2125.5457969084814
1999-09-17,2122.9908997388898
1999-09-20,2128.595225523859
1999-09-21,2115.616832657388
1999-09-22,2105.209595990459
1999-09-23,2100.9161274840126
1999-09-24,2088.007617694799
1999-09-27,2107.532078958781
1999-09-28,2103.541474869217
1999-09-29,2118.7732334968805
1999-09-30,2148.4602615616222
1999-10-01,2150.4720831779646
1999-10-04,2172.251261181921
1999-10-05,2178.1734682893493
1999-10-06,2194.690003482637
1999-10-07,2215.2783586202895
1999-10-08,2183.9421590090765
1999-10-11,2181.9961338433004
1999-10-12,2179.130332777276
1999-10-13,2170.3121841916604
1999-10-14,2170.856737764399
1999-10-15,2163.3928752302827
1999-10-18,2137.668517838676
1999-10-19,2162.8323050982385
1999-10-20,2150.7118647581224
1999-10-21,2164.59261534061
1999-10-22,2169.8481614041757
1999-10-25,2167.411310539813
1999-10-26,2166.3787025374554
1999-10-27,2147.8773128743437
1999-10-28,2164.2869664925242
1999-10-29,2200.241331300846
1999-11-01,2196.446455156555
1999-11-02,2206.8169077822763
1999-11-03,2209.509533554532
1999-11-04,2216.8077432623363
1999-11-05,2208.9594082844205
1999-11-08,2207.4418811781607
1999-11-09,2216.7148517547225
1999-11-10,2244.141271202391
1999-11-11,2260.657082128572
1999-11-12,2241.4976010240916
1999-11-15,2245.4101792786228
1999-11-16,2250.779517486278
1999-11-17,2267.5307160712555
1999-11-18,2275.301416977828
1999-11-19,2274.461369543385
1999-11-22,2246.489754606344
1999-11-23,2235.685830230724
1999-11-24,2223.174514187145
1999-11-25,2275.203249371944
1999-11-26,2270.3976261555754
1999-11-29,2258.695050863959
1999-11-30,2252.982830456275
1999-12-01,2267.79366784118
1999-12-02,2264.982991922304
1999-12-03,2291.5644380402505
1999-12-06,2353.065375547127
1999-12-07,2358.865773281138
1999-12-08,2361.8354519998497
1999-12-09,2364.105427785587
1999-12-10,2351.4054235913654
1999-12-13,2357.9569735693135
1999-12-14,2351.5389595075853
1999-12-15,2349.912777898095
1999-12-16,2394.3442745560747
1999-12-17,2361.0418999428925
1999-12-20,2354.650141951759
1999-12-21,2350.0570281340074
1999-12-22,2370.758382705105
1999-12-23,2421.064550229384
1999-12-24,2469.9294324966572
1999-12-27,2459.2452451016425
1999-12-28,2448.1019459574727
1999-12-29,2448.2056231757983
1999-12-30,2473.3501422283157
1999-12-31,2473.39679174903
2000-01-03,2505.2059034890867
2000-01-04,2467.072618125757
2000-01-05,2418.526049341399
2000-01-06,2432.5287372575067
2000-01-07,2454.2300343180996
2000-01-10,2483.172796535436
2000-01-11,2475.1879157634125
2000-01-12,2461.2076016247606
2000-01-13,2480.1700911242765
2000-01-14,2486.285938476801
2000-01-17,2488.268609641454
2000-01-18,2441.8599349300566
2000-01-19,2434.209504189926
2000-01-20,2436.605912493381
2000-01-21,2412.316727961754
2000-01-24,2398.6027048491405
2000-01-25,2382.588146866937
2000-01-26,2379.450770372763
2000-01-27,2362.940415656628
2000-01-28,2349.757074740312
2000-01-31,2320.257535171351
2000-02-01,2329.0072691465207
2000-02-02,2366.3875825056375
2000-02-03,2438.4313166690986
2000-02-04,2452.8073221550767
2000-02-07,2436.138306361022
2000-02-08,2479.4118967491067
2000-02-09,2456.6305723530036
2000-02-10,2424.7298646352083
2000-02-11,2442.4951777284145
2000-02-14,2427.821352501919
2000-02-15,2398.902729139704
2000-02-16,2394.7667048509525
2000-02-17,2431.007403846912
2000-02-18,2403.854690980773
2000-02-21,2373.85287619623
2000-02-22,2414.448683031605
2000-02-23,2431.6909021040824
2000-02-24,2423.0970474871024
2000-02-25,2393.751933766504
2000-02-28,2344.2141626194098
2000-02-29,2355.994786282932
2000-03-01,2399.5470058529822
2000-03-02,2443.2770500001975
2000-03-03,2451.2321361984555
2000-03-06,2474.592845430077
2000-03-07,2430.863318718201
2000-03-08,2394.7610191664803
2000-03-09,2435.9249572864005
2000-03-10,2443.228810325313
2000-03-13,2401.1607023780803
2000-03-14,2402.4368050573676
2000-03-15,2375.6384045946506
2000-03-16,2426.807043289338
2000-03-17,2433.81195211015
2000-03-20,2440.354713024418
2000-03-21,2426.5007894540013
2000-03-22,2394.932877768795
2000-03-23,2401.393927593147
2000-03-24,2425.1254254484784
2000-03-27,2458.3661645291395
2000-03-28,2472.2363145644576
2000-03-29,2435.798382301354
2000-03-30,2400.4919260327447
2000-03-31,2409.9444353235594
2000-04-03,2381.150263437954
2000-04-04,2418.4570694291256
2000-04-05,2383.980415893575
2000-04-06,2410.0481468062367
2000-04-07,2432.6221549510606
2000-04-10,2446.495671635682
2000-04-11,2436.335683597803
2000-04-12,2418.4857000400166
2000-04-13,2417.6817570352828
2000-04-14,2368.8468828283344
2000-04-17,2341.1067244106553
2000-04-18,2344.532694865601
2000-04-19,2323.6655216951876
