Date,JAPAN IMI VALUE WEIGHTED
1997-05-29,871.7519680705813
1997-05-30,861.6216563185978
1997-06-02,871.0101447165965
1997-06-03,876.4570812509643
1997-06-04,878.9529258233385
1997-06-05,881.6828525844686
1997-06-06,881.5158309262079
1997-06-09,900.4111515126386
1997-06-10,905.2481239278968
1997-06-11,913.8365286974505
1997-06-12,901.1821925160554
1997-06-13,896.7121404234861
1997-06-16,913.0985500962383
1997-06-17,911.4726252408406
1997-06-18,910.5073734873441
1997-06-19,904.2371133327922
1997-06-20,897.4598474082906
1997-06-23,890.873617261585
1997-06-24,894.4801257080817
1997-06-25,913.5898444574511
1997-06-26,915.5133895169303
1997-06-27,903.6108466964209
1997-06-30,907.7280451416001
1997-07-01,893.1330621623176
1997-07-02,897.1614402928719
1997-07-03,900.7460045818048
1997-07-04,893.2869089739745
1997-07-07,893.4996874050792
1997-07-08,894.1090928177784
1997-07-09,888.3751774258981
1997-07-10,887.8302636650266
1997-07-11,884.2057081116808
1997-07-14,890.4909548749166
1997-07-15,875.7897642897553
1997-07-16,881.4246872624582
1997-07-17,883.0910847737207
1997-07-18,880.6968169641009
1997-07-21,878.2242633497668
1997-07-22,875.268458011162
1997-07-23,871.5066437278359
1997-07-24,873.4923697939047
1997-07-25,870.6656075667752
1997-07-28,869.5371425759487
1997-07-29,864.7597880522181
1997-07-30,855.0202366958728
1997-07-31,855.4481528674634
1997-08-01,843.6788942009075
1997-08-04,834.4807859386852
1997-08-05,821.7013619797671
1997-08-06,830.1419067672892
1997-08-07,825.0487394067742
1997-08-08,846.2171548522513
1997-08-11,825.213824866224
1997-08-12,832.0758372979531
1997-08-13,836.2044333818499
1997-08-14,826.40297113793
1997-08-15,834.0147158721554
1997-08-18,823.8553163480547
1997-08-19,818.0623306542843
1997-08-20,823.2170150568854
1997-08-21,825.2534416736587
1997-08-22,810.8446842773732
1997-08-25,802.3693570244412
1997-08-26,808.5420187456369
1997-08-27,795.7229571644434
1997-08-28,795.2036926431758
1997-08-29,778.5912215031237
1997-09-01,762.3866702550534
1997-09-02,764.3449107175185
1997-09-03,782.4509545854308
1997-09-04,781.0439687629835
1997-09-05,778.5099167630825
1997-09-08,775.4378809169721
1997-09-09,788.902091283941
1997-09-10,787.5391936061111
1997-09-11,771.4629191603701
1997-09-12,754.8105216491209
1997-09-15,758.1906542974187
1997-09-16,752.4845148856222
1997-09-17,746.0619939901969
1997-09-18,738.1915385162067
1997-09-19,740.4719639396501
1997-09-22,744.2366943530003
1997-09-23,748.1023178679071
1997-09-24,766.5990691943631
1997-09-25,756.9322811628438
1997-09-26,741.4592269539755
1997-09-29,735.4658865968181
1997-09-30,737.7327560072379
1997-10-01,734.7796720591788
1997-10-02,723.5432369169162
1997-10-03,720.6156410773316
1997-10-06,730.3804761702504
1997-10-07,721.7559226057191
1997-10-08,726.7994883296924
1997-10-09,719.1197310090214
1997-10-10,725.607722678413
1997-10-13,711.0512882491121
1997-10-14,706.6184678312285
1997-10-15,712.888963880422
1997-10-16,732.7035810567543
1997-10-17,727.7905731538528
1997-10-20,716.842747162317
1997-10-21,720.9065585593777
1997-10-22,732.8556141208406
1997-10-23,712.8544657091642
1997-10-24,715.0917614722806
1997-10-27,705.5031120296475
1997-10-28,696.1078108432665
1997-10-29,711.1984784593692
1997-10-30,698.9295614471079
1997-10-31,700.6232959431237
1997-11-03,697.5655511648358
1997-11-04,692.6541695021995
1997-11-05,683.3149395019728
1997-11-06,678.5265523755713
1997-11-07,654.4974844050205
1997-11-10,644.031889167632
1997-11-11,644.51374368705
1997-11-12,628.7952898098966
1997-11-13,627.1057276493598
1997-11-14,610.9198206092971
1997-11-17,651.6204398636754
1997-11-18,662.0598695397006
1997-11-19,627.3709734420735
1997-11-20,636.4837618094257
1997-11-21,655.2046258706483
1997-11-24,650.4017571820567
1997-11-25,614.3310120344802
1997-11-26,612.8814418227123
1997-11-27,625.9935044323129
1997-11-28,628.588659036534
1997-12-01,634.1263570151457
1997-12-02,635.9759007979607
1997-12-03,626.8557975503394
1997-12-04,610.4311906311125
1997-12-05,607.9296374179087
1997-12-08,596.7540473627545
1997-12-09,611.5576940767123
1997-12-10,612.9732803396645
1997-12-11,595.9412852448089
1997-12-12,587.4249513978514
1997-12-15,583.3061003242925
1997-12-16,582.9397319331417
1997-12-17,612.0599507770268
1997-12-18,597.8290918071177
1997-12-19,572.0924030636818
1997-12-22,546.6192878586198
1997-12-23,548.3642029079655
1997-12-24,548.2020115114565
1997-12-25,549.758871154998
1997-12-26,552.6342769138079
1997-12-29,555.4507783044222
1997-12-30,569.9673401372637
1997-12-31,568.6916549573436
1998-01-01,568.6916549573436
1998-01-02,558.8069709868024
1998-01-05,550.6999926435012
1998-01-06,547.7339075368957
1998-01-07,554.7729144285569
1998-01-08,551.9814904810619
1998-01-09,551.2673446897844
1998-01-12,533.5877735260735
1998-01-13,538.7018749898174
1998-01-14,550.189305841463
1998-01-15,554.6380327209793
1998-01-16,586.074285332052
1998-01-19,602.5130984677447
1998-01-20,605.3457216308959
1998-01-21,622.8960139672092
1998-01-22,624.2342544456311
1998-01-23,639.1218201487006
1998-01-26,666.9442722939315
1998-01-27,677.1224112649642
1998-01-28,688.0860518563668
1998-01-29,677.6177883906797
1998-01-30,655.8065371138015
1998-02-02,652.2136034463605
1998-02-03,666.1484865370259
1998-02-04,674.221837611999
1998-02-05,682.7393414107687
1998-02-06,685.8358095932649
1998-02-09,693.0082416466904
1998-02-10,705.797226055007
1998-02-11,704.7051770813493
1998-02-12,706.6666488382612
1998-02-13,685.2851593094017
1998-02-16,675.0399000508695
1998-02-17,670.2927361391565
1998-02-18,666.3936712336503
1998-02-19,665.8638034105229
1998-02-20,660.8212134136494
1998-02-23,656.1915088416522
1998-02-24,645.4631302235647
1998-02-25,643.7605684519663
1998-02-26,652.3002913089211
1998-02-27,673.1462847972457
1998-03-02,693.4948115537167
1998-03-03,690.0276835098956
1998-03-04,683.4368716304025
1998-03-05,669.2295301227525
1998-03-06,674.2122613671097
1998-03-09,669.9332364821992
1998-03-10,670.1315333633697
1998-03-11,655.0985926237357
1998-03-12,648.1383290483216
1998-03-13,668.2211926195539
1998-03-16,654.8613317689583
1998-03-17,657.4885220954325
1998-03-18,644.6384088361928
1998-03-19,642.4143589744361
1998-03-20,644.7145326612997
1998-03-23,641.961112089424
1998-03-24,635.1929298187424
1998-03-25,641.8765641807767
1998-03-26,657.7899037070645
1998-03-27,647.9759113734262
1998-03-30,628.8952544265991
1998-03-31,623.7904273193462
1998-04-01,611.0584782559336
1998-04-02,585.6472242602573
1998-04-03,579.7031737859395
1998-04-06,589.4553941895988
1998-04-07,601.5626506934718
1998-04-08,621.2297296359619
1998-04-09,639.3955104765585
1998-04-10,637.1275762572578
1998-04-13,635.86085311984
1998-04-14,635.5499141638759
1998-04-15,636.1787490340871
1998-04-16,612.0312028595175
1998-04-17,611.1189792288003
1998-04-20,608.38362489707
1998-04-21,615.3932629115836
1998-04-22,616.2587964205499
1998-04-23,619.7271465337267
1998-04-24,625.2404397931584
1998-04-27,607.4844335280286
1998-04-28,600.5818522786846
1998-04-29,601.9826541664302
1998-04-30,610.1499241250064
1998-05-01,603.0400231229575
1998-05-04,602.3901944039496
1998-05-05,609.020418951435
1998-05-06,596.5050918023031
1998-05-07,589.8134838983678
1998-05-08,591.4577261851409
1998-05-11,598.6873326140794
1998-05-12,593.9412605237794
1998-05-13,593.259525212919
1998-05-14,592.8741679847799
1998-05-15,592.0209003556813
1998-05-18,584.0684611688541
1998-05-19,589.0052577069505
1998-05-20,592.2273199659405
1998-05-21,599.8165741071446
1998-05-22,598.4142215777343
1998-05-25,591.6598002874063
1998-05-26,590.1912265849837
1998-05-27,586.5032181753618
1998-05-28,584.055680968046
1998-05-29,583.0159480416571
1998-06-01,567.964698062066
1998-06-02,578.6389697944644
1998-06-03,577.4704820461361
1998-06-04,578.5553656299759
1998-06-05,570.7203188319208
1998-06-08,565.5443586873229
1998-06-09,569.6086587757367
1998-06-10,561.5140968612677
1998-06-11,547.8839838999468
1998-06-12,540.822110343891
1998-06-15,528.1545034087538
1998-06-16,531.4041680843268
1998-06-17,555.9468647308689
1998-06-18,579.2136915778614
1998-06-19,588.748751701038
1998-06-22,571.024846773809
1998-06-23,562.259280233164
1998-06-24,557.6265637397943
1998-06-25,556.5294432410793
1998-06-26,551.6700730733581
1998-06-29,562.0126650018038
1998-06-30,587.2589257191371
1998-07-01,606.5312579010899
1998-07-02,598.0638216360429
1998-07-03,604.5539192218389
1998-07-06,599.7816359700689
1998-07-07,609.7280294572757
1998-07-08,604.7854541872814
1998-07-09,594.6960287417563
1998-07-10,586.4076550483604
1998-07-13,592.8039886743553
1998-07-14,603.1428651267603
1998-07-15,603.2332852027793
1998-07-16,608.2539421874915
1998-07-17,608.0751363181432
1998-07-20,610.8766932045019
1998-07-21,605.7483493221333
1998-07-22,593.5718511119508
1998-07-23,588.1487799480415
1998-07-24,593.5538947792187
1998-07-27,576.4627781232069
1998-07-28,582.3284559428944
1998-07-29,578.2147723616805
1998-07-30,580.742054125656
1998-07-31,579.5496739050195
1998-08-03,567.3811198862237
1998-08-04,566.0590316453932
1998-08-05,569.1359443444194
1998-08-06,564.2662717491231
1998-08-07,558.4547938736844
1998-08-10,547.2041090854962
1998-08-11,536.3261034676844
1998-08-12,537.3972171950434
1998-08-13,541.7344915488771
1998-08-14,534.7693250037178
1998-08-17,526.1413201470087
1998-08-18,534.5984193367266
1998-08-19,545.6990100042697
1998-08-20,550.9432442619172
1998-08-21,536.9296599035358
1998-08-24,533.9308809915187
1998-08-25,533.164554754078
1998-08-26,526.3380567287626
1998-08-27,520.1430988242045
1998-08-28,504.65265768926474
1998-08-31,521.3688794791226
1998-09-01,541.6387448921136
1998-09-02,540.1166515676719
1998-09-03,549.384209511921
1998-09-04,539.9382406370086
1998-09-07,567.7190192739835
1998-09-08,564.6734217737055
1998-09-09,538.4409211521127
1998-09-10,547.5022058618827
1998-09-11,542.1603316455917
1998-09-14,540.0291468197978
1998-09-15,541.2171441111914
1998-09-16,533.771471240087
1998-09-17,535.8103697701264
1998-09-18,536.2680276748773
1998-09-21,522.4214496823281
1998-09-22,516.8092274136598
1998-09-23,512.6159723355166
1998-09-24,526.4878818301606
1998-09-25,517.1723407643879
1998-09-28,518.9232418238419
1998-09-29,525.8197314965207
1998-09-30,508.8517133640616
1998-10-01,496.50220980594037
1998-10-02,499.60423669411676
1998-10-05,492.0301972737178
1998-10-06,502.29242987037867
1998-10-07,561.1088957203103
1998-10-08,561.9059016411111
1998-10-09,562.8263832519573
1998-10-12,576.7580866057626
1998-10-13,556.0275120875118
1998-10-14,551.5309996643233
1998-10-15,556.0910661829372
1998-10-16,574.7860708375756
1998-10-19,589.8247103214452
1998-10-20,585.1013883157657
1998-10-21,602.1684824192403
1998-10-22,602.0983760686429
1998-10-23,597.1361023664582
1998-10-26,586.2353097533908
1998-10-27,582.0607183295097
1998-10-28,576.9157593088331
1998-10-29,586.4350767255759
1998-10-30,587.3029251072045
1998-11-02,611.4265047940605
1998-11-03,609.2782711745675
1998-11-04,623.5436455979699
1998-11-05,620.1529888322136
1998-11-06,605.1956885181892
1998-11-09,588.2296999973288
1998-11-10,578.99089235436
1998-11-11,592.0059906161272
1998-11-12,575.2201044464213
1998-11-13,587.5046747883656
1998-11-16,606.5870612686775
1998-11-17,601.5086199965167
1998-11-18,603.6770229104538
1998-11-19,612.3695108089762
1998-11-20,619.332176778593
1998-11-23,615.5031120648122
1998-11-24,631.0886691768569
1998-11-25,623.9181347652158
1998-11-26,627.5297151482865
1998-11-27,623.8414933617483
1998-11-30,616.4221487349033
1998-12-01,619.5566737550463
1998-12-02,630.0305655816364
1998-12-03,628.6575513564703
1998-12-04,625.8482101466681
1998-12-07,622.1990325358313
1998-12-08,624.7704519154776
1998-12-09,638.4634708563001
1998-12-10,641.6423126589242
1998-12-11,631.9692767112604
1998-12-14,631.7601024451367
1998-12-15,620.5098632288486
1998-12-16,625.7218193376312
1998-12-17,623.2023570887495
1998-12-18,629.7290071587034
1998-12-21,626.144169554105
1998-12-22,612.1798219720683
1998-12-23,617.4499461764007
1998-12-24,612.4201096062325
1998-12-25,618.1887228319364
1998-12-28,618.5330877358523
1998-12-29,625.8972766334495
1998-12-30,628.2161055216218
1998-12-31,638.870940987064
1999-01-01,638.870940987064
1999-01-04,628.0616990653735
1999-01-05,624.9637797284167
1999-01-06,626.1916475440603
1999-01-07,640.1332234286133
1999-01-08,632.3195500151536
1999-01-11,644.2220569133228
1999-01-12,628.1619187336939
1999-01-13,618.317115598265
1999-01-14,627.061607235705
1999-01-15,624.2176261837996
1999-01-18,625.2453713343397
1999-01-19,628.2788011467964
1999-01-20,636.8700608103759
1999-01-21,645.5670787569278
1999-01-22,636.7775302132379
1999-01-25,639.6633259022211
1999-01-26,645.123864577474
1999-01-27,640.8031912652829
1999-01-28,633.5826190538052
1999-01-29,641.4592197846623
1999-02-01,645.7988074746848
1999-02-02,657.0751176710636
1999-02-03,649.4869051347157
1999-02-04,646.849202995235
1999-02-05,638.8157040244962
1999-02-08,637.4470609579497
1999-02-09,629.755392232954
1999-02-10,628.6673798260621
1999-02-11,629.866874937954
1999-02-12,632.9391485951331
1999-02-15,630.01584032197
1999-02-16,619.3372391289848
1999-02-17,613.446882331379
1999-02-18,608.2949674912793
1999-02-19,604.1326351720975
1999-02-22,613.114595849597
1999-02-23,613.6407373389011
1999-02-24,611.4689289052009
1999-02-25,623.0916683601478
1999-02-26,628.9328508252153
1999-03-01,619.9325728718885
1999-03-02,608.2220355635939
1999-03-03,607.1425762620318
1999-03-04,599.1747573489861
1999-03-05,626.3641821151341
1999-03-08,628.5028270834648
1999-03-09,638.7261253870893
1999-03-10,660.110316318788
1999-03-11,662.5955794181217
1999-03-12,667.5974917078015
1999-03-15,683.7000147622581
1999-03-16,702.0169237153899
1999-03-17,709.2332055851494
1999-03-18,698.6112765644544
1999-03-19,722.3227519207775
1999-03-22,717.3962521278946
1999-03-23,715.5238731983865
1999-03-24,701.962767207532
1999-03-25,711.9595328000994
1999-03-26,709.1515066406647
1999-03-29,711.2523308770193
1999-03-30,707.2143029092136
1999-03-31,720.4072635586768
1999-04-01,730.1164245201707
1999-04-02,727.4173555372244
1999-04-05,724.0429353511637
1999-04-06,736.9198309957851
1999-04-07,739.6368183180281
1999-04-08,752.1640127792166
1999-04-09,752.6442033228968
1999-04-12,746.0904826971208
1999-04-13,753.9103548541704
1999-04-14,767.3002334355486
1999-04-15,762.8182693065743
1999-04-16,772.6116576677452
1999-04-19,768.2544095027314
1999-04-20,763.785331308122
1999-04-21,743.7038853941544
1999-04-22,746.4876528506143
1999-04-23,759.654625718348
1999-04-26,768.1094259037761
1999-04-27,763.9658656765711
1999-04-28,769.3813595482229
1999-04-29,769.5751109895544
1999-04-30,763.6135942898442
1999-05-03,758.8168739066463
1999-05-04,753.7656245599593
1999-05-05,753.0183971750176
1999-05-06,778.4899999658257
1999-05-07,774.2328408426886
1999-05-10,779.3603123207622
1999-05-11,767.9998129798786
1999-05-12,771.0494476954807
1999-05-13,760.8154206062227
1999-05-14,756.5329136624144
1999-05-17,735.18288177375
1999-05-18,734.8387725446051
1999-05-19,714.1027447188342
1999-05-20,716.6510963104201
1999-05-21,720.7492134088029
1999-05-24,724.4191772320704
1999-05-25,725.4261779817648
1999-05-26,728.4068538901668
1999-05-27,727.4421402422552
1999-05-28,728.0660578552373
1999-05-31,724.860460988592
1999-06-01,742.7835562874437
1999-06-02,747.0846092685424
1999-06-03,737.2047836265332
1999-06-04,736.3801365151882
1999-06-07,747.7999638059429
1999-06-08,759.1055771566633
1999-06-09,768.8313361960697
1999-06-10,783.9210335493862
1999-06-11,795.2575884964238
1999-06-14,781.9906937649463
1999-06-15,781.7845522410483
1999-06-16,784.0514861285327
1999-06-17,797.3168603807442
1999-06-18,790.3517381620595
1999-06-21,792.0777202342374
1999-06-22,798.2183090516554
1999-06-23,790.0356111574808
1999-06-24,787.86612454334
1999-06-25,788.2899187082127
1999-06-28,794.8059833286666
1999-06-29,801.919537701142
1999-06-30,798.5587427184561
1999-07-01,814.5451964600079
1999-07-02,818.9762773047818
1999-07-05,823.7544907601134
1999-07-06,821.337165993275
1999-07-07,821.7806013626647
1999-07-08,814.6076230167112
1999-07-09,815.6652510967479
1999-07-12,825.976831396424
1999-07-13,832.9125406831608
1999-07-14,844.0640455468019
1999-07-15,851.528489270499
1999-07-16,845.0749314983839
1999-07-19,862.0993438484612
1999-07-20,861.0643388378361
1999-07-21,860.7787439123506
1999-07-22,845.2967794602577
1999-07-23,839.557467684715
1999-07-26,840.7682916695804
1999-07-27,837.4654467385221
1999-07-28,846.8850685586273
1999-07-29,862.974017329142
1999-07-30,870.9416053393644
1999-08-02,865.407464876098
1999-08-03,866.9750764662658
1999-08-04,861.3992137472742
1999-08-05,849.7763026638382
1999-08-06,838.0861858244773
1999-08-09,833.0854033483872
1999-08-10,839.6332098898333
1999-08-11,832.1513757377522
1999-08-12,839.3559031108288
1999-08-13,838.5387078238185
1999-08-16,862.3616963245752
1999-08-17,866.8438341912971
1999-08-18,884.3301481969423
1999-08-19,886.7965610154553
1999-08-20,899.709752810754
1999-08-23,909.5627738544976
1999-08-24,904.2630490248838
1999-08-25,902.9435610033885
1999-08-26,890.288930077234
1999-08-27,888.1363248502139
1999-08-30,901.8839787573096
1999-08-31,893.7316171972913
1999-09-01,916.3055974404434
1999-09-02,918.3639692510077
1999-09-03,910.1563893651729
1999-09-06,920.9927358388464
1999-09-07,906.3695450249654
1999-09-08,902.6581767436747
1999-09-09,926.3392033092932
1999-09-10,927.8382819912713
1999-09-13,958.6514647748729
1999-09-14,960.2865448096632
1999-09-15,969.877705093024
1999-09-16,949.1765527212306
1999-09-17,934.1908890846946
1999-09-20,942.4243895598484
1999-09-21,967.601259992547
1999-09-22,943.9493259757189
1999-09-23,942.2809684308523
1999-09-24,914.5894196582076
1999-09-27,896.7937753231115
1999-09-28,918.3210568843339
1999-09-29,908.7028692662878
1999-09-30,938.447272563482
1999-10-01,953.168121480985
1999-10-04,942.4692623798416
1999-10-05,932.5011880387023
1999-10-06,929.3555531064837
1999-10-07,933.6830666889537
1999-10-08,937.971809382601
1999-10-11,943.8525562557284
1999-10-12,952.7822631282547
1999-10-13,933.910859113014
1999-10-14,941.8609697837351
1999-10-15,939.7295036346638
1999-10-18,915.099489849801
1999-10-19,915.3187405539954
1999-10-20,931.2233499838186
1999-10-21,928.0781235971466
1999-10-22,931.6322319596219
1999-10-25,945.7695833993588
1999-10-26,949.9995044449814
1999-10-27,947.3909798960868
1999-10-28,939.5669342619524
1999-10-29,964.6660907653674
1999-11-01,961.066959511862
1999-11-02,968.8986605169695
1999-11-03,960.4570082680001
1999-11-04,977.2106973193193
1999-11-05,960.3693665972854
1999-11-08,953.4286037864043
1999-11-09,958.8161212907696
1999-11-10,970.3233763682184
1999-11-11,956.1447126281231
1999-11-12,952.9944008792831
1999-11-15,941.8338449321596
1999-11-16,932.3669078614828
1999-11-17,949.8894694893488
1999-11-18,965.914407480633
1999-11-19,970.8711955107922
1999-11-22,987.2098284076304
1999-11-23,993.2750878019759
1999-11-24,985.3370122399025
1999-11-25,973.4317076601942
1999-11-26,999.1076756209261
1999-11-29,1001.6111511521372
1999-11-30,981.9573562442314
1999-12-01,981.9429182644874
1999-12-02,980.6302294136051
1999-12-03,979.497092083113
1999-12-06,973.5592040651185
1999-12-07,981.3410065484435
1999-12-08,965.792564418433
1999-12-09,964.2465312132256
1999-12-10,974.8841217394771
1999-12-13,962.4948064373712
1999-12-14,955.4233084144275
1999-12-15,955.0997938617127
1999-12-16,955.1846806548333
1999-12-17,954.930755881902
1999-12-20,954.3885815645218
1999-12-21,954.6309081111473
1999-12-22,969.6436524419111
1999-12-23,967.2019740446154
1999-12-24,964.4527910766468
1999-12-27,959.6486482695199
1999-12-28,968.6028519589536
1999-12-29,967.7931455422521
1999-12-30,969.7050579541266
1999-12-31,969.7277243992309
2000-01-03,978.474779812767
2000-01-04,963.6448498506875
2000-01-05,944.9346523346047
2000-01-06,916.9362732884766
2000-01-07,919.2117146788497
2000-01-10,920.0464241321181
2000-01-11,940.7189252756368
2000-01-12,930.6986633821231
2000-01-13,936.2556746244665
2000-01-14,942.5577316007351
2000-01-17,970.9083195331091
2000-01-18,959.9312989940929
2000-01-19,945.0233088926095
2000-01-20,951.1577049401864
2000-01-21,952.415273846072
2000-01-24,950.6373822933374
2000-01-25,939.2693418996514
2000-01-26,947.5536755358075
2000-01-27,957.6637191136916
2000-01-28,956.5861994158987
2000-01-31,951.1092630658504
2000-02-01,936.279718522429
2000-02-02,940.2821817847973
2000-02-03,943.0920123672945
2000-02-04,951.0393386389217
2000-02-07,947.6750045227977
2000-02-08,930.4629414798407
2000-02-09,934.3999339531193
2000-02-10,928.8759808035255
2000-02-11,925.4888584853261
2000-02-14,916.2553310418399
2000-02-15,896.8793933847489
2000-02-16,893.5744227000042
2000-02-17,893.6244662914202
2000-02-18,888.9412077162946
2000-02-21,865.978567709974
2000-02-22,861.6880305674503
2000-02-23,869.9156734867705
2000-02-24,878.5520870998188
2000-02-25,890.9182906674756
2000-02-28,903.2656976257438
2000-02-29,897.6097938906365
2000-03-01,922.8933002496271
2000-03-02,918.4013049803075
2000-03-03,912.0903710950407
2000-03-06,906.0478748648686
2000-03-07,918.9444202230594
2000-03-08,913.0095980903199
2000-03-09,919.0231556749371
2000-03-10,926.0562026059899
2000-03-13,912.9507375110684
2000-03-14,915.2194914380748
2000-03-15,910.3812920932953
2000-03-16,925.5620839256433
2000-03-17,934.0799422758652
2000-03-20,929.9349194810815
2000-03-21,923.4362025055585
2000-03-22,917.1734292730785
2000-03-23,915.3397273267063
2000-03-24,921.1693427108536
2000-03-27,940.141826218784
2000-03-28,958.5651678190734
2000-03-29,983.986663339143
2000-03-30,970.4323260629586
2000-03-31,998.6210967295126
2000-04-03,993.8902330725964
2000-04-04,984.9257992909533
2000-04-05,988.701659878611
2000-04-06,976.1504213489384
2000-04-07,975.0987387245442
2000-04-10,976.1948860057429
2000-04-11,968.2650962142883
2000-04-12,987.869133271601
2000-04-13,977.2864359423994
2000-04-14,981.9728013351155
2000-04-17,938.1614522603404
2000-04-18,957.1698029029338
2000-04-19,961.0265238840568
2000-04-20,958.3561995238447
2000-04-21,943.6884159253723
2000-04-24,965.4435292184099
2000-04-25,964.7602549515735
2000-04-26,954.6326864698214
2000-04-27,945.6156535132155
2000-04-28,929.6123736450138
2000-05-01,946.1164184258354
2000-05-02,951.5412024528351
2000-05-03,949.9312999257214
2000-05-04,958.8103949507085
2000-05-05,953.9547647566762
2000-05-08,954.7008681028162
2000-05-09,943.5572698671667
2000-05-10,943.7672873449703
2000-05-11,929.9230989726639
2000-05-12,944.0901422221804
2000-05-15,940.3722582221545
2000-05-16,941.5313785106991
2000-05-17,940.004574454374
2000-05-18,936.7391018488015
2000-05-19,949.2316895931991
2000-05-22,926.7569257976298
2000-05-23,934.0252101471008
2000-05-24,926.0690985964818
2000-05-25,927.5727412874527
2000-05-26,927.5445914139724
2000-05-29,929.9270409759367
2000-05-30,933.894656495654
2000-05-31,921.7203268630435
2000-06-01,923.1682828437825
2000-06-02,931.8755383152991
2000-06-05,953.7097262312385
2000-06-06,968.1524619143767
2000-06-07,968.0792225201552
2000-06-08,963.0959555042178
2000-06-09,961.485448245546
2000-06-12,968.6214270711687
2000-06-13,964.4496998688485
2000-06-14,953.4572063511638
2000-06-15,937.6580149167197
2000-06-16,941.3824071474504
2000-06-19,957.7631823024093
2000-06-20,971.3676026057777
2000-06-21,982.7395212662713
2000-06-22,988.890973092731
2000-06-23,984.4537674035978
2000-06-26,971.0527080754762
2000-06-27,987.6694164980072
