Date,AUSTRALIA SMALL CAP QUALITY
1998-12-31,1000.0000000000001
1999-01-01,1000.0000000000001
1999-01-04,1006.953534717724
1999-01-05,1010.1936833818739
1999-01-06,1033.356098381821
1999-01-07,1053.7907607366526
1999-01-08,1065.4218070520817
1999-01-11,1080.434441727906
1999-01-12,1091.5720890925543
1999-01-13,1054.2665662286786
1999-01-14,1055.7719557121875
1999-01-15,1077.5197409021341
1999-01-18,1077.0504227694953
1999-01-19,1082.546966162739
1999-01-20,1092.2051640704863
1999-01-21,1082.9488039985229
1999-01-22,1068.9801399229839
1999-01-25,1059.7476616573142
1999-01-26,1056.3485064354531
1999-01-27,1065.1513654184303
1999-01-28,1073.0834996667315
1999-01-29,1092.6088910627257
1999-02-01,1105.4475936350661
1999-02-02,1114.7096613681072
1999-02-03,1115.4392470843939
1999-02-04,1124.5035231440972
1999-02-05,1138.6268794847965
1999-02-08,1151.4831600228972
1999-02-09,1142.307981946765
1999-02-10,1118.1489224059144
1999-02-11,1133.1991366406871
1999-02-12,1132.6698689019818
1999-02-15,1139.936982275392
1999-02-16,1129.9965764594212
1999-02-17,1110.7306147709314
1999-02-18,1120.6288644852568
1999-02-19,1152.0961001266867
1999-02-22,1158.7411377517674
1999-02-23,1172.737057374528
1999-02-24,1163.0933588522776
1999-02-25,1131.8371956551794
1999-02-26,1121.600460445066
1999-03-01,1126.717370704045
1999-03-02,1129.6237055871939
1999-03-03,1137.661254084738
1999-03-04,1142.3730949404644
1999-03-05,1166.7221346252334
1999-03-08,1172.0481128346298
1999-03-09,1179.946261634208
1999-03-10,1164.7253361129513
1999-03-11,1185.2884825746382
1999-03-12,1176.8343656956606
1999-03-15,1173.671968984967
1999-03-16,1152.4171760441654
1999-03-17,1135.1932148787791
1999-03-18,1149.0808960303855
1999-03-19,1158.48442448468
1999-03-22,1172.02231035008
1999-03-23,1185.1022552018405
1999-03-24,1176.5427694881457
1999-03-25,1172.7488405784115
1999-03-26,1178.468819772052
1999-03-29,1176.8644129045153
1999-03-30,1165.5885111448795
1999-03-31,1165.3249456800634
1999-04-01,1171.4588092792287
1999-04-02,1168.1712590992215
1999-04-05,1172.3426345866526
1999-04-06,1165.599149608633
1999-04-07,1150.6016832011526
1999-04-08,1140.059506740579
1999-04-09,1162.6706408852751
1999-04-12,1150.7836902097908
1999-04-13,1176.9720919683057
1999-04-14,1175.2312210297248
1999-04-15,1176.014569161435
1999-04-16,1213.8733294160459
1999-04-19,1255.59479524788
1999-04-20,1242.9360279841778
1999-04-21,1234.3561845699285
1999-04-22,1247.6908466274283
1999-04-23,1244.9148063562209
1999-04-26,1244.1778731006743
1999-04-27,1238.2438151334645
1999-04-28,1238.9425049398571
1999-04-29,1265.1524364638885
1999-04-30,1288.3799895620748
1999-05-03,1290.3123955389606
1999-05-04,1285.244014866896
1999-05-05,1264.8717397359285
1999-05-06,1292.5869108686427
1999-05-07,1294.4327158920896
1999-05-10,1261.2174144410192
1999-05-11,1262.9112340791958
1999-05-12,1264.303437601799
1999-05-13,1270.1432912990288
1999-05-14,1263.1267107951053
1999-05-17,1252.7517317188033
1999-05-18,1262.8499660475638
1999-05-19,1235.771236993259
1999-05-20,1236.7341922211958
1999-05-21,1243.131076682328
1999-05-24,1243.3062950578303
1999-05-25,1223.4512000134432
1999-05-26,1209.737390477982
1999-05-27,1205.3994337312313
1999-05-28,1214.4384569049175
1999-05-31,1215.4307139929492
1999-06-01,1196.7323261383124
1999-06-02,1201.6170381691247
1999-06-03,1214.7858129669692
1999-06-04,1230.7253210304991
1999-06-07,1241.4230513899695
1999-06-08,1237.3288690226673
1999-06-09,1244.5848141117217
1999-06-10,1233.6668086463608
1999-06-11,1238.6998531307179
1999-06-14,1242.6745240754517
1999-06-15,1232.7851916782377
1999-06-16,1239.9616583491124
1999-06-17,1247.2721130804844
1999-06-18,1234.587706366382
1999-06-21,1237.6246015411296
1999-06-22,1244.5752340436543
1999-06-23,1254.419482772348
1999-06-24,1251.8097608717374
1999-06-25,1245.2776937036067
1999-06-28,1253.3363594152117
1999-06-29,1256.1671782846329
1999-06-30,1269.0410327871987
1999-07-01,1308.5546036313026
1999-07-02,1331.6016662987288
1999-07-05,1332.1735158414976
1999-07-06,1333.1854369453536
1999-07-07,1313.5931835334104
1999-07-08,1325.5830494111244
1999-07-09,1310.716824149074
1999-07-12,1320.1487000320558
1999-07-13,1320.019185126551
1999-07-14,1315.2675929496145
1999-07-15,1332.0026715197846
1999-07-16,1314.3350783207734
1999-07-19,1313.8331052097963
1999-07-20,1283.1787042800377
1999-07-21,1258.1690563068369
1999-07-22,1266.8791146901356
1999-07-23,1273.548497436618
1999-07-26,1247.993681278645
1999-07-27,1243.705502560701
1999-07-28,1248.160040811928
1999-07-29,1238.8370063810937
1999-07-30,1242.6747619915761
1999-08-02,1221.9227957831913
1999-08-03,1237.3634597868813
1999-08-04,1232.6054128447217
1999-08-05,1227.644651591424
1999-08-06,1222.7721398005617
1999-08-09,1231.7358110257367
1999-08-10,1227.68959117173
1999-08-11,1222.1287019625909
1999-08-12,1244.8490820072743
1999-08-13,1261.7981917854088
1999-08-16,1266.5359276646936
1999-08-17,1249.3765158177575
1999-08-18,1259.3171575990343
1999-08-19,1218.3543604516299
1999-08-20,1217.5297122940794
1999-08-23,1234.6844374214434
1999-08-24,1232.2780534276944
1999-08-25,1225.4165280763627
1999-08-26,1221.8383936689904
1999-08-27,1221.7074100238078
1999-08-30,1219.784269221271
1999-08-31,1205.1844370838292
1999-09-01,1220.734161431104
1999-09-02,1213.5655934055746
1999-09-03,1220.629399843579
1999-09-06,1228.2614313294068
1999-09-07,1240.7282473247794
1999-09-08,1249.0834533145307
1999-09-09,1270.5054753200372
1999-09-10,1288.6426365950708
1999-09-13,1305.5147508355894
1999-09-14,1293.6069302846206
1999-09-15,1271.2030803052073
1999-09-16,1253.2158477922485
1999-09-17,1258.4840683368911
1999-09-20,1240.5607823199716
1999-09-21,1240.3700054286778
1999-09-22,1244.4931224842023
1999-09-23,1265.046560471693
1999-09-24,1259.100004028063
1999-09-27,1302.3488019318327
1999-09-28,1306.8496751033372
1999-09-29,1270.1770253295238
1999-09-30,1263.243981597788
1999-10-01,1265.5681219173707
1999-10-04,1278.429224102465
1999-10-05,1303.4680123902085
1999-10-06,1259.5380716464306
1999-10-07,1258.2110875615438
1999-10-08,1248.1056979677655
1999-10-11,1259.8642045269248
1999-10-12,1251.5034983930334
1999-10-13,1251.82010922587
1999-10-14,1242.2181515603463
1999-10-15,1210.4789317278903
1999-10-18,1186.2359329452322
1999-10-19,1193.3569060373231
1999-10-20,1199.7615403876016
1999-10-21,1191.4861556535861
1999-10-22,1211.5842917588477
1999-10-25,1210.4803307502725
1999-10-26,1202.3108077388229
1999-10-27,1191.3669039552908
1999-10-28,1214.1511346574518
1999-10-29,1206.962519823841
1999-11-01,1221.9854188546508
1999-11-02,1224.4103504927527
1999-11-03,1236.006345676816
1999-11-04,1229.0674890973069
1999-11-05,1231.961123270352
1999-11-08,1232.53810663627
1999-11-09,1226.839992707859
1999-11-10,1227.1060394547849
1999-11-11,1254.1484099766828
1999-11-12,1267.4268702585723
1999-11-15,1267.556432224732
1999-11-16,1255.0677383852417
1999-11-17,1266.2047574509672
1999-11-18,1273.4320913020265
1999-11-19,1266.9925884652034
1999-11-22,1256.6463271773323
1999-11-23,1255.8741869953042
1999-11-24,1259.9143001234177
1999-11-25,1264.6590109716471
1999-11-26,1273.748117494448
1999-11-29,1285.6979303874334
1999-11-30,1268.3861052538446
1999-12-01,1261.8502253328206
1999-12-02,1261.571973777068
1999-12-03,1261.0272449641345
1999-12-06,1229.8544361777135
1999-12-07,1226.1702298633127
1999-12-08,1232.8078854711914
1999-12-09,1249.7345803054254
1999-12-10,1238.70664171889
1999-12-13,1242.988653087483
1999-12-14,1243.0225087091414
1999-12-15,1240.5985510932076
1999-12-16,1245.335592819951
1999-12-17,1258.1216871911386
1999-12-20,1264.2682184260316
1999-12-21,1260.6714223031931
1999-12-22,1276.2038455625266
1999-12-23,1262.3853218221152
1999-12-24,1262.0538994690376
1999-12-27,1265.2140066179195
1999-12-28,1272.560972611633
1999-12-29,1288.8001313374766
1999-12-30,1306.4264243752532
1999-12-31,1306.4264243752532
2000-01-03,1300.9637075582662
2000-01-04,1263.5374010928604
2000-01-05,1229.5912320739633
2000-01-06,1220.927927237253
2000-01-07,1231.962416628024
2000-01-10,1266.0483635563542
2000-01-11,1252.9807890273148
2000-01-12,1247.6104653592517
2000-01-13,1251.0534616636994
2000-01-14,1269.4310263452373
2000-01-17,1254.0573536491052
2000-01-18,1254.7355673698667
2000-01-19,1247.240556629752
2000-01-20,1251.40927567183
2000-01-21,1246.8957245173083
2000-01-24,1223.1031494189444
2000-01-25,1206.8811254661002
2000-01-26,1206.1636588223812
2000-01-27,1229.3274370707106
2000-01-28,1218.6985580389096
2000-01-31,1213.427834148292
2000-02-01,1215.1748034073642
2000-02-02,1225.1855799003984
2000-02-03,1204.9852123144346
2000-02-04,1207.6499360455775
2000-02-07,1235.7187412400842
2000-02-08,1212.4804048867954
2000-02-09,1218.479254862568
2000-02-10,1231.6227570484364
2000-02-11,1220.8680293806642
2000-02-14,1219.0622291980324
2000-02-15,1212.1411822689981
2000-02-16,1204.3031899446682
2000-02-17,1203.7123212521212
2000-02-18,1175.171627622156
2000-02-21,1165.9859532148257
2000-02-22,1146.6490233843263
2000-02-23,1146.7660618128614
2000-02-24,1138.4348330263638
2000-02-25,1173.1517760687489
2000-02-28,1165.4591673823622
2000-02-29,1176.4463456734445
2000-03-01,1156.652346829705
2000-03-02,1169.3644672472744
2000-03-03,1164.8359482180686
2000-03-06,1146.8923887831902
2000-03-07,1152.1843356620516
2000-03-08,1151.2406252699152
2000-03-09,1151.057333675708
2000-03-10,1175.9410127267968
2000-03-13,1177.8890517975394
2000-03-14,1184.5227297853767
2000-03-15,1167.002092171997
2000-03-16,1178.7790791162781
2000-03-17,1176.7768258040492
2000-03-20,1174.2712396206036
2000-03-21,1169.9302536902505
2000-03-22,1180.148240559499
2000-03-23,1169.562406163245
2000-03-24,1172.8393531329912
2000-03-27,1170.9193081643218
2000-03-28,1190.7126566259094
2000-03-29,1185.7457036130124
