Date,TAIWAN IMI VALUE WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,997.3009383324126
1999-01-05,955.5993202959771
1999-01-06,968.1752233153348
1999-01-07,1006.8661264267258
1999-01-08,1017.9420639157302
1999-01-11,1014.1339203423255
1999-01-12,1003.666723348401
1999-01-13,982.6957984560993
1999-01-14,968.8641236279332
1999-01-15,1014.4914633525652
1999-01-18,1000.3019846971438
1999-01-19,994.0912373663483
1999-01-20,993.3630014837714
1999-01-21,995.5230483351911
1999-01-22,979.3744972764902
1999-01-25,950.5679741048694
1999-01-26,961.8745101014057
1999-01-27,971.2085695058088
1999-01-28,966.7708948571743
1999-01-29,960.8863991081846
1999-02-01,948.3670857563651
1999-02-02,928.0848446577859
1999-02-03,925.0337901717692
1999-02-04,889.61946936963
1999-02-05,877.7494137145458
1999-02-08,940.9142108447398
1999-02-09,920.3579445408327
1999-02-10,933.4594992454355
1999-02-11,935.1529857636543
1999-02-12,937.0599149412307
1999-02-15,940.5207778852132
1999-02-16,945.2738569505544
1999-02-17,939.3597099813754
1999-02-18,940.309185316669
1999-02-19,947.3690453918017
1999-02-22,1019.2705572753651
1999-02-23,1008.9356676506957
1999-02-24,1016.4428658484426
1999-02-25,1017.9803533794676
1999-02-26,1031.230160313521
1999-03-01,1037.602714139242
1999-03-02,1030.995039840425
1999-03-03,1054.8007979127385
1999-03-04,1060.4271021896554
1999-03-05,1055.978860915124
1999-03-08,1059.8313486800625
1999-03-09,1067.2355141452472
1999-03-10,1062.0216360754778
1999-03-11,1064.857842701929
1999-03-12,1056.9205501233464
1999-03-15,1077.3349408501222
1999-03-16,1089.9500071746133
1999-03-17,1091.6620070576791
1999-03-18,1116.1480161556856
1999-03-19,1140.8270648235261
1999-03-22,1149.6468613195748
1999-03-23,1135.160180154741
1999-03-24,1123.8812467775379
1999-03-25,1138.1043187082314
1999-03-26,1170.0758138302526
1999-03-29,1151.155129604007
1999-03-30,1146.0318293938446
1999-03-31,1141.609028775165
1999-04-01,1166.1122560144825
1999-04-02,1208.1172643260343
1999-04-05,1209.7609917916332
1999-04-06,1199.5159293130166
1999-04-07,1189.7232226111964
1999-04-08,1205.667585817122
1999-04-09,1209.7421847377539
1999-04-12,1195.5429402591783
1999-04-13,1216.2510987405497
1999-04-14,1228.029422168652
1999-04-15,1261.863973238479
1999-04-16,1263.3407315395843
1999-04-19,1307.390895765103
1999-04-20,1308.0968766899505
1999-04-21,1283.321537211574
1999-04-22,1283.9909351377808
1999-04-23,1303.0986317558538
1999-04-26,1309.329902895011
1999-04-27,1291.00606002319
1999-04-28,1283.7541620327731
1999-04-29,1255.8066402367779
1999-04-30,1273.1761073495584
1999-05-03,1277.773412018924
1999-05-04,1309.5251749469135
1999-05-05,1297.5567135977856
1999-05-06,1278.4132509247218
1999-05-07,1262.0602330565953
1999-05-10,1262.4386505079717
1999-05-11,1271.5575137312019
1999-05-12,1272.6954856585962
1999-05-13,1270.8485398221776
1999-05-14,1290.4980448725
1999-05-17,1291.5331720031502
1999-05-18,1286.5082196235142
1999-05-19,1286.5954165621422
1999-05-20,1291.0452492778995
1999-05-21,1297.4669668666843
1999-05-24,1287.2082603611557
1999-05-25,1249.119359511968
1999-05-26,1268.6406923248455
1999-05-27,1279.966883332612
1999-05-28,1264.1563924881718
1999-05-31,1245.284937348881
1999-06-01,1257.3337348396747
1999-06-02,1283.437357368235
1999-06-03,1300.2186458022322
1999-06-04,1308.1339868304017
1999-06-07,1343.13925752562
1999-06-08,1337.6106403687036
1999-06-09,1345.1148164780966
1999-06-10,1347.226306061083
1999-06-11,1351.8698288791395
1999-06-14,1357.211738397529
1999-06-15,1350.247987905417
1999-06-16,1373.6948761960116
1999-06-17,1400.3727745912756
1999-06-18,1391.3513342307253
1999-06-21,1425.105637707879
1999-06-22,1455.501883398269
1999-06-23,1437.0139109318968
1999-06-24,1442.1678019369174
1999-06-25,1376.4064810236193
1999-06-28,1388.8681968030123
1999-06-29,1426.7604724525515
1999-06-30,1420.4780400455843
1999-07-01,1429.1979655068692
1999-07-02,1448.3872134609442
1999-07-05,1460.9704809741424
1999-07-06,1432.8782279338893
1999-07-07,1436.8589064148994
1999-07-08,1457.6645383746543
1999-07-09,1448.9806812189306
1999-07-12,1440.960766858412
1999-07-13,1390.2422267503302
1999-07-14,1338.3851842421454
1999-07-15,1337.7662642119722
1999-07-16,1250.566169498642
1999-07-19,1237.2365352673166
1999-07-20,1280.8170973621518
1999-07-21,1260.8958203893155
1999-07-22,1246.2454997178106
1999-07-23,1260.625651053471
1999-07-26,1218.5546953476555
1999-07-27,1189.9570307385036
1999-07-28,1209.7086942615197
1999-07-29,1179.1358968391846
1999-07-30,1186.2522828492238
1999-08-02,1162.1273165911825
1999-08-03,1158.7727855383353
1999-08-04,1142.3866498832347
