Date,BRAZIL IMI VALUE WEIGHTED
1999-08-06,1012.2903730358432
1999-08-09,1005.922851595977
1999-08-10,987.6147189388118
1999-08-11,1023.4913193432499
1999-08-12,1021.8077452959171
1999-08-13,1031.3653523596074
1999-08-16,1027.9323535025926
1999-08-17,1014.7259926724782
1999-08-18,976.4094596637046
1999-08-19,967.9327093718197
1999-08-20,1012.2396043021226
1999-08-23,1038.6710578510827
1999-08-24,1033.5356968260146
1999-08-25,1076.6157237717132
1999-08-26,1062.6727434818797
1999-08-27,1054.1776693851257
1999-08-30,1062.7180885132318
1999-08-31,1060.861164136844
1999-09-01,1081.9748872716848
1999-09-02,1088.3842078330415
1999-09-03,1108.5147562879295
1999-09-06,1117.4586033127966
1999-09-07,1115.7271188314542
1999-09-08,1123.0656773681526
1999-09-09,1155.2723223968433
1999-09-10,1168.4938564711479
1999-09-13,1175.5108260240825
1999-09-14,1178.977589286491
1999-09-15,1162.0249085057435
1999-09-16,1146.7768117358494
1999-09-17,1166.7705778566858
1999-09-20,1190.2701269734616
1999-09-21,1166.6989751787878
1999-09-22,1171.2278162193406
1999-09-23,1157.8500168003627
1999-09-24,1166.995885734055
1999-09-27,1168.870512583658
1999-09-28,1149.2812139797866
1999-09-29,1142.2905526489644
1999-09-30,1105.670313960648
1999-10-01,1086.6745354575232
1999-10-04,1091.163128420732
1999-10-05,1073.5956149382139
1999-10-06,1099.9552732114123
1999-10-07,1106.2298194699267
1999-10-08,1119.253465188947
1999-10-11,1125.5009802045547
1999-10-12,1116.1121892894364
1999-10-13,1092.7953002130089
1999-10-14,1089.9602314900715
1999-10-15,1063.344478534176
1999-10-18,1045.9273964664305
1999-10-19,1056.3703888524092
1999-10-20,1081.729563061145
1999-10-21,1081.8969867326907
1999-10-22,1123.5888185872927
1999-10-25,1115.273654078074
1999-10-26,1125.0967859985458
1999-10-27,1141.7723031026228
1999-10-28,1162.2393985241642
1999-10-29,1181.6627303023781
1999-11-01,1192.8538598182745
1999-11-02,1192.8538598182745
1999-11-03,1231.8705441208995
1999-11-04,1271.4346650118675
1999-11-05,1308.1129212114163
1999-11-08,1323.5717211822175
1999-11-09,1309.1042681628564
1999-11-10,1333.5363492851286
1999-11-11,1340.7996827560462
1999-11-12,1349.0542227814765
1999-11-15,1350.6903919741965
1999-11-16,1359.6937132317507
1999-11-17,1334.9147748241794
1999-11-18,1372.03449827661
1999-11-19,1424.4759441782705
1999-11-22,1416.466714238876
1999-11-23,1438.0879367075286
1999-11-24,1435.8950663631047
1999-11-25,1456.7848324242884
1999-11-26,1505.554521654816
1999-11-29,1514.7926306761528
1999-11-30,1517.081966718199
1999-12-01,1520.9615504198964
1999-12-02,1580.3753408429463
1999-12-03,1594.9157152052908
1999-12-06,1555.8593265224233
1999-12-07,1563.547714188894
1999-12-08,1558.9936439661665
1999-12-09,1572.7239848110792
1999-12-10,1598.4591049973933
1999-12-13,1612.3628537009868
1999-12-14,1610.7894717457616
1999-12-15,1592.8073210836126
1999-12-16,1610.3348263216722
1999-12-17,1679.0767178839876
1999-12-20,1723.1069472176769
1999-12-21,1751.9051788063068
1999-12-22,1772.2970554847325
1999-12-23,1753.1949316471203
1999-12-24,1753.2134953406703
1999-12-27,1759.3348509613093
1999-12-28,1788.8643268775045
1999-12-29,1850.473927832962
1999-12-30,1899.5366680410693
1999-12-31,1899.5366680410693
2000-01-03,1851.724615127068
2000-01-04,1715.0931226526252
2000-01-05,1744.1092182873151
2000-01-06,1730.8987414195922
2000-01-07,1775.8653214941626
2000-01-10,1855.178792527455
2000-01-11,1808.3915254124897
2000-01-12,1809.5007592939617
2000-01-13,1851.279135918202
2000-01-14,1909.8973028996375
2000-01-17,1959.7848785531564
2000-01-18,1943.117837871908
2000-01-19,1920.2915113719203
2000-01-20,1912.5398767629579
2000-01-21,1909.7836471044866
2000-01-24,1928.464340062696
2000-01-25,1915.6477085620465
2000-01-26,1925.024591488851
2000-01-27,1945.6680336563602
2000-01-28,1902.4151789762655
2000-01-31,1878.0644422180455
2000-02-01,1892.809440309579
2000-02-02,1905.619862929827
2000-02-03,1936.4664263163552
2000-02-04,1997.1404675093384
2000-02-07,2005.0239968040169
2000-02-08,2038.950126627486
2000-02-09,2008.6446453478407
2000-02-10,2031.1182888772892
2000-02-11,1996.0365389125088
2000-02-14,1964.1117265827195
2000-02-15,1945.545126519796
2000-02-16,1972.7022410880172
2000-02-17,1968.597394410795
2000-02-18,1934.0429559740055
2000-02-21,1957.644566810723
2000-02-22,1882.9895571745562
2000-02-23,1909.7328567049644
2000-02-24,1916.5286033859097
2000-02-25,1944.92444170762
2000-02-28,1941.3786524501809
2000-02-29,1952.5492586170112
2000-03-01,1958.725948575661
2000-03-02,1960.5470414654387
2000-03-03,2028.0235927093208
2000-03-06,2029.696876934525
2000-03-07,2038.3363747005312
2000-03-08,2020.1185397807774
2000-03-09,2019.2443355212638
2000-03-10,2007.8445019015728
2000-03-13,1944.2758698738892
2000-03-14,1931.8073874604665
2000-03-15,1913.9055543731358
2000-03-16,1941.6845737108697
2000-03-17,1935.4949997174579
2000-03-20,1921.173448574965
2000-03-21,1972.6047351390387
2000-03-22,2009.3477977995383
2000-03-23,2006.1572433729139
2000-03-24,2011.0228339026114
2000-03-27,2022.0823160545788
2000-03-28,1990.7654520875533
2000-03-29,2000.2531052134073
2000-03-30,1964.0589487251839
2000-03-31,2006.4182046386195
2000-04-03,1967.8912377566355
2000-04-04,1928.1105611988266
2000-04-05,1898.1787648883944
2000-04-06,1933.565080472024
2000-04-07,1966.6878837602078
2000-04-10,1915.4160476394852
2000-04-11,1881.982180034239
2000-04-12,1874.0919685670212
2000-04-13,1785.0487099017066
2000-04-14,1688.2880781184795
2000-04-17,1677.7974652644273
2000-04-18,1752.7799305914998
2000-04-19,1708.6839125754866
2000-04-20,1746.3552213606881
2000-04-21,1746.3468262021825
2000-04-24,1701.8288515918314
2000-04-25,1780.6696047198084
2000-04-26,1781.3865886765698
2000-04-27,1801.2879131216794
2000-04-28,1854.4634340822995
2000-05-01,1860.2815987532974
2000-05-02,1869.7603723943541
2000-05-03,1850.6138317741604
2000-05-04,1850.4034797255104
2000-05-05,1883.2378323054356
2000-05-08,1848.2865718592361
2000-05-09,1795.6860167140558
2000-05-10,1760.0952121188595
2000-05-11,1772.585461102999
2000-05-12,1745.9820688595241
2000-05-15,1794.742420485455
2000-05-16,1854.002635866065
2000-05-17,1832.5967098461238
2000-05-18,1800.896862276175
2000-05-19,1768.469284257231
2000-05-22,1686.37316702015
2000-05-23,1644.0249830881571
2000-05-24,1700.9131724346607
2000-05-25,1694.1251265541698
2000-05-26,1700.6173077313695
2000-05-29,1720.6237514316897
2000-05-30,1770.8246041273392
2000-05-31,1768.988490658583
2000-06-01,1807.4158041106516
2000-06-02,1853.94571316477
2000-06-05,1856.9241011784632
2000-06-06,1812.8567505085816
2000-06-07,1856.1684978723092
2000-06-08,1868.8340575821169
2000-06-09,1871.9242843805011
2000-06-12,1844.1163071161886
2000-06-13,1845.0974403498003
2000-06-14,1852.0982008241097
2000-06-15,1888.0248626329358
2000-06-16,1888.0191272972738
2000-06-19,1930.78410865057
2000-06-20,1941.2423869500608
2000-06-21,2002.3528396851325
2000-06-22,2016.655088876557
2000-06-23,1977.3589864746268
2000-06-26,1952.1068574667822
2000-06-27,1948.542776160236
2000-06-28,1962.3750101569494
2000-06-29,1930.287923673641
2000-06-30,1949.2893812359482
2000-07-03,1985.6304229665889
2000-07-04,2027.8437386639953
2000-07-05,2013.758655173357
2000-07-06,2049.6638550663974
2000-07-07,2102.9203305721853
2000-07-10,2093.228714562223
2000-07-11,2028.1417074207664
2000-07-12,2060.1884034781842
2000-07-13,2013.6743868653039
2000-07-14,2056.0365016019673
2000-07-17,2123.22417397471
2000-07-18,2125.0902231615805
2000-07-19,2087.4261625459835
2000-07-20,2118.9869238149245
2000-07-21,2119.4693683247824
2000-07-24,2147.301815770782
2000-07-25,2098.249345688201
2000-07-26,2107.9722724963067
2000-07-27,2116.8008214558677
2000-07-28,2100.384537718503
2000-07-31,2115.8746009480215
2000-08-01,2066.9933557851286
2000-08-02,2088.541963979101
2000-08-03,2135.076671723214
2000-08-04,2148.28148071113
2000-08-07,2170.6373134650394
2000-08-08,2184.3167513532126
2000-08-09,2164.331786442288
2000-08-10,2155.8457949914346
2000-08-11,2233.5005635061084
2000-08-14,2274.648695034805
2000-08-15,2238.8897473787624
2000-08-16,2192.378893118719
2000-08-17,2223.8928557112786
2000-08-18,2187.3016693214936
2000-08-21,2178.7907835631377
2000-08-22,2205.7311693251454
2000-08-23,2228.1741028356487
2000-08-24,2188.1649857048933
2000-08-25,2220.237592053394
2000-08-28,2212.423484354758
2000-08-29,2204.738596503604
2000-08-30,2241.2669907839977
2000-08-31,2249.8211652156724
2000-09-01,2262.650296182359
2000-09-04,2268.8141257672455
2000-09-05,2293.9972844733843
2000-09-06,2349.9221217006398
2000-09-07,2370.3519632752827
2000-09-08,2370.9877084409504
2000-09-11,2378.1530843541886
2000-09-12,2338.1360139199633
2000-09-13,2343.510076365123
2000-09-14,2323.366154297509
2000-09-15,2282.6791359227136
2000-09-18,2219.849938315557
2000-09-19,2252.588161043386
2000-09-20,2250.8587410454993
2000-09-21,2235.196571059764
2000-09-22,2177.16056758993
2000-09-25,2224.6711237189215
2000-09-26,2181.455621094629
2000-09-27,2142.197500607982
2000-09-28,2165.0936512526932
2000-09-29,2169.6674571979975
2000-10-02,2129.7587346199743
2000-10-03,2154.715507071558
2000-10-04,2178.2558947853677
2000-10-05,2231.7155891625594
2000-10-06,2200.4776510256747
2000-10-09,2186.4480598458135
2000-10-10,2187.4329174263994
2000-10-11,2153.3564233583265
2000-10-12,2180.212232038964
2000-10-13,2149.2633437428694
2000-10-16,2188.8153143731397
2000-10-17,2153.6988825674925
2000-10-18,2083.8118412916683
2000-10-19,2144.680200708214
2000-10-20,2100.885838035378
2000-10-23,2027.7733860295343
2000-10-24,1990.272523295211
2000-10-25,1964.9753200032928
2000-10-26,2004.7208956074712
2000-10-27,2049.461239720402
2000-10-30,2081.1461406309427
2000-10-31,2087.96002928567
2000-11-01,2057.9476675155493
2000-11-02,2043.4059564204088
2000-11-03,2005.1279712916569
2000-11-06,2022.7828778753749
2000-11-07,2022.8983153964482
2000-11-08,2003.417564560541
2000-11-09,1981.6501850062787
2000-11-10,1995.4046037376543
2000-11-13,1979.676911067822
2000-11-14,2000.79779003695
2000-11-15,1988.4630187361147
2000-11-16,1997.1639345681751
2000-11-17,1965.1010678272442
2000-11-20,2044.405133467765
2000-11-21,2110.2966205159623
2000-11-22,2085.87758574587
2000-11-23,2044.7736333304874
2000-11-24,2044.3811012467372
2000-11-27,1975.740938535233
2000-11-28,1933.072119983722
2000-11-29,1934.958938592734
2000-11-30,1849.8054561450772
2000-12-01,1835.3597085297251
2000-12-04,1810.4962153881584
2000-12-05,1914.0834230132027
2000-12-06,1896.9731657800678
2000-12-07,1923.2370992013005
2000-12-08,1978.348462012283
2000-12-11,2014.3857511036592
2000-12-12,1988.66722477474
2000-12-13,2049.568782936492
2000-12-14,2009.2938232737042
2000-12-15,1962.6268257281324
2000-12-18,1988.3768445361798
2000-12-19,2014.754859812193
2000-12-20,1922.461332462803
2000-12-21,1896.5048759444146
2000-12-22,1882.20346941226
2000-12-25,1882.3358227895967
2000-12-26,1876.6632522871605
2000-12-27,1915.6329634399992
2000-12-28,1947.4530878460714
2000-12-29,1925.4915504186936
2001-01-01,1925.3599944297432
2001-01-02,1930.2191143648681
2001-01-03,2049.8147456940965
2001-01-04,2062.461771350239
2001-01-05,2014.5097126377937
2001-01-08,2027.731035264018
2001-01-09,2103.3993525457213
2001-01-10,2105.670622036567
2001-01-11,2088.970107218912
2001-01-12,2094.1039931951063
2001-01-15,2128.6048340812035
2001-01-16,2109.8116305057138
2001-01-17,2164.683109984771
2001-01-18,2180.676401861414
2001-01-19,2207.458139908208
2001-01-22,2201.170062939259
2001-01-23,2239.6545644075472
2001-01-24,2266.5434757230178
2001-01-25,2257.703683388675
2001-01-26,2278.5690316697696
2001-01-29,2292.45568190633
2001-01-30,2267.821624968131
2001-01-31,2262.6305086941497
2001-02-01,2165.138694716607
2001-02-02,2165.225050802361
2001-02-05,2128.108900890392
2001-02-06,2170.3584880892704
2001-02-07,2145.1071957805066
2001-02-08,2235.7885155452145
2001-02-09,2214.2085305773708
2001-02-12,2207.3758733619698
2001-02-13,2245.104073077499
2001-02-14,2252.6545479790316
2001-02-15,2283.2811554783098
2001-02-16,2153.6795300305566
2001-02-19,2109.5558122106545
2001-02-20,2126.310615701124
2001-02-21,2071.6414373019047
2001-02-22,2095.8062318648763
2001-02-23,2109.404828109981
2001-02-26,2122.901868705315
2001-02-27,2098.0059460598904
2001-02-28,2069.2861625558503
2001-03-01,2091.908430895559
2001-03-02,2112.275628347585
2001-03-05,2121.136574990506
2001-03-06,2101.1241514288126
2001-03-07,2092.448260865019
2001-03-08,2086.877595763336
2001-03-09,2072.977678585733
2001-03-12,2015.1110197124472
2001-03-13,2046.0526522707237
2001-03-14,2004.7684008240778
2001-03-15,1974.1654462167617
2001-03-16,1968.7652633500768
2001-03-19,1889.873041334326
2001-03-20,1963.9171353504703
2001-03-21,1980.0282543651394
2001-03-22,1879.1262615611627
2001-03-23,1873.0244823055311
2001-03-26,1926.8807403785065
2001-03-27,1947.71638722825
2001-03-28,1958.668810773173
2001-03-29,1924.80298568516
2001-03-30,1918.1346804011969
2001-04-02,1887.3144277274048
2001-04-03,1831.6764510908135
2001-04-04,1817.270317460321
2001-04-05,1885.8294798730938
2001-04-06,1903.2464067229928
2001-04-09,1908.741388662212
2001-04-10,1996.281695187247
2001-04-11,1974.1189681823794
2001-04-12,1950.5076154674546
2001-04-13,1950.5903935310612
2001-04-16,1903.8496810231081
2001-04-17,1902.4244775276193
2001-04-18,1979.7247017551435
2001-04-19,1874.6284577676038
2001-04-20,1740.4807853433963
2001-04-23,1746.8312622618025
2001-04-24,1775.831892962706
2001-04-25,1758.7001368793503
2001-04-26,1827.8535710270635
2001-04-27,1899.8190744046258
2001-04-30,1940.1052377246695
2001-05-01,1913.4255723881797
2001-05-02,1892.6454262201373
2001-05-03,1891.1926797139388
2001-05-04,1910.4484087499459
2001-05-07,1908.9797385603338
2001-05-08,1876.4524462905226
2001-05-09,1866.2473337912413
2001-05-10,1875.891000892339
2001-05-11,1830.758870498379
2001-05-14,1784.941858997694
2001-05-15,1746.146692393834
2001-05-16,1791.3685046948845
2001-05-17,1819.258346022287
2001-05-18,1831.914238649084
2001-05-21,1811.0861860777882
2001-05-22,1837.7218515025977
2001-05-23,1806.9921447108934
2001-05-24,1794.008798339474
2001-05-25,1759.0126451376875
2001-05-28,1770.9406652949585
2001-05-29,1792.4652664013183
2001-05-30,1779.5001603574665
2001-05-31,1824.8622337122238
2001-06-01,1828.188851781962
2001-06-04,1864.3114792619301
2001-06-05,1905.6805313006473
2001-06-06,1908.8560913831827
2001-06-07,1913.4653696320631
2001-06-08,1925.074957387763
2001-06-11,1915.7072389501648
2001-06-12,1873.16214820797
2001-06-13,1879.6295655322594
2001-06-14,1852.5001689562478
2001-06-15,1832.9682263386271
2001-06-18,1739.823845192226
2001-06-19,1753.1072103220802
2001-06-20,1777.2465607662161
2001-06-21,1836.9885984214786
2001-06-22,1906.216564814493
2001-06-25,1892.846450528149
2001-06-26,1885.1836167676884
2001-06-27,1851.755992982171
2001-06-28,1919.2726195325629
2001-06-29,1926.822514879959
2001-07-02,1915.8038930927548
2001-07-03,1921.2749380617931
2001-07-04,1856.8349234767331
2001-07-05,1848.2218725966436
2001-07-06,1770.9785574868363
2001-07-09,1798.5424852547885
2001-07-10,1710.6986346290728
2001-07-11,1689.951419301135
2001-07-12,1722.1301053649854
2001-07-13,1723.6480058435093
2001-07-16,1674.27827899227
2001-07-17,1752.4177176897404
2001-07-18,1736.3509005047217
2001-07-19,1701.6171174645563
2001-07-20,1746.6748477991384
2001-07-23,1809.9657819079512
2001-07-24,1765.921745851351
2001-07-25,1731.194162186928
2001-07-26,1731.1075231327688
2001-07-27,1748.2770095997498
2001-07-30,1764.0055588993964
2001-07-31,1789.8640945104178
2001-08-01,1729.8544520711207
2001-08-02,1731.7479101400854
2001-08-03,1725.2524886011274
2001-08-06,1776.1109561780013
2001-08-07,1800.3371449787253
2001-08-08,1775.8294259467134
2001-08-09,1748.2128292899615
2001-08-10,1738.8741379013704
2001-08-13,1710.26991757004
2001-08-14,1709.8967991326906
2001-08-15,1695.2624333250044
2001-08-16,1685.4725722796409
2001-08-17,1615.0957640727054
2001-08-20,1616.0837713609149
2001-08-21,1597.4273069303194
2001-08-22,1602.2568007034356
2001-08-23,1599.3429264583185
2001-08-24,1601.427274904956
2001-08-27,1603.6001960659974
2001-08-28,1605.1622110705644
2001-08-29,1626.2997392202587
2001-08-30,1617.1111253597276
2001-08-31,1611.3299366976003
2001-09-03,1594.8200398374684
2001-09-04,1629.7790507473974
2001-09-05,1644.2791471652115
2001-09-06,1599.83260572556
2001-09-07,1584.4575406455945
2001-09-10,1558.4219507446023
2001-09-11,1418.8372474983505
2001-09-12,1426.637572045431
2001-09-13,1304.4978575022958
2001-09-14,1275.2348714586888
2001-09-17,1343.5553195496457
2001-09-18,1339.7449784522084
2001-09-19,1319.604971857942
2001-09-20,1283.4652890932443
2001-09-21,1252.2769883219148
2001-09-24,1281.1622143890443
2001-09-25,1274.9023102237009
2001-09-26,1242.201732400295
2001-09-27,1251.4309509727934
2001-09-28,1311.4240043157804
2001-10-01,1278.8883082520297
2001-10-02,1254.688769966119
2001-10-03,1221.8913745229477
2001-10-04,1228.4454398446665
2001-10-05,1225.1146222095108
2001-10-08,1201.0263035835287
2001-10-09,1227.4463399755505
2001-10-10,1254.3651586021258
2001-10-11,1299.9533220026826
2001-10-12,1293.3002774934953
2001-10-15,1344.2058153371013
2001-10-16,1341.8765345469155
2001-10-17,1372.2178318979409
2001-10-18,1345.0327272769011
2001-10-19,1367.4688556007136
2001-10-22,1438.6267047853844
2001-10-23,1434.4384053963265
2001-10-24,1400.4005652926946
2001-10-25,1410.7126332675532
2001-10-26,1430.5420010448333
2001-10-29,1384.8969051332017
2001-10-30,1345.809315078951
2001-10-31,1403.161573445522
2001-11-01,1382.8991207952595
2001-11-02,1398.668781541789
2001-11-05,1501.5994606318081
2001-11-06,1526.947198826262
2001-11-07,1541.899567238049
2001-11-08,1574.8547997179055
2001-11-09,1593.7154169674234
2001-11-12,1558.8062189116638
2001-11-13,1635.3312964836375
2001-11-14,1625.5642345882106
2001-11-15,1624.3258873948666
2001-11-16,1620.36519682748
2001-11-19,1679.0966563729457
2001-11-20,1633.147840168668
2001-11-21,1662.6718974512135
2001-11-22,1674.6713813021865
2001-11-23,1727.2961019567272
2001-11-26,1757.661919717496
2001-11-27,1758.8145021606717
2001-11-28,1670.1939041392022
2001-11-29,1642.1016963400612
2001-11-30,1616.002003257753
2001-12-03,1707.4076479415503
2001-12-04,1715.6506270926552
2001-12-05,1745.6788910153452
2001-12-06,1752.1040467636435
2001-12-07,1763.1794190413452
2001-12-10,1806.6886297004498
2001-12-11,1806.159922002189
2001-12-12,1791.175464799425
2001-12-13,1728.5132859593618
2001-12-14,1699.3215933620206
2001-12-17,1705.3024500200731
2001-12-18,1764.5542313801247
2001-12-19,1796.9181993727316
2001-12-20,1752.3492551191034
2001-12-21,1791.2188487043836
2001-12-24,1816.5827394460277
2001-12-25,1816.3110953785192
2001-12-26,1840.1780461246726
2001-12-27,1864.771705699714
2001-12-28,1880.5677550329679
2001-12-31,1872.1849067377736
2002-01-01,1872.15457278956
2002-01-02,1871.6953034954017
2002-01-03,1945.851586392807
2002-01-04,1939.5079981165877
2002-01-07,1935.2836068805332
2002-01-08,1915.941280419122
2002-01-09,1892.1940897828335
2002-01-10,1822.2493713562744
2002-01-11,1810.3714961169405
2002-01-14,1755.3926051579822
2002-01-15,1782.7355101764424
2002-01-16,1787.5200531816677
2002-01-17,1843.3288436653052
2002-01-18,1834.480598567438
2002-01-21,1813.894049493514
2002-01-22,1810.0018331179558
2002-01-23,1821.0678133675744
2002-01-24,1825.4845774741
2002-01-25,1844.1405176991254
2002-01-28,1833.118639048724
2002-01-29,1783.6031290462233
2002-01-30,1778.0184252654096
2002-01-31,1836.4375691971866
2002-02-01,1839.560327466043
2002-02-04,1809.9104907284807
2002-02-05,1826.503545857846
2002-02-06,1829.3953350892943
2002-02-07,1801.8805423553042
2002-02-08,1789.391048357772
2002-02-11,1779.1414823145783
2002-02-12,1781.6395503832778
2002-02-13,1849.6045461988876
2002-02-14,1884.521371002282
2002-02-15,1878.9112700192268
2002-02-18,1877.9103902301695
2002-02-19,1870.3756862638613
2002-02-20,1897.8156706822203
2002-02-21,1942.784432008195
2002-02-22,1942.3944375471244
2002-02-25,2020.3730259869526
2002-02-26,2019.50603917404
2002-02-27,2074.846057322386
2002-02-28,2092.177208615712
2002-03-01,2128.3112435202897
2002-03-04,2137.7914888262767
2002-03-05,2101.3206824267804
2002-03-06,2060.8270667472234
2002-03-07,2029.9019147853464
2002-03-08,2073.0129520097385
2002-03-11,2046.7858164173365
2002-03-12,2117.1980877306128
2002-03-13,2128.4107004291204
2002-03-14,2101.5646035699083
2002-03-15,2134.5199815234637
2002-03-18,2134.8251629809633
2002-03-19,2125.9752337903324
2002-03-20,2124.0517799374697
2002-03-21,2079.4232405677967
2002-03-22,2024.6589651361253
2002-03-25,2020.6318529285775
2002-03-26,2075.679189517188
2002-03-27,2087.404380665884
2002-03-28,2075.8685847472993
2002-03-29,2076.1801282185515
2002-04-01,2087.4005418670617
2002-04-02,2081.6425519059267
2002-04-03,2079.635607227179
2002-04-04,2091.2086968745693
2002-04-05,2110.000244819861
2002-04-08,2122.3053338411655
2002-04-09,2128.5715417214187
2002-04-10,2159.5073033077383
2002-04-11,2159.1342869423343
2002-04-12,2181.5775360313905
2002-04-15,2138.7231688362335
2002-04-16,2160.2907525094365
2002-04-17,2167.49364463989
2002-04-18,2120.766931266043
2002-04-19,2120.9087155804136
2002-04-22,2090.3565002218243
2002-04-23,2087.511549228127
2002-04-24,2094.4765392409454
2002-04-25,2056.932574386133
2002-04-26,2038.921378853895
2002-04-29,2021.4108029393417
2002-04-30,2025.6601522658411
2002-05-01,2016.1210362406573
2002-05-02,1957.3533717973799
2002-05-03,1906.3754750327312
2002-05-06,1861.3701661226785
2002-05-07,1876.3038981569805
2002-05-08,1900.1222242821025
2002-05-09,1820.2240870424587
2002-05-10,1800.1274686935164
2002-05-13,1786.5729969216632
2002-05-14,1812.1582143635314
2002-05-15,1817.2768972976592
2002-05-16,1871.0924126528564
2002-05-17,1852.0468256518573
2002-05-20,1846.851307968505
2002-05-21,1852.6660232728502
2002-05-22,1796.0333225671052
2002-05-23,1802.3919542503681
2002-05-24,1797.6073060720316
2002-05-27,1808.630528109561
2002-05-28,1795.710639584574
