Date,CHILE IMI VALUE WEIGHTED
1999-12-24,1565.7212350932211
1999-12-27,1571.5991493967554
1999-12-28,1573.4847540077549
1999-12-29,1588.3903881522788
1999-12-30,1602.5384138048191
1999-12-31,1602.3143134639713
2000-01-03,1603.9385560415385
2000-01-04,1564.7188269667245
2000-01-05,1563.347175920371
2000-01-06,1570.2888212172982
2000-01-07,1600.201941981063
2000-01-10,1634.8685291911895
2000-01-11,1631.9709625914302
2000-01-12,1659.8666819423506
2000-01-13,1717.1407060385582
2000-01-14,1765.2864080804484
2000-01-17,1809.47525767612
2000-01-18,1787.8214847275021
2000-01-19,1781.9961219180207
2000-01-20,1779.6515260247766
2000-01-21,1799.4923083992444
2000-01-24,1793.9344432062026
2000-01-25,1761.057231897268
2000-01-26,1771.4540391031242
2000-01-27,1775.0303737904205
2000-01-28,1786.9753029592844
2000-01-31,1771.6198670719407
2000-02-01,1774.9912428277444
2000-02-02,1789.7634578801685
2000-02-03,1796.1619067238494
2000-02-04,1829.5628175960342
2000-02-07,1839.1907467128624
2000-02-08,1842.3067631967783
2000-02-09,1839.4899826077044
2000-02-10,1839.250695919395
2000-02-11,1848.9763908346135
2000-02-14,1842.0193862417805
2000-02-15,1820.8061880375828
2000-02-16,1805.4831440633232
2000-02-17,1793.993674645247
2000-02-18,1767.4328105874988
2000-02-21,1758.4313895536995
2000-02-22,1690.9591704154043
2000-02-23,1697.5882859614987
2000-02-24,1698.6874766038668
2000-02-25,1714.7665329062513
2000-02-28,1749.9620841351496
2000-02-29,1771.023393566641
2000-03-01,1781.6961157845296
2000-03-02,1788.2559296292918
2000-03-03,1810.3367988193497
2000-03-06,1805.3855868121768
2000-03-07,1782.3908068031456
2000-03-08,1790.3381342956068
2000-03-09,1761.5251199058662
2000-03-10,1767.4413280923957
2000-03-13,1743.099655791305
2000-03-14,1746.3854605031122
2000-03-15,1736.6376578867357
2000-03-16,1740.7387926933886
2000-03-17,1754.781616223201
2000-03-20,1750.8590147103519
2000-03-21,1747.1606069553372
2000-03-22,1762.5913837192277
2000-03-23,1748.0815171555578
2000-03-24,1763.5594934435887
2000-03-27,1776.094968854117
2000-03-28,1768.803210231922
2000-03-29,1784.3986774813864
2000-03-30,1780.748724324727
2000-03-31,1780.396087781204
2000-04-03,1770.737213853122
2000-04-04,1749.8436913493601
2000-04-05,1737.9139971582504
2000-04-06,1756.5050343577293
2000-04-07,1771.529422206606
2000-04-10,1765.2139657064981
2000-04-11,1752.3300964188325
2000-04-12,1749.8176678804216
2000-04-13,1739.589253854545
2000-04-14,1704.958844440272
2000-04-17,1679.2243337419077
2000-04-18,1712.540216041665
2000-04-19,1728.0358236776692
2000-04-20,1736.2841838373618
2000-04-21,1736.072186273557
2000-04-24,1721.94574116574
2000-04-25,1758.9133252953059
2000-04-26,1760.7996489781408
2000-04-27,1777.9008513708784
2000-04-28,1766.9720217842348
2000-05-01,1772.8926769451573
2000-05-02,1779.5588338278835
2000-05-03,1782.2122782377264
2000-05-04,1778.697048867454
2000-05-05,1780.4784699876109
2000-05-08,1755.368400008317
2000-05-09,1739.2098581703929
2000-05-10,1701.100626196956
2000-05-11,1738.4849676282995
2000-05-12,1791.8505486969889
2000-05-15,1826.3255410410854
2000-05-16,1853.2823701758339
2000-05-17,1865.4013921603982
2000-05-18,1849.986364933917
2000-05-19,1835.5935619007275
2000-05-22,1787.0011243358979
2000-05-23,1771.4171236832508
2000-05-24,1766.475271327979
2000-05-25,1754.3458457182344
2000-05-26,1711.3543682155394
2000-05-29,1700.5606665046107
2000-05-30,1700.8890579868878
2000-05-31,1723.7228201175044
2000-06-01,1729.5270686263102
2000-06-02,1719.6128881085244
2000-06-05,1700.4518333130272
2000-06-06,1664.5108172015746
2000-06-07,1655.7813384062042
2000-06-08,1652.5760130731317
2000-06-09,1659.3631364389469
2000-06-12,1639.754475784411
2000-06-13,1621.7087615143573
2000-06-14,1633.179731302302
2000-06-15,1631.8228180838942
2000-06-16,1621.1919139590038
2000-06-19,1622.1204800122998
2000-06-20,1618.9594879067274
2000-06-21,1627.4004360881906
2000-06-22,1631.0307649353417
2000-06-23,1628.8291885424749
2000-06-26,1627.7862372451852
2000-06-27,1625.7207360827538
2000-06-28,1618.5860889499077
2000-06-29,1603.9661079921793
2000-06-30,1601.2462547090397
2000-07-03,1624.613794133328
2000-07-04,1629.991561798132
2000-07-05,1617.434896261527
2000-07-06,1610.667148222866
2000-07-07,1622.478398415932
2000-07-10,1627.015083185348
2000-07-11,1626.0198329724294
2000-07-12,1634.4031705438267
2000-07-13,1631.2393535353817
2000-07-14,1618.2133888328074
2000-07-17,1627.7079224591926
2000-07-18,1616.2827408801863
2000-07-19,1624.0437085440055
2000-07-20,1630.6524595544631
2000-07-21,1617.8725189039917
2000-07-24,1606.2737688960099
2000-07-25,1586.2747654652144
2000-07-26,1570.1568458715915
2000-07-27,1569.6633468569537
2000-07-28,1579.8766368576
2000-07-31,1575.311867143983
2000-08-01,1604.410396553181
2000-08-02,1642.2930107722216
2000-08-03,1669.0547549107043
2000-08-04,1655.4504904782025
2000-08-07,1653.58040546775
2000-08-08,1674.5296860862584
2000-08-09,1685.4576915122732
2000-08-10,1671.4351565568777
2000-08-11,1686.3636993600592
2000-08-14,1704.6635596895742
2000-08-15,1690.6423981109515
2000-08-16,1689.2079231852508
2000-08-17,1677.6354576353501
2000-08-18,1691.2185391206283
2000-08-21,1686.4225728621861
2000-08-22,1712.0511994869694
2000-08-23,1719.7520277824692
2000-08-24,1693.2405622165775
2000-08-25,1674.9745102390457
2000-08-28,1692.9970188512227
2000-08-29,1674.9201778646539
2000-08-30,1658.4019733505675
2000-08-31,1668.6527430034323
2000-09-01,1658.7394744431895
2000-09-04,1656.588022116752
2000-09-05,1665.811987342735
2000-09-06,1670.1388708168984
2000-09-07,1681.1695624201316
2000-09-08,1698.315155568085
2000-09-11,1705.7033645344093
2000-09-12,1703.4240128585964
2000-09-13,1696.747042002809
2000-09-14,1718.4732203042004
2000-09-15,1719.6530344906237
2000-09-18,1733.3653937976114
2000-09-19,1734.989916191049
2000-09-20,1724.7030506514889
2000-09-21,1705.2533568733381
2000-09-22,1645.3556115228776
2000-09-25,1678.2116019918976
2000-09-26,1640.3053474473977
2000-09-27,1626.7854103019545
2000-09-28,1633.2666981580915
2000-09-29,1642.0911864998238
2000-10-02,1638.806977866557
2000-10-03,1646.8855370720555
2000-10-04,1647.2717701395968
2000-10-05,1662.3474889182278
2000-10-06,1656.6101283993169
2000-10-09,1653.4255660518118
2000-10-10,1647.078614061433
2000-10-11,1611.122554267439
2000-10-12,1598.697470476101
2000-10-13,1605.4959449620533
2000-10-16,1632.29095144394
2000-10-17,1608.2725333413644
2000-10-18,1583.0417299295425
2000-10-19,1609.6517742361314
2000-10-20,1616.2563917543437
2000-10-23,1624.399997031631
2000-10-24,1628.9760339333793
2000-10-25,1642.3394913242005
2000-10-26,1636.7040555742874
2000-10-27,1629.6757438592533
2000-10-30,1630.708293429261
2000-10-31,1648.7686737517338
2000-11-01,1629.8290021137952
2000-11-02,1634.8266193498093
2000-11-03,1645.6554201206698
2000-11-06,1671.814086359086
2000-11-07,1678.6553841094376
2000-11-08,1687.1658783045762
2000-11-09,1670.4046617944266
2000-11-10,1654.3122422430265
2000-11-13,1655.4187355037486
2000-11-14,1664.2935590018988
2000-11-15,1662.2442775009936
2000-11-16,1672.2177374100752
2000-11-17,1672.0084064411478
2000-11-20,1677.2173591928065
2000-11-21,1692.1139364694627
2000-11-22,1683.1427815613713
2000-11-23,1684.965312972923
2000-11-24,1696.542892944236
2000-11-27,1674.2773479724638
2000-11-28,1646.0348696163478
2000-11-29,1636.8548776197156
2000-11-30,1615.9702641864944
2000-12-01,1613.7331523785133
2000-12-04,1604.2446563698895
2000-12-05,1625.743252654271
2000-12-06,1620.0174845120264
2000-12-07,1602.0787046514683
2000-12-08,1605.3834719211193
2000-12-11,1629.0914015600465
2000-12-12,1639.077621824748
2000-12-13,1640.089076297199
2000-12-14,1613.7648468172906
2000-12-15,1594.1301237212988
2000-12-18,1590.9918051505167
2000-12-19,1602.7470526012348
2000-12-20,1563.1262447501028
2000-12-21,1547.5185323944117
2000-12-22,1526.9963344668386
2000-12-25,1526.88273907482
2000-12-26,1509.8538837967767
2000-12-27,1513.4153364881818
2000-12-28,1542.4475758184997
2000-12-29,1518.3907240290564
2001-01-01,1518.382385608111
2001-01-02,1502.252683710261
2001-01-03,1513.4748672105593
2001-01-04,1537.8363921290245
2001-01-05,1530.2945370746224
2001-01-08,1531.6620011895816
2001-01-09,1545.7630491436241
2001-01-10,1548.7811546854157
2001-01-11,1542.9130851915863
2001-01-12,1549.485057127818
2001-01-15,1563.0459768957924
2001-01-16,1572.1334573146446
2001-01-17,1604.1606579227011
2001-01-18,1599.4045431127458
2001-01-19,1628.3614018518258
2001-01-22,1634.5169860141316
2001-01-23,1637.0964897420424
2001-01-24,1654.7150194740598
2001-01-25,1656.1739667021645
2001-01-26,1649.0071209807415
2001-01-29,1658.8093781338403
2001-01-30,1655.3822588349626
2001-01-31,1654.38104630677
2001-02-01,1635.7202211795695
2001-02-02,1644.1081168637427
2001-02-05,1626.592803825062
2001-02-06,1636.9269641804672
2001-02-07,1615.684518593742
2001-02-08,1644.907292421521
2001-02-09,1635.495619861924
2001-02-12,1619.6393389239574
2001-02-13,1639.3017161059777
2001-02-14,1627.7057403510353
2001-02-15,1650.2235315226208
2001-02-16,1617.6605808787415
2001-02-19,1609.631404051703
2001-02-20,1633.945227525387
2001-02-21,1611.8828317056211
2001-02-22,1604.929864281861
2001-02-23,1592.0459123466183
2001-02-26,1602.8091887651594
2001-02-27,1588.1357553064668
2001-02-28,1570.695145623097
2001-03-01,1551.527180317865
2001-03-02,1529.983802798305
2001-03-05,1525.315486836712
2001-03-06,1530.6724747268745
2001-03-07,1554.0217901863637
2001-03-08,1547.3529678419334
2001-03-09,1539.4392170843573
2001-03-12,1532.8858954328057
2001-03-13,1560.4734135498131
2001-03-14,1573.1394796518177
2001-03-15,1592.8626337413696
2001-03-16,1594.7874663418363
2001-03-19,1597.3762274290955
2001-03-20,1598.1490151824123
2001-03-21,1600.0137649484277
2001-03-22,1597.7717464893674
2001-03-23,1568.6005838106355
2001-03-26,1574.9642137721569
2001-03-27,1565.8376180430116
2001-03-28,1580.1366962186646
2001-03-29,1593.169693085948
2001-03-30,1595.588491014471
2001-04-02,1600.0727798411945
2001-04-03,1575.5116909774154
2001-04-04,1546.2649447546207
2001-04-05,1561.6858083396246
2001-04-06,1548.355740511739
2001-04-09,1550.9926398770049
2001-04-10,1566.4134554108387
2001-04-11,1582.6456200984924
2001-04-12,1559.138430343879
2001-04-13,1559.4511680393607
2001-04-16,1567.3920417934232
2001-04-17,1578.1304807715762
2001-04-18,1614.1728395847924
2001-04-19,1613.3036016632616
2001-04-20,1574.4924514224506
2001-04-23,1579.165350825721
2001-04-24,1581.3397596372831
2001-04-25,1566.8716064658124
2001-04-26,1574.986714786331
2001-04-27,1623.093416578019
2001-04-30,1647.1689814171787
2001-05-01,1630.634415472
2001-05-02,1630.4048365938709
2001-05-03,1624.1862271874743
2001-05-04,1643.820580052476
2001-05-07,1656.8412518034158
2001-05-08,1678.5176493316076
2001-05-09,1673.6390716418475
2001-05-10,1698.4170670467736
2001-05-11,1716.019536370922
2001-05-14,1713.7532091548155
2001-05-15,1707.0219285159194
2001-05-16,1694.9699940043386
2001-05-17,1704.962537092923
2001-05-18,1724.8874413296205
2001-05-21,1726.8972730285952
2001-05-22,1750.2952631349578
2001-05-23,1764.7004271826968
2001-05-24,1783.622717719409
2001-05-25,1807.3270128736065
2001-05-28,1810.091348462202
2001-05-29,1833.831328680789
2001-05-30,1823.8382011242984
2001-05-31,1860.438562745809
2001-06-01,1862.9653942885
2001-06-04,1865.1664673995722
2001-06-05,1859.5865103437282
2001-06-06,1860.1958937582774
2001-06-07,1851.7000902613545
2001-06-08,1862.6242365601688
2001-06-11,1875.306427994906
2001-06-12,1845.0247563611852
2001-06-13,1840.304967712556
2001-06-14,1829.3756228989596
2001-06-15,1822.108378069099
2001-06-18,1792.700795962697
2001-06-19,1780.2396219942698
2001-06-20,1777.6956063456919
2001-06-21,1773.6907754993715
2001-06-22,1784.0000173103367
2001-06-25,1765.0833690788745
2001-06-26,1756.6492979257307
2001-06-27,1750.483549962934
2001-06-28,1775.5353100820923
2001-06-29,1779.3899438088854
2001-07-02,1771.3852544561241
2001-07-03,1767.223407694315
2001-07-04,1752.7870267554088
2001-07-05,1758.6778652665123
2001-07-06,1741.7320286208394
2001-07-09,1745.8904054771567
2001-07-10,1722.9448022632844
2001-07-11,1650.8865049462138
2001-07-12,1646.0759210449437
2001-07-13,1643.9997562906372
2001-07-16,1635.5040026154206
2001-07-17,1671.304618684646
2001-07-18,1645.2027357703014
2001-07-19,1613.7861621255697
2001-07-20,1633.1251420424644
2001-07-23,1651.8258966100343
2001-07-24,1643.9882653360726
2001-07-25,1637.2863440339306
2001-07-26,1641.5760477379001
2001-07-27,1643.4558356431025
2001-07-30,1659.9767990772052
2001-07-31,1652.20161199182
2001-08-01,1612.5463086048032
2001-08-02,1612.7923714280994
2001-08-03,1616.3935227122308
2001-08-06,1623.155459897502
2001-08-07,1627.6388052272284
2001-08-08,1622.5138340190235
2001-08-09,1616.2061963023718
2001-08-10,1617.6078971925986
2001-08-13,1616.449895184655
2001-08-14,1619.2420205938158
2001-08-15,1588.0982801372822
2001-08-16,1600.6005410075727
2001-08-17,1612.6641500910546
2001-08-20,1626.0860602795362
2001-08-21,1638.4275543106132
2001-08-22,1635.7793801183918
2001-08-23,1643.6025039782314
2001-08-24,1649.918754367022
2001-08-27,1649.4780586271497
2001-08-28,1656.7799626727274
2001-08-29,1686.4290989273493
2001-08-30,1666.5072871583586
2001-08-31,1671.1751480272915
2001-09-03,1670.3785333492842
2001-09-04,1689.9356714679357
2001-09-05,1696.1946114182347
2001-09-06,1688.4268735415362
2001-09-07,1661.2150927720256
2001-09-10,1657.786605080119
2001-09-11,1554.8570314561425
2001-09-12,1590.7325306039927
2001-09-13,1556.0430709527031
2001-09-14,1484.2963459591738
2001-09-17,1482.2049259391433
2001-09-18,1489.183884082015
2001-09-19,1476.6329360879631
2001-09-20,1432.9241104175303
2001-09-21,1429.7765708990703
2001-09-24,1445.408159210038
2001-09-25,1428.2157475244414
2001-09-26,1416.9571775467934
2001-09-27,1406.2666880282202
2001-09-28,1424.943884905132
2001-10-01,1415.8366713228024
2001-10-02,1409.0820918644288
2001-10-03,1388.407530734503
2001-10-04,1384.5782079647015
2001-10-05,1353.179697273161
2001-10-08,1318.916385800812
2001-10-09,1327.4594025171216
2001-10-10,1362.785727447135
2001-10-11,1412.4257387419689
2001-10-12,1400.7293968273718
2001-10-15,1385.0119503782578
2001-10-16,1406.21435783594
2001-10-17,1427.1598606266184
2001-10-18,1432.9476373528464
2001-10-19,1428.723008836668
2001-10-22,1456.6219328043649
2001-10-23,1476.3915578951276
2001-10-24,1469.3114964290119
2001-10-25,1449.360770020982
2001-10-26,1467.5033630526088
2001-10-29,1434.217533705345
2001-10-30,1425.5504786703395
2001-10-31,1447.4190010515
2001-11-01,1435.1136480210173
2001-11-02,1426.5379874894513
2001-11-05,1454.00605209316
2001-11-06,1482.488495250647
2001-11-07,1504.1891936348175
2001-11-08,1537.1222701657912
2001-11-09,1536.8095743617396
2001-11-12,1533.768148641024
2001-11-13,1593.8703408980818
2001-11-14,1602.4530324864165
2001-11-15,1616.316067978398
2001-11-16,1633.5237149626455
2001-11-19,1673.8430880760147
2001-11-20,1644.2905214242576
2001-11-21,1662.4472860250144
2001-11-22,1664.748241531898
2001-11-23,1675.5392572410765
2001-11-26,1679.0811901941647
2001-11-27,1667.0244598731265
2001-11-28,1624.9662000929657
2001-11-29,1614.7997802102889
2001-11-30,1599.0820549338837
2001-12-03,1610.0464954987287
2001-12-04,1641.7133741711464
2001-12-05,1648.2078188707546
2001-12-06,1634.349247707653
2001-12-07,1641.7594570601868
2001-12-10,1663.0335308626763
2001-12-11,1657.511641227153
2001-12-12,1630.9165925385091
2001-12-13,1628.791568570828
2001-12-14,1625.9426473412848
2001-12-17,1630.916101004269
2001-12-18,1644.9605575752007
2001-12-19,1664.5226667254237
2001-12-20,1638.1795471599958
2001-12-21,1666.7749227660488
2001-12-24,1692.5899932294433
2001-12-25,1692.6454554409524
2001-12-26,1689.9680081811798
2001-12-27,1691.2015123804636
2001-12-28,1682.4901149094612
2001-12-31,1664.830742078948
2002-01-01,1653.791616967114
2002-01-02,1645.7339144096554
2002-01-03,1675.782811259441
2002-01-04,1685.9735084880408
2002-01-07,1670.0295974557037
2002-01-08,1643.7560134876474
2002-01-09,1606.557684743831
2002-01-10,1580.5858936735399
2002-01-11,1581.4845939776117
2002-01-14,1580.8600205467499
2002-01-15,1599.353158294577
2002-01-16,1594.0725255738996
2002-01-17,1607.376718199633
2002-01-18,1587.6391252367519
2002-01-21,1594.4729530174836
2002-01-22,1601.3916802205597
2002-01-23,1584.9996885972955
2002-01-24,1616.6140207334972
2002-01-25,1631.130843030054
2002-01-28,1625.64856641119
2002-01-29,1618.4361375764104
2002-01-30,1617.249639676578
2002-01-31,1619.8635939378896
2002-02-01,1619.4896230910217
2002-02-04,1582.1051282020721
2002-02-05,1562.8758108214486
2002-02-06,1560.5430303311548
2002-02-07,1560.8884743538813
2002-02-08,1558.2352995264107
2002-02-11,1544.3172771479453
2002-02-12,1568.3526440376795
2002-02-13,1594.761048247746
2002-02-14,1597.5502620543384
2002-02-15,1590.497559180554
2002-02-18,1605.6652890050389
2002-02-19,1592.4916609437025
2002-02-20,1581.0430680167522
2002-02-21,1584.195447814626
2002-02-22,1562.2236147138535
2002-02-25,1584.395929237935
2002-02-26,1587.8344752555772
2002-02-27,1597.3608671092445
2002-02-28,1607.9531395233255
2002-03-01,1628.2215372907929
2002-03-04,1649.7983525547206
2002-03-05,1653.0475712677955
2002-03-06,1646.9241503987553
2002-03-07,1653.3381113134058
2002-03-08,1673.5154618381125
2002-03-11,1664.9975786372174
2002-03-12,1660.4340640661833
2002-03-13,1667.5789484405195
2002-03-14,1657.828366826997
2002-03-15,1656.9689475139123
2002-03-18,1667.9056232631522
2002-03-19,1656.7605247455776
2002-03-20,1643.4573744164309
2002-03-21,1650.8140855457639
2002-03-22,1636.3210806037175
2002-03-25,1627.434020057495
2002-03-26,1639.9452666545671
2002-03-27,1641.5390291902559
2002-03-28,1668.2781290776434
2002-03-29,1667.9493028314446
2002-04-01,1632.4772993401737
2002-04-02,1628.2916440290928
2002-04-03,1625.9588655268612
2002-04-04,1610.3184210573506
2002-04-05,1630.6298617159334
2002-04-08,1654.2606371946815
2002-04-09,1665.791897557318
2002-04-10,1670.8159793585664
2002-04-11,1649.7813464596636
2002-04-12,1655.0129270846735
2002-04-15,1644.672490456052
2002-04-16,1657.7084437617107
2002-04-17,1653.5052183846265
2002-04-18,1630.6163572832118
2002-04-19,1643.5394316232082
2002-04-22,1627.984804751786
2002-04-23,1621.5413863981357
2002-04-24,1615.484437894392
2002-04-25,1580.0017940769271
2002-04-26,1594.1548661787283
2002-04-29,1585.705819427119
2002-04-30,1603.7463197380957
2002-05-01,1594.0620291231673
2002-05-02,1581.7067912446103
2002-05-03,1554.7732557824372
2002-05-06,1547.7910563961195
2002-05-07,1553.917746281842
2002-05-08,1573.3772081393665
2002-05-09,1566.7861512310262
2002-05-10,1549.238465901694
2002-05-13,1562.1850133343046
2002-05-14,1579.3554861802904
2002-05-15,1572.753754286669
2002-05-16,1588.6625390274955
2002-05-17,1563.6929641933023
2002-05-20,1567.514683816527
2002-05-21,1574.4827871832892
2002-05-22,1547.9556763280941
2002-05-23,1550.9404765629404
