Date,COLOMBIA IMI VALUE WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1003.4898040761938
1999-01-05,1012.3787043150872
1999-01-06,1020.83814612713
1999-01-07,1017.8316875097617
1999-01-08,1020.8162857618441
1999-01-11,1022.4536276455442
1999-01-12,983.5298018966315
1999-01-13,921.111045101964
1999-01-14,914.3128407674407
1999-01-15,925.4922078137903
1999-01-18,929.9979761715547
1999-01-19,900.6793747506124
1999-01-20,927.0534145920792
1999-01-21,914.3857519390916
1999-01-22,902.4559402288739
1999-01-25,886.1984248347434
1999-01-26,871.5004042567215
1999-01-27,899.6972002227955
1999-01-28,867.2857665222833
1999-01-29,840.1244971576098
1999-02-01,840.7159250130375
1999-02-02,828.6968938400769
1999-02-03,823.7046454039972
1999-02-04,829.3258738601602
1999-02-05,841.5963328220333
1999-02-08,842.169558738911
1999-02-09,846.7522636550848
1999-02-10,875.3749956124051
1999-02-11,893.4405127959877
1999-02-12,914.3623933423049
1999-02-15,917.6291352678518
1999-02-16,916.6094526623132
1999-02-17,913.4377645888603
1999-02-18,928.4444434330688
1999-02-19,941.8988287933676
1999-02-22,949.0571856766053
1999-02-23,951.714630980588
1999-02-24,931.0895352688482
1999-02-25,904.888264534713
1999-02-26,922.3952946800086
1999-03-01,916.9821058996233
1999-03-02,910.7442890173451
1999-03-03,928.2418402381684
1999-03-04,944.0945518500026
1999-03-05,943.9411419331299
1999-03-08,950.4314690326913
1999-03-09,949.490591956657
1999-03-10,938.3355650058984
1999-03-11,937.398721909482
1999-03-12,929.4840579658053
1999-03-15,932.2457118361395
1999-03-16,944.009787140115
1999-03-17,944.4839468345924
1999-03-18,948.1281666687928
1999-03-19,968.7465665179951
1999-03-22,970.6121887745751
1999-03-23,973.6592243623671
1999-03-24,973.5354828238362
1999-03-25,992.3459689990068
1999-03-26,997.7681459085741
1999-03-29,999.7417389530167
1999-03-30,983.2966405440753
1999-03-31,985.0350767940456
1999-04-01,983.6228727806981
1999-04-02,985.811234212609
1999-04-05,994.2268372421391
1999-04-06,984.4406777085289
1999-04-07,974.9093506773849
1999-04-08,981.1637039821438
1999-04-09,1002.1240138294236
1999-04-12,1030.9791913523327
1999-04-13,1054.8722243252807
1999-04-14,1062.1479183112197
1999-04-15,1057.7657731439378
1999-04-16,1080.725171711376
1999-04-19,1125.3652360489696
1999-04-20,1123.7714248891953
1999-04-21,1128.7106621561381
1999-04-22,1147.9034416895704
1999-04-23,1164.4684895031783
1999-04-26,1199.578770257105
1999-04-27,1211.762184729431
1999-04-28,1215.4957106871152
1999-04-29,1259.9165207951166
1999-04-30,1254.8643080403606
1999-05-03,1274.9910347442376
1999-05-04,1319.4829072984348
1999-05-05,1288.2582804161957
1999-05-06,1225.4399983108988
1999-05-07,1271.849431252171
1999-05-10,1278.8788141905125
1999-05-11,1292.403955864026
1999-05-12,1324.3604200598845
1999-05-13,1341.400217617531
1999-05-14,1320.2343106399267
1999-05-17,1327.336273647982
1999-05-18,1323.3314628747432
1999-05-19,1296.7875944193274
1999-05-20,1285.8674889024803
1999-05-21,1260.7022007531225
1999-05-24,1239.5728051529507
1999-05-25,1186.4184991064533
1999-05-26,1130.5194671531572
1999-05-27,1200.1522764559666
1999-05-28,1228.5413701488753
1999-05-31,1220.448956313858
1999-06-01,1189.668111851291
1999-06-02,1188.5057299316293
1999-06-03,1191.122611040162
1999-06-04,1181.9900741250487
1999-06-07,1184.929071069753
1999-06-08,1152.3556746831307
1999-06-09,1130.3200919264602
1999-06-10,1088.8944814081515
1999-06-11,1056.5680393852952
1999-06-14,1063.9657523900153
1999-06-15,1051.1643586461075
1999-06-16,1039.201938842286
1999-06-17,1059.614778031131
1999-06-18,1072.4045440804239
1999-06-21,1072.9934120021
1999-06-22,1055.6534316162447
1999-06-23,1024.685294138001
1999-06-24,1003.7667741928201
1999-06-25,971.2693417202726
1999-06-28,999.3637255962898
1999-06-29,1008.2672388813136
1999-06-30,1001.5239462127504
1999-07-01,1005.4280207016367
1999-07-02,1013.8990970695698
1999-07-05,1012.8089362692408
1999-07-06,982.3618726068976
1999-07-07,975.4082986273492
1999-07-08,934.8429361531707
1999-07-09,930.7828433096196
1999-07-12,901.8760216386281
1999-07-13,905.5034632405176
1999-07-14,914.9649031167951
1999-07-15,948.4070838937997
1999-07-16,984.0409389583308
1999-07-19,987.1232478828391
1999-07-20,964.7446612833821
1999-07-21,965.5773778075136
1999-07-22,952.6573061420441
1999-07-23,926.5339255448147
1999-07-26,906.0655613602038
1999-07-27,915.7109995926527
1999-07-28,912.1782904131169
1999-07-29,909.4784317572693
1999-07-30,897.7240113371004
1999-08-02,901.2224366689413
1999-08-03,882.0517362485441
1999-08-04,838.4678902337341
1999-08-05,829.2690923868798
1999-08-06,835.0218753657651
1999-08-09,831.5954181979364
