Date,CHINA IMI VALUE WEIGHTED
1999-08-06,1566.620055678724
1999-08-09,1518.4996477129175
1999-08-10,1423.1332263524832
1999-08-11,1382.7571514963047
1999-08-12,1466.005871942205
1999-08-13,1463.166077000412
1999-08-16,1483.092825403163
1999-08-17,1511.720286148583
1999-08-18,1556.4375488834057
1999-08-19,1614.54623068377
1999-08-20,1651.4708864256338
1999-08-23,1669.622222699378
1999-08-24,1714.977187098877
1999-08-25,1738.885286130468
1999-08-26,1736.86244672641
1999-08-27,1706.9325848533836
1999-08-30,1707.6030606964864
1999-08-31,1698.9104148587146
1999-09-01,1676.1938995537873
1999-09-02,1666.4431726139296
1999-09-03,1696.2647563650494
1999-09-06,1742.5962108179554
1999-09-07,1746.6639339808717
1999-09-08,1734.21403459716
1999-09-09,1776.9534835568834
1999-09-10,1847.8633032311895
1999-09-13,1857.7744424803968
1999-09-14,1835.3367473265914
1999-09-15,1798.784396997465
1999-09-16,1795.0994568508613
1999-09-17,1768.5859989294593
1999-09-20,1799.740110366897
1999-09-21,1785.2901371679434
1999-09-22,1725.2471003414175
1999-09-23,1737.487761589269
1999-09-24,1697.0436422957116
1999-09-27,1672.4587543506068
1999-09-28,1673.7305880904012
1999-09-29,1683.893881738467
1999-09-30,1681.8223378422747
1999-10-01,1674.3956970086588
1999-10-04,1667.6732190881658
1999-10-05,1658.9780365467393
1999-10-06,1644.7893952660486
1999-10-07,1622.276405758397
1999-10-08,1617.2936558420463
1999-10-11,1580.429222263883
1999-10-12,1509.8022831949538
1999-10-13,1455.216022967013
1999-10-14,1513.7265836170725
1999-10-15,1471.986576163237
1999-10-18,1453.6825383248226
1999-10-19,1425.6400567110113
1999-10-20,1458.5356161135117
1999-10-21,1453.3574987291465
1999-10-22,1504.9566419344912
1999-10-25,1496.312505452341
1999-10-26,1474.1079163432628
1999-10-27,1500.5812995562844
1999-10-28,1504.6141130780188
1999-10-29,1520.8506089438984
1999-11-01,1511.780831605393
1999-11-02,1500.1290338929355
1999-11-03,1496.190426325497
1999-11-04,1558.2378311847524
1999-11-05,1571.4637497994233
1999-11-08,1550.8446568533066
1999-11-09,1565.4171119112086
1999-11-10,1594.2519825077065
1999-11-11,1598.096398577982
1999-11-12,1585.830836516404
1999-11-15,1705.6155303531018
1999-11-16,1697.5393792136917
1999-11-17,1671.696728992725
1999-11-18,1654.3449739980326
1999-11-19,1640.1793152183177
1999-11-22,1613.3657587503715
1999-11-23,1589.6227568471782
1999-11-24,1545.407656871987
1999-11-25,1503.5942186874718
1999-11-26,1523.9978564585977
1999-11-29,1512.693657666137
1999-11-30,1552.3212908053265
1999-12-01,1536.399367951149
1999-12-02,1552.6770515659784
1999-12-03,1548.6949224478944
1999-12-06,1533.0456463868218
1999-12-07,1510.2861631924343
1999-12-08,1510.2051528891773
1999-12-09,1495.2484455615643
1999-12-10,1471.210043698005
1999-12-13,1487.5611824833147
1999-12-14,1486.6884033679648
1999-12-15,1473.0324337232792
1999-12-16,1460.1653620872664
1999-12-17,1476.6050651398473
1999-12-20,1468.4097866007924
1999-12-21,1455.6840154838485
1999-12-22,1453.0852329899851
1999-12-23,1427.8546547471965
1999-12-24,1421.3898788404047
1999-12-27,1426.4928202273793
1999-12-28,1437.492794115316
1999-12-29,1421.4144779134192
1999-12-30,1458.047420045137
1999-12-31,1464.3891697565552
2000-01-03,1461.5947965968687
2000-01-04,1487.4261000644858
2000-01-05,1422.454689623692
2000-01-06,1401.0852637460225
2000-01-07,1464.0528058278148
2000-01-10,1503.1827646432953
2000-01-11,1461.3003290999566
2000-01-12,1453.6447156252636
2000-01-13,1431.3359563075664
2000-01-14,1420.785143472443
2000-01-17,1419.590546224649
2000-01-18,1418.7071708156993
2000-01-19,1403.3673189026779
2000-01-20,1392.6598690436613
2000-01-21,1393.8588939219678
2000-01-24,1406.082441789818
2000-01-25,1389.3116794986877
2000-01-26,1404.9930307496697
2000-01-27,1394.8340216320569
2000-01-28,1410.8192467395543
2000-01-31,1405.2998174516463
2000-02-01,1392.4485739031288
2000-02-02,1363.6285843156686
2000-02-03,1378.597579745566
2000-02-04,1384.4631999812464
2000-02-07,1391.7414277941862
2000-02-08,1360.4731810603607
2000-02-09,1308.4319413135643
2000-02-10,1277.0320878015957
2000-02-11,1250.1295350187054
2000-02-14,1217.0897358009029
2000-02-15,1205.6005929518387
2000-02-16,1212.436119501563
2000-02-17,1215.2138790314418
2000-02-18,1276.0049613854412
2000-02-21,1250.9223117699312
2000-02-22,1183.85938693825
2000-02-23,1183.9309391437648
2000-02-24,1173.1483439675792
2000-02-25,1165.8469551936903
2000-02-28,1149.3426960068446
2000-02-29,1172.1881478736548
2000-03-01,1131.6947889458572
2000-03-02,1117.2801417417415
2000-03-03,1146.7369394757782
2000-03-06,1155.6919262525612
2000-03-07,1196.8046256031719
2000-03-08,1212.907494226002
2000-03-09,1206.2566699981312
2000-03-10,1202.6696264828606
2000-03-13,1212.0986037577131
2000-03-14,1227.0450201656552
2000-03-15,1189.293789688765
2000-03-16,1148.0677907870422
2000-03-17,1183.6935497342185
2000-03-20,1160.3826589341727
2000-03-21,1142.6496726683574
2000-03-22,1149.7337649962196
2000-03-23,1144.0048034350373
2000-03-24,1154.6880614022216
2000-03-27,1170.2509625818043
2000-03-28,1192.4223996807457
2000-03-29,1201.3763059256967
2000-03-30,1197.8417485727741
2000-03-31,1189.4362383189891
2000-04-03,1178.7690273903497
2000-04-04,1185.3852126229488
2000-04-05,1135.3157217003159
2000-04-06,1174.4871814259543
2000-04-07,1201.1616971702176
2000-04-10,1191.788090747269
2000-04-11,1183.4664544386355
2000-04-12,1200.1915885458552
2000-04-13,1201.9692650408247
2000-04-14,1273.675944613734
2000-04-17,1197.5843709509395
2000-04-18,1342.746685849167
2000-04-19,1361.6107774450231
2000-04-20,1357.8366000204448
2000-04-21,1365.3473320206483
2000-04-24,1366.563095780505
2000-04-25,1438.5541631527615
2000-04-26,1442.396875313972
2000-04-27,1415.6089066073407
2000-04-28,1383.178933795839
2000-05-01,1379.589914072357
2000-05-02,1398.9197580555208
2000-05-03,1401.8272203261035
2000-05-04,1412.0506098866294
2000-05-05,1414.457537376424
2000-05-08,1380.2437139355584
2000-05-09,1354.682975883859
2000-05-10,1345.2790784396786
2000-05-11,1354.721686266999
2000-05-12,1410.2045852535118
2000-05-15,1495.5533827411336
2000-05-16,1570.2519748167651
2000-05-17,1581.0231466566868
2000-05-18,1561.297678553465
2000-05-19,1537.0375799899166
2000-05-22,1479.1322215467192
2000-05-23,1437.582340459093
2000-05-24,1424.70913698493
2000-05-25,1394.299996512171
2000-05-26,1330.4974589334286
2000-05-29,1336.7141927812681
2000-05-30,1287.6096831407012
2000-05-31,1320.6174578984183
2000-06-01,1335.627914169509
2000-06-02,1365.769884427568
2000-06-05,1392.1033180401034
2000-06-06,1371.746272712433
2000-06-07,1393.353076689888
2000-06-08,1393.0614907992228
2000-06-09,1404.4588459400807
2000-06-12,1398.400203579643
2000-06-13,1373.747095022896
2000-06-14,1381.4261583394884
2000-06-15,1413.6112748035348
2000-06-16,1443.0000326667532
2000-06-19,1468.8668515169816
2000-06-20,1468.124832559782
2000-06-21,1485.0990988811309
2000-06-22,1481.758315418199
2000-06-23,1483.6702784732715
2000-06-26,1491.9544220936527
2000-06-27,1464.0574033683545
2000-06-28,1469.747463291251
2000-06-29,1442.0297205445418
2000-06-30,1428.6597983685901
2000-07-03,1432.6795413968825
2000-07-04,1450.2682015302785
2000-07-05,1460.8320227443726
2000-07-06,1441.2312986628974
2000-07-07,1470.2961952209625
2000-07-10,1485.6214659677876
2000-07-11,1526.7466881914079
2000-07-12,1568.1872947940142
2000-07-13,1573.5841462420299
2000-07-14,1589.54211908159
2000-07-17,1575.988399821404
2000-07-18,1559.5726772877576
2000-07-19,1590.4702627775564
2000-07-20,1653.3335464893835
2000-07-21,1690.1251007741062
2000-07-24,1715.9149830476902
2000-07-25,1665.8283236258737
2000-07-26,1659.554470188321
2000-07-27,1640.6880529306457
2000-07-28,1609.8390085013607
2000-07-31,1610.2838340303895
2000-08-01,1673.1283121000988
2000-08-02,1694.737511803384
2000-08-03,1730.758963072804
2000-08-04,1729.8815664235806
2000-08-07,1754.4541536554375
2000-08-08,1736.3212328345421
2000-08-09,1726.839710879578
2000-08-10,1704.4604076694357
2000-08-11,1705.6900488616784
2000-08-14,1695.6496078309374
2000-08-15,1689.1340041554838
2000-08-16,1725.6178998850412
2000-08-17,1729.8494724071095
2000-08-18,1726.2488685958435
2000-08-21,1736.5833870172423
2000-08-22,1743.5220082148949
2000-08-23,1698.2762654321696
2000-08-24,1672.4178220081637
2000-08-25,1644.2489850797135
2000-08-28,1647.2638054977954
2000-08-29,1656.3611514487925
2000-08-30,1657.610718450304
2000-08-31,1651.6160968388597
2000-09-01,1651.262390703983
2000-09-04,1676.7747690331248
2000-09-05,1690.3565267779004
2000-09-06,1694.1643406926373
2000-09-07,1691.1014777308162
2000-09-08,1681.9407174439943
2000-09-11,1640.0669876458524
2000-09-12,1595.1413390182843
2000-09-13,1587.9744124941715
2000-09-14,1563.065726623955
2000-09-15,1570.460133149471
2000-09-18,1530.3260475438128
2000-09-19,1509.2713201371657
2000-09-20,1543.8578996015178
2000-09-21,1473.6301236787872
2000-09-22,1372.712262903119
2000-09-25,1435.4489331707177
2000-09-26,1436.0428725173124
2000-09-27,1442.1523543436813
2000-09-28,1450.5456312722704
2000-09-29,1489.6262595058174
2000-10-02,1491.0440210894235
2000-10-03,1517.2726008314567
2000-10-04,1520.0940506183583
2000-10-05,1526.4685104826035
2000-10-06,1526.136788967484
2000-10-09,1475.6932178792276
2000-10-10,1471.4588509790267
2000-10-11,1428.6144413348582
2000-10-12,1446.4807749198474
2000-10-13,1414.7989141666828
2000-10-16,1436.2081585844073
2000-10-17,1426.1303692893543
2000-10-18,1376.352476258907
2000-10-19,1366.1300083787437
2000-10-20,1436.6344377712355
2000-10-23,1437.2077529175385
2000-10-24,1413.402213998475
2000-10-25,1431.6962660890845
2000-10-26,1442.3545862695669
2000-10-27,1440.0607171567572
2000-10-30,1463.8300260403607
2000-10-31,1480.8085470741032
2000-11-01,1510.5957051033695
2000-11-02,1482.969381089206
2000-11-03,1500.3917466218559
2000-11-06,1519.6646553933608
2000-11-07,1516.6157989833366
2000-11-08,1502.036551746077
2000-11-09,1489.2498282822803
2000-11-10,1482.1914202556147
2000-11-13,1430.6033252792324
2000-11-14,1469.2254435243779
2000-11-15,1464.01984391176
2000-11-16,1510.3993928996417
2000-11-17,1498.7557033603664
2000-11-20,1512.2456489433357
2000-11-21,1532.5540309329335
2000-11-22,1508.4168338367608
2000-11-23,1500.8375030186521
2000-11-24,1484.2707826001167
2000-11-27,1458.0290373167152
2000-11-28,1415.1002490872431
2000-11-29,1364.4828360053464
2000-11-30,1354.1398286193316
2000-12-01,1411.256241192357
2000-12-04,1399.7336099892977
2000-12-05,1401.7661181000894
2000-12-06,1438.575153268511
2000-12-07,1421.587157170075
2000-12-08,1427.8039793105625
2000-12-11,1436.5218089066286
2000-12-12,1441.5632903749113
2000-12-13,1465.2765504769484
2000-12-14,1439.841665191462
2000-12-15,1381.6616597921845
2000-12-18,1373.8828177333198
2000-12-19,1360.2226854726637
2000-12-20,1326.1103591591013
2000-12-21,1300.1787343033247
2000-12-22,1298.6409351288942
2000-12-25,1299.0617446305143
2000-12-26,1291.5140588359989
2000-12-27,1281.987255145265
2000-12-28,1301.6258816718464
2000-12-29,1300.1014025484699
2001-01-01,1300.1014025484699
2001-01-02,1283.7734684007632
2001-01-03,1266.557612954341
2001-01-04,1315.3962480192645
2001-01-05,1300.010021029526
2001-01-08,1328.5749551096528
2001-01-09,1345.4515673584049
2001-01-10,1353.6848134258084
2001-01-11,1293.164370647314
2001-01-12,1316.0690861343926
2001-01-15,1337.4568239437158
2001-01-16,1326.9166813746217
2001-01-17,1312.1702464001655
2001-01-18,1330.3325033641263
2001-01-19,1357.9953752262543
2001-01-22,1375.947914122196
2001-01-23,1375.3037588472262
2001-01-24,1399.7531796261853
2001-01-25,1403.8693563478732
2001-01-26,1401.110749495371
2001-01-29,1399.044373515992
2001-01-30,1368.0986562137223
2001-01-31,1367.159905578554
2001-02-01,1352.8198125594865
2001-02-02,1367.78176810435
2001-02-05,1341.3537867092282
2001-02-06,1354.8462605770044
2001-02-07,1348.087688288241
2001-02-08,1364.8948894677292
2001-02-09,1392.2641915589588
2001-02-12,1410.837402658138
2001-02-13,1412.094793026374
2001-02-14,1402.924137115393
2001-02-15,1428.3951520725866
2001-02-16,1410.04967468793
2001-02-19,1430.0587870308852
2001-02-20,1470.6274886094545
2001-02-21,1437.92530313039
2001-02-22,1426.4746313409307
2001-02-23,1460.1687665441966
2001-02-26,1465.0850567159014
2001-02-27,1459.8416235279387
2001-02-28,1386.3429847153923
2001-03-01,1306.7061060001638
2001-03-02,1264.0183113703963
2001-03-05,1297.4685441798988
2001-03-06,1323.020236061095
2001-03-07,1311.8272346270396
2001-03-08,1304.3843657747693
2001-03-09,1287.2635552530485
2001-03-12,1247.4258103446869
2001-03-13,1244.6113028645298
2001-03-14,1242.1313432202146
2001-03-15,1253.555135987465
2001-03-16,1280.3970563715868
2001-03-19,1287.7607662322648
2001-03-20,1256.5939367924457
2001-03-21,1266.035526638759
2001-03-22,1247.6563063260978
2001-03-23,1240.8469226399386
2001-03-26,1269.0244954161055
2001-03-27,1238.547492366006
2001-03-28,1255.4490703696265
2001-03-29,1263.9221484477703
2001-03-30,1294.1008231491776
2001-04-02,1317.1496382429114
2001-04-03,1273.9357945925992
2001-04-04,1199.0096502839895
2001-04-05,1207.9597478992946
2001-04-06,1225.5985121413948
2001-04-09,1222.6113291093138
2001-04-10,1259.5682754825577
2001-04-11,1296.497523432108
2001-04-12,1305.5793932435226
2001-04-13,1305.9362923792523
2001-04-16,1321.0860142518047
2001-04-17,1320.362559524134
2001-04-18,1417.4149136085139
2001-04-19,1403.0868340692969
2001-04-20,1358.4797158472186
2001-04-23,1384.8950254181998
2001-04-24,1399.9265376253472
2001-04-25,1382.2910384900308
2001-04-26,1378.6837536548887
2001-04-27,1432.7780284767532
2001-04-30,1443.9080392150786
2001-05-01,1436.311481969675
2001-05-02,1497.9495898366672
2001-05-03,1477.2909429385043
2001-05-04,1466.0654095814505
2001-05-07,1500.6320383063526
2001-05-08,1521.4883524939148
2001-05-09,1556.0128895557557
2001-05-10,1545.7318139507895
2001-05-11,1550.398061769935
2001-05-14,1534.786083159027
2001-05-15,1564.8908396664435
2001-05-16,1590.8398305731816
2001-05-17,1602.4593849780963
2001-05-18,1610.486896851319
2001-05-21,1635.961739414993
2001-05-22,1679.7072391182344
2001-05-23,1688.3940749608514
2001-05-24,1714.1381273018076
2001-05-25,1746.0666623392378
2001-05-28,1779.417820361055
2001-05-29,1750.327768417847
2001-05-30,1703.9798713030357
2001-05-31,1711.4871340737982
2001-06-01,1723.035206486986
2001-06-04,1782.3383346530954
2001-06-05,1803.1275568093347
2001-06-06,1787.7197807329173
2001-06-07,1777.6780044278214
2001-06-08,1787.5678494731003
2001-06-11,1787.8638082513992
2001-06-12,1770.2954515120557
2001-06-13,1740.2642810491582
2001-06-14,1647.8439221025708
2001-06-15,1635.765690175856
2001-06-18,1606.4824564496025
2001-06-19,1623.648375615318
2001-06-20,1662.0313772914262
2001-06-21,1701.199648461167
2001-06-22,1698.2223317533014
2001-06-25,1691.9993806357372
2001-06-26,1689.7183884616359
2001-06-27,1691.631407343482
2001-06-28,1677.962765542399
2001-06-29,1686.0459627627092
2001-07-02,1684.0444929300215
2001-07-03,1691.456591298292
2001-07-04,1687.135524917934
2001-07-05,1666.5957360615105
2001-07-06,1648.4807680529032
2001-07-09,1603.6520548694987
2001-07-10,1609.0018714786047
2001-07-11,1578.551760711178
2001-07-12,1626.8600297228415
2001-07-13,1608.9354649371057
2001-07-16,1580.6279956567075
2001-07-17,1529.7002046089342
2001-07-18,1489.1520035443195
2001-07-19,1446.6092486354453
2001-07-20,1468.1691783465294
2001-07-23,1469.7697554284548
2001-07-24,1484.7908678742015
2001-07-25,1472.674498032502
2001-07-26,1490.8010496008296
2001-07-27,1501.7703595282346
2001-07-30,1500.276798063361
2001-07-31,1481.4149438604904
2001-08-01,1491.3143472914574
2001-08-02,1466.9753316083943
2001-08-03,1422.2933268141467
2001-08-06,1381.4149463708218
2001-08-07,1383.0837480326688
2001-08-08,1382.4644254502994
2001-08-09,1365.0944129052668
2001-08-10,1363.270935138723
2001-08-13,1349.6447414741447
2001-08-14,1386.647297392036
2001-08-15,1381.9552370443052
2001-08-16,1340.8233270221406
2001-08-17,1329.608147915853
2001-08-20,1334.0531100728504
2001-08-21,1337.8432237084623
2001-08-22,1289.0149714943766
2001-08-23,1294.5333258994613
2001-08-24,1263.769432170246
2001-08-27,1264.7867192335498
2001-08-28,1263.3443067475803
2001-08-29,1268.4316012074974
2001-08-30,1263.1927316314095
2001-08-31,1266.7254905721973
2001-09-03,1242.9917879399452
2001-09-04,1289.3024691223343
2001-09-05,1291.1860261239856
2001-09-06,1279.3088464220023
2001-09-07,1233.077966862083
2001-09-10,1243.365961319802
2001-09-11,1237.9110491446252
2001-09-12,1145.5429196593846
2001-09-13,1157.5342570508726
2001-09-14,1143.8604763069302
2001-09-17,1115.1986735272567
2001-09-18,1120.1175169579221
2001-09-19,1132.7558376076279
2001-09-20,1137.1209883515346
2001-09-21,1117.695439899847
2001-09-24,1173.1090847277737
2001-09-25,1133.701062034749
2001-09-26,1124.6860188060625
2001-09-27,1143.4660185158584
2001-09-28,1182.187296452598
2001-10-01,1175.8559789793237
2001-10-02,1175.3061789204655
2001-10-03,1175.780675236997
2001-10-04,1206.0003475135748
2001-10-05,1200.4979572188606
2001-10-08,1187.7292181010573
2001-10-09,1238.4563677627464
2001-10-10,1250.650474554699
2001-10-11,1273.9632179152206
2001-10-12,1222.0058481503077
2001-10-15,1203.0102834939369
2001-10-16,1195.4413093434437
2001-10-17,1207.4989174693783
2001-10-18,1185.4125331693854
2001-10-19,1190.2001165083136
2001-10-22,1190.1086717366559
2001-10-23,1267.2040702712022
2001-10-24,1262.3304257974974
2001-10-25,1253.082052663824
2001-10-26,1265.1850225872174
2001-10-29,1244.3361561613378
2001-10-30,1261.6871353120453
2001-10-31,1273.714548223861
2001-11-01,1276.7482334378153
2001-11-02,1272.986430919967
2001-11-05,1299.4018377955874
2001-11-06,1285.4054628110132
2001-11-07,1248.3106718506447
2001-11-08,1283.7245275199273
2001-11-09,1289.9852498477526
2001-11-12,1283.9777613740428
2001-11-13,1305.2690047961212
2001-11-14,1319.3778512574472
2001-11-15,1326.3416810344022
2001-11-16,1301.217132916782
2001-11-19,1331.878812775036
2001-11-20,1316.4805839550343
2001-11-21,1334.9038408634071
2001-11-22,1338.7412500612736
2001-11-23,1368.2536980760594
2001-11-26,1355.293338827368
2001-11-27,1339.8853998230993
2001-11-28,1307.1716491276209
2001-11-29,1302.264277336989
2001-11-30,1311.8578813381441
2001-12-03,1325.4767369125725
2001-12-04,1345.0925206596537
2001-12-05,1350.087368496111
2001-12-06,1358.096797358513
2001-12-07,1344.5961115977918
2001-12-10,1348.1143351908395
2001-12-11,1350.6852365327848
2001-12-12,1333.4329993002077
2001-12-13,1293.9238506777117
2001-12-14,1284.3624568441467
2001-12-17,1276.9154338409905
2001-12-18,1273.5074615272106
2001-12-19,1276.3607404650108
2001-12-20,1298.5674910476732
2001-12-21,1292.5279549803256
2001-12-24,1313.3175177523176
2001-12-25,1313.8131423554426
2001-12-26,1313.8034681917413
2001-12-27,1310.8355903865827
2001-12-28,1323.3876105649983
2001-12-31,1310.3137184726759
2002-01-01,1310.3137184726759
2002-01-02,1301.7033675488221
2002-01-03,1323.652488237697
2002-01-04,1342.1543638634087
2002-01-07,1380.8883023931699
2002-01-08,1364.355542147996
2002-01-09,1333.7819849453185
2002-01-10,1319.137088674432
2002-01-11,1320.4543509438106
2002-01-14,1310.3060529691618
2002-01-15,1282.1637787142413
2002-01-16,1289.1563706212955
2002-01-17,1303.3388970481517
2002-01-18,1308.7080306005716
2002-01-21,1306.1561226621372
2002-01-22,1285.0361269281852
2002-01-23,1281.1750778085336
2002-01-24,1298.3133335275872
2002-01-25,1332.1446542721844
2002-01-28,1345.601248175703
2002-01-29,1366.6273672577609
2002-01-30,1350.093144949176
2002-01-31,1350.680810064713
2002-02-01,1343.9512307160426
2002-02-04,1332.2502710941474
2002-02-05,1328.8579949767354
2002-02-06,1329.5250573514843
2002-02-07,1312.9207770814828
2002-02-08,1326.1508783800086
2002-02-11,1348.366027623428
2002-02-12,1350.272109459763
2002-02-13,1356.4025951558276
2002-02-14,1359.9097266647916
2002-02-15,1383.408214803364
2002-02-18,1413.0209007101716
2002-02-19,1387.4932637877366
2002-02-20,1380.7298592934355
2002-02-21,1380.121975256972
2002-02-22,1364.4691215655926
2002-02-25,1347.9975449669003
2002-02-26,1354.262051123224
2002-02-27,1382.424549848863
2002-02-28,1367.8353849115715
2002-03-01,1352.160072831418
2002-03-04,1372.0963107769753
2002-03-05,1387.4501238261091
2002-03-06,1389.8258298224014
2002-03-07,1407.5537708324232
2002-03-08,1419.4557059178258
2002-03-11,1433.8508741955438
2002-03-12,1457.0275226192
2002-03-13,1442.5493220493788
2002-03-14,1436.814332894659
2002-03-15,1413.8565599724434
2002-03-18,1413.3730458275313
2002-03-19,1415.5481262748121
2002-03-20,1405.842417894164
2002-03-21,1392.0446955279476
2002-03-22,1405.371996702668
2002-03-25,1402.9402197337417
2002-03-26,1396.8645299353084
2002-03-27,1433.4394602012555
2002-03-28,1438.6073884000377
2002-03-29,1437.5977198793123
2002-04-01,1426.4215684168087
2002-04-02,1426.423467964833
2002-04-03,1424.3017219465492
2002-04-04,1425.2173097732198
2002-04-05,1430.4117505771478
2002-04-08,1437.4824408715026
2002-04-09,1429.190939749163
2002-04-10,1420.8340604904922
2002-04-11,1410.0727335431566
2002-04-12,1417.1871302964823
2002-04-15,1426.248781664404
2002-04-16,1432.9022335724221
2002-04-17,1450.537737697356
2002-04-18,1446.7624220610285
2002-04-19,1452.9644923074436
2002-04-22,1440.369784610888
2002-04-23,1462.048784648589
2002-04-24,1446.3488702022785
2002-04-25,1429.4529930323556
2002-04-26,1431.912352049913
2002-04-29,1421.1323236946394
2002-04-30,1429.790219599653
2002-05-01,1421.7795011245116
2002-05-02,1456.7464005875604
2002-05-03,1455.80196999525
2002-05-06,1453.3130290252343
2002-05-07,1447.994888243599
2002-05-08,1451.605736192654
2002-05-09,1447.0231241206045
2002-05-10,1441.097963374244
2002-05-13,1446.5835355532574
2002-05-14,1462.6102208949626
2002-05-15,1477.1818432979364
2002-05-16,1479.7151899667494
2002-05-17,1471.1333780250586
2002-05-20,1470.2664924069582
2002-05-21,1471.35099300786
2002-05-22,1457.1178972560876
2002-05-23,1459.4802363961307
2002-05-24,1465.901167650728
2002-05-27,1476.9182227551976
