Date,INDIA IMI VALUE WEIGHTED
2000-03-31,1771.739536095024
2000-04-03,1788.9418538225455
2000-04-04,1681.919321467113
2000-04-05,1661.6939927006429
2000-04-06,1677.9420519105115
2000-04-07,1775.8810822499916
2000-04-10,1821.069622669665
2000-04-11,1805.1430654560677
2000-04-12,1777.4240983562343
2000-04-13,1723.9635876999741
2000-04-14,1722.8817153512452
2000-04-17,1654.4658920016193
2000-04-18,1657.9209365795684
2000-04-19,1655.9885330907366
2000-04-20,1642.6309185674302
2000-04-21,1642.6309185674302
2000-04-24,1608.3014749842805
2000-04-25,1619.0999403906358
2000-04-26,1685.3126807948308
2000-04-27,1681.2082473146709
2000-04-28,1665.5601346840197
2000-05-01,1671.264152850794
2000-05-02,1594.9668886342643
2000-05-03,1615.7339348249627
2000-05-04,1652.1533717571654
2000-05-05,1685.5016937665698
2000-05-08,1643.2437573901464
2000-05-09,1633.8051559567364
2000-05-10,1588.1050984086878
2000-05-11,1562.4575781040098
2000-05-12,1502.57408995145
2000-05-15,1496.8355094012347
2000-05-16,1517.5827597512252
2000-05-17,1567.4350022885553
2000-05-18,1558.0126447571372
2000-05-19,1545.339248228627
2000-05-22,1498.8452943700252
2000-05-23,1485.2201248839824
2000-05-24,1498.5473139353307
2000-05-25,1528.5903940534265
2000-05-26,1514.4125094777746
2000-05-29,1561.1772876663574
2000-05-30,1583.897338396199
2000-05-31,1597.9213099890121
2000-06-01,1550.9987563274517
2000-06-02,1557.5532720072117
2000-06-05,1577.1242084897158
2000-06-06,1559.4391412908656
2000-06-07,1566.3464601456312
2000-06-08,1620.3194813552109
2000-06-09,1644.2656126623733
2000-06-12,1631.3946924878521
2000-06-13,1620.5672834624986
2000-06-14,1631.9205546974013
2000-06-15,1633.5641410530131
2000-06-16,1661.5604057766095
2000-06-19,1682.2892378030315
2000-06-20,1700.3571069208172
2000-06-21,1687.7645733876607
2000-06-22,1717.3845834000722
2000-06-23,1705.8854860700208
2000-06-26,1690.7667309696606
2000-06-27,1671.482921644931
2000-06-28,1672.2471019516709
2000-06-29,1664.7753092605421
2000-06-30,1624.8812850913682
2000-07-03,1666.8094797627575
2000-07-04,1678.4352477719226
2000-07-05,1684.3440735950498
2000-07-06,1678.5658147962629
2000-07-07,1695.6166785962043
2000-07-10,1688.9050620886687
2000-07-11,1704.3211044582208
2000-07-12,1730.9310340050056
2000-07-13,1722.480440267737
2000-07-14,1707.206727364294
2000-07-17,1696.5274362751936
2000-07-18,1686.3259222902668
2000-07-19,1668.9952785455237
2000-07-20,1644.2646199844066
2000-07-21,1597.4119607576429
2000-07-24,1524.9907408672566
2000-07-25,1552.4249428230826
2000-07-26,1530.7227417668319
2000-07-27,1542.7027446312554
2000-07-28,1555.4257156289486
2000-07-31,1547.0909795278283
2000-08-01,1520.6831350354282
2000-08-02,1545.127962977591
2000-08-03,1548.7816629361093
2000-08-04,1508.230559121978
2000-08-07,1496.9918606302015
2000-08-08,1520.6244324837241
2000-08-09,1535.8095632249228
2000-08-10,1489.2564974834916
2000-08-11,1480.5242123332025
2000-08-14,1482.6441643561775
2000-08-15,1467.4675651406906
2000-08-16,1494.5768379461022
2000-08-17,1486.8968295836373
2000-08-18,1495.9794005035512
2000-08-21,1526.0104002836902
2000-08-22,1534.3007279404762
2000-08-23,1541.218903328602
2000-08-24,1524.9032365727026
2000-08-25,1524.2354277288869
2000-08-28,1548.4024120826748
2000-08-29,1549.0328404966444
2000-08-30,1561.11730859834
2000-08-31,1578.7735503320246
2000-09-01,1560.3336011129054
2000-09-04,1588.7120256238359
2000-09-05,1631.5642884846277
2000-09-06,1656.9818160321727
2000-09-07,1675.681426163628
2000-09-08,1685.1565547700159
2000-09-11,1703.664589564937
2000-09-12,1705.7467688370282
2000-09-13,1678.9170726821897
2000-09-14,1676.5932569463157
2000-09-15,1627.0323240823593
2000-09-18,1594.333121739293
2000-09-19,1559.2325063986498
2000-09-20,1594.7611065746712
2000-09-21,1570.907417326599
2000-09-22,1463.587915462063
2000-09-25,1512.191283309288
2000-09-26,1473.5183949335749
2000-09-27,1490.6571817630638
2000-09-28,1466.036497554723
2000-09-29,1454.4946931480551
2000-10-02,1455.735430533722
2000-10-03,1468.5563310596494
2000-10-04,1478.5385055335282
2000-10-05,1466.8123641014763
2000-10-06,1441.394573807053
2000-10-09,1442.0521616964961
2000-10-10,1409.1665347337498
2000-10-11,1377.7575205659318
2000-10-12,1405.830163932652
2000-10-13,1378.1796996809505
2000-10-16,1423.109704228692
2000-10-17,1401.5335862621616
2000-10-18,1398.5765399839836
2000-10-19,1434.2891672983012
2000-10-20,1434.5640095571166
2000-10-23,1409.9817656449884
2000-10-24,1407.2450237584915
2000-10-25,1451.4648179070643
2000-10-26,1453.621969571636
2000-10-27,1446.0870801844355
2000-10-30,1427.9001642356054
2000-10-31,1422.9755616604143
2000-11-01,1442.313705337765
2000-11-02,1464.1140339850128
2000-11-03,1485.1353388556363
2000-11-06,1495.909424057327
2000-11-07,1500.0382065427445
2000-11-08,1519.063877516134
2000-11-09,1515.1949007148623
2000-11-10,1480.9720403630506
2000-11-13,1467.348948365732
2000-11-14,1515.112017049127
2000-11-15,1524.3366169371695
2000-11-16,1531.2207030120078
2000-11-17,1526.6889790951302
2000-11-20,1543.9215847618811
2000-11-21,1543.6799066565234
2000-11-22,1534.0631477607208
2000-11-23,1535.6365032367205
2000-11-24,1548.1822858669605
2000-11-27,1590.5815593208472
2000-11-28,1609.6561235034656
2000-11-29,1579.5979177242484
2000-11-30,1561.6205050971932
2000-12-01,1561.1386354317258
2000-12-04,1563.6270179255796
2000-12-05,1603.9175133032682
2000-12-06,1604.2435151781926
2000-12-07,1606.5401968053989
2000-12-08,1640.7505699941598
2000-12-11,1698.2811349736169
2000-12-12,1700.9124508629998
2000-12-13,1729.846424303845
2000-12-14,1691.3169832783528
2000-12-15,1622.7994604050248
2000-12-18,1641.366630186406
2000-12-19,1653.156994808299
2000-12-20,1611.9996370973274
2000-12-21,1585.9648757584578
2000-12-22,1521.4629090416943
2000-12-25,1521.4629090416943
2000-12-26,1472.0956903170813
2000-12-27,1491.0924638736287
2000-12-28,1528.471755581408
2000-12-29,1530.2584216907428
2001-01-01,1545.270686147646
2001-01-02,1561.7728197584722
2001-01-03,1606.4373703901774
2001-01-04,1593.1691102483626
2001-01-05,1590.3243633068107
2001-01-08,1582.4041896947597
2001-01-09,1584.7915643458607
2001-01-10,1574.0683396962083
2001-01-11,1555.2610266942868
2001-01-12,1576.1900567034686
2001-01-15,1602.6953221522026
2001-01-16,1606.5828371607502
2001-01-17,1617.9965880070506
2001-01-18,1609.7911494572452
2001-01-19,1642.1049957650475
2001-01-22,1674.0147897474205
2001-01-23,1673.8010923405552
2001-01-24,1726.1096453522455
2001-01-25,1742.06163093675
2001-01-26,1739.0345248554327
2001-01-29,1697.3839132425605
2001-01-30,1729.0021212454437
2001-01-31,1716.1206252932516
2001-02-01,1684.075980935059
2001-02-02,1745.68012486122
2001-02-05,1780.7681688414852
2001-02-06,1808.550871900713
2001-02-07,1806.4654765862701
2001-02-08,1876.5424018421131
2001-02-09,1893.946269473685
2001-02-12,1900.492989996018
2001-02-13,1877.250214982319
2001-02-14,1875.6268154599807
2001-02-15,1927.9245564334897
2001-02-16,1830.5536167128923
2001-02-19,1837.233867687055
2001-02-20,1864.9536909688813
2001-02-21,1843.4573399574153
2001-02-22,1836.719213512903
2001-02-23,1759.6834156209043
2001-02-26,1762.335706924073
2001-02-27,1720.5772645816749
2001-02-28,1768.2213590101987
2001-03-01,1797.4510460131544
2001-03-02,1754.8145639231868
2001-03-05,1716.8903700028661
2001-03-06,1715.9200116418901
2001-03-07,1721.3681648297563
2001-03-08,1710.6925675284372
2001-03-09,1623.0575336627905
2001-03-12,1580.751552361655
2001-03-13,1490.839907315081
2001-03-14,1552.002571847005
2001-03-15,1594.1787291866228
2001-03-16,1572.6110676511041
2001-03-19,1578.0687089330252
2001-03-20,1556.4580313436447
2001-03-21,1599.729842164849
2001-03-22,1605.4391285847041
2001-03-23,1542.7311311143055
2001-03-26,1542.1167854833
2001-03-27,1560.9701902487932
2001-03-28,1612.8795699706188
2001-03-29,1629.6180926401619
2001-03-30,1558.6990599780736
2001-04-02,1520.4314464986614
2001-04-03,1537.0086465631223
2001-04-04,1511.143172997494
2001-04-05,1521.5927465783382
2001-04-06,1512.0293726388436
2001-04-09,1513.820519048018
2001-04-10,1514.3530325962731
2001-04-11,1501.385207410862
2001-04-12,1440.8566566508061
2001-04-13,1440.8566566508061
2001-04-16,1486.5935590881381
2001-04-17,1538.221871999639
2001-04-18,1609.4827795170343
2001-04-19,1588.9901079832116
2001-04-20,1559.7822162060988
2001-04-23,1586.768204093385
2001-04-24,1590.1319838430404
2001-04-25,1606.3334366070717
2001-04-26,1585.1635659197434
2001-04-27,1537.7384408686241
2001-04-30,1573.960765533982
2001-05-01,1565.660495578291
2001-05-02,1580.3589583269165
2001-05-03,1562.928313380888
2001-05-04,1575.5047767363278
2001-05-07,1594.7408084770466
2001-05-08,1623.6905832531224
2001-05-09,1612.3915447834381
2001-05-10,1616.8515579171292
2001-05-11,1615.1669520795137
2001-05-14,1623.8138002476785
2001-05-15,1611.577136643565
2001-05-16,1611.3612473850599
2001-05-17,1658.0377713477824
2001-05-18,1683.2112336262514
2001-05-21,1689.6308478074245
2001-05-22,1696.8234839660638
2001-05-23,1712.7308795166825
2001-05-24,1720.3837802642806
2001-05-25,1703.5250454348688
2001-05-28,1732.454581521696
2001-05-29,1772.7106095319316
2001-05-30,1738.7747619093127
2001-05-31,1749.2261032137394
2001-06-01,1735.2416450382207
2001-06-04,1699.6439374948932
2001-06-05,1682.696548634011
2001-06-06,1695.6833379863638
2001-06-07,1678.6082472362286
2001-06-08,1697.8173554738344
2001-06-11,1722.4583175328978
2001-06-12,1696.4305893862897
2001-06-13,1704.8149696805751
2001-06-14,1673.6183721996388
2001-06-15,1632.7575764886728
2001-06-18,1628.378815120851
2001-06-19,1659.7187323175006
2001-06-20,1680.1085755789297
2001-06-21,1658.3542223399586
2001-06-22,1618.6894201726482
2001-06-25,1576.0822024715146
2001-06-26,1610.9753085229884
2001-06-27,1616.741960051231
2001-06-28,1624.0192079429935
2001-06-29,1630.8158915444976
2001-07-02,1633.229378507481
2001-07-03,1601.636562715904
2001-07-04,1609.1793677034386
2001-07-05,1633.5947823146055
2001-07-06,1601.4471980277003
2001-07-09,1587.7910977227543
2001-07-10,1590.9221629846625
2001-07-11,1584.6490561465307
2001-07-12,1618.146389021305
2001-07-13,1631.295349892701
2001-07-16,1618.4415396981763
2001-07-17,1613.9888730118762
2001-07-18,1569.3621565722337
2001-07-19,1564.1055928908577
2001-07-20,1542.0743804654437
2001-07-23,1550.2734434842062
2001-07-24,1514.574788265126
2001-07-25,1472.6383569211932
2001-07-26,1466.278542859116
2001-07-27,1479.090776871479
2001-07-30,1499.4667294489032
2001-07-31,1498.6854993258216
2001-08-01,1481.617844461329
2001-08-02,1477.9852657194444
2001-08-03,1480.5192977999775
2001-08-06,1490.4293213370372
2001-08-07,1491.6366645488156
2001-08-08,1487.7741338876751
2001-08-09,1466.2170446805233
2001-08-10,1457.0696344799508
2001-08-13,1446.8070847837412
2001-08-14,1459.5603349086257
2001-08-15,1437.8421344059439
2001-08-16,1436.937130470814
2001-08-17,1424.7180712185605
2001-08-20,1419.3974630459606
2001-08-21,1417.3670517273645
2001-08-22,1404.4392236862006
2001-08-23,1414.9838920620118
2001-08-24,1410.4852356093265
2001-08-27,1414.6494258545897
2001-08-28,1416.136347350758
2001-08-29,1412.2364694578803
2001-08-30,1409.6572658916548
2001-08-31,1398.12195009616
2001-09-03,1391.5091055109006
2001-09-04,1412.5493035594245
2001-09-05,1411.5129277733479
2001-09-06,1393.706583231534
2001-09-07,1364.0282193610578
2001-09-10,1368.479781564075
2001-09-11,1341.6497148179426
2001-09-12,1293.8516048064387
2001-09-13,1281.1621695176236
2001-09-14,1187.1179944379353
2001-09-17,1118.2618712308283
2001-09-18,1156.4663048681991
2001-09-19,1163.1958094879499
2001-09-20,1150.2573930528042
2001-09-21,1132.134654597876
2001-09-24,1165.144031456233
2001-09-25,1150.2375113267678
2001-09-26,1158.989989050818
2001-09-27,1179.480441152844
2001-09-28,1227.371174749223
2001-10-01,1211.537720097678
2001-10-02,1211.0087220755854
2001-10-03,1202.1494392572995
2001-10-04,1219.2847447658512
2001-10-05,1213.4628023420157
2001-10-08,1193.7300791708697
2001-10-09,1211.3460191163153
2001-10-10,1232.6696532190817
2001-10-11,1259.212520305109
2001-10-12,1254.807048648522
2001-10-15,1256.6248910229813
2001-10-16,1265.070284279955
2001-10-17,1283.1729553124346
2001-10-18,1279.813733004794
2001-10-19,1299.4954231691518
2001-10-22,1324.0665064427376
2001-10-23,1350.0393199946127
2001-10-24,1344.927751742032
2001-10-25,1333.3930943795713
2001-10-26,1340.412817450864
2001-10-29,1329.9092492927039
2001-10-30,1305.8251138088622
2001-10-31,1322.4106547052475
2001-11-01,1333.250867948848
2001-11-02,1352.4585980457855
2001-11-05,1369.8595021852252
2001-11-06,1382.6959236778387
2001-11-07,1364.9561493238987
2001-11-08,1395.4121191186805
2001-11-09,1393.9738518161896
2001-11-12,1406.6142951568324
2001-11-13,1417.2490488248104
2001-11-14,1416.1251840913053
2001-11-15,1449.4421622877323
2001-11-16,1442.565784696398
2001-11-19,1484.6014367961254
2001-11-20,1467.0868684718523
2001-11-21,1492.835125412443
2001-11-22,1502.3051639622151
2001-11-23,1499.3774066941987
2001-11-26,1517.5000598420281
2001-11-27,1505.9977284653612
2001-11-28,1497.0735458644913
2001-11-29,1486.8267335309054
2001-11-30,1473.2179293796887
2001-12-03,1481.049097523784
2001-12-04,1487.6715371581818
2001-12-05,1525.8143700378812
2001-12-06,1519.1763342258555
2001-12-07,1524.428997991495
2001-12-10,1543.081202504916
2001-12-11,1540.5141433416982
2001-12-12,1520.243273760714
2001-12-13,1493.3082613395309
2001-12-14,1476.6874785046923
2001-12-17,1474.320727401833
2001-12-18,1468.3381195096786
2001-12-19,1438.9209934593803
2001-12-20,1427.3677013399458
2001-12-21,1423.8257756806147
2001-12-24,1421.7849984897919
2001-12-25,1421.784998489792
2001-12-26,1403.2735855151768
2001-12-27,1357.7393491980345
2001-12-28,1384.0799649187436
2001-12-31,1414.082008788243
2002-01-01,1415.1987003978095
2002-01-02,1398.9858487834324
2002-01-03,1418.9649991055692
2002-01-04,1443.9315947957869
2002-01-07,1453.263604066443
2002-01-08,1457.812556649978
2002-01-09,1459.0140558618943
2002-01-10,1452.036321858624
2002-01-11,1450.9601426640543
2002-01-14,1482.9752636982269
2002-01-15,1482.7954471549315
2002-01-16,1500.9059850123476
2002-01-17,1519.9451984024367
2002-01-18,1516.1864637313763
2002-01-21,1524.4625133472832
2002-01-22,1515.3994850438548
2002-01-23,1517.6102097597648
2002-01-24,1507.9303297777099
2002-01-25,1522.8774125912948
2002-01-28,1533.6317073067776
2002-01-29,1526.2905442282104
2002-01-30,1514.776815075901
2002-01-31,1533.6016771408365
2002-02-01,1569.321811075827
2002-02-04,1581.5749743066847
2002-02-05,1603.309591547878
2002-02-06,1707.4619343146248
2002-02-07,1702.3456948273115
2002-02-08,1693.3587550227599
2002-02-11,1700.935016384042
2002-02-12,1706.720850972287
2002-02-13,1765.628268715519
2002-02-14,1834.2277285249852
2002-02-15,1856.5629870775006
2002-02-18,1858.1547298155517
2002-02-19,1812.3274726646198
2002-02-20,1808.9688743832496
2002-02-21,1817.1324065213626
2002-02-22,1829.2606421820321
2002-02-25,1834.8007863634784
2002-02-26,1899.4119186140265
2002-02-27,1886.1539578322586
2002-02-28,1788.492930949441
2002-03-01,1856.7457369472052
2002-03-04,1871.6412356353408
2002-03-05,1874.37844187663
2002-03-06,1852.0978963978484
2002-03-07,1846.5052425963918
2002-03-08,1855.2935649484034
2002-03-11,1827.9766244281175
2002-03-12,1801.3516297255035
2002-03-13,1819.0682406349365
2002-03-14,1808.7616384847956
2002-03-15,1847.6948561918257
2002-03-18,1863.9305581482356
2002-03-19,1833.5873636062265
2002-03-20,1827.8946951271546
2002-03-21,1820.8272438734803
2002-03-22,1828.8289943677212
2002-03-25,1833.834913147925
2002-03-26,1834.0721348104069
2002-03-27,1856.5242614740098
2002-03-28,1868.1877493763116
2002-03-29,1868.1877493763116
2002-04-01,1954.2754374010035
2002-04-02,1974.2821966234555
2002-04-03,1947.5653009654345
2002-04-04,1946.5714283901193
2002-04-05,1969.224879709778
2002-04-08,1987.3949198063774
2002-04-09,1954.7657325489274
2002-04-10,1941.0136987837707
2002-04-11,1963.3614572612878
2002-04-12,1978.732023575386
2002-04-15,1935.7496060668261
2002-04-16,1922.211171968651
2002-04-17,1906.601081713992
2002-04-18,1914.6594893619622
2002-04-19,1885.4821846426903
2002-04-22,1872.4889783255362
2002-04-23,1880.551500888897
2002-04-24,1892.3362981842351
2002-04-25,1850.196549813183
2002-04-26,1849.0446815148464
2002-04-29,1840.3340171632708
2002-04-30,1884.5596424679738
2002-05-01,1873.9535354534219
2002-05-02,1906.3339455031742
2002-05-03,1875.0929921026868
2002-05-06,1885.8101942222193
2002-05-07,1898.9124267300795
2002-05-08,1906.7719392115728
2002-05-09,1932.9672632407733
2002-05-10,1917.8007478848713
2002-05-13,1925.505334410804
2002-05-14,1944.1490569355387
2002-05-15,1925.303717826507
2002-05-16,1933.6664614391325
2002-05-17,1885.30395197626
2002-05-20,1833.5842114662134
2002-05-21,1795.5176831295094
