Date,THAILAND IMI VALUE WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,997.0053889441713
1999-01-05,1063.1440720923595
1999-01-06,1122.0562742451655
1999-01-07,1126.0296089398562
1999-01-08,1120.4355929106055
1999-01-11,1135.6947683697563
1999-01-12,1135.0950369369664
1999-01-13,1060.0030501214183
1999-01-14,1056.3341206865725
1999-01-15,1065.4660708667095
1999-01-18,1092.8435517869157
1999-01-19,1093.2268602689942
1999-01-20,1126.5552285695076
1999-01-21,1095.8209461518563
1999-01-22,1046.4748853964234
1999-01-25,1018.9152515898281
1999-01-26,1028.2744718758036
1999-01-27,1056.5411665201818
1999-01-28,1039.4721099784558
1999-01-29,1025.4214100085835
1999-02-01,1019.4544593727164
1999-02-02,980.2356086898994
1999-02-03,954.6408132861411
1999-02-04,958.5371886202811
1999-02-05,954.7313093673877
1999-02-08,932.2041673989788
1999-02-09,890.4398775672071
1999-02-10,878.0689440992326
1999-02-11,874.0998006695658
1999-02-12,961.4200057634717
1999-02-15,974.9007692526116
1999-02-16,986.3530461124346
1999-02-17,944.1183787873543
1999-02-18,948.6401725319334
1999-02-19,952.370131914477
1999-02-22,948.514115075217
1999-02-23,956.9353511485949
1999-02-24,957.7480564179277
1999-02-25,943.619831981322
1999-02-26,978.4444639836729
1999-03-01,982.9087927201381
1999-03-02,972.9087651824992
1999-03-03,977.7550670600116
1999-03-04,967.8441332896822
1999-03-05,966.2579765559959
1999-03-08,974.8535593507761
1999-03-09,942.9314508433706
1999-03-10,943.8971195794916
1999-03-11,991.5888779899304
1999-03-12,993.8595588430686
1999-03-15,1039.4779260380692
1999-03-16,1028.7021681638944
1999-03-17,1023.3896262568834
1999-03-18,1047.1652687553615
1999-03-19,1068.4114545536274
1999-03-22,1064.8424394355745
1999-03-23,1061.9247705825828
1999-03-24,1050.298686376927
1999-03-25,1075.0794870847346
1999-03-26,1090.2478193201052
1999-03-29,1082.960120148403
1999-03-30,1065.3963902416742
1999-03-31,1034.8467458738799
1999-04-01,1045.8834362800508
1999-04-02,1045.262354696072
1999-04-05,1030.9549038464095
1999-04-06,1024.5913253870538
1999-04-07,1058.4296726522687
1999-04-08,1070.5607658230804
1999-04-09,1088.340463861221
1999-04-12,1076.9223107113803
1999-04-13,1084.4185403034053
1999-04-14,1090.1314303208433
1999-04-15,1099.786241540483
1999-04-16,1250.9544890210748
1999-04-19,1292.7621282234277
1999-04-20,1252.8325004897042
1999-04-21,1230.5995027079123
1999-04-22,1241.057298146621
1999-04-23,1235.7323639931658
1999-04-26,1310.966992422127
1999-04-27,1343.3098254243973
1999-04-28,1335.616197560927
1999-04-29,1388.9789282947743
1999-04-30,1527.2518222882022
1999-05-03,1535.1905653870317
1999-05-04,1770.2750842578996
1999-05-05,1758.1929526619483
1999-05-06,1727.4948908254441
1999-05-07,1624.4316989943209
1999-05-10,1641.6075549991033
1999-05-11,1659.3570904064572
1999-05-12,1646.0641973980507
1999-05-13,1592.0676119038678
1999-05-14,1575.9439555887675
1999-05-17,1556.0741426798857
1999-05-18,1625.8716724129984
1999-05-19,1629.7393374695616
1999-05-20,1624.2707290847477
1999-05-21,1624.507257449664
1999-05-24,1595.5879295201873
1999-05-25,1570.6114182546423
1999-05-26,1580.4550546085463
1999-05-27,1598.957366164379
1999-05-28,1558.0952015014977
1999-05-31,1564.3843896277772
1999-06-01,1587.4831093962555
1999-06-02,1647.66834623231
1999-06-03,1659.3364197642038
1999-06-04,1670.5278002810917
1999-06-07,1707.308920607359
1999-06-08,1731.8233022946602
1999-06-09,1798.489027347419
1999-06-10,1807.0567530909223
1999-06-11,1797.5994010072613
1999-06-14,1820.7412828579195
1999-06-15,1793.9007260074154
1999-06-16,1823.851922654621
1999-06-17,1887.5592419125926
1999-06-18,1861.241953363761
1999-06-21,1933.9612380600795
1999-06-22,2012.0939445049803
1999-06-23,1999.3192931350582
1999-06-24,2002.048639094427
1999-06-25,1987.712482176672
1999-06-28,1963.323196055919
1999-06-29,1917.3034191106622
1999-06-30,1920.9077412304682
1999-07-01,1936.694572453967
1999-07-02,1960.6175585505166
1999-07-05,1967.6270953590454
1999-07-06,1954.4639058273617
1999-07-07,1901.0903218533595
1999-07-08,1823.5096470195244
1999-07-09,1852.0080111474385
1999-07-12,1866.8163679396002
1999-07-13,1811.0485678134194
1999-07-14,1775.2209433747723
1999-07-15,1778.8584285530735
1999-07-16,1761.4381257764626
1999-07-19,1787.615056085334
1999-07-20,1761.2952866376195
1999-07-21,1767.3873889445008
1999-07-22,1725.7355818352203
1999-07-23,1689.6399495627306
1999-07-26,1602.8230598507796
1999-07-27,1608.4633547524493
1999-07-28,1620.9459378097956
1999-07-29,1605.3695433399275
1999-07-30,1589.2695290337592
1999-08-02,1565.3377789475226
1999-08-03,1575.9427466618645
1999-08-04,1553.0438392939288
