Date,GERMANY IMI
1994-05-31,285.9612986853997
1994-06-30,287.07746627615603
1994-07-29,297.9055596488847
1994-08-31,306.6867478280426
1994-09-30,290.4563285873594
1994-10-31,303.70118305246615
1994-11-30,287.0857836609861
1994-12-30,296.80351063418055
1995-01-31,292.29265244091994
1995-02-28,312.44700019142545
1995-03-31,309.90287765791015
1995-04-28,318.82590807730503
1995-05-31,322.01820857474485
1995-06-30,331.58172517354
1995-07-31,347.6216767156054
1995-08-31,328.3983939534958
1995-09-29,331.86279689562883
1995-10-31,328.11168618305106
1995-11-30,325.0451671872587
1995-12-29,334.3568163675943
1996-01-31,342.74884910072296
1996-02-29,346.6521876879489
1996-03-29,344.440167583096
1996-04-30,331.3982965432553
1996-05-31,338.757868718921
1996-06-28,347.56632152102844
1996-07-31,347.7358420984365
1996-08-30,354.26753783848903
1996-09-30,353.90270518837343
1996-10-31,357.3165448970248
1996-11-29,368.2643568748606
1996-12-31,371.9524825607931
1997-01-01,371.9524825607931
1997-01-02,368.60023827244646
1997-01-03,366.099771339595
1997-01-06,366.9754643447452
1997-01-07,368.03942500486096
1997-01-08,368.024679338621
1997-01-09,365.712013429025
1997-01-10,367.12278787940346
1997-01-13,368.14634215563837
1997-01-14,366.54562395375984
1997-01-15,371.75083696245554
1997-01-16,371.6264299815044
1997-01-17,368.78168266110754
1997-01-20,369.20586461034503
1997-01-21,364.2826183532967
1997-01-22,365.60727942991355
1997-01-23,365.9400837318246
1997-01-24,365.6599827461604
1997-01-27,362.8135324084962
1997-01-28,359.1983260412879
1997-01-29,361.42237045288863
1997-01-30,364.2765522471712
1997-01-31,366.76416581052666
1997-02-03,368.9026758360888
1997-02-04,369.7365624084589
1997-02-05,371.20364800123355
1997-02-06,371.78768601617907
1997-02-07,369.8125644074833
1997-02-10,377.4122099570381
1997-02-11,374.23036396083086
1997-02-12,374.65037222615246
1997-02-13,374.7111219822226
1997-02-14,376.3412565363024
1997-02-17,372.0368236680156
1997-02-18,377.6663263392027
1997-02-19,373.6762079922207
1997-02-20,371.2533694354464
1997-02-21,371.75607122674415
1997-02-24,374.6405449553769
1997-02-25,377.7470526761342
1997-02-26,375.3358257636363
1997-02-27,379.0654612047271
1997-02-28,378.3581418500941
1997-03-03,379.1398548329099
1997-03-04,380.8775141432014
1997-03-05,384.0450283853302
1997-03-06,387.0676591423838
1997-03-07,383.1133335865584
1997-03-10,392.251388291605
1997-03-11,394.85490514768105
1997-03-12,392.9376857896816
1997-03-13,387.51300412980487
1997-03-14,388.64177017946145
1997-03-17,389.81182716043276
1997-03-18,387.19290777139975
1997-03-19,388.43149230361126
1997-03-20,383.6754542490146
1997-03-21,388.1165761333542
1997-03-24,389.2542552046399
1997-03-25,390.82372464073035
1997-03-26,396.166842125251
1997-03-27,400.78142498924404
1997-03-28,401.0803014844335
1997-03-31,402.97844980286226
1997-04-01,389.61395154134715
1997-04-02,390.8980024590318
1997-04-03,383.14973033613865
1997-04-04,383.90943158499846
1997-04-07,382.64792362383656
1997-04-08,384.30395405150034
1997-04-09,385.70115545773706
1997-04-10,385.70217282348796
1997-04-11,383.49579180442237
1997-04-14,378.086594191865
1997-04-15,380.1924832372654
1997-04-16,383.71267491020456
1997-04-17,387.14452247778934
1997-04-18,386.07168252709346
1997-04-21,389.0940202391668
1997-04-22,386.3395942552432
1997-04-23,390.56931560808545
1997-04-24,389.78863547303825
1997-04-25,386.52091923779636
1997-04-28,384.1725827563736
1997-04-29,386.3504121790786
1997-04-30,389.4880121411907
1997-05-01,392.4676354917168
1997-05-02,392.53422355021644
1997-05-05,397.80337016082814
1997-05-06,403.29440948672396
1997-05-07,402.5159531628777
1997-05-08,405.32508440209506
1997-05-09,410.765369000191
1997-05-12,411.155602325259
1997-05-13,413.34190178718217
1997-05-14,410.88963840047006
1997-05-15,411.0304666686075
1997-05-16,416.0260344493585
1997-05-19,412.82152276179465
1997-05-20,410.68459061134877
1997-05-21,415.50937119878205
1997-05-22,414.7028624566746
1997-05-23,417.5435016107703
1997-05-26,422.7851491879648
1997-05-27,421.1472076344067
1997-05-28,419.10695855004127
1997-05-29,419.2942746684158
1997-05-30,409.0641836117814
1997-06-02,409.2498501932426
1997-06-03,410.57466132983546
1997-06-04,413.62826915570184
1997-06-05,415.8569618729384
1997-06-06,418.3387161930054
1997-06-09,421.5319485688246
1997-06-10,419.7710485846856
1997-06-11,421.7620543350971
1997-06-12,422.26415628256694
1997-06-13,422.0288414393785
1997-06-16,425.71200089074085
1997-06-17,422.5768884283442
1997-06-18,423.6678108456219
1997-06-19,426.4494882745058
1997-06-20,427.80586681031133
1997-06-23,427.9697172092594
1997-06-24,427.6138188469517
1997-06-25,431.34655440594713
1997-06-26,430.34756409538073
1997-06-27,427.74765131049895
1997-06-30,424.9641553216637
1997-07-01,428.41973815248826
1997-07-02,428.92478714909396
