Date,USA 100
2000-05-31,1000.0
2000-06-01,1020.1554560914401
2000-06-02,1041.8171258350073
2000-06-05,1037.7304588616882
2000-06-06,1031.7745861320484
2000-06-07,1044.0663686787075
2000-06-08,1036.9864120031605
2000-06-09,1032.1658345068151
2000-06-12,1024.2614402905072
2000-06-13,1042.8991194685036
2000-06-14,1044.4192869824303
2000-06-15,1053.3907101258758
2000-06-16,1043.3273988146989
2000-06-19,1061.917080262914
2000-06-20,1055.0484689211228
2000-06-21,1059.1679549361627
2000-06-22,1038.873916274102
2000-06-23,1029.7496153548357
2000-06-26,1040.0098927426752
2000-06-27,1034.959615162312
2000-06-28,1038.116771565096
2000-06-29,1029.75933341625
2000-06-30,1042.4512969128887
2000-07-03,1049.6584028379755
2000-07-04,1049.6584028379755
2000-07-05,1032.5650680470292
2000-07-06,1039.2459996506034
2000-07-07,1054.371394476977
2000-07-10,1049.8738167097688
2000-07-11,1050.0682077096737
2000-07-12,1057.937566530463
2000-07-13,1060.892085672048
2000-07-14,1071.606292031908
2000-07-17,1073.6628027303789
2000-07-18,1061.6147091803323
2000-07-19,1052.939603162589
2000-07-20,1064.6396756469212
2000-07-21,1054.7945722479876
2000-07-24,1042.3823820666948
2000-07-25,1049.129912274768
2000-07-26,1034.4095864215362
2000-07-27,1032.8296078807427
2000-07-28,1011.2893123366996
2000-07-31,1018.9366406828592
2000-08-01,1023.4715461914961
2000-08-02,1023.0497892385578
2000-08-03,1033.640786607362
2000-08-04,1039.4348980504328
2000-08-07,1047.8322846393423
2000-08-08,1048.1049682169435
2000-08-09,1041.042944036845
2000-08-10,1031.2962475506197
2000-08-11,1038.8614671027992
2000-08-14,1052.3645137311203
2000-08-15,1048.6360973732758
2000-08-16,1044.9449433761963
2000-08-17,1055.5437299911575
2000-08-18,1051.8193371457032
2000-08-21,1059.4942461348908
2000-08-22,1057.2310527742882
2000-08-23,1064.344000123784
2000-08-24,1066.9421116501023
2000-08-25,1065.4950956074538
2000-08-28,1072.1510930306729
2000-08-29,1069.843038235706
2000-08-30,1062.2258258776108
2000-08-31,1072.027746427179
2000-09-01,1074.3766027407132
2000-09-04,1074.3766027407132
2000-09-05,1060.8710770834132
2000-09-06,1043.9517841187096
2000-09-07,1052.4051074675453
2000-09-08,1044.6375422193012
2000-09-11,1038.5067682162721
2000-09-12,1032.9099043960205
2000-09-13,1035.380789743445
2000-09-14,1031.6739922766362
2000-09-15,1018.7896957429374
2000-09-18,1006.1984905740998
2000-09-19,1019.8205488758192
2000-09-20,1015.7211558557318
2000-09-21,1014.8096282745363
2000-09-22,1014.0463886012599
2000-09-25,1006.4127420482963
2000-09-26,996.1710961781864
2000-09-27,996.2997569032214
2000-09-28,1018.1933582679436
2000-09-29,1002.6176665223877
2000-10-02,998.8714885046677
2000-10-03,989.1888826994007
2000-10-04,998.1120655335739
2000-10-05,999.556797995731
2000-10-06,980.85750797347
2000-10-09,973.5253300321615
2000-10-10,962.3564857368189
2000-10-11,943.3168285482575
2000-10-12,916.14913387682
2000-10-13,951.652266188913
2000-10-16,949.5342310861686
2000-10-17,932.5229469340578
2000-10-18,927.7257748127594
2000-10-19,964.3954614424625
2000-10-20,971.8697355250735
2000-10-23,971.5770239581298
2000-10-24,971.5764946537425
2000-10-25,950.5441096118378
2000-10-26,949.6971263988274
2000-10-27,959.3250841251256
2000-10-30,966.1162863249108
2000-10-31,989.2366124965174
2000-11-01,981.7539733524897
2000-11-02,989.1983880454884
2000-11-03,988.321804175759
2000-11-06,992.0442916378951
2000-11-07,991.7738623296779
2000-11-08,970.4198008797218
2000-11-09,962.8736663991845
2000-11-10,935.4821729055527
2000-11-13,923.3149904514554
2000-11-14,949.586647637995
2000-11-15,954.1711744530177
2000-11-16,940.7794282801241
2000-11-17,937.4035859582054
2000-11-20,915.6427345661853
2000-11-21,918.0984769947696
2000-11-22,899.7929653416786
2000-11-23,899.7929653416786
2000-11-24,915.5604508805939
2000-11-27,920.6385484522747
2000-11-28,909.0348494725889
2000-11-29,913.1633935948248
2000-11-30,892.9719660158388
2000-12-01,890.4461834920212
2000-12-04,896.4703395647202
2000-12-05,935.6426000324484
2000-12-06,917.6569310073904
2000-12-07,912.6665558890272
2000-12-08,929.9606117930142
2000-12-11,937.9795743658066
2000-12-12,931.9415830757798
2000-12-13,926.7590037728684
2000-12-14,912.5349166926766
2000-12-15,888.1409049987427
2000-12-18,892.1862667506391
2000-12-19,878.2082376567145
2000-12-20,845.6321869922485
2000-12-21,853.4767352885794
2000-12-22,873.908388383711
2000-12-25,873.908388383711
2000-12-26,878.7701069683225
2000-12-27,885.7497548087606
2000-12-28,888.3947688108286
2000-12-29,880.0869498182494
2001-01-01,880.0869498182494
2001-01-02,856.1823859438095
2001-01-03,903.8570731072939
2001-01-04,894.1138274063017
2001-01-05,869.1036349027975
2001-01-08,866.2633342057809
2001-01-09,871.8436883278708
2001-01-10,879.6659558854361
2001-01-11,891.0955587164899
2001-01-12,885.308899870888
2001-01-15,885.308899870888
2001-01-16,891.4418091960163
2001-01-17,891.4009651104783
2001-01-18,906.4117713310773
2001-01-19,904.4367466058288
2001-01-22,901.0668828622062
2001-01-23,910.8695342952557
2001-01-24,913.9620115511244
2001-01-25,908.4660010155852
2001-01-26,906.317524095922
2001-01-29,910.8394707576008
2001-01-30,917.6941448129267
2001-01-31,911.2780799546825
2001-02-01,918.5951569875929
2001-02-02,900.6520990745195
2001-02-05,904.436664517777
2001-02-06,903.3074840395119
2001-02-07,893.2931228075324
2001-02-08,886.8788306119003
2001-02-09,872.1103327123524
2001-02-12,883.852189926866
2001-02-13,874.2829653343078
2001-02-14,872.1835232342984
2001-02-15,880.0657631655694
2001-02-16,863.5217944669108
2001-02-19,863.5217944669108
2001-02-20,847.7295935909829
2001-02-21,830.6279853218158
2001-02-22,829.7098703665223
2001-02-23,824.5784749265698
2001-02-26,839.7844153835929
2001-02-27,832.7669118313709
2001-02-28,819.681556560699
2001-03-01,820.0018200615773
2001-03-02,812.4787490925216
2001-03-05,818.1759904060835
2001-03-06,827.0197523673739
2001-03-07,831.1815102388593
2001-03-08,832.3307859352333
2001-03-09,810.1762155861329
2001-03-12,772.3180852198852
2001-03-13,787.9207946956727
2001-03-14,766.8356138004222
2001-03-15,772.6005645465974
2001-03-16,756.8924713651104
2001-03-19,770.2762590599103
2001-03-20,750.0041738527433
2001-03-21,737.1520967460066
2001-03-22,734.8361068434607
2001-03-23,750.4652945280054
2001-03-26,758.7789951456389
2001-03-27,781.7244661968302
2001-03-28,761.3989489221751
2001-03-29,756.9870455866276
2001-03-30,765.2309218467079
2001-04-02,755.0380910364415
2001-04-03,727.5116533163881
2001-04-04,724.0450611497978
2001-04-05,758.7905221903283
2001-04-06,744.7611684946572
2001-04-09,749.3062447409798
2001-04-10,769.1055838057243
2001-04-11,768.4997038204729
2001-04-12,780.4679212585792
2001-04-13,780.4679212585792
2001-04-16,778.1089317647875
2001-04-17,786.645696324702
2001-04-18,818.7674054587025
