Date,PORTUGAL IMI
1994-05-31,230.68431970032373
1994-06-30,224.0716692645331
1994-07-29,238.97026364031785
1994-08-31,253.7779568450484
1994-09-30,248.61469080671546
1994-10-31,256.1635813116437
1994-11-30,249.89524889706428
1994-12-30,248.38553362198152
1995-01-31,239.3162261176804
1995-02-28,248.19114598264977
1995-03-31,265.140063198892
1995-04-28,264.28879866922745
1995-05-31,262.78480505482213
1995-06-30,262.755006344125
1995-07-31,262.5951629111673
1995-08-31,243.16432005055754
1995-09-29,249.61785900947265
1995-10-31,255.7961506815322
1995-11-30,243.93130092923957
1995-12-29,251.61277508459833
1996-01-31,265.8908911534777
1996-02-29,271.6916766082383
1996-03-29,275.907294412541
1996-04-30,271.94058136806984
1996-05-31,281.1823220677433
1996-06-28,296.1449156338749
1996-07-31,301.0544339093636
1996-08-30,307.3522759915259
1996-09-30,300.60402481773787
1996-10-31,304.71643010819747
1996-11-29,308.53004582729585
1996-12-31,319.5481550044594
1997-01-01,319.5481550044594
1997-01-02,320.2253198635066
1997-01-03,319.5226798564398
1997-01-06,325.6069528362353
1997-01-07,331.52519179135305
1997-01-08,334.2929962533739
1997-01-09,333.8297867851163
1997-01-10,335.22026550235717
1997-01-13,343.10120717724334
1997-01-14,344.2415725897143
1997-01-15,342.13006342086754
1997-01-16,343.9884343080533
1997-01-17,343.94443131748034
1997-01-20,341.6482699173967
1997-01-21,341.4663355973475
1997-01-22,338.1552060473691
1997-01-23,338.6042241524856
1997-01-24,341.42783341145156
1997-01-27,340.7514402354752
1997-01-28,337.6496494289322
1997-01-29,338.36561125401624
1997-01-30,339.9491978830259
1997-01-31,341.08836916589615
1997-02-03,338.7023151037867
1997-02-04,340.3542352212672
1997-02-05,347.71236796558276
1997-02-06,353.1261925275869
1997-02-07,351.0442767851319
1997-02-10,352.9271926658306
1997-02-11,349.6476690742253
1997-02-12,345.73566387223684
1997-02-13,344.4281285903496
1997-02-14,345.31242944879165
1997-02-17,343.9948058046792
1997-02-18,345.9967748076576
