Date,IRELAND IMI
1994-05-31,115.27507409885878
1994-06-30,114.38908948196469
1994-07-29,122.3729233391427
1994-08-31,130.5087778202724
1994-09-30,128.27636693771572
1994-10-31,131.84887284298523
1994-11-30,126.14329871185356
1994-12-30,129.63371660608556
1995-01-31,130.88336555701213
1995-02-28,135.5698499189083
1995-03-31,138.68227584181017
1995-04-28,141.72674487531884
1995-05-31,144.51347125988804
1995-06-30,151.78722804320554
1995-07-31,157.2598066884658
1995-08-31,155.87318780189776
1995-09-29,161.51747139548283
1995-10-31,160.3759656575235
1995-11-30,164.72903286086532
1995-12-29,167.79070767299547
1996-01-31,171.42854850136288
1996-02-29,173.22207113505894
1996-03-29,178.90457549808949
1996-04-30,186.38138625442224
1996-05-31,191.65030937993595
1996-06-28,192.70540835456995
1996-07-31,188.45289665094793
1996-08-30,197.44336375063938
1996-09-30,204.587928553654
1996-10-31,208.70239505468172
1996-11-29,216.6163379614389
1996-12-31,222.1427644744802
1997-01-01,222.1427644744802
1997-01-02,220.51849288465004
1997-01-03,221.6445808666873
1997-01-06,222.98393513138535
1997-01-07,225.49268721408887
1997-01-08,225.92236782484204
1997-01-09,227.05129263852487
1997-01-10,225.81004697052913
1997-01-13,225.7120888523323
1997-01-14,226.33620102765002
1997-01-15,226.89006567590937
1997-01-16,226.55921669188285
1997-01-17,225.6277557365196
1997-01-20,223.68586868261656
1997-01-21,222.56904857361837
1997-01-22,225.15156102419115
1997-01-23,222.02833033376746
1997-01-24,221.48377675913054
1997-01-27,220.62255177889213
1997-01-28,218.66029469735645
1997-01-29,221.170025596241
1997-01-30,224.13548291040456
1997-01-31,225.5651184614661
1997-02-03,226.69927303429304
1997-02-04,226.36193549740798
1997-02-05,227.9482987066905
1997-02-06,228.92095853190085
1997-02-07,228.03730909448987
1997-02-10,232.42328267880748
1997-02-11,232.40496601742615
1997-02-12,230.3069305694525
1997-02-13,231.08401505749964
1997-02-14,232.67454032383756
1997-02-17,231.3213532780719
1997-02-18,230.19261392317063
1997-02-19,232.08805814603542
1997-02-20,230.94194678055902
1997-02-21,231.56286245575396
1997-02-24,234.03098299963378
1997-02-25,236.0537006940195
1997-02-26,234.92374884297283
1997-02-27,233.04538479318535
1997-02-28,233.7626019718334
1997-03-03,231.17453175091984
1997-03-04,230.82948254008062
1997-03-05,230.24260855910572
1997-03-06,232.289534552603
1997-03-07,231.13026774451774
1997-03-10,231.1412764025046
1997-03-11,233.09722582275487
1997-03-12,232.1685243085832
1997-03-13,232.47842533196794
1997-03-14,232.319077484174
1997-03-17,231.64708931706124
1997-03-18,229.02381602618598
1997-03-19,227.86162148548476
1997-03-20,223.59936736546706
1997-03-21,225.89295255981153
1997-03-24,224.73826283777692
1997-03-25,228.13820929526045
1997-03-26,229.35172801423462
1997-03-27,229.54651074111922
1997-03-28,230.2849454127574
1997-03-31,230.94092947374878
1997-04-01,226.18558029611538
1997-04-02,226.3217856629473
1997-04-03,225.105879272981
1997-04-04,226.04962733941937
1997-04-07,226.10321619720565
1997-04-08,225.31885236001145
1997-04-09,227.00877940975113
1997-04-10,227.37079441325668
1997-04-11,226.92886221605076
1997-04-14,224.61765652901718
1997-04-15,226.26620560707622
1997-04-16,228.15755659723533
1997-04-17,229.11654291804862
1997-04-18,228.9668363738712
1997-04-21,229.93304369623348
1997-04-22,229.89409358760668
1997-04-23,229.52144065410056
1997-04-24,230.14677268175453
1997-04-25,229.3958946240648
1997-04-28,228.21607048907148
1997-04-29,230.815586535831
1997-04-30,227.6808723973603
1997-05-01,231.19092051751454
1997-05-02,231.77851667099296
1997-05-05,231.75680087549856
1997-05-06,236.28111550057096
1997-05-07,236.50045245273193
1997-05-08,234.77037445155688
1997-05-09,238.42257672789282
1997-05-12,239.49897363397773
1997-05-13,242.45113814858382
1997-05-14,243.18782569472444
1997-05-15,244.37851337412636
1997-05-16,245.0670246097337
1997-05-19,243.9547159768517
1997-05-20,243.59710956834846
1997-05-21,243.12679225785243
1997-05-22,243.06674912565325
1997-05-23,243.67426692432346
1997-05-26,245.1806554825984
1997-05-27,245.91728108070134
1997-05-28,246.7903260980452
1997-05-29,246.82524957303426
1997-05-30,244.21130107710766
1997-06-02,243.19059214591357
1997-06-03,242.39428195792564
1997-06-04,242.8096161630134
1997-06-05,245.25510610602578
1997-06-06,247.22174867340817
1997-06-09,250.86662412480638
1997-06-10,251.76948705305207
1997-06-11,249.92037037836693
1997-06-12,253.10692238777585
1997-06-13,253.11987280812957
1997-06-16,253.48249785471057
1997-06-17,251.14657822779694
1997-06-18,249.7431817480885
1997-06-19,250.9613312693894
1997-06-20,251.7625289076145
1997-06-23,251.49693998687366
1997-06-24,252.31825837514683
1997-06-25,254.57726050091182
1997-06-26,252.03176276254763
1997-06-27,252.52170105516745
1997-06-30,253.49004745816927
1997-07-01,255.58300673843587
1997-07-02,254.96165473513557
1997-07-03,262.0693012294744
1997-07-04,261.11796189872325
1997-07-07,262.82628732398337
1997-07-08,265.1269333655114
1997-07-09,264.0487101643418
1997-07-10,266.654346901865
1997-07-11,266.7308579934157
1997-07-14,266.96167674906536
1997-07-15,264.45654472228455
1997-07-16,269.9025661211062
1997-07-17,272.1314047149397
1997-07-18,270.78921012067826
1997-07-21,264.3702437832907
1997-07-22,267.1935182880294
1997-07-23,268.9330111805161
1997-07-24,269.15231720210113
1997-07-25,267.1262749008542
1997-07-28,265.838094003747
1997-07-29,265.99070206918555
1997-07-30,265.3788263973036
1997-07-31,269.0717036682553
1997-08-01,267.2661298708919
1997-08-04,265.40735696982955
1997-08-05,264.7750046729244
1997-08-06,266.0336387707176
1997-08-07,268.1365835823331
1997-08-08,269.28641855824463
1997-08-11,268.02765287706364
1997-08-12,267.70727689283217
1997-08-13,268.6193805266731
1997-08-14,269.5325019563071
1997-08-15,267.9896794680869
1997-08-18,265.9544244403508
1997-08-19,266.5979717141939
1997-08-20,264.607630126414
1997-08-21,265.5025715381161
1997-08-22,264.42653421643706
1997-08-25,263.99003311413753
1997-08-26,265.30984062316816
1997-08-27,265.85159892657845
1997-08-28,266.8540952597996
1997-08-29,264.9980147882055
1997-09-01,264.4426662794276
1997-09-02,263.83277815990533
1997-09-03,264.4687139494623
1997-09-04,265.40585118281706
1997-09-05,267.8410235286735
1997-09-08,267.3707434030008
1997-09-09,267.7188636382909
1997-09-10,266.7839879816828
1997-09-11,265.9787197159955
1997-09-12,266.4326611716089
1997-09-15,265.04574294491306
1997-09-16,265.2342522998438
1997-09-17,266.235025840381
1997-09-18,268.1365341311405
1997-09-19,268.50432695134754
1997-09-22,264.64517619254354
1997-09-23,266.5660659181053
1997-09-24,269.5502464714392
1997-09-25,270.7900283273202
1997-09-26,272.96409188374946
1997-09-29,275.48782054568846
1997-09-30,276.8113059250238
1997-10-01,279.03390006229
1997-10-02,281.3329875072532
1997-10-03,285.1847651390327
1997-10-06,284.44626578521087
1997-10-07,285.0744304578173
1997-10-08,283.51143118189145
1997-10-09,282.9065071920542
1997-10-10,282.2743038071891
1997-10-13,284.651449548495
1997-10-14,288.1913524430249
1997-10-15,287.9249646745929
1997-10-16,287.6907305086714
1997-10-17,282.81753408166907
1997-10-20,284.771906777578
1997-10-21,283.8097594595976
1997-10-22,283.63286671258294
1997-10-23,280.4255977404151
1997-10-24,279.40653542647686
1997-10-27,279.93770132552277
1997-10-28,266.7341546020675
1997-10-29,275.58241531585236
1997-10-30,273.02714970182836
1997-10-31,275.96985026400796
