Date,BELGIUM IMI
1994-05-31,200.31662167917432
1994-06-30,197.31440777636251
1994-07-29,205.45844957400405
1994-08-31,207.9149108486696
1994-09-30,197.411367826846
1994-10-31,203.27292426628915
1994-11-30,199.0696214649148
1994-12-30,201.20656150378434
1995-01-31,199.0449043588409
1995-02-28,204.18804128976433
1995-03-31,215.44049135688263
1995-04-28,229.29246332254593
1995-05-31,233.79527721331306
1995-06-30,237.07270991688404
1995-07-31,244.33896350968615
1995-08-31,230.02249562427218
1995-09-29,237.46500073038183
1995-10-31,235.49864647875972
1995-11-30,237.18033449851785
1995-12-29,251.44612478791458
1996-01-31,258.8588431280863
1996-02-29,256.5452983089315
1996-03-29,250.79506426200285
1996-04-30,255.0612490006744
1996-05-31,260.93556038821635
1996-06-28,265.4792428754927
1996-07-31,267.7282754329354
1996-08-30,270.43492751778354
1996-09-30,272.0283753078297
1996-10-31,277.5334264392561
1996-11-29,287.6411357611253
1996-12-31,288.9384323628773
1997-01-01,288.9384323628773
1997-01-02,286.4504582773228
1997-01-03,285.8860335036665
1997-01-06,285.8989160182726
1997-01-07,285.60706177466244
1997-01-08,285.4844776932651
1997-01-09,287.5194863590689
1997-01-10,288.20877059781026
1997-01-13,291.2593418943414
1997-01-14,292.40053433071114
1997-01-15,295.1741781675722
1997-01-16,294.1100424834217
1997-01-17,291.8410961770935
1997-01-20,291.2999135753486
1997-01-21,291.55418255116496
1997-01-22,291.33486496587904
1997-01-23,295.1472872201103
1997-01-24,295.5063553155561
1997-01-27,291.8077260414143
1997-01-28,289.75187781235593
1997-01-29,289.76808298823437
1997-01-30,292.6391122300482
1997-01-31,294.1228315957318
1997-02-03,293.290716877116
1997-02-04,292.80636108956696
1997-02-05,292.7562987828967
1997-02-06,293.05622697353607
1997-02-07,292.41508787558246
1997-02-10,295.68516494825786
1997-02-11,292.0256520138304
1997-02-12,291.80654288786377
1997-02-13,292.86084249280464
1997-02-14,293.1238753709266
1997-02-17,290.6474720566722
1997-02-18,293.3369163528867
1997-02-19,292.7205744749558
1997-02-20,293.34986012417545
1997-02-21,293.4058978641272
1997-02-24,296.9925043391847
1997-02-25,299.7541622106098
1997-02-26,298.04248942836966
1997-02-27,298.2974757187101
1997-02-28,298.2212136174527
1997-03-03,298.22342815472064
1997-03-04,297.3306432211945
1997-03-05,298.97860421026434
1997-03-06,300.5328430645735
1997-03-07,300.09947760909364
1997-03-10,304.69513222316726
1997-03-11,306.644161571337
1997-03-12,305.8104877075959
1997-03-13,303.2780732510059
1997-03-14,302.61899999683465
1997-03-17,301.976570723632
1997-03-18,299.7594378427206
1997-03-19,297.48127115686043
1997-03-20,290.04610850960944
1997-03-21,292.34084272228336
1997-03-24,290.40367178890506
1997-03-25,293.4637446244826
1997-03-26,295.9349608263679
1997-03-27,302.3350953188552
1997-03-28,302.46618439039116
1997-03-31,303.42658940672396
1997-04-01,297.61287748945426
1997-04-02,298.05794055136454
1997-04-03,295.1795230111211
1997-04-04,294.63031857289457
1997-04-07,292.6060376394918
1997-04-08,292.35818986826206
1997-04-09,292.24993818603474
1997-04-10,292.25679609136995
1997-04-11,290.2121802164722
1997-04-14,289.1768558406971
1997-04-15,291.1363397934541
1997-04-16,292.83110170507894
1997-04-17,294.49130356713556
1997-04-18,298.7116811690086
1997-04-21,302.31913696465165
1997-04-22,302.60386997177517
1997-04-23,303.7816336641105
1997-04-24,304.46127813349307
1997-04-25,301.0266557284409
1997-04-28,302.01059086801945
1997-04-29,305.1034590121701
1997-04-30,305.7083553305852
1997-05-01,307.8760717935211
1997-05-02,307.6123463982906
1997-05-05,307.6026843721521
1997-05-06,309.42255864685154
1997-05-07,309.8123699504977
1997-05-08,311.9659812609777
1997-05-09,313.54155672299476
1997-05-12,314.3693382950025
1997-05-13,315.8439680167554
1997-05-14,315.61636205254854
1997-05-15,316.80644179887025
1997-05-16,317.2952976139897
1997-05-19,315.043698851472
1997-05-20,315.50295188171
1997-05-21,318.0107176308847
1997-05-22,318.1879025979081
1997-05-23,321.2471976097431
1997-05-26,323.99674870941885
1997-05-27,321.7447659221843
1997-05-28,322.898562731155
1997-05-29,322.9062677914035
1997-05-30,319.91620421842765
1997-06-02,318.097358445608
1997-06-03,319.34857442833584
1997-06-04,319.2454384625406
1997-06-05,319.1100435738235
1997-06-06,322.26503458072153
1997-06-09,329.4527233162671
1997-06-10,329.4438228510599
1997-06-11,332.5954533153925
1997-06-12,333.5063509091674
1997-06-13,331.8446738394433
1997-06-16,332.1321891677089
1997-06-17,328.02135871387725
1997-06-18,327.7583645601914
1997-06-19,328.62508489774706
