Date,USA IMI
1994-05-31,244.28022241719626
1994-06-30,237.77433621101275
1994-07-29,245.0214729150231
1994-08-31,255.7239100659361
1994-09-30,250.59688555104077
1994-10-31,254.88231307699309
1994-11-30,245.61590404677136
1994-12-30,249.17715374888542
1995-01-31,254.61229903327802
1995-02-28,264.99535376836826
1995-03-31,271.82996036979506
1995-04-28,278.63578705830724
1995-05-31,288.2238400750966
1995-06-30,297.12051357474405
1995-07-31,309.1739333593913
1995-08-31,312.1432476703366
1995-09-29,323.9767838702301
1995-10-31,320.8353211253629
1995-11-30,334.96927642463487
1995-12-29,340.28811698973493
1996-01-31,349.5921231514302
1996-02-29,355.4551054927837
1996-03-29,359.425620826433
1996-04-30,367.60585115107284
1996-05-31,377.1929622798782
1996-06-28,374.9975312886685
1996-07-31,355.1079321700148
1996-08-30,366.11844318485157
1996-09-30,385.949420934483
1996-10-31,391.82361837083664
1996-11-29,418.5507583000502
1996-12-31,413.698175919667
1997-01-01,413.69821151215535
1997-01-02,410.5543542092157
1997-01-03,416.22141117012035
1997-01-06,416.4417400028615
1997-01-07,419.4421454779031
1997-01-08,417.67850105022944
1997-01-09,420.848398400447
1997-01-10,423.0401383593186
1997-01-13,422.8687102992774
1997-01-14,427.6706674665191
1997-01-15,426.77278495109545
1997-01-16,427.99786561246
1997-01-17,431.1598314811049
1997-01-20,432.33109740045234
1997-01-21,434.87669996376945
1997-01-22,436.82641909557015
1997-01-23,433.1421425343538
1997-01-24,429.04598270214996
1997-01-27,426.00430436071997
1997-01-28,426.11228931674054
1997-01-29,429.063295168917
1997-01-30,434.45254758056154
1997-01-31,435.89192748311666
1997-02-03,435.8491735920805
1997-02-04,436.51211161880036
1997-02-05,430.9765326093046
1997-02-06,432.0988923068413
1997-02-07,436.3427804098666
1997-02-10,433.7211457383044
1997-02-11,435.2686882309937
1997-02-12,441.9578080405312
1997-02-13,446.58080810789977
1997-02-14,445.6847680934205
1997-02-17,445.6847680934205
1997-02-18,449.0046406844238
1997-02-19,447.74655902175675
1997-02-20,442.66587623496025
1997-02-21,441.61286165442516
1997-02-24,445.40196725123093
1997-02-25,446.58736975727743
1997-02-26,443.38861067858727
1997-02-27,437.8096458845432
1997-02-28,435.83159736660815
1997-03-03,437.67283018421284
1997-03-04,436.58862227452505
1997-03-05,441.78704031623573
1997-03-06,440.53031804141347
1997-03-07,443.6126986368187
1997-03-10,447.5335077647597
1997-03-11,446.63419078054596
1997-03-12,443.11322771478245
1997-03-13,435.875621865507
1997-03-14,437.4092264541846
1997-03-17,437.1175167754806
1997-03-18,433.9004650633325
1997-03-19,431.3696279247079
1997-03-20,430.662780556218
1997-03-21,431.1071970175934
1997-03-24,433.23626586732354
1997-03-25,433.08342669557567
1997-03-26,434.1173933109267
1997-03-27,425.9200275838452
1997-03-28,425.9200275838452
1997-03-31,416.37146034019867
1997-04-01,417.16479361031537
1997-04-02,412.40277974576287
1997-04-03,412.3388574365306
1997-04-04,417.01167287694426
1997-04-07,420.3063456687072
1997-04-08,422.2273244360531
1997-04-09,419.807730320016
1997-04-10,418.0740089718082
1997-04-11,407.7799153014898
1997-04-14,410.08485642875155
1997-04-15,415.2350028023726
1997-04-16,418.78452208183376
1997-04-17,418.32383237756113
1997-04-18,420.1613098855393
1997-04-21,416.082932473537
1997-04-22,422.0503414805472
1997-04-23,421.9867342310862
1997-04-24,421.03483965174314
1997-04-25,417.1673653879356
1997-04-28,420.7022130573982
1997-04-29,431.0247529456958
1997-04-30,435.1372558654551
1997-05-01,434.73885532394826
1997-05-02,443.1998467983494
1997-05-05,452.33245834430403
1997-05-06,451.4069248192758
1997-05-07,446.0440991124064
1997-05-08,448.03558682504104
1997-05-09,450.43469138504486
1997-05-12,456.3961697410397
1997-05-13,454.4233989021264
1997-05-14,456.10642687101137
1997-05-15,458.8181703590189
1997-05-16,453.75174675033327
1997-05-19,455.1672747623158
1997-05-20,459.3896175743459
1997-05-21,458.80913593945456
1997-05-22,457.641750752339
1997-05-23,463.45411264772787
1997-05-26,463.45411264772787
1997-05-27,464.8780576622912
1997-05-28,464.4892641777228
1997-05-29,463.2671441415635
1997-05-30,465.9049250398577
1997-06-02,465.8314349590268
1997-06-03,465.1412422019933
