Date,DENMARK IMI
1994-05-31,151.8043788487983
1994-06-30,156.96491855683382
1994-07-29,163.61999682957767
1994-08-31,154.46560567961694
1994-09-30,153.43813308299335
1994-10-31,155.78463370276913
1994-11-30,150.15946594278014
1994-12-30,154.6381292788227
1995-01-31,157.44199939578877
1995-02-28,162.21984244948686
1995-03-31,162.47297986357356
1995-04-28,169.1781791631935
1995-05-31,174.69170512410676
1995-06-30,172.47778996515456
1995-07-31,183.09524404142712
1995-08-31,173.7087081020307
1995-09-29,175.52948988396736
1995-10-31,174.56808102239359
1995-11-30,173.67276306461264
1995-12-29,177.11810341475208
1996-01-31,182.3738632646932
1996-02-29,185.32357667399896
1996-03-29,181.66704481898734
1996-04-30,180.73072962556176
1996-05-31,183.413411848702
1996-06-28,187.3312359422619
1996-07-31,191.3186233884114
1996-08-30,199.98051207846385
1996-09-30,199.2685371777983
1996-10-31,206.45280588790203
1996-11-29,210.6373450774651
1996-12-31,217.55950125251778
1997-01-01,217.55950125251778
1997-01-02,217.0777377009782
1997-01-03,217.2563223763988
1997-01-06,219.0497308401728
1997-01-07,221.59258469591424
1997-01-08,221.28492199510222
1997-01-09,221.09854636826938
1997-01-10,222.3709172151833
1997-01-13,225.43519216263766
1997-01-14,225.43991518643247
1997-01-15,228.58116094802259
1997-01-16,229.15633177912082
1997-01-17,225.30531901474146
1997-01-20,223.1904437510835
1997-01-21,221.0014121012711
1997-01-22,220.27380334448122
1997-01-23,221.27163574551858
1997-01-24,221.24297292906093
1997-01-27,220.7506526723658
1997-01-28,219.4111165850106
1997-01-29,220.34261344538004
1997-01-30,221.97552152103822
1997-01-31,226.0665459088678
1997-02-03,227.99132763243162
1997-02-04,228.93201317975533
1997-02-05,229.11645610462432
1997-02-06,229.02972594579694
1997-02-07,227.7956865062787
1997-02-10,229.89269356208703
1997-02-11,226.0765191006089
1997-02-12,227.22436657762765
1997-02-13,229.01048436345133
1997-02-14,230.65686015521857
1997-02-17,229.41466528206263
1997-02-18,231.94453573535938
1997-02-19,233.38502412293877
1997-02-20,234.0351314738816
1997-02-21,233.43225695013064
1997-02-24,231.39771668075957
1997-02-25,230.19090807111868
1997-02-26,227.83213090590596
1997-02-27,225.2408176920074
1997-02-28,225.04355365985052
1997-03-03,226.42147442257124
1997-03-04,226.6851132580619
1997-03-05,226.57372804758697
1997-03-06,228.13840258792507
1997-03-07,227.44252486035325
1997-03-10,229.85434266518206
1997-03-11,234.4647905233297
1997-03-12,233.043799189941
1997-03-13,231.26360722726247
1997-03-14,232.66683843659774
1997-03-17,233.58131993571905
1997-03-18,233.61878676493265
1997-03-19,233.41016834596158
1997-03-20,228.16356227790953
1997-03-21,228.0169660087893
1997-03-24,226.5660694781897
1997-03-25,227.0380860070457
1997-03-26,227.8930590685522
1997-03-27,230.15786582497722
1997-03-28,230.2804014085488
1997-03-31,231.3781997003217
1997-04-01,227.05780465636875
1997-04-02,227.3061328743582
1997-04-03,222.80380273990963
1997-04-04,222.75377333762125
1997-04-07,219.98260857940363
1997-04-08,221.58502530884496
1997-04-09,221.9245254665129
1997-04-10,223.766567026753
1997-04-11,224.2927714972429
1997-04-14,221.56441351191995
1997-04-15,220.1318027090462
1997-04-16,220.83455634132528
1997-04-17,222.15455881005028
1997-04-18,224.53623961479627
1997-04-21,226.66132996973093
1997-04-22,227.3121712432659
1997-04-23,228.36580224394962
1997-04-24,228.87277624327692
1997-04-25,228.0288449336491
1997-04-28,227.15558554345307
1997-04-29,228.49776932241207
1997-04-30,226.60569087284946
1997-05-01,229.9636857048768
1997-05-02,229.2047025110046
1997-05-05,229.56772986892327
1997-05-06,234.7297927975845
1997-05-07,234.6573804260197
1997-05-08,236.33260197410297
1997-05-09,238.41419747368866
1997-05-12,239.07056598602549
1997-05-13,241.70962609672333
1997-05-14,242.007623988648
1997-05-15,245.0476597737868
1997-05-16,249.47740020932403
1997-05-19,247.6426124242969
1997-05-20,249.63320287790603
1997-05-21,249.9237895632396
1997-05-22,247.62608455213933
1997-05-23,249.15647498052397
1997-05-26,250.09854310810783
1997-05-27,247.41335200130914
1997-05-28,247.02365926361588
1997-05-29,246.30458249795004
1997-05-30,243.80366855733388
1997-06-02,242.79027097353915
1997-06-03,243.20840682279587
1997-06-04,244.2018827840834
1997-06-05,244.28348990241687
1997-06-06,244.71924869867706
1997-06-09,249.15041265818996
1997-06-10,248.39874702375695
1997-06-11,248.47088217126057
1997-06-12,248.74428589830518
1997-06-13,247.7025880449244
1997-06-16,248.98673184178747
1997-06-17,247.6945853104556
1997-06-18,248.29244083266326
1997-06-19,249.66913558921954
1997-06-20,249.18205313282013
1997-06-23,250.58727278045635
1997-06-24,249.55245836053436
1997-06-25,249.21147602061393
1997-06-26,247.7539891024514
1997-06-27,245.9075340005407
1997-06-30,246.08500592796764
1997-07-01,249.69636422650956
1997-07-02,249.2654680692159
1997-07-03,249.011301046658
1997-07-04,250.5978114004805
1997-07-07,253.44761774704898
1997-07-08,253.13852163779293
1997-07-09,254.42552264659346
1997-07-10,260.48946636265515
1997-07-11,260.55813473001865
1997-07-14,259.42659362944585
1997-07-15,260.1425317338134
1997-07-16,263.6587087335999
1997-07-17,272.22219207827635
1997-07-18,268.4412398225654
1997-07-21,262.7246622035584
1997-07-22,262.42334538381107
1997-07-23,262.7294605396748
1997-07-24,261.20248245099646
1997-07-25,258.73312279712457
1997-07-28,259.328532292172
1997-07-29,259.8221957712852
1997-07-30,259.465698958983
1997-07-31,260.63702921987226
1997-08-01,257.841041253173
1997-08-04,254.1927706642879
1997-08-05,250.50074091748414
1997-08-06,250.40123113604997
1997-08-07,252.49790591637682
1997-08-08,254.5344829936183
1997-08-11,252.76182184731445
1997-08-12,251.39671565095537
1997-08-13,255.9682622599116
1997-08-14,252.12775060507224
1997-08-15,254.7717029039881
1997-08-18,251.4484649662419
1997-08-19,251.8440095392393
1997-08-20,252.51101837537226
1997-08-21,256.07465156723435
1997-08-22,255.91637507394367
1997-08-25,256.7513223319272
1997-08-26,258.16181088677513
1997-08-27,255.35461231225335
1997-08-28,256.24825759825603
1997-08-29,249.35646207573237
1997-09-01,248.59972608637725
1997-09-02,247.66279371209868
1997-09-03,251.38011695089776
1997-09-04,247.87170246456975
1997-09-05,249.97825551798647
1997-09-08,249.76006024067985
1997-09-09,251.14624668070522
1997-09-10,251.21576633409813
1997-09-11,249.79751639995249
1997-09-12,252.77032002953104
1997-09-15,252.96776887563584
1997-09-16,253.04576326979083
1997-09-17,254.64422710892373
1997-09-18,255.6497581847922
1997-09-19,256.52343651681616
1997-09-22,254.88123881231715
1997-09-23,254.32757408393422
1997-09-24,260.64806703041916
1997-09-25,264.627107312614
1997-09-26,271.1075456559803
1997-09-29,274.8143174108789
1997-09-30,276.31869775005237
1997-10-01,275.4505555435778
1997-10-02,279.5906080866854
1997-10-03,281.75945313540325
1997-10-06,281.48868225686624
1997-10-07,278.9250810117272
1997-10-08,277.2913052706863
1997-10-09,275.8349594480946
1997-10-10,273.3706664932642
1997-10-13,278.6057081990182
1997-10-14,280.766477924685
1997-10-15,279.1341780730249
1997-10-16,278.9377966024399
1997-10-17,273.7173839662744
1997-10-20,272.3884752410521
1997-10-21,272.0608849599717
1997-10-22,274.4596480558457
1997-10-23,268.8950052015238
1997-10-24,270.5360665772338
1997-10-27,271.1055987002997
1997-10-28,266.69938692132376
1997-10-29,269.06961995996414
1997-10-30,265.9205387767465
1997-10-31,265.3086301602939
1997-11-03,266.7570757715335
1997-11-04,266.2001410008947
1997-11-05,265.8565706288444
1997-11-06,265.8073821880706
1997-11-07,263.8884882761037
1997-11-10,265.4470616073368
1997-11-11,266.3878136168249
1997-11-12,263.49336808343645
1997-11-13,263.11978275014883
1997-11-14,263.1611256415238
1997-11-17,265.84155883781494
1997-11-18,267.23538368268896
1997-11-19,267.784567846708
1997-11-20,272.63205037636214
1997-11-21,271.064032064335
1997-11-24,270.1787192568624
1997-11-25,268.3028506344819
1997-11-26,267.12842798921866
1997-11-27,267.21864277781435
1997-11-28,264.3197633484885
1997-12-01,265.1945634432925
1997-12-02,268.3067740802569
1997-12-03,268.804541788955
1997-12-04,271.88866416529766
1997-12-05,272.8271890091565
