Date,NIHONKABU IMI
1994-05-31,1000.0
1994-06-30,1051.9952093656973
1994-07-29,1012.2023750971258
1994-08-31,1018.4560787291409
1994-09-30,994.4252653037437
1994-10-31,1022.5788789095569
1994-11-30,962.661026712104
1994-12-30,978.5931081946823
1995-01-31,921.9116680125728
1995-02-28,870.3860117373541
1995-03-31,953.9292978468969
1995-04-28,999.8212632126802
1995-05-31,936.8313259593338
1995-06-30,893.8115999114402
1995-07-31,962.252595282353
1995-08-31,924.8059257476959
1995-09-29,931.0098911138267
1995-10-31,879.6933989275326
1995-11-30,928.8691686062629
1995-12-29,970.5218665419309
1996-01-31,952.3542598243166
1996-02-29,937.4369469084587
1996-03-29,971.9974999092072
1996-04-30,1029.6167974688653
1996-05-31,977.3010648777379
1996-06-28,983.2198480768224
1996-07-31,937.7881867408123
1996-08-30,899.452889863469
1996-09-30,930.1819743657181
1996-10-31,868.1227955271112
1996-11-29,879.0166747096373
1996-12-31,818.2788986623965
1997-01-01,818.2788986623965
1997-01-02,820.9311704718817
1997-01-03,817.363440342034
1997-01-06,827.181973386777
1997-01-07,814.069865817581
1997-01-08,800.2661672965628
1997-01-09,774.4528627569251
1997-01-10,745.3356368377681
1997-01-13,767.3018700872154
1997-01-14,765.2722536612721
1997-01-15,763.5082761269011
1997-01-16,772.2362834623087
1997-01-17,764.1780582443173
1997-01-20,743.0170169087523
1997-01-21,737.9730833177741
1997-01-22,747.3903676892759
1997-01-23,738.6681549558035
1997-01-24,734.0567555300973
1997-01-27,716.742642851357
1997-01-28,717.0877512263844
1997-01-29,723.7247569548031
1997-01-30,714.1706489508014
1997-01-31,730.5154613057282
1997-02-03,725.8304348289179
1997-02-04,727.6724084963561
1997-02-05,710.3155607610349
1997-02-06,706.2912968734057
1997-02-07,695.3961408159786
1997-02-10,712.9827419407809
1997-02-11,711.5923473843027
1997-02-12,714.9092545488323
1997-02-13,718.4586089085894
1997-02-14,725.4305876855719
1997-02-17,725.6985863519561
1997-02-18,721.0978897172175
1997-02-19,720.6908478727039
1997-02-20,742.5674776192312
1997-02-21,751.3335522139416
1997-02-24,754.5580088704758
1997-02-25,756.3092431943836
1997-02-26,750.9733621949525
1997-02-27,757.4058906459023
1997-02-28,745.2819971355835
1997-03-03,739.147691336945
1997-03-04,737.8957369732667
1997-03-05,731.9302872459867
1997-03-06,720.9047002172946
1997-03-07,723.2449656107552
1997-03-10,723.0467169589467
1997-03-11,726.8132441298959
1997-03-12,720.4514384455065
1997-03-13,710.9402293828288
1997-03-14,710.4784399391285
1997-03-17,711.5797098489536
1997-03-18,726.9464120836619
1997-03-19,728.9975025624773
1997-03-20,724.9225813313682
1997-03-21,737.7828163677497
1997-03-24,725.6735552858129
1997-03-25,728.0771812790571
1997-03-26,732.25561320863
1997-03-27,728.5851184094663
1997-03-28,724.8262229688862
1997-03-31,722.2386528406522
1997-04-01,721.6860009531375
1997-04-02,732.0909730456111
1997-04-03,732.741839988646
1997-04-04,718.6754887491278
1997-04-07,702.2593031341931
1997-04-08,706.153715655993
1997-04-09,693.5645215053831
1997-04-10,684.3377938642055
1997-04-11,692.5539881954963
1997-04-14,686.9188705239181
1997-04-15,694.2916458677356
1997-04-16,704.4230839148851
1997-04-17,708.3283285320866
1997-04-18,718.6720842885187
1997-04-21,730.2545978433643
1997-04-22,726.2413088516693
1997-04-23,734.499013906178
1997-04-24,733.4555235625902
1997-04-25,730.0488775989381
1997-04-28,726.7840209395664
1997-04-29,725.751942333049
1997-04-30,740.5896166517786
1997-05-01,751.9740220045328
1997-05-02,756.8056828224229
1997-05-05,756.6862704627019
1997-05-06,786.8386560065314
1997-05-07,785.8265874922923
1997-05-08,790.0168670058088
1997-05-09,794.115514817542
1997-05-12,823.4674800825233
1997-05-13,824.0245497954955
1997-05-14,831.6970724815885
1997-05-15,839.3078176044188
1997-05-16,853.5619556458278
1997-05-19,853.2290243565863
1997-05-20,867.4247430061191
1997-05-21,846.3188041954456
1997-05-22,834.5175009292735
1997-05-23,845.9193884086126
1997-05-26,841.2770050400873
1997-05-27,834.3499242981354
1997-05-28,854.2435655276923
1997-05-29,850.363762673179
1997-05-30,837.0743550841491
1997-06-02,848.6758802734066
1997-06-03,853.8713715919413
1997-06-04,857.4143201914837
1997-06-05,859.7936997502424
1997-06-06,858.2832830297705
1997-06-09,875.3321716125764
1997-06-10,880.8786979025057
