Date,ITALY IMI
1994-05-31,249.15321173483954
1994-06-30,232.91207635953765
1994-07-29,241.47168977107808
1994-08-31,235.51113099027356
1994-09-30,235.272787111679
1994-10-31,224.19483980633163
1994-11-30,211.26037411041614
1994-12-30,213.24359565677227
1995-01-31,225.93863564586871
1995-02-28,205.15936540788672
1995-03-31,191.91753209514314
1995-04-28,209.0757943139008
1995-05-31,210.82938170794748
1995-06-30,204.0779927069309
1995-07-31,220.72817111445252
1995-08-31,215.63299468565768
1995-09-29,211.66278795953434
1995-10-31,201.63113221864722
1995-11-30,190.51723676131724
1995-12-29,204.98781049576908
1996-01-31,213.89189488918325
1996-02-29,214.0293891808688
1996-03-29,204.305181184237
1996-04-30,231.2220795719685
1996-05-31,238.4023609564008
1996-06-28,238.60726992983632
1996-07-31,221.55996460012153
1996-08-30,220.26369533940667
1996-09-30,233.17319451741108
1996-10-31,221.69443339867536
1996-11-29,242.2456535064645
1996-12-31,242.8114080622237
1997-01-01,242.8114080622237
1997-01-02,241.4898313706247
1997-01-03,240.79957284307756
1997-01-06,239.8081942146771
1997-01-07,240.38300737868158
1997-01-08,242.71359969493258
1997-01-09,250.72434122492217
1997-01-10,257.61965353310615
1997-01-13,263.0829431201602
1997-01-14,270.8868420421746
1997-01-15,268.654840874838
1997-01-16,272.67309421132074
1997-01-17,274.31682503913277
1997-01-20,273.5849995350982
1997-01-21,270.1748847878688
1997-01-22,271.8446496023467
1997-01-23,274.63707529476613
1997-01-24,273.6352698833584
1997-01-27,270.0049924261612
1997-01-28,269.2173885692472
1997-01-29,264.13305351752444
1997-01-30,265.5327005973606
1997-01-31,269.0377643225729
1997-02-03,263.99377819800856
1997-02-04,267.01364767415544
1997-02-05,271.0399098464932
1997-02-06,269.5800686676893
1997-02-07,272.3093335241976
1997-02-10,271.84629214906516
1997-02-11,267.399987361674
1997-02-12,264.2828451754409
1997-02-13,263.2931263863125
1997-02-14,262.39188794913156
1997-02-17,256.87905323787436
1997-02-18,254.05191293401674
1997-02-19,251.86510907062294
1997-02-20,257.30378975318723
1997-02-21,258.77860330855265
1997-02-24,258.69810183762405
1997-02-25,257.50705972783663
1997-02-26,250.43620900388612
1997-02-27,247.2636685495559
1997-02-28,242.1227238134875
1997-03-03,244.80715507143796
1997-03-04,246.3954397353709
1997-03-05,244.55681322398118
1997-03-06,247.18701772878845
1997-03-07,250.35309003951528
1997-03-10,249.6856978111376
1997-03-11,248.75812176041015
1997-03-12,244.20139569603984
1997-03-13,244.72009310920427
1997-03-14,246.32576662277685
1997-03-17,241.25560168044257
1997-03-18,238.604479419239
1997-03-19,242.55103998473038
1997-03-20,241.35996480273698
1997-03-21,243.22491248825008
1997-03-24,240.37058340708685
1997-03-25,243.421566348249
1997-03-26,247.30389472663612
1997-03-27,249.50551386326455
1997-03-28,246.29409535072978
1997-03-31,247.13023525819887
1997-04-01,243.63502197618715
1997-04-02,244.27703730042097
1997-04-03,244.71811033355996
1997-04-04,245.28553959268268
1997-04-07,246.94440555870642
1997-04-08,245.54453042134324
1997-04-09,247.78913204769546
1997-04-10,246.30235511030224
1997-04-11,247.4422410932627
1997-04-14,248.51118731312906
1997-04-15,252.76878435274602
1997-04-16,253.28166589734545
1997-04-17,253.00027532418022
1997-04-18,252.35054002139975
1997-04-21,253.7059796142952
1997-04-22,250.59365419711105
1997-04-23,251.4647739150036
1997-04-24,248.52099627019325
1997-04-25,247.1168653073444
1997-04-28,245.37504264714278
1997-04-29,247.92313313582426
1997-04-30,249.91469253022998
1997-05-01,251.2983529759067
1997-05-02,250.95753363056687
1997-05-05,250.54562957108314
1997-05-06,253.19985833301132
1997-05-07,252.31455218744858
1997-05-08,252.96857697875794
1997-05-09,254.43427258392603
1997-05-12,254.22891095444146
1997-05-13,255.9753656062866
1997-05-14,258.4845326291049
1997-05-15,257.900862151419
1997-05-16,260.68231247024113
1997-05-19,260.3188771352395
1997-05-20,261.58874715121647
1997-05-21,263.4402082222712
1997-05-22,261.14360155302023
1997-05-23,261.7139888155721
1997-05-26,258.0902728706169
1997-05-27,258.20103790583937
1997-05-28,255.29069483954208
1997-05-29,255.54387547034284
1997-05-30,250.7603210967995
1997-06-02,251.41392382639174
1997-06-03,252.84092727740318
1997-06-04,253.37849562754784
1997-06-05,253.10795614914113
1997-06-06,252.95537169832656
1997-06-09,253.29799077609496
1997-06-10,250.92280694111037
1997-06-11,253.87346725498207
1997-06-12,258.1965440404049
1997-06-13,262.7891683671918
1997-06-16,264.39636335579405
1997-06-17,262.59418273524875
1997-06-18,268.0617156036423
1997-06-19,271.7728422839997
1997-06-20,273.82304310838293
1997-06-23,278.70346322293955
1997-06-24,278.6779333361833
1997-06-25,282.6663370156147
1997-06-26,279.60731143172274
1997-06-27,277.6212188175254
1997-06-30,274.34638815725987
1997-07-01,280.2886113294585
1997-07-02,281.0056561333011
1997-07-03,282.0081776669611
1997-07-04,281.5119609575538
1997-07-07,286.7428514421506
1997-07-08,284.37578878891003
1997-07-09,285.85370337900304
1997-07-10,285.63437668616837
1997-07-11,287.6928303913039
1997-07-14,286.30316442224455
1997-07-15,285.23953292696046
1997-07-16,290.94452323996774
1997-07-17,299.5842545380052
1997-07-18,294.638799444892
1997-07-21,296.3991139171363
1997-07-22,300.28812671270333
1997-07-23,303.17041070551113
1997-07-24,299.34773729703574
1997-07-25,298.733982338805
1997-07-28,296.9452845711478
1997-07-29,291.18688572254445
1997-07-30,292.735161369522
1997-07-31,290.4164007267421
1997-08-01,285.25604215011765
1997-08-04,279.791397251312
1997-08-05,276.2361468723162
1997-08-06,282.1129313368317
1997-08-07,287.46722412489675
1997-08-08,286.2351800615663
1997-08-11,281.7063729018526
1997-08-12,284.2142113563033
1997-08-13,285.7262421556198
1997-08-14,283.4968633102569
1997-08-15,288.1193506646567
1997-08-18,280.9914843097268
1997-08-19,281.6705683859923
