Date,MSCI UK 50 Index
2000-05-31,1000.0
2000-06-01,1016.4007845228596
2000-06-02,1051.8916911861565
2000-06-05,1038.7728282051255
2000-06-06,1048.2108494062657
2000-06-07,1038.1025410209463
2000-06-08,1028.9870538801667
2000-06-09,1016.6519245110809
2000-06-12,1020.3207130236116
2000-06-13,1024.0310052527307
2000-06-14,1033.8272076662945
2000-06-15,1028.5309500669375
2000-06-16,1040.5640369333385
2000-06-19,1032.217109534396
2000-06-20,1034.2111758518242
2000-06-21,1021.2803103753444
2000-06-22,1016.9246249977675
2000-06-23,1006.1627890616838
2000-06-26,1007.0322993160659
2000-06-27,1001.7143599715904
2000-06-28,999.1225232807699
2000-06-29,991.236787354154
2000-06-30,997.4413515888601
2000-07-03,1025.4346192411097
2000-07-04,1016.0014285163738
2000-07-05,1009.3951475191578
2000-07-06,1018.6039580342843
2000-07-07,1031.756724852647
2000-07-10,1025.0576864321895
2000-07-11,1027.3473529167059
2000-07-12,1033.7894218263502
2000-07-13,1017.1439136763875
2000-07-14,1016.852930731049
2000-07-17,1018.7461423331953
2000-07-18,1007.9017344575705
2000-07-19,1010.9460336600359
2000-07-20,1017.189017455239
2000-07-21,1008.8405350137966
2000-07-24,1010.0114515413244
2000-07-25,1014.9151486328806
2000-07-26,1012.9848009292263
2000-07-27,1006.234135283138
2000-07-28,996.4251642984694
2000-07-31,997.958231972024
2000-08-01,1002.5120849963945
2000-08-02,999.8964796759576
2000-08-03,990.0385419744346
2000-08-04,1005.0251638215516
2000-08-07,1011.0970802458963
2000-08-08,1002.8068230843749
2000-08-09,1007.9006994296749
2000-08-10,1001.8022644237101
2000-08-11,1003.3252133582024
2000-08-14,1013.3686028454823
2000-08-15,1024.3648841654738
2000-08-16,1028.5429799093909
2000-08-17,1025.1241669861936
2000-08-18,1025.2682004652354
2000-08-21,1023.8470399804322
2000-08-22,1026.1715137863205
2000-08-23,1019.666489953382
2000-08-24,1019.6360098267962
2000-08-25,1015.1160718884983
2000-08-28,1013.7733713016356
2000-08-29,1008.7308855659726
2000-08-30,1010.1455339424977
2000-08-31,1018.6340537086426
2000-09-01,1042.5151644439202
2000-09-04,1044.1530832542214
2000-09-05,1030.794183668074
2000-09-06,1020.7214236528445
2000-09-07,1007.4646211285148
2000-09-08,985.191814712687
2000-09-11,978.5556285495402
2000-09-12,968.4965709290307
2000-09-13,958.400976753144
2000-09-14,969.6954861716631
2000-09-15,949.371131758143
2000-09-18,947.5139618000394
2000-09-19,950.0694107560652
2000-09-20,934.3030307338286
2000-09-21,927.7585269786371
2000-09-22,952.6009238572318
2000-09-25,955.8320330936378
2000-09-26,951.6546129517321
2000-09-27,963.9215236272511
2000-09-28,965.2307204091259
2000-09-29,979.2745389470209
2000-10-02,971.2422241112284
2000-10-03,972.1376380822179
2000-10-04,971.1186000563054
2000-10-05,976.8679298080676
2000-10-06,972.6200713313693
2000-10-09,954.5616579943083
2000-10-10,952.2575978857548
2000-10-11,942.2176663710244
2000-10-12,947.7934595829827
2000-10-13,957.2101729700631
2000-10-16,959.0436429451423
2000-10-17,942.5132468111569
2000-10-18,942.724728567778
2000-10-19,947.0039820463309
2000-10-20,957.8771625672282
2000-10-23,968.7211934076211
2000-10-24,986.7949135084839
2000-10-25,966.1662987561921
2000-10-26,953.3470826517864
2000-10-27,975.5124947384336
2000-10-30,981.5498072185394
2000-10-31,987.6303635665389
2000-11-01,985.7709324474773
2000-11-02,973.039735251609
2000-11-03,971.4853154561096
2000-11-06,968.3845389793718
2000-11-07,972.5862083018112
2000-11-08,971.1212875785899
2000-11-09,965.6980823674336
2000-11-10,962.1036270729761
2000-11-13,949.3270607334605
2000-11-14,964.7608861076282
2000-11-15,968.0434737047638
2000-11-16,963.0613506839102
2000-11-17,965.5220124464873
2000-11-20,952.1013371633811
2000-11-21,952.9474057236878
2000-11-22,925.7734263933129
2000-11-23,928.8479397868201
2000-11-24,936.681135495376
2000-11-27,953.6955600109953
2000-11-28,935.6099804149643
2000-11-29,924.648079724963
2000-11-30,918.4521644234806
2000-12-01,931.8176503754538
2000-12-04,942.4080466922984
2000-12-05,958.1054314532341
2000-12-06,947.5191162354641
2000-12-07,945.1410213308884
2000-12-08,956.9044237444007
2000-12-11,974.9552935975876
2000-12-12,974.6470420597253
2000-12-13,980.7605653436653
2000-12-14,971.2487378463495
2000-12-15,960.715853566681
2000-12-18,967.713603655421
2000-12-19,974.0438996853954
2000-12-20,961.9443147337377
2000-12-21,950.6193799045066
2000-12-22,948.7576932725598
2000-12-25,948.75769327256
2000-12-26,950.9424383840583
2000-12-27,975.5333744516203
2000-12-28,978.1310657952354
2000-12-29,982.2731100852436
2001-01-01,982.2731100852436
2001-01-02,975.537059966964
2001-01-03,959.8188924671325
2001-01-04,975.4139797803936
2001-01-05,979.1630907827455
2001-01-08,971.1453561814085
2001-01-09,956.4363105092525
2001-01-10,950.1878940888398
2001-01-11,963.086844021756
2001-01-12,962.501857520982
2001-01-15,964.2693259432089
2001-01-16,945.1518007773939
2001-01-17,963.0646740736868
2001-01-18,966.0850541367133
2001-01-19,959.5702273230872
2001-01-22,960.0258846611288
2001-01-23,963.0860255698047
2001-01-24,961.963936313873
2001-01-25,960.9072400470582
2001-01-26,965.4338650978628
2001-01-29,969.4385539413028
2001-01-30,973.1441263496562
2001-01-31,967.0268629503762
2001-02-01,969.5137656702497
2001-02-02,962.7075859435244
2001-02-05,971.534838558562
2001-02-06,964.6343449135999
2001-02-07,955.1082539525339
2001-02-08,941.626218829151
2001-02-09,936.429538665772
2001-02-12,952.2621867820747
2001-02-13,948.4234323351261
2001-02-14,945.6795279638937
2001-02-15,941.4019486142397
2001-02-16,925.1793699491593
2001-02-19,921.979160123875
2001-02-20,902.1965735328748
2001-02-21,903.1352940982721
2001-02-22,909.9319869426577
2001-02-23,902.6522292780708
2001-02-26,892.0342664261701
2001-02-27,896.7333927694511
2001-02-28,895.4642654250032
2001-03-01,902.4735252257306
2001-03-02,905.6233919977913
2001-03-05,914.1782717861047
2001-03-06,926.3501460645881
2001-03-07,922.0871785833066
2001-03-08,927.0828978194909
2001-03-09,912.9108840550984
2001-03-12,897.5669472050093
2001-03-13,872.1661219779006
2001-03-14,857.7573887140843
2001-03-15,872.5979391162792
2001-03-16,838.1562200655268
2001-03-19,834.7553936987639
2001-03-20,852.3173592479801
2001-03-21,837.0662695402507
2001-03-22,796.3790203717006
2001-03-23,814.2051069212899
2001-03-26,844.5483445410819
2001-03-27,871.3020594729389
2001-03-28,852.2378853988348
2001-03-29,849.4915181780656
2001-03-30,848.7534374897014
2001-04-02,847.3195925016718
2001-04-03,827.9264645042841
2001-04-04,843.9844177782608
2001-04-05,854.1334395232478
2001-04-06,858.3806695478618
2001-04-09,875.8351436134501
2001-04-10,890.5700582348499
2001-04-11,884.0971092190837
2001-04-12,884.7414150791939
2001-04-13,884.7414150791941
2001-04-16,881.0251755809963
2001-04-17,879.347500158218
2001-04-18,892.875988022877
2001-04-19,898.7819862688868
2001-04-20,902.3748112492718
2001-04-23,900.3420356332912
2001-04-24,893.3167646756026
2001-04-25,894.4257838916938
2001-04-26,901.3580982761115
2001-04-27,911.6729763387543
2001-04-30,909.7461084287255
2001-05-01,904.4943373822267
2001-05-02,900.6421381422253
2001-05-03,878.1316158591836
2001-05-04,898.294299612318
2001-05-07,900.0128952182267
2001-05-08,897.5461775273966
2001-05-09,893.4444802339272
2001-05-10,905.9391503982265
2001-05-11,893.0488507651312
2001-05-14,858.1204061064241
2001-05-15,884.293849833192
2001-05-16,895.2845763116462
2001-05-17,898.1963518366557
2001-05-18,900.1216199185612
2001-05-21,907.6870271853956
2001-05-22,906.6862227627698
2001-05-23,891.7568825417592
2001-05-24,886.0049495153315
2001-05-25,888.706356553152
2001-05-28,888.5499657537721
2001-05-29,882.9918854610318
2001-05-30,876.0233179911926
2001-05-31,873.8846412969029
2001-06-01,872.5050196295472
2001-06-04,878.5517290469109
2001-06-05,886.5326853717886
2001-06-06,874.3338140341943
2001-06-07,878.757108580209
2001-06-08,873.3313813696317
2001-06-11,855.126427111443
2001-06-12,851.6439787828191
2001-06-13,859.6514750894521
2001-06-14,858.7762298442916
2001-06-15,857.688307560987
2001-06-18,849.1949951624581
2001-06-19,849.5590774835617
2001-06-20,849.3580144080323
2001-06-21,850.7624328253354
2001-06-22,852.3824168838889
2001-06-25,853.0448514653577
2001-06-26,838.1148656595149
2001-06-27,844.2079490969595
2001-06-28,845.0141852039377
2001-06-29,844.3227511028202
2001-07-02,861.6021111238559
2001-07-03,845.5738064350802
2001-07-04,839.8972837849924
2001-07-05,829.4570974828832
2001-07-06,822.4995051159102
2001-07-09,823.0204671812762
2001-07-10,823.3925936563545
2001-07-11,812.7795490191135
2001-07-12,821.8824932227054
2001-07-13,827.4583552664825
2001-07-16,823.9231168468083
2001-07-17,809.8159264383181
2001-07-18,815.2101904422952
2001-07-19,822.5433030360267
2001-07-20,820.8264783057306
2001-07-23,818.9571663404387
2001-07-24,805.9047583288017
2001-07-25,804.3534919046006
2001-07-26,806.6641138197924
2001-07-27,822.8196896329821
2001-07-30,830.0555958741606
2001-07-31,843.3664457894154
2001-08-01,850.0478025943239
2001-08-02,855.8470014341211
2001-08-03,848.8503783021623
2001-08-06,839.2259807614269
2001-08-07,841.3249248294784
2001-08-08,830.4177490461274
2001-08-09,823.5401448904786
2001-08-10,830.3701820991943
2001-08-13,828.0041031511025
2001-08-14,840.1161904001507
2001-08-15,844.7605796922415
2001-08-16,835.8996743058112
2001-08-17,828.8470997649123
2001-08-20,831.5461678733183
2001-08-21,845.8914343382843
2001-08-22,847.9222827206246
2001-08-23,839.7796000319995
2001-08-24,851.33618726646
2001-08-27,849.2761232071182
2001-08-28,846.4336032309941
2001-08-29,845.8159007795626
2001-08-30,831.4388427251638
2001-08-31,834.0093830792991
2001-09-03,829.9014684947358
2001-09-04,836.4279312168594
2001-09-05,831.3802291836807
2001-09-06,813.6851017509755
2001-09-07,797.7608470667419
2001-09-10,789.5929049051845
2001-09-11,751.3880407673106
2001-09-12,770.5869179407807
2001-09-13,784.1920675897388
2001-09-14,754.9871842345083
2001-09-17,779.6260042523097
2001-09-18,771.6226287072826
2001-09-19,755.1505246094351
2001-09-20,728.2748932891897
2001-09-21,705.8129564587786
2001-09-24,737.4994806461974
2001-09-25,747.7058801232135
2001-09-26,756.2861061684117
2001-09-27,770.0827192500036
2001-09-28,789.7886051480752
2001-10-01,774.8105529247581
2001-10-02,777.2549766594574
2001-10-03,789.4567435835386
2001-10-04,811.0813185627076
2001-10-05,815.9558694070869
2001-10-08,812.7848593211853
2001-10-09,805.0251534742948
2001-10-10,819.5950900204091
2001-10-11,816.3908410938369
2001-10-12,816.7531726589147
2001-10-15,802.0375913274289
2001-10-16,803.957581868294
2001-10-17,825.7692111860788
2001-10-18,808.2859258330653
2001-10-19,788.6360935176461
2001-10-22,791.7372289953834
2001-10-23,806.7273619905259
2001-10-24,802.55168751716
2001-10-25,793.2234440551667
2001-10-26,811.5043899456774
2001-10-29,805.6694203133774
2001-10-30,795.3673309439196
2001-10-31,800.3415216302371
2001-11-01,809.6262149965045
2001-11-02,818.5049144346785
2001-11-05,827.4136480994547
2001-11-06,829.0789129009204
2001-11-07,832.8946264847035
2001-11-08,837.4293740630835
2001-11-09,833.4346032720638
