Date,SINGAPORE IMI
1994-05-31,472.4680625300094
1994-06-30,461.0730643504695
1994-07-29,471.09232341951645
1994-08-31,488.40513361436683
1994-09-30,494.7757412452155
1994-10-31,510.7011916143652
1994-11-30,478.44932918177017
1994-12-30,472.68735359466234
1995-01-31,448.0790507194995
1995-02-28,458.47191906343755
1995-03-31,464.4952010170534
1995-04-28,468.23197684637404
1995-05-31,499.6467856874986
1995-06-30,482.4104756712816
1995-07-31,493.9025001325143
1995-08-31,476.06274681320997
1995-09-29,484.9436745490668
1995-10-31,486.2110944566855
1995-11-30,495.1569923371165
1995-12-29,526.0695769902188
1996-01-31,575.6605329326972
1996-02-29,576.2332959498094
1996-03-29,562.9916038636832
1996-04-30,565.1047021913402
1996-05-31,560.5593570178696
1996-06-28,554.7349831358639
1996-07-31,509.5051073512008
1996-08-30,526.2968549553484
1996-09-30,520.6720721549848
1996-10-31,503.035769987986
1996-11-29,531.3769269050916
1996-12-31,541.2961995541802
1997-01-01,541.5310775100318
1997-01-02,541.4541907578839
1997-01-03,542.2595876509195
1997-01-06,546.2649019620682
1997-01-07,548.3292607750957
1997-01-08,552.0154058877209
1997-01-09,552.4800403865629
1997-01-10,546.9881212490432
1997-01-13,543.6283838720001
1997-01-14,540.2203601544685
1997-01-15,544.4122600181196
1997-01-16,544.7762952541739
1997-01-17,556.2308490174166
1997-01-20,561.2575476946079
1997-01-21,556.475742506647
1997-01-22,559.5793347057675
1997-01-23,564.9765693540244
1997-01-24,559.5064192651901
1997-01-27,554.6646051628977
1997-01-28,550.6458881914717
1997-01-29,555.6352205895042
1997-01-30,558.1917823049381
1997-01-31,559.7449811209519
1997-02-03,560.3564638758705
1997-02-04,557.0403455483732
1997-02-05,552.2600540515392
1997-02-06,555.0415152437372
1997-02-07,554.350462258439
1997-02-10,556.7028074442135
1997-02-11,558.3022215106311
1997-02-12,566.6777807610362
1997-02-13,571.6057110049176
1997-02-14,575.7592685058224
1997-02-17,576.3301455135256
1997-02-18,567.8915801606173
1997-02-19,568.6535311328322
1997-02-20,569.1060488156793
1997-02-21,565.5865519195636
1997-02-24,554.7171937503977
1997-02-25,553.5759629484184
1997-02-26,552.4072434970261
1997-02-27,550.544800133618
1997-02-28,551.3906576883137
1997-03-03,544.7139100727884
1997-03-04,544.8268290648156
1997-03-05,543.008267654721
1997-03-06,540.9488274815094
1997-03-07,541.3804723876842
1997-03-10,539.9999310952185
1997-03-11,543.3314871425723
1997-03-12,537.4262176055831
1997-03-13,532.7247748633691
1997-03-14,526.7189181473922
1997-03-17,525.0327572086275
1997-03-18,517.8311288734718
1997-03-19,516.8304700048659
1997-03-20,508.6059335405476
1997-03-21,499.9226449410866
1997-03-24,504.74876247676303
1997-03-25,515.3810065178818
1997-03-26,508.7853370856867
1997-03-27,505.3564533964496
1997-03-28,504.84867545173995
1997-03-31,498.3332604433979
1997-04-01,501.01526377076095
1997-04-02,506.4414446428499
1997-04-03,503.01311682670143
1997-04-04,505.4440429961683
1997-04-07,508.229719724078
1997-04-08,515.5657229709236
1997-04-09,513.9476870938602
1997-04-10,509.98351170030213
1997-04-11,501.26379382176907
1997-04-14,493.52815866685063
1997-04-15,490.6828609441211
1997-04-16,495.97348359420243
1997-04-17,493.87561334246044
1997-04-18,494.13059994091674
1997-04-21,492.41833564742086
1997-04-22,489.8426417774092
1997-04-23,488.42448860133135
1997-04-24,480.0834270156838
1997-04-25,479.4837228524142
1997-04-28,469.21512696439555
1997-04-29,466.49708693449264
1997-04-30,471.7872311125313
1997-05-01,472.0236867802881
1997-05-02,476.0460440567409
1997-05-05,480.57245645010323
1997-05-06,486.0233452740843
1997-05-07,493.75543654904004
1997-05-08,488.5443029162421
1997-05-09,497.306730215252
1997-05-12,509.2887968883949
1997-05-13,510.35873967260164
1997-05-14,511.92572730310275
1997-05-15,497.03585681563743
1997-05-16,496.04721119033655
1997-05-19,491.75215120177324
1997-05-20,497.3273295507422
1997-05-21,497.11806642666414
1997-05-22,497.68322209482284
1997-05-23,496.4078927647525
1997-05-26,498.9319622526801
1997-05-27,499.6816164582474
1997-05-28,500.576696120419
1997-05-29,498.37900852592156
1997-05-30,499.1861579890362
1997-06-02,504.4460398969968
1997-06-03,503.0138926895435
1997-06-04,503.75911725088855
1997-06-05,502.77475312538127
1997-06-06,502.91341250579666
1997-06-09,502.37809284523485
1997-06-10,499.4440023515031
1997-06-11,500.50984447285373
1997-06-12,493.08477299349283
1997-06-13,490.8103093278224
1997-06-16,489.62030981728356
1997-06-17,493.0694515051638
1997-06-18,490.4128741191876
1997-06-19,492.25270583868974
1997-06-20,488.17738861525663
1997-06-23,496.8042753062292
1997-06-24,496.353289536166
1997-06-25,499.4934205862613
1997-06-26,497.8018482795558
1997-06-27,489.0905095371605
1997-06-30,493.33487281306793
1997-07-01,497.652538694314
1997-07-02,496.6845077148124
1997-07-03,498.19305135155145
1997-07-04,502.1328391739915
1997-07-07,509.2472490059263
1997-07-08,513.5404388716179
1997-07-09,502.59073603843854
1997-07-10,494.72650333294644
1997-07-11,496.35305270517136
1997-07-14,490.0995640833231
1997-07-15,486.2066657144383
1997-07-16,485.91804548532815
1997-07-17,487.2066685336522
1997-07-18,489.18960201401006
1997-07-21,497.23904279226485
1997-07-22,498.9672881858975
1997-07-23,503.19036019422754
1997-07-24,500.34972700126957
1997-07-25,503.3986229530395
1997-07-28,502.5694624162936
1997-07-29,502.9720024130708
1997-07-30,496.2277653220277
1997-07-31,495.5142743197159
1997-08-01,490.18580227221156
1997-08-04,489.99466283808647
1997-08-05,480.39801517732246
1997-08-06,481.5824241686654
1997-08-07,471.9075711372861
1997-08-08,468.97349141811844
1997-08-11,453.21184485657864
1997-08-12,450.97381385727937
1997-08-13,447.820848904449
1997-08-14,435.78634885816234
1997-08-15,431.12751871475047
1997-08-18,429.42881767884785
1997-08-19,433.2079495001927
1997-08-20,444.051458067782
1997-08-21,443.21956484873346
1997-08-22,443.6287091878582
1997-08-25,444.59732004959756
1997-08-26,441.5363752465933
1997-08-27,432.70928560389996
1997-08-28,405.2803368480256
1997-08-29,394.03469771763145
1997-09-01,378.83802297200396
1997-09-02,375.7003277208783
1997-09-03,381.1850142087132
1997-09-04,385.6635006475794
1997-09-05,404.7830302408436
1997-09-08,417.955621912264
1997-09-09,431.8866162274272
1997-09-10,425.93448553765035
1997-09-11,414.84593556679135
1997-09-12,413.9303341051651
1997-09-15,413.711527143732
1997-09-16,409.1919847688953
1997-09-17,406.03679677403204
1997-09-18,401.2717257958926
1997-09-19,401.0051379848596
1997-09-22,394.11925062589654
1997-09-23,399.71747878051764
1997-09-24,398.44781374032283
1997-09-25,403.9431528035317
1997-09-26,405.51513580281846
1997-09-29,401.0768553355425
1997-09-30,407.9984713293123
1997-10-01,398.6048573400163
1997-10-02,398.3322518782708
1997-10-03,388.96337885275574
1997-10-06,382.841419374733
1997-10-07,376.2792899909842
1997-10-08,380.12384249059517
1997-10-09,384.01218080076853
1997-10-10,388.7057882482464
1997-10-13,387.6152113834069
1997-10-14,388.4536099400009
1997-10-15,385.0054344853208
1997-10-16,380.44505828605196
1997-10-17,382.7551354010049
1997-10-20,370.41917084878844
1997-10-21,363.29200946985003
1997-10-22,352.7572583496303
1997-10-23,335.83687484827743
1997-10-24,332.34555693492206
1997-10-27,331.3838522734085
1997-10-28,308.0398804957385
1997-10-29,325.5738426229979
1997-10-30,324.9684389624946
1997-10-31,336.0872023191223
1997-11-03,367.654951641526
1997-11-04,360.7294772983732
1997-11-05,357.61001046429544
1997-11-06,358.72354967671106
1997-11-07,355.63689125088723
1997-11-10,348.004648696504
1997-11-11,350.38823299378083
1997-11-12,348.9106226044574
1997-11-13,347.18867863244003
1997-11-14,344.77775161027523
1997-11-17,349.73996339451645
1997-11-18,347.944695299185
1997-11-19,337.09362374387734
1997-11-20,333.7630447457032
1997-11-21,342.8154906426298
1997-11-24,351.0432198193828
1997-11-25,344.43726515262085
1997-11-26,347.3260666263514
1997-11-27,354.02245585168606
1997-11-28,354.4435134492413
1997-12-01,355.0101035226432
1997-12-02,363.1024514197632
1997-12-03,353.41872558225754
1997-12-04,355.4951420583905
1997-12-05,360.0491965619515
1997-12-08,370.0291997626079
1997-12-09,363.0375148749247
1997-12-10,358.4068929828262
1997-12-11,341.06898739196185
1997-12-12,334.6201185671056
1997-12-15,318.55849141106853
1997-12-16,309.86418867396907
1997-12-17,320.6820420765405
1997-12-18,334.48653252992995
1997-12-19,330.3050846258922
1997-12-22,325.349287133461
1997-12-23,327.8381543775423
1997-12-24,322.3723077167593
