Date,HONG KONG IMI
1994-05-31,356.14247014534726
1994-06-30,329.0757965473353
1994-07-29,351.81124785278223
1994-08-31,368.67154957088485
1994-09-30,360.37488113534926
1994-10-31,361.170891113053
1994-11-30,319.59271500810837
1994-12-30,310.6472273279309
1995-01-31,278.9583438380514
1995-02-28,315.793394242605
1995-03-31,322.1415845821004
1995-04-28,316.3702512269791
1995-05-31,355.8900903039453
1995-06-30,353.6177762443887
1995-07-31,363.375026125215
1995-08-31,351.8190568749813
1995-09-29,372.5970096598076
1995-10-31,375.3974813809749
1995-11-30,377.6829767749586
1995-12-29,387.17005885007484
1996-01-31,435.79074890776906
1996-02-29,433.5959844212525
1996-03-29,431.16815323261085
1996-04-30,437.48201151418226
1996-05-31,449.6124124309526
1996-06-28,441.58956976624575
1996-07-31,423.3297971279317
1996-08-30,439.16135051235364
1996-09-30,465.6018213706302
1996-10-31,486.8415183602163
1996-11-29,535.3201244667683
1996-12-31,533.2199744690191
1997-01-01,533.2846731082778
1997-01-02,525.5847486376442
1997-01-03,526.6957861547212
1997-01-06,533.8551398713591
1997-01-07,535.1730660100584
1997-01-08,536.1756212368246
1997-01-09,527.0118590803351
1997-01-10,525.6847999542366
1997-01-13,528.20140148519
1997-01-14,528.5095589057177
1997-01-15,543.7029464064136
1997-01-16,544.3655278351491
1997-01-17,544.6316578877305
1997-01-20,545.1018706101991
1997-01-21,541.5371848111402
1997-01-22,542.2051144079562
1997-01-23,538.4298678221253
1997-01-24,530.2566443902398
1997-01-27,526.9938150365009
1997-01-28,531.765773025633
1997-01-29,527.9623816938772
1997-01-30,527.0231262860244
1997-01-31,526.831413497448
1997-02-03,530.5695030606461
1997-02-04,533.6856486617334
1997-02-05,537.8655058825959
1997-02-06,537.900209121894
1997-02-07,538.052956590053
1997-02-10,535.4235309592561
1997-02-11,529.5072278093442
1997-02-12,529.8983833937816
1997-02-13,521.9829042694765
1997-02-14,516.5135483009162
1997-02-17,517.131032373839
1997-02-18,514.3720920114112
1997-02-19,514.2190277416775
1997-02-20,526.0352409734272
1997-02-21,527.4700089066358
1997-02-24,525.127550151968
1997-02-25,528.7006529484456
1997-02-26,529.9307763077933
1997-02-27,531.478503741436
1997-02-28,526.9749162353074
1997-03-03,531.7756698867572
1997-03-04,530.905927348164
1997-03-05,528.2463225612418
1997-03-06,526.5569289585561
1997-03-07,523.6032426258375
1997-03-10,520.9593789133596
1997-03-11,519.6658906621254
1997-03-12,514.412125707787
1997-03-13,507.5414427116987
1997-03-14,500.7432747565964
1997-03-17,505.67869150874037
1997-03-18,502.2221082889132
1997-03-19,499.2675283706682
1997-03-20,491.9110221503718
1997-03-21,492.59717477998856
1997-03-24,501.7057968509027
1997-03-25,502.761425020705
1997-03-26,500.93892063895976
1997-03-27,493.58158657107697
1997-03-28,493.5624784611869
1997-03-31,493.58158657107697
1997-04-01,477.81165792268524
1997-04-02,479.3334587741974
1997-04-03,477.0375446333577
1997-04-04,482.0439571847401
1997-04-07,484.65278302857337
1997-04-08,488.39212954380247
1997-04-09,489.1550233817166
1997-04-10,487.2021775301884
1997-04-11,491.4656472229396
1997-04-14,484.45154831256144
1997-04-15,484.4157111903434
1997-04-16,492.06995275389363
1997-04-17,489.67885773414946
1997-04-18,491.61942221581455
1997-04-21,493.7916745193652
1997-04-22,491.89983983254695
1997-04-23,495.2383841160458
1997-04-24,495.24613114702424
1997-04-25,491.96716069110107
1997-04-28,490.6906163255387
1997-04-29,490.98359086067853
1997-04-30,499.77168652306733
1997-05-01,506.8173367719603
1997-05-02,508.20356781903513
1997-05-05,519.4651885372722
1997-05-06,524.7651007082985
1997-05-07,524.7807794590711
1997-05-08,527.8938700872926
1997-05-09,532.6124647981392
1997-05-12,534.4364657886688
1997-05-13,534.3589907865542
1997-05-14,540.8745121658175
1997-05-15,540.1506266648107
1997-05-16,539.9077198095886
1997-05-19,542.6483308056097
1997-05-20,546.3794811884973
1997-05-21,546.8602951230126
1997-05-22,546.8825602940851
1997-05-23,549.9089954607537
