Date,AUSTRIA IMI
1994-05-31,193.4411446137593
1994-06-30,207.24016295061804
1994-07-29,204.21388100240856
1994-08-31,210.67191093403338
1994-09-30,202.28596387290156
1994-10-31,199.25637159190424
1994-11-30,193.09901709541433
1994-12-30,198.38425730839393
1995-01-31,191.26660415546218
1995-02-28,198.8447419484663
1995-03-31,199.75984746807245
1995-04-28,197.41494323094025
1995-05-31,205.6264349880617
1995-06-30,209.77370729924047
1995-07-31,213.8532618276909
1995-08-31,198.49289512551493
1995-09-29,200.62364794768106
1995-10-31,194.47109205890243
1995-11-30,189.61725186525555
1995-12-29,195.37200131387115
1996-01-31,203.56985643369967
1996-02-29,203.10666795712558
1996-03-29,202.15979575725063
1996-04-30,202.28182384214995
1996-05-31,210.6903420498827
1996-06-28,202.1077241366405
1996-07-31,199.29088527685323
1996-08-30,200.1257351577181
1996-09-30,194.51166620640782
1996-10-31,196.3560994922171
1996-11-29,199.25789875858595
1996-12-31,201.7554895035731
1997-01-01,201.7554895035731
1997-01-02,200.4519627276759
1997-01-03,199.45435685232772
1997-01-06,198.50509179337567
1997-01-07,198.1599450946981
1997-01-08,197.11110317977696
1997-01-09,195.81233346812397
1997-01-10,196.0576919417859
1997-01-13,198.7947592086792
1997-01-14,197.94836882633632
1997-01-15,199.441674881163
1997-01-16,198.0309946724646
1997-01-17,195.64983829362012
1997-01-20,195.5793977506587
1997-01-21,195.22284033602
1997-01-22,194.06357239522347
1997-01-23,194.99168455358387
1997-01-24,195.9433453783586
1997-01-27,194.18359873173074
1997-01-28,191.99707225731532
1997-01-29,192.82909367310145
1997-01-30,193.01049645645668
1997-01-31,193.58729958354664
1997-02-03,194.12196435565423
1997-02-04,194.0068778941936
1997-02-05,193.78304619885887
1997-02-06,194.01544423683063
1997-02-07,192.475681108349
1997-02-10,194.41759186066596
1997-02-11,192.54547130954884
1997-02-12,192.11433245009255
1997-02-13,191.9942635569928
1997-02-14,192.31358923358079
1997-02-17,190.6755376223903
1997-02-18,191.50492693065237
1997-02-19,191.37126141370854
1997-02-20,192.02906752647908
1997-02-21,192.41076157575634
1997-02-24,194.2004019760711
1997-02-25,194.42960078340016
1997-02-26,194.2990617351378
1997-02-27,194.3734182281567
1997-02-28,193.5370791650543
1997-03-03,194.73123075400278
1997-03-04,193.3382357967451
1997-03-05,193.7843458797949
1997-03-06,193.3812947949924
1997-03-07,192.742825011089
1997-03-10,194.74549600748622
1997-03-11,196.06605410320836
1997-03-12,196.01420565536216
1997-03-13,195.05548599469745
1997-03-14,195.1770451667602
1997-03-17,194.79304775079606
1997-03-18,195.08156708953894
1997-03-19,194.6969218596994
1997-03-20,193.80095210095322
1997-03-21,194.90898645465165
1997-03-24,194.33575888667954
1997-03-25,194.04953261045827
1997-03-26,194.6418804911899
1997-03-27,195.0563437102943
1997-03-28,195.1646197228288
1997-03-31,196.11864890565923
1997-04-01,193.19661083891123
1997-04-02,192.32591286480908
1997-04-03,191.2572252719638
1997-04-04,190.1961343335789
1997-04-07,187.73286100604858
1997-04-08,188.47654719394416
1997-04-09,186.86473871536896
1997-04-10,186.54248518727195
1997-04-11,184.65722686549128
1997-04-14,184.55930903286685
1997-04-15,183.31556019441683
1997-04-16,184.5902436735585
1997-04-17,185.73628783270263
1997-04-18,188.06729942754865
1997-04-21,189.65790600054112
1997-04-22,189.15787491181555
1997-04-23,190.1471910872252
1997-04-24,190.04557419014125
1997-04-25,188.49575881273822
1997-04-28,187.84730549389806
1997-04-29,187.84184993807833
1997-04-30,186.59007617493407
1997-05-01,188.01241419245565
1997-05-02,188.2014832799104
1997-05-05,188.81273458861978
1997-05-06,190.30514222679307
1997-05-07,191.7286446779743
1997-05-08,193.06471333924756
1997-05-09,196.21034771099548
1997-05-12,197.27155668375147
1997-05-13,197.0967536411738
1997-05-14,197.113856125004
1997-05-15,195.73506757600188
1997-05-16,196.75531876138373
1997-05-19,195.24475744814015
1997-05-20,198.49436224719472
1997-05-21,200.33120313725925
1997-05-22,200.22749094640025
1997-05-23,200.92290601414038
1997-05-26,203.13147174912444
1997-05-27,202.18867329600008
1997-05-28,202.19482457371805
1997-05-29,202.215143449342
1997-05-30,198.36693974594576
1997-06-02,198.212515426297
1997-06-03,198.43138372281797
1997-06-04,198.38500150793897
1997-06-05,198.7765639074623
1997-06-06,198.52133751867396
1997-06-09,200.53019761804245
1997-06-10,199.5627085244696
1997-06-11,200.08315621956243
1997-06-12,198.53683093810204
1997-06-13,197.42487716607076
1997-06-16,198.39895426461737
1997-06-17,197.08203954530293
1997-06-18,197.17563909410327
1997-06-19,197.78297925662383
1997-06-20,197.1224079292677
1997-06-23,196.99962831300832
1997-06-24,195.85405629991644
1997-06-25,197.11936531955482
1997-06-26,196.42479419082943
1997-06-27,195.6261790428935
1997-06-30,196.55744875594547
1997-07-01,200.15838703335908
1997-07-02,201.54122665206125
1997-07-03,203.47850724190218
1997-07-04,203.74153203265024
1997-07-07,205.3300308919566
1997-07-08,203.80510594671594
1997-07-09,204.09115513860118
1997-07-10,203.74901407878397
1997-07-11,201.9073440391808
1997-07-14,200.0700523244439
1997-07-15,198.68377848279678
1997-07-16,200.68267859966164
1997-07-17,203.48735675920008
1997-07-18,203.95822512018918
1997-07-21,200.072182923544
1997-07-22,198.97986281585497
1997-07-23,201.42376197900902
1997-07-24,199.7685682182927
1997-07-25,198.6356211566507
1997-07-28,200.8117454035736
1997-07-29,202.4499305786502
1997-07-30,203.15443793798053
1997-07-31,204.02942945004952
1997-08-01,201.703227172697
1997-08-04,198.89448354451028
1997-08-05,195.61006889505657
1997-08-06,196.93663139880337
1997-08-07,198.48451929926787
1997-08-08,197.64724188342532
1997-08-11,196.38824663942282
1997-08-12,195.80638300537566
1997-08-13,196.88807707016383
1997-08-14,192.95797262987466
1997-08-15,195.9057091451832
1997-08-18,191.79494184204086
