Date,SWITZERLAND IMI
1994-05-31,219.9660369654438
1994-06-30,222.86631529580782
1994-07-29,218.33732684003414
1994-08-31,226.0475974089262
1994-09-30,224.5185874160347
1994-10-31,227.04241650229272
1994-11-30,221.32802410984763
1994-12-30,227.13625013552934
1995-01-31,224.05152782553296
1995-02-28,235.72370052372307
1995-03-31,250.68364136957064
1995-04-28,255.60786070680973
1995-05-31,267.590806125322
1995-06-30,276.44913708720543
1995-07-31,278.61225702358985
1995-08-31,270.5924166253034
1995-09-29,292.76781091779685
1995-10-31,302.4350657073223
1995-11-30,303.5574075800698
1995-12-29,315.72556269587005
1996-01-31,299.75209257839373
1996-02-29,310.4570069119199
1996-03-29,333.3717802795228
1996-04-30,321.6767177638329
1996-05-31,311.7271634984658
1996-06-28,325.7970448320471
1996-07-31,318.83432548102644
1996-08-30,331.5667646185171
1996-09-30,323.7941929679359
1996-10-31,322.2015688796323
1996-11-29,324.25381202221564
1996-12-31,315.61027381990556
1997-01-01,315.61027381990556
1997-01-02,315.49571567041846
1997-01-03,313.2439394094939
1997-01-06,312.40721982876363
1997-01-07,313.54268712340274
1997-01-08,313.93432419954667
1997-01-09,313.8154190594257
1997-01-10,310.198896876738
1997-01-13,311.91708864429796
1997-01-14,313.1588028335098
1997-01-15,314.07885941548443
1997-01-16,315.11858869222823
1997-01-17,312.1797232783949
1997-01-20,307.8070092085384
1997-01-21,307.91051360548073
1997-01-22,311.0180688157182
1997-01-23,314.40155646358096
1997-01-24,316.57558414965234
1997-01-27,314.5867252840295
1997-01-28,315.1018173466673
1997-01-29,315.28102826839427
1997-01-30,317.44248240239835
1997-01-31,322.18705053611586
1997-02-03,323.79483830653226
1997-02-04,323.4541832583268
1997-02-05,323.4432435036134
1997-02-06,325.2068254071425
1997-02-07,324.336695777911
1997-02-10,329.0108769987676
1997-02-11,329.0386608802858
1997-02-12,328.47201757702106
1997-02-13,326.5865246606109
1997-02-14,326.1395087711713
1997-02-17,325.21475140353516
1997-02-18,325.1551393958875
1997-02-19,325.12735611266993
1997-02-20,325.8043072397487
1997-02-21,328.7334207953796
1997-02-24,327.5141663813564
1997-02-25,328.4676281463781
1997-02-26,327.054806768684
1997-02-27,325.8107038589321
1997-02-28,324.61422614315256
1997-03-03,322.9056561417184
1997-03-04,324.9211116496395
1997-03-05,327.87312071238216
1997-03-06,329.9462500868171
1997-03-07,332.2158045059154
1997-03-10,337.376444880559
1997-03-11,336.97142844254563
1997-03-12,337.89931613051164
1997-03-13,336.5180761016791
1997-03-14,337.25287824978994
1997-03-17,333.24667694113015
1997-03-18,334.85898103554746
1997-03-19,334.8441595899679
1997-03-20,328.79133713443906
1997-03-21,330.39084330108653
1997-03-24,329.367215057225
1997-03-25,331.1173802944203
1997-03-26,334.34163227721143
1997-03-27,340.97713730983537
1997-03-28,341.68285059850706
1997-03-31,343.79376089305566
1997-04-01,333.3911754754199
1997-04-02,333.3202850475894
1997-04-03,332.226113040174
1997-04-04,332.97289593717085
1997-04-07,332.4308547860577
1997-04-08,331.42175350698614
1997-04-09,334.1497003191171
1997-04-10,334.96822406776187
1997-04-11,334.15950218889725
1997-04-14,332.7675559573816
1997-04-15,335.45720466214084
1997-04-16,334.83077963144274
1997-04-17,337.5125824805717
1997-04-18,341.88714815094744
1997-04-21,347.00506828869493
1997-04-22,347.148554265547
1997-04-23,347.64278897387265
1997-04-24,350.5101829717342
1997-04-25,345.9911439196262
1997-04-28,346.95475638601533
1997-04-29,351.53303313289285
1997-04-30,352.62256807131956
1997-05-01,354.4266177240326
1997-05-02,356.7713240391591
1997-05-05,360.6182087679521
1997-05-06,361.2811390670472
1997-05-07,364.5398634009994
1997-05-08,368.6843720732881
1997-05-09,372.2622795186342
1997-05-12,372.6355785370199
1997-05-13,375.4246023262495
1997-05-14,377.58555219404013
1997-05-15,379.9674024255219
1997-05-16,385.0341457243504
1997-05-19,382.58718673042614
1997-05-20,383.60151405794676
1997-05-21,388.2398460015491
1997-05-22,388.67397562052264
1997-05-23,390.1219435851686
1997-05-26,393.5784211177124
1997-05-27,388.26692631506455
1997-05-28,385.13097454107816
1997-05-29,386.6227757312687
1997-05-30,378.7811661809483
1997-06-02,382.0368629250486
1997-06-03,384.1166942984022
1997-06-04,384.5948661084771
1997-06-05,385.408452729443
1997-06-06,389.1828369601524
1997-06-09,395.7552182216363
1997-06-10,393.87762622732976
1997-06-11,393.2209667720956
1997-06-12,395.3357857542406
1997-06-13,396.13785182255805
1997-06-16,396.50142854223765
1997-06-17,393.5154281651373
1997-06-18,397.90676098268517
1997-06-19,406.7771572653313
1997-06-20,409.3726902078658
1997-06-23,412.5784660078148
1997-06-24,411.07056930111486
1997-06-25,416.35673858684146
1997-06-26,416.2686345101745
1997-06-27,415.4333236895105
1997-06-30,407.5292644428029
1997-07-01,409.72895583283105
1997-07-02,408.73238909952937
1997-07-03,417.55604429370345
1997-07-04,420.0747907814919
1997-07-07,428.681928007683
1997-07-08,430.6409971998586
1997-07-09,429.06637852434505
1997-07-10,426.98881036627904
1997-07-11,419.62926477019687
1997-07-14,417.931157160885
1997-07-15,417.35956772040214
1997-07-16,420.77726607402263
1997-07-17,418.1483101623345
1997-07-18,412.4546885654378
1997-07-21,404.4106301076616
1997-07-22,406.9074652291202
1997-07-23,416.7532356548542
1997-07-24,413.5486904888931
1997-07-25,409.23959408139126
1997-07-28,411.1216502862734
1997-07-29,410.74516727887664
1997-07-30,414.84794037330704
1997-07-31,414.2394785389566
1997-08-01,411.94053074635883
1997-08-04,403.4398214154906
1997-08-05,400.87933946357464
1997-08-06,404.86054192530924
1997-08-07,411.3064626489401
1997-08-08,413.3225072785212
1997-08-11,407.65627703093236
1997-08-12,406.2625927701969
1997-08-13,402.67518096052765
1997-08-14,393.78037462786676
